ERR1913171.1__1.1	74426__group_4823
ERR1913171.446386__1.446386	820__A0A139K1Y6__DXB48_02610
ERR1913171.446485__1.446485	823__A6L9W2__DXB14_07905
ERR1913171.446496__1.446496	371601__C3R2J2__ERS852396_04353
ERR1913171.446585__1.446585	820__A0A078STJ8__DXC68_04690
ERR1913171.446732__1.446732	820__A0A139KHX1__HMPREF2141_00289
ERR1913171.446832__1.446832	1262911__R6H2B5__BN557_01151
ERR1913171.446794__1.446794	820__A0A139KHX1__HMPREF2141_00289
ERR1913171.446866__1.446866	649756__B0NWY4__blaR1_3
ERR1913171.446874__1.446874	820__A0A174CG08__DXB62_13215
ERR1913171.446956__1.446956	28117__B0MT73__ALIPUT_00412
ERR1913171.447037__1.447037	820__A7V9F9__B5G17_14640
ERR1913171.447116__1.447116	1262992__R5D5Z8__BN795_00201
ERR1913171.447309__1.447309	357276__A0A076IRX7__HMPREF1064_00526
ERR1913171.447500__1.447500	357276__D1K3K9__EL88_23995
ERR1913171.447489__1.447489	626929__F3PEC1__SAMN05444376_2633
ERR1913171.447637__1.447637	823__A0A395YY84__DXC05_19515
ERR1913171.447613__1.447613	204516__U6RDD8__HMPREF1534_02559
ERR1913171.447708__1.447708	471189__GCA_003340385.1_00244
ERR1913171.447744__1.447744	292800__A0A174NZG5__appA_1
ERR1913171.447848__1.447848	239935__A0A2N8IYM5__CXT84_05130
ERR1913171.447852__1.447852	818__A0A139K2A0__SAMN02910322_00898
ERR1913171.447780__1.447780	357276__A0A076IRX4__ABI39_13585
ERR1913171.447911__1.447911	1150298__A0A174TF64__ERS852406_00108
ERR1913171.447968__1.447968	28117__B0MT73__ALIPUT_00412
ERR1913171.447977__1.447977	371601__I9UUC0__DXD80_12950
ERR1913171.448005__1.448005	39491__A0A396FRK0__ERS852417_00541
ERR1913171.448132__1.448132	33039__R6P9Z4__ERS852502_00114
ERR1913171.448178__1.448178	487174__K0X524__DDY40_09270
ERR1913171.448228__1.448228	818__Q8A3A6__Btheta7330_00071
ERR1913171.448357__1.448357	820__A0A396EWL3__ERS417307_03868
ERR1913171.448400__1.448400	47678__A5ZEX0__DW706_08045
ERR1913171.448561__1.448561	820__A0A3E4W4Y7__B5G17_02055
ERR1913171.448663__1.448663	28116__A0A1G8P076__AA414_01051
ERR1913171.448672__1.448672	39491__D6E408__EUBREC_1466
ERR1913171.448821__1.448821	239935__B2UQP8__CXU15_01110
ERR1913171.448779__1.448779	371601__D7J175__DXD03_05675
ERR1913171.449029__1.449029	901__B6WXD6__DHV46_02215
ERR1913171.449086__1.449086	371601__I9UMY2__DXD03_18740
ERR1913171.449250__1.449250	74426__gap
ERR1913171.449345__1.449345	818__A0A2J6AAA9__NCTC10582_00162
ERR1913171.449467__1.449467	357276__A0A076IKP2__HMPREF1063_00218
ERR1913171.449504__1.449504	39491__A0A173SH34__EUR_24920
ERR1913171.449520__1.449520	39486__B0G445__DXD10_10335
ERR1913171.449543__1.449543	487174__K0X3L3__DDY40_11345
ERR1913171.449763__1.449763	292800__A0A1C7FHV2__HMPREF9460_00045
ERR1913171.449769__1.449769	357276__A6L053__ABI39_04450
ERR1913171.449782__1.449782	821__A0A173XDD3__DXB82_17180
ERR1913171.449942__1.449942	820__A0A139JRS5__HMPREF1073_04025
ERR1913171.450003__1.450003	820__I9TWZ7__DXC80_10550
ERR1913171.450097__1.450097	357276__I8VN30__HMPREF1065_03051
ERR1913171.450111__1.450111	820__R9I3N4__M093_0061
ERR1913171.450414__1.450414	39491__C4ZAT2__ERE_28440
ERR1913171.450491__1.450491	823__A0A395YQ63__B5F32_15335
ERR1913171.450585__1.450585	246787__A0A0P0GG22__BACCELL_01899
ERR1913171.450710__1.450710	357276__E5UTL1__HMPREF1065_03551
ERR1913171.450719__1.450719	1262911__R6GPI7__BN557_00907
ERR1913171.450867__1.450867	820__A0A3E4W4Y7__B5G17_02055
ERR1913171.451008__1.451008	239935__A0A2N8HQR1__Amuc_0287
ERR1913171.451030__1.451030	74426__nifJ
ERR1913171.451181__1.451181	47678__R5UBT0__CGC64_12195
ERR1913171.451242__1.451242	357276__B6VT86__IY41_22515
ERR1913171.451317__1.451317	820__A0A174G065__DXB62_08975
ERR1913171.451547__1.451547	61171__B9Y921__HOLDEFILI_02321
ERR1913171.451579__1.451579	820__A0A139JUD3__DXC91_19380
ERR1913171.451649__1.451649	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.451674__1.451674	853__A0A2A7A4A9__C4N21_14870
ERR1913171.451697__1.451697	28116__I8Y7V6__HMPREF1017_02728
ERR1913171.451821__1.451821	39491__A0A396FVC0__ERE_15900
ERR1913171.451868__1.451868	39491__C4ZCH3__EUR_17560
ERR1913171.451893__1.451893	1262746__R5SS80__BN750_02125
ERR1913171.451907__1.451907	33039__A0A173V4G5__ERS852577_02906
ERR1913171.451924__1.451924	626929__F3PDS3__HMPREF9445_00131
ERR1913171.451969__1.451969	39491__A0A396FJJ9__DXB76_11995
ERR1913171.451983__1.451983	357276__A0A076IRX4__ABI39_13585
ERR1913171.452015__1.452015	820__A0A174Q0F0__DXB48_08080
ERR1913171.452071__1.452071	39491__C4ZCH3__EUR_17560
ERR1913171.452096__1.452096	239935__A0A2N8HT44__CXT84_11035
ERR1913171.452107__1.452107	818__R6VB25__BSIG_5053
ERR1913171.452355__1.452355	28116__A0A1Y4PWN5__M088_3731
ERR1913171.452385__1.452385	820__A0A174A6K0__M093_0079
ERR1913171.452488__1.452488	39488__A0A174CJ01__DXD91_03830
ERR1913171.452587__1.452587	28117__B0MTD2__ALIPUT_00428
ERR1913171.452554__1.452554	487174__K0X773__DIT83_07170
ERR1913171.452603__1.452603	204516__U6R9E7__HMPREF1534_03313
ERR1913171.452654__1.452654	820__A0A174Q0F0__DXB48_08080
ERR1913171.452619__1.452619	1262743__R5C054__BN727_01980
ERR1913171.452797__1.452797	820__I9TWZ7__DXC80_10550
ERR1913171.452833__1.452833	818__A0A139K7W4__ERS852511_00771
ERR1913171.452813__1.452813	446660__GCA_003428235.1_01009
ERR1913171.452940__1.452940	28117__B0MY34__BHV66_05195
ERR1913171.452989__1.452989	357276__I8WBQ9__HMPREF1065_03212
ERR1913171.453010__1.453010	39491__A0A173QT73__alaS_2
ERR1913171.453046__1.453046	357276__I9R994__BACDOR_04044
ERR1913171.453059__1.453059	40518__R5DT93__DXD86_08730
ERR1913171.453175__1.453175	357276__I9QWD4__DXD47_15075
ERR1913171.453200__1.453200	39491__A0A395UYL9__ERS852417_00624
ERR1913171.453235__1.453235	88431__A6BF91__ERS852573_01159
ERR1913171.453266__1.453266	28117__B0MZ22__BHV66_04430
ERR1913171.453311__1.453311	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913171.453336__1.453336	823__A0A174WTX5__DD466_11965
ERR1913171.453432__1.453432	818__A0A0P0F391__BJP75_009470
ERR1913171.453898__1.453898	1150298__A0A174DX06__ERS852498_00491
ERR1913171.454107__1.454107	28117__B0MU58__BHV66_05630
ERR1913171.454134__1.454134	1150298__A0A174SLE6__mlc_1
ERR1913171.454217__1.454217	1150298__R7JUS2__ERS852498_02193
ERR1913171.454399__1.454399	357276__A0A0M1W1I8__ABI39_13620
ERR1913171.454410__1.454410	820__R9HP61__DXC91_01090
ERR1913171.454582__1.454582	471189__GCA_003340385.1_00321
ERR1913171.454651__1.454651	853__A0A2A7B1Y7__C7K05_11930
ERR1913171.454660__1.454660	214856__A0A174BBG7__ERS852447_01289
ERR1913171.454780__1.454780	357276__A0A0P0M2G3__BACDOR_03913
ERR1913171.454865__1.454865	357276__A0A1Y3Z6X3__GV66_07715
ERR1913171.454932__1.454932	28116__A7LS06__HMPREF2532_04668
ERR1913171.455062__1.455062	1628085__A0A3E2XSL7__C7386_12131
ERR1913171.455221__1.455221	357276__A0A076IN30__DXD47_09350
ERR1913171.455248__1.455248	471189__GCA_003340385.1_00567
ERR1913171.455282__1.455282	239935__A0A2N8HTZ8__CXU09_01270
ERR1913171.455591__1.455591	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913171.455749__1.455749	39486__B0GA02__HMPREF9457_02273
ERR1913171.455767__1.455767	820__A0A3E4GA19__SAMN05444418_10562
ERR1913171.455858__1.455858	1150298__A0A174SLE6__mlc_1
ERR1913171.455918__1.455918	47678__R5U8S9__DW706_06260
ERR1913171.456018__1.456018	853__R6QDR1__C4N27_08170
ERR1913171.456105__1.456105	820__A7V8C2__ERS852554_01338
ERR1913171.456180__1.456180	239935__A0A2N8ITX2__CXT86_11265
ERR1913171.456350__1.456350	371601__A0A1H4AKU1__BXY_45200
ERR1913171.456432__1.456432	357276__A0A0K2HI25__DXD47_04465
ERR1913171.456407__1.456407	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913171.456503__1.456503	47678__R5U325__HMPREF1061_03209
ERR1913171.456510__1.456510	40518__R5DQK2__DXD93_03730
ERR1913171.456535__1.456535	820__A0A1T4IY71__HMPREF2141_02402
ERR1913171.456633__1.456633	28116__C3R0H4__DXD69_00155
ERR1913171.456666__1.456666	357276__I9FRW5__B5F95_21685
ERR1913171.456724__1.456724	28116__A7LS06__HMPREF2532_04668
ERR1913171.456927__1.456927	371601__D0TQQ4__BN891_30250
ERR1913171.456969__1.456969	33039__D4M5D2__ERS852424_00738
ERR1913171.457011__1.457011	360807__A0A173V2S2__phoR_7
ERR1913171.457061__1.457061	357276__I9QBT4__GV66_09000
ERR1913171.457084__1.457084	853__A0A2A7B1Y7__C7K05_11930
ERR1913171.457209__1.457209	820__A0A374Q351__DXD40_05850
ERR1913171.457267__1.457267	39486__B0G2J6__DXB12_13190
ERR1913171.457298__1.457298	818__A0A174TT69__SAMN02910322_02680
ERR1913171.457443__1.457443	28118__F9Z9H9__DF785_03070
ERR1913171.457532__1.457532	820__A0A139KJR5__M093_4469
ERR1913171.457601__1.457601	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.457689__1.457689	39491__A0A395ZEI6__ERE_07950
ERR1913171.457776__1.457776	820__A0A174TRB5__DXD40_11305
ERR1913171.457854__1.457854	357276__A0A1Y4PPG2__B5F95_02305
ERR1913171.458065__1.458065	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.458127__1.458127	28117__B0MXG8__ALIPUT_01814
ERR1913171.458415__1.458415	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.458419__1.458419	47678__R5UUS9__ERS852558_01432
ERR1913171.458480__1.458480	357276__I9R002__HMPREF1064_01826
ERR1913171.458505__1.458505	371601__C3QXN6__ERS852396_01055
ERR1913171.458508__1.458508	821__A0A174NVL6__NCTC10583_01782
ERR1913171.458677__1.458677	371601__A0A1Y4VA23__SAMN04487924_1246
ERR1913171.458742__1.458742	357276__A0A076IRV2__BACDOR_02822
ERR1913171.458789__1.458789	818__A0A174L0X1__NCTC10582_00394
ERR1913171.458799__1.458799	246787__R6KBH9__HMPREF1062_04676
ERR1913171.458917__1.458917	823__D7ILK2__ERS852380_00031
ERR1913171.459106__1.459106	39486__R6SRP8__DXD84_13920
ERR1913171.459183__1.459183	556259__E5CDQ6__BSGG_3921
ERR1913171.459250__1.459250	823__D0TC25__B5F32_04575
ERR1913171.459351__1.459351	357276__A0A076IRZ5__BACDOR_00630
ERR1913171.459409__1.459409	820__A0A3E4VXP2__yesR
ERR1913171.459410__1.459410	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.459495__1.459495	28116__A0A139LKF7__DXA80_16100
ERR1913171.459461__1.459461	371601__A0A1H4GP73__B5E50_17960
ERR1913171.459515__1.459515	204516__U6R9H3__HMPREF1534_03348
ERR1913171.459549__1.459549	820__A0A3E4WA06__ERS852554_03404
ERR1913171.459586__1.459586	821__A0A396F598__CUU_3259
ERR1913171.459659__1.459659	820__A0A174NUS8__DXC80_12885
ERR1913171.459673__1.459673	47678__R5U9Z0__HMPREF1061_03210
ERR1913171.459676__1.459676	820__A0A139K5A6__DXB48_12175
ERR1913171.459735__1.459735	371601__A0A139LNL6__ERS852396_04350
ERR1913171.459800__1.459800	357276__A0A0M1W1I8__ABI39_13620
ERR1913171.459933__1.459933	820__A0A174QT76__B5G17_18060
ERR1913171.459992__1.459992	820__A0A396EXA7__DXB37_15530
ERR1913171.460021__1.460021	39491__A0A396FEV5__EUR_24750
ERR1913171.460082__1.460082	40518__R5DR39__mreB_2
ERR1913171.460176__1.460176	28117__B0MUT8__ALIPUT_00879
ERR1913171.460184__1.460184	371601__D6CXF8__DXD80_06045
ERR1913171.460239__1.460239	357276__E5UTL1__HMPREF1065_03551
ERR1913171.460407__1.460407	357276__A0A076IN30__DXD47_09350
ERR1913171.460461__1.460461	28116__I9TDA4__BACOV975_03134
ERR1913171.460450__1.460450	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.460508__1.460508	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913171.460517__1.460517	820__A0A3E4PYB0__yejM
ERR1913171.460518__1.460518	487174__K0X347__DIT83_07775
ERR1913171.460550__1.460550	544645__A0A3E4T7C6__DXC42_09005
ERR1913171.460625__1.460625	1262911__R6GLA5__BN557_01456
ERR1913171.460790__1.460790	357276__D1JY58__BACDOR_04277
ERR1913171.460763__1.460763	204516__U6R898__HMPREF1534_03335
ERR1913171.460769__1.460769	357276__B6VT86__IY41_22515
ERR1913171.460856__1.460856	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913171.460827__1.460827	39491__C4ZCV5__DXB99_11855
ERR1913171.460878__1.460878	820__A0A374Q8T2__DXB64_16190
ERR1913171.461003__1.461003	357276__A0A076IN30__DXD47_09350
ERR1913171.461004__1.461004	820__A0A3E4GA19__SAMN05444418_10562
ERR1913171.461241__1.461241	28116__A0A1G6G9R4__CUY_0131
ERR1913171.461372__1.461372	39486__R6SE83__DXD82_03080
ERR1913171.461432__1.461432	820__A0A078S4C2__ERS417307_00828
ERR1913171.461434__1.461434	357276__I9R994__BACDOR_04044
ERR1913171.461466__1.461466	820__A0A139KJR5__M093_4469
ERR1913171.461719__1.461719	310298__B3JQJ5__BACCOP_04231
ERR1913171.462008__1.462008	820__A0A1Q6IDS8__chtA
ERR1913171.462164__1.462164	214856__I3YK71__ERS852559_02472
ERR1913171.462166__1.462166	820__A0A174VD39__DXD90_12235
ERR1913171.462272__1.462272	47678__R5U3A7__ERS852494_02965
ERR1913171.462313__1.462313	818__A0A3E5HEU1__NCTC10582_02468
ERR1913171.462466__1.462466	28116__R6JI94__ERS852555_01222
ERR1913171.462443__1.462443	820__A0A3E4WA06__ERS852554_03404
ERR1913171.462545__1.462545	47678__R5U7L8__DXB67_16595
ERR1913171.462554__1.462554	649756__B0NYW1__DCR88_01045
ERR1913171.462813__1.462813	338188__A0A174ETX3__ERS852397_01955
ERR1913171.462967__1.462967	357276__B6VT86__IY41_22515
ERR1913171.463056__1.463056	338188__R6RT73__HMPREF1057_02828
ERR1913171.463058__1.463058	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913171.463196__1.463196	820__A0A139KJR5__M093_4469
ERR1913171.463222__1.463222	28116__A0A1Y4PWN5__M088_3731
ERR1913171.463232__1.463232	28117__B0MYM2__BHV66_04910
ERR1913171.463593__1.463593	39491__A0A395V0H6__ERS852580_02570
ERR1913171.463612__1.463612	1150298__A0A174DQT6__ERS852498_00506
ERR1913171.463613__1.463613	357276__B6VXX7__HMPREF1063_02683
ERR1913171.463741__1.463741	556259__E5C8S0__BSGG_1769
ERR1913171.463744__1.463744	823__A0A174GGT1__queG
ERR1913171.463920__1.463920	487174__K0XH97__HMPREF9448_01909
ERR1913171.463880__1.463880	487174__K0WRH0__DDY40_05725
ERR1913171.463882__1.463882	39491__C4ZHS4__EUR_24420
ERR1913171.464024__1.464024	853__D4JY61__C4N21_10560
ERR1913171.464304__1.464304	74426__pflB_2
ERR1913171.464420__1.464420	820__A0A374Q854__HMPREF1073_03281
ERR1913171.464555__1.464555	823__A0A078SBS5__DXC05_19830
ERR1913171.464527__1.464527	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913171.464586__1.464586	853__A0A3E2U7E6__ERS852582_01640
ERR1913171.464764__1.464764	820__A7V092__hldE
ERR1913171.464800__1.464800	39491__C4ZHS4__EUR_24420
ERR1913171.464817__1.464817	387090__S0F8B2__BACCOPRO_02129
ERR1913171.464820__1.464820	39491__D4JMW8__ERS852497_01971
ERR1913171.464887__1.464887	820__A0A1T4IY71__HMPREF2141_02402
ERR1913171.464956__1.464956	39488__A0A174CKH9__EUBHAL_00342
ERR1913171.464989__1.464989	357276__I8WPR6__EL88_06675
ERR1913171.465038__1.465038	292800__A0A1C7FPN3__B5F52_12070
ERR1913171.465164__1.465164	820__A0A3E4PYB0__yejM
ERR1913171.465172__1.465172	28117__B0MWC6__BHV66_00965
ERR1913171.465201__1.465201	823__A0A174UR44__M095_2641
ERR1913171.465233__1.465233	357276__I9QWD4__DXD47_15075
ERR1913171.465197__1.465197	818__E5C5U7__SAMN05216253_101163
ERR1913171.465391__1.465391	29361__B6FT65__CLONEX_03342
ERR1913171.465638__1.465638	820__A0A173YYG4__evgS_3
ERR1913171.465605__1.465605	357276__I8WBQ9__HMPREF1065_03212
ERR1913171.465744__1.465744	820__A0A3E4FZM1__adaA_2
ERR1913171.465753__1.465753	239935__A0A2N8HM32__CXT85_08075
ERR1913171.465871__1.465871	40518__R5DQL2__RBATCC27255_00937
ERR1913171.466044__1.466044	214856__A0A173WIP5__ERS852447_00168
ERR1913171.466046__1.466046	33039__A0A174ZC42__ppaC
ERR1913171.466000__1.466000	820__A0A3E4QZJ7__C801_01798
ERR1913171.466009__1.466009	61171__B9Y5T9__HOLDEFILI_01171
ERR1913171.466020__1.466020	823__A0A078TL61__ERS852429_00610
ERR1913171.466315__1.466315	39491__C4Z9E9__T1815_12341
ERR1913171.466280__1.466280	357276__I9QBT7__BSEG_03340
ERR1913171.466247__1.466247	471189__GCA_003340385.1_00504
ERR1913171.466393__1.466393	853__A0A173T751__C4N24_10280
ERR1913171.466442__1.466442	1262911__R6H2J2__BN557_01228
ERR1913171.466654__1.466654	360807__C0FVL6__ERS852444_00333
ERR1913171.466620__1.466620	360807__A0A0M6X184__ERS852392_03203
ERR1913171.466674__1.466674	357276__I9R994__BACDOR_04044
ERR1913171.466741__1.466741	357276__A0A0K2HJA6__DXD47_07320
ERR1913171.466839__1.466839	818__A0A3E5HNR9__BSIG_1712
ERR1913171.466813__1.466813	818__A0A173T914__ERS852430_01841
ERR1913171.466893__1.466893	487174__K0X1D9__HMPREF9448_00919
ERR1913171.466988__1.466988	216816__Q8G4X6__DXD52_09895
ERR1913171.467001__1.467001	552398__F4XCR9__HMPREF0866_01636
ERR1913171.466959__1.466959	901__B6WTQ4__DESPIGER_1255
ERR1913171.467042__1.467042	853__A0A3E2V168__FAEPRAM212_00929
ERR1913171.467083__1.467083	853__A0A2A7B1Y7__C7K05_11930
ERR1913171.467140__1.467140	371601__D6CXF7__BN891_50120
ERR1913171.467148__1.467148	28118__R6FET8__DHW44_06635
ERR1913171.467159__1.467159	371601__A0A1C7H6N4__SAMN05216250_10764
ERR1913171.467208__1.467208	357276__I9R002__HMPREF1064_01826
ERR1913171.467117__1.467117	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913171.467120__1.467120	39486__R6SRP8__DXD84_13920
ERR1913171.467322__1.467322	371601__F7LHU5__B5E52_04280
ERR1913171.467341__1.467341	820__A7V470__HMPREF1072_02076
ERR1913171.467298__1.467298	28116__C3QMW5__M089_4133
ERR1913171.467425__1.467425	1628085__A0A2U1BCE2__C7386_10711
ERR1913171.467469__1.467469	820__A0A174F0C1__nreB
ERR1913171.467579__1.467579	357276__I8WC65__EL88_00520
ERR1913171.467677__1.467677	556259__I0PYM3__BSGG_5385
ERR1913171.467713__1.467713	1262992__R5D6J2__BN795_00288
ERR1913171.467769__1.467769	357276__B6VXX7__HMPREF1063_02683
ERR1913171.467752__1.467752	371601__I9AJD5__BN890_44160
ERR1913171.467863__1.467863	28117__B0MWZ3__BHV66_03240
ERR1913171.467864__1.467864	39491__C4Z9Y3__ERS852417_01808
ERR1913171.467838__1.467838	160404__A0A1M6V1N1__B5G26_12215
ERR1913171.467844__1.467844	820__A0A139KJR5__M093_4469
ERR1913171.468028__1.468028	745368__A0A1T4XC26__SAMN02745178_01685
ERR1913171.468030__1.468030	40518__R5DYT8__mscS
ERR1913171.468069__1.468069	371601__A0A1H4GP73__B5E50_17960
ERR1913171.468175__1.468175	823__A0A073I748__M096_3057
ERR1913171.468215__1.468215	357276__B6VT86__IY41_22515
ERR1913171.468261__1.468261	47678__A5ZBL9__C5Z00_18710
ERR1913171.468200__1.468200	357276__B6W5Q9__HMPREF1063_03125
ERR1913171.468273__1.468273	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913171.468383__1.468383	357276__I8VQA2__HMPREF1065_04183
ERR1913171.468426__1.468426	820__A0A1Y3V743__M093_0235
ERR1913171.468609__1.468609	239935__R7E524__CXT91_06180
ERR1913171.468704__1.468704	39491__A0A2U2EED4__ERS852580_01584
ERR1913171.468790__1.468790	246787__A0A0P0GJZ5__BcellWH2_01116
ERR1913171.468798__1.468798	820__A0A174TRB5__DXD40_11305
ERR1913171.468745__1.468745	853__A0A2A7A4A9__C4N21_14870
ERR1913171.468752__1.468752	39486__B0G3J8__DXB36_14480
ERR1913171.468907__1.468907	166486__D4L0L1__ROSINTL182_08075
ERR1913171.469045__1.469045	338188__A0A174ETX3__ERS852397_01955
ERR1913171.469085__1.469085	357276__I8WBQ9__HMPREF1065_03212
ERR1913171.469126__1.469126	74426__nifJ
ERR1913171.469289__1.469289	310298__B3JFI7__BACCOP_00636
ERR1913171.469295__1.469295	329854__R7E733__DXD57_00120
ERR1913171.469228__1.469228	853__A0A3E2V168__FAEPRAM212_00929
ERR1913171.469242__1.469242	33038__A0A2N5PJY4__C5Y99_04415
ERR1913171.469412__1.469412	487174__R5FN40__HMPREF9448_01366
ERR1913171.469598__1.469598	39491__A0A395ZG74__licR
ERR1913171.469649__1.469649	47678__R5U3L4__C5Z00_12600
ERR1913171.469782__1.469782	40518__R5E6G1__DXD83_06815
ERR1913171.469796__1.469796	820__A0A173WZS4__DXD90_10250
ERR1913171.470028__1.470028	357276__A0A0K2HDV9__DXD47_02600
ERR1913171.470008__1.470008	818__A0A0N7I9M6__Btheta7330_00939
ERR1913171.470062__1.470062	649756__D4MXW9__ERS852520_02286
ERR1913171.470297__1.470297	357276__D1JY58__BACDOR_04277
ERR1913171.470307__1.470307	39491__C4ZCH3__EUR_17560
ERR1913171.470326__1.470326	214856__R6Y2Y4__ERS852447_01086
ERR1913171.470369__1.470369	820__R7E9Z4__DXC68_06065
ERR1913171.470424__1.470424	820__A7VAR9__ERS852421_00197
ERR1913171.470429__1.470429	204516__U6R9E7__HMPREF1534_03313
ERR1913171.470459__1.470459	246787__R6K756__HMPREF1062_01819
ERR1913171.470468__1.470468	47678__R5UPG7__C5Z00_18695
ERR1913171.470508__1.470508	357276__B6VT86__IY41_22515
ERR1913171.470570__1.470570	239935__A0A2N8HAQ1__DEF40_05290
ERR1913171.470604__1.470604	39491__C4ZD70__LD38_03510
ERR1913171.470721__1.470721	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.470695__1.470695	853__A0A329UEG4__CHR60_00585
ERR1913171.470866__1.470866	818__A0A0P0FSA3__ERS852557_00283
ERR1913171.470877__1.470877	28117__B0MSS1__ALIPUT_00273
ERR1913171.471028__1.471028	1262920__R5KD76__BN467_01465
ERR1913171.471121__1.471121	357276__A0A0K2HHN3__GV66_08845
ERR1913171.471174__1.471174	239935__B2UNC5__B5G29_07685
ERR1913171.471281__1.471281	357276__I9QBT7__BSEG_03340
ERR1913171.471345__1.471345	821__A0A3E4WAR6__DXD64_10735
ERR1913171.471381__1.471381	820__A0A174CG08__DXB62_13215
ERR1913171.471424__1.471424	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.471451__1.471451	487174__K0XL60__DDY40_11760
ERR1913171.471551__1.471551	820__A0A3E4G2R7__DXC07_00510
ERR1913171.471598__1.471598	820__A0A174Q0F0__DXB48_08080
ERR1913171.471618__1.471618	820__A0A139K426__B5G17_09115
ERR1913171.471639__1.471639	820__A0A174A6K0__M093_0079
ERR1913171.471845__1.471845	820__R9HVB9__DXC68_17285
ERR1913171.471923__1.471923	820__A0A173W419__DXC68_17760
ERR1913171.471940__1.471940	28116__I9TDA4__BACOV975_03134
ERR1913171.471990__1.471990	357276__I8WPR6__EL88_06675
ERR1913171.472116__1.472116	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913171.472461__1.472461	823__A0A174XJM9__CEQ22_007230
ERR1913171.472556__1.472556	357276__I9F327__DXD47_22495
ERR1913171.472572__1.472572	357276__I8WPR6__EL88_06675
ERR1913171.472628__1.472628	39491__A0A173RA59__EUR_24800
ERR1913171.472700__1.472700	820__A0A139KG04__ERS852459_01249
ERR1913171.472883__1.472883	820__A0A3E4WA06__ERS852554_03404
ERR1913171.472884__1.472884	39491__A0A395ZHW3__ERS852417_01359
ERR1913171.472840__1.472840	28117__B0MYW7__ALIPUT_02336
ERR1913171.472932__1.472932	1628085__A0A2U1BGI3__C7386_10130
ERR1913171.473018__1.473018	246787__R6LGA6__tmoS_11
ERR1913171.473087__1.473087	823__C7XA51__BDI_0499
ERR1913171.473212__1.473212	74426__rpoB
ERR1913171.473338__1.473338	357276__D1K3K9__EL88_23995
ERR1913171.473344__1.473344	823__K6ACX1__ERS852513_00266
ERR1913171.473493__1.473493	818__A0A3E5HEV0__BT_3682
ERR1913171.473600__1.473600	47678__A5ZBL9__C5Z00_18710
ERR1913171.473623__1.473623	1628085__A0A374VTI5__C7386_11237
ERR1913171.473637__1.473637	823__A0A395Z0N9__DHW69_05890
ERR1913171.473993__1.473993	487174__K0WZP2__DDY40_04000
ERR1913171.474088__1.474088	820__R9HP61__DXC91_01090
ERR1913171.474171__1.474171	820__A0A3E4G8F8__ERS852421_01645
ERR1913171.474244__1.474244	33038__A0A2N5NTT9__ERS852409_01418
ERR1913171.474388__1.474388	820__A0A1Q6IDS8__chtA
ERR1913171.474620__1.474620	1381__group_451
ERR1913171.475108__1.475108	371601__D6D4G5__DXD80_16235
ERR1913171.475087__1.475087	820__A7V092__hldE
ERR1913171.475095__1.475095	357276__A6L053__ABI39_04450
ERR1913171.475187__1.475187	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913171.475245__1.475245	39491__A0A174LTW7__DXD13_08720
ERR1913171.475206__1.475206	357276__A0A076INK2__BSEG_04225
ERR1913171.475215__1.475215	820__A0A139JUD3__DXC91_19380
ERR1913171.475366__1.475366	820__A0A3E4G8F8__ERS852421_01645
ERR1913171.475476__1.475476	823__K6APS3__DDY96_02400
ERR1913171.475636__1.475636	544645__A0A3E4T2T3__lgt
ERR1913171.476000__1.476000	371601__D7K8P3__SAMN05216250_10395
ERR1913171.476014__1.476014	28117__B0MY40__BHV66_05170
ERR1913171.476040__1.476040	39491__A0A173SH34__EUR_24920
ERR1913171.476277__1.476277	820__A0A174G065__DXB62_08975
ERR1913171.476372__1.476372	47678__A5ZI88__BACCAC_02617
ERR1913171.476454__1.476454	357276__B6VVS0__HMPREF1064_03951
ERR1913171.476529__1.476529	487174__K0WRH0__DDY40_05725
ERR1913171.476683__1.476683	818__A0A139L1D5__BT_2967
ERR1913171.476783__1.476783	820__A0A3E4G2R7__DXC07_00510
ERR1913171.477011__1.477011	246787__A0A0P0GMR5__HMPREF1062_04678
ERR1913171.476990__1.476990	39491__A0A395ZHW3__ERS852417_01359
ERR1913171.476992__1.476992	871324__A0A1M6KRZ5__SAMN05444350_14031
ERR1913171.477116__1.477116	820__A0A139JRS5__HMPREF1073_04025
ERR1913171.477172__1.477172	823__A0A395YSW8__CF162_05645
