ERR1913284.369__1.369	40519__U2KBF3__RUMCAL_01572
ERR1913284.396003__1.396003	33043__D5HEL7__ERS852400_00347
ERR1913284.396032__1.396032	46228__V8C8N0__RUMLAC_01038
ERR1913284.396113__1.396113	28117__B0MYP3__BHV66_04995
ERR1913284.396204__1.396204	853__A0A173YYY4__DWZ04_09420
ERR1913284.396232__1.396232	39491__C4ZHS4__EUR_24420
ERR1913284.396433__1.396433	360807__C0FZC5__ROSEINA2194_04122
ERR1913284.396469__1.396469	1262924__R7HND0__BN585_00157
ERR1913284.396522__1.396522	357276__B6W5Q7__DXD47_13945
ERR1913284.396731__1.396731	821__C6Z087__DXB90_00750
ERR1913284.396663__1.396663	33043__D5HEE1__ERS852386_01671
ERR1913284.396710__1.396710	165179__A0A3E5EBQ2__DXC61_01930
ERR1913284.396712__1.396712	165179__D1PES9__DXB80_11585
ERR1913284.396846__1.396846	165179__A0A3E5E7J5__DXC61_10360
ERR1913284.396850__1.396850	39492__A0A174ZL16__EUBSIR_01269
ERR1913284.396911__1.396911	301302__A0A0M6WJW1__ERS852420_02245
ERR1913284.397112__1.397112	165179__D1PGU8__PREVCOP_06463
ERR1913284.397118__1.397118	487175__R5E4E1__HMPREF9439_00344
ERR1913284.397254__1.397254	33043__A0A173X520__ERS852575_01617
ERR1913284.397324__1.397324	165179__A0A3E5E2B6__DXB80_02820
ERR1913284.397434__1.397434	39485__A0A174ZPH7__ERS852490_01992
ERR1913284.397621__1.397621	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913284.397730__1.397730	165179__A0A3E4SB80__DXC61_12880
ERR1913284.397754__1.397754	165179__D1PDJ4__DXB80_08505
ERR1913284.397888__1.397888	1262911__R6H2J2__BN557_01228
ERR1913284.397952__1.397952	360807__C0FYV5__comEA
ERR1913284.398002__1.398002	165179__A0A3E5E3D6__DXC61_05750
ERR1913284.398044__1.398044	39491__D4JMW8__ERS852497_01971
ERR1913284.398174__1.398174	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.398227__1.398227	165179__A0A3E5EBM5__DXC61_02170
ERR1913284.398534__1.398534	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913284.398634__1.398634	853__A0A173TAZ8__DWZ46_14590
ERR1913284.398813__1.398813	39491__C4ZAT2__ERE_28440
ERR1913284.398843__1.398843	165179__R6PU83__CFT61_14275
ERR1913284.398894__1.398894	820__A0A3E4VZY4__ERS852554_01211
ERR1913284.398962__1.398962	165179__A0A174W369__PREVCOP_04548
ERR1913284.398984__1.398984	165179__A0A174SR12__DXB80_04410
ERR1913284.399094__1.399094	818__A0A3E5HEV0__BT_3682
ERR1913284.399158__1.399158	165179__D1PEW8__DXB80_13775
ERR1913284.399394__1.399394	165179__D1PAV8__DXB80_13055
ERR1913284.399446__1.399446	165179__A0A3E5DZA5__DXB80_12550
ERR1913284.399517__1.399517	165179__A0A3E5EA83__DXC61_07750
ERR1913284.399574__1.399574	165179__R6CNX7__DXB80_02200
ERR1913284.399715__1.399715	39491__A0A396FRE7__EUR_27520
ERR1913284.399759__1.399759	47678__R5UBT0__CGC64_12195
ERR1913284.399902__1.399902	1262945__R6YUZ8__BN600_01525
ERR1913284.400022__1.400022	165179__A0A3E5EBV0__DXB80_01745
ERR1913284.400091__1.400091	39491__R6UMS6__DXD13_07035
ERR1913284.400127__1.400127	33043__A0A173W4M0__dnaD
ERR1913284.400201__1.400201	626940__E8LDT4__rarD
ERR1913284.400231__1.400231	1262924__R7HPZ6__BN585_00681
ERR1913284.400464__1.400464	165179__A0A3E5E920__DXB80_11625
ERR1913284.400491__1.400491	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913284.400494__1.400494	28052__A0A174N8X0__ERS852499_02136
ERR1913284.400682__1.400682	33043__D5HFZ0__rlmH
ERR1913284.400713__1.400713	39491__A0A396FEV5__EUR_24750
ERR1913284.400923__1.400923	165179__W1I4H6__DXB80_13655
ERR1913284.400954__1.400954	165179__A0A174IPI3__CFT61_10940
ERR1913284.401006__1.401006	28117__B0MY40__BHV66_05170
ERR1913284.401149__1.401149	28118__F9Z750__Odosp_3044
ERR1913284.401300__1.401300	165179__A0A3E5DY64__CFT61_10025
ERR1913284.401584__1.401584	165179__A0A174W369__PREVCOP_04548
ERR1913284.401849__1.401849	33039__A0A173VTT4__frdB_1
ERR1913284.401854__1.401854	165179__A0A3E4SEG4__DXC61_11235
ERR1913284.401900__1.401900	360807__A0A0M6WIS4__ROSEINA2194_02000
ERR1913284.402130__1.402130	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913284.402167__1.402167	33043__A0A174EI47__inlJ
ERR1913284.402175__1.402175	28052__A0A174JNK0__ERS852451_01116
ERR1913284.402285__1.402285	39491__A0A0M6WLC7__ERS852497_00640
ERR1913284.402303__1.402303	33043__A0A174B7D6__ERS852400_01331
ERR1913284.402653__1.402653	33043__A0A173YQY3__ERS852445_01438
ERR1913284.402680__1.402680	100886__A0A174K0P2__cysA_2
ERR1913284.402802__1.402802	1263044__GCA_000433375.1_03388
ERR1913284.402879__1.402879	28052__A0A174IJM6__cph2_4
ERR1913284.402950__1.402950	357276__B6VW91__BACDOR_01584
ERR1913284.402984__1.402984	360807__C0FYV5__comEA
ERR1913284.402991__1.402991	1150298__R7JUS2__ERS852498_02193
ERR1913284.403099__1.403099	239935__A0A3F3K985__CXT98_05805
ERR1913284.403311__1.403311	28117__B0MXU0__BHV66_07550
ERR1913284.403319__1.403319	28117__B0MY41__BHV66_05165
ERR1913284.403409__1.403409	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.403447__1.403447	165179__D1PAJ7__PREVCOP_04222
ERR1913284.403507__1.403507	165179__A0A3E5E3D6__DXC61_05750
ERR1913284.403743__1.403743	33043__A0A174BZH8__ERS852575_02145
ERR1913284.403831__1.403831	33043__D5HEU4__ftsW_3
ERR1913284.403873__1.403873	39491__A0A395ZG96__DXB69_15120
ERR1913284.404438__1.404438	820__A0A3E4G2R7__DXC07_00510
ERR1913284.404546__1.404546	239935__A0A2N8I3Z7__CXU05_10555
ERR1913284.404554__1.404554	1262736__R5YX38__BN496_01145
ERR1913284.404681__1.404681	28117__B0MY40__BHV66_05170
ERR1913284.404712__1.404712	165179__D1PGJ6__DXC61_07300
ERR1913284.404865__1.404865	853__A0A2A7B1Y7__C7K05_11930
ERR1913284.405031__1.405031	39492__D4JQL8__ywpJ
ERR1913284.405015__1.405015	40518__R5DUU2__yvhJ_2
ERR1913284.405320__1.405320	39496__A5Z3H5__EUBVEN_00221
ERR1913284.405331__1.405331	239935__A0A2N8IMD6__CXU03_05585
ERR1913284.405369__1.405369	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913284.405627__1.405627	172901__A0A2U1AVU0__C8D82_11776
ERR1913284.405793__1.405793	823__A0A355XKR1__DHP27_04035
ERR1913284.406014__1.406014	165179__A0A3E4SEG4__DXC61_11235
ERR1913284.406055__1.406055	165179__A0A3E5E189__PREVCOP_06699
ERR1913284.406248__1.406248	487175__R5E7Q1__HMPREF9439_01340
ERR1913284.406255__1.406255	165179__D1PE06__DXC61_05975
ERR1913284.406485__1.406485	1150298__A0A174MSM0__toxA_2
ERR1913284.406542__1.406542	1262911__R6GPM2__BN557_00937
ERR1913284.406553__1.406553	165179__D1PHM6__DXC61_06700
ERR1913284.406625__1.406625	165179__D1PAJ7__PREVCOP_04222
ERR1913284.406770__1.406770	165179__R6CNX7__DXB80_02200
ERR1913284.406800__1.406800	410072__C0B9G1__ERS852525_01203
ERR1913284.406938__1.406938	853__A0A2A7ATM9__DWZ89_13645
ERR1913284.407073__1.407073	40518__R5DVR2__RBL236_00303
ERR1913284.407337__1.407337	28117__B0MXJ1__BHV66_08445
ERR1913284.407356__1.407356	1263030__R5CX12__BN705_00275
ERR1913284.407702__1.407702	165179__A0A174SA26__PREVCOP_05758
ERR1913284.407662__1.407662	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913284.407730__1.407730	239935__A0A2N8INZ4__CXU08_03560
ERR1913284.407747__1.407747	47678__R5U7A9__C5Z00_03635
ERR1913284.407818__1.407818	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.407911__1.407911	239935__R6JD78__CXU05_09250
ERR1913284.407980__1.407980	357276__A0A076IP73__BACDOR_04237
ERR1913284.408534__1.408534	39492__A0A174ZP27__EUBSIR_00033
ERR1913284.408662__1.408662	47678__R5UUS9__ERS852558_01432
ERR1913284.408890__1.408890	1262743__R5C5I2__BN727_00230
ERR1913284.408968__1.408968	165179__A0A174SA26__PREVCOP_05758
ERR1913284.409043__1.409043	360807__A0A173SE91__murR
ERR1913284.409098__1.409098	1297617__A0A0S2W8P7__BIV19_11120
ERR1913284.409225__1.409225	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.409355__1.409355	39492__D4JWP8__EUBSIR_00699
ERR1913284.409434__1.409434	165179__A0A3E5E6S6__DXB80_07575
ERR1913284.409485__1.409485	33043__D5HEE1__ERS852386_01671
ERR1913284.409726__1.409726	239935__R7DVL7__CXT93_01180
ERR1913284.409858__1.409858	410072__A0A173Y221__spoIIIAE
ERR1913284.409891__1.409891	39492__D4JWP8__EUBSIR_00699
ERR1913284.409976__1.409976	39491__A0A395UYA6__EUBREC_0408
ERR1913284.410069__1.410069	1262992__R5DC96__BN795_01524
ERR1913284.410131__1.410131	28117__B0MWZ9__ALIPUT_01735
ERR1913284.410157__1.410157	39491__C4Z8Y4__ERS852417_00909
ERR1913284.410249__1.410249	357276__A0A0K2HG61__BACDOR_02028
ERR1913284.410288__1.410288	165179__D1P9T6__PREVCOP_04016
ERR1913284.410335__1.410335	357276__I9F327__DXD47_22495
ERR1913284.410352__1.410352	33043__A0A173WXS1__ERS852445_00262
ERR1913284.410410__1.410410	1262803__R6NP12__BN649_01645
ERR1913284.410444__1.410444	820__A7VAR9__ERS852421_00197
ERR1913284.410533__1.410533	1262911__R6GSH8__BN557_00939
ERR1913284.410729__1.410729	165179__A0A3E5A554__DXB80_13805
ERR1913284.410744__1.410744	2293125__A0A374C7P4__DW917_07690
ERR1913284.410902__1.410902	821__C6Z087__DXB90_00750
ERR1913284.411115__1.411115	116085__D4J692__DW747_12730
ERR1913284.411171__1.411171	165179__W1I4H6__DXB80_13655
ERR1913284.411229__1.411229	33043__A0A173ZXG0__ERS852400_00169
ERR1913284.411240__1.411240	671232__F9PAV6__C6A33_00320
ERR1913284.411333__1.411333	165179__A0A174UTZ7__DXC61_06705
ERR1913284.411372__1.411372	39491__A0A396FPV7__ERS852580_01177
ERR1913284.411510__1.411510	39491__A0A395V0H3__ERS852417_01192
ERR1913284.411658__1.411658	301302__R5VFV9__ERS852420_01969
ERR1913284.411669__1.411669	165179__R6BPK1__DXB80_04445
ERR1913284.411694__1.411694	165179__A0A229I740__DXC61_10430
ERR1913284.411727__1.411727	487175__R5EEQ9__HMPREF9439_02786
ERR1913284.411839__1.411839	39491__C4Z9Y3__ERS852417_01808
ERR1913284.411893__1.411893	410072__A0A173SHF2__COPCOM_03201
ERR1913284.411934__1.411934	165179__A0A3E5E9I4__DXB80_09745
ERR1913284.412030__1.412030	165179__A0A3E5E2C8__folA
ERR1913284.412051__1.412051	1262930__R6AUL9__BN693_02008
ERR1913284.412105__1.412105	39491__A0A396FFW0__ERE_10580
ERR1913284.412208__1.412208	165179__W1I4H6__DXB80_13655
ERR1913284.412225__1.412225	239935__A0A3F3K9J9__DEF40_00940
ERR1913284.412533__1.412533	165179__A0A3E5E7J5__DXC61_10360
ERR1913284.412610__1.412610	818__A0A0N7I9H8__ERS852461_00040
ERR1913284.412716__1.412716	39491__A0A396FKI0__DXC13_11560
ERR1913284.412772__1.412772	357276__A0A076IS73__GV66_00410
ERR1913284.412783__1.412783	165179__D1P8K1__DXB80_06045
ERR1913284.413010__1.413010	357276__B6W5Q7__DXD47_13945
ERR1913284.413013__1.413013	239935__A0A2N8IKW7__pstA
ERR1913284.413386__1.413386	165179__D1PCT4__DXB80_09470
ERR1913284.413589__1.413589	165179__D1PES9__DXB80_11585
ERR1913284.413638__1.413638	1262911__R6HIV6__BN557_01807
ERR1913284.413698__1.413698	239935__A0A2N8IHY1__CXU06_00035
ERR1913284.413791__1.413791	853__A0A174BA00__DW905_01145
ERR1913284.413815__1.413815	187979__A0A174C5D0__ERS852385_02059
ERR1913284.413924__1.413924	2293125__A0A374CA90__DW917_07695
ERR1913284.413932__1.413932	39492__D4JWD3__EUBSIR_00151
ERR1913284.414109__1.414109	239935__A0A139TQT9__Amuc_1197
ERR1913284.414149__1.414149	29361__B6FRT6__CLONEX_02860
ERR1913284.414408__1.414408	46503__R6X5E7__PARMER_00245
ERR1913284.414411__1.414411	39491__A0A173SH34__EUR_24920
ERR1913284.414457__1.414457	384639__GCA_003096855.1_01178
ERR1913284.414643__1.414643	853__A0A173T6P2__DWZ46_14595
ERR1913284.414895__1.414895	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913284.414908__1.414908	39492__D4JVT0__EUBSIR_00059
ERR1913284.414941__1.414941	74426__purL
ERR1913284.414955__1.414955	28052__A0A174P6J3__comEA
ERR1913284.415059__1.415059	46228__V8C4T8__RUMLAC_02058
ERR1913284.414996__1.414996	28116__F7LC60__AA414_00422
ERR1913284.415101__1.415101	165179__D1PCY7__DXB80_02765
ERR1913284.415249__1.415249	853__A8S882__C4N23_07600
ERR1913284.415305__1.415305	33043__A0A174CLG4__hemA
ERR1913284.415399__1.415399	33043__A0A374K1H3__ykoD_2
ERR1913284.415492__1.415492	410072__A0A173XQG6__ERS852574_01620
ERR1913284.415587__1.415587	39492__D4JWP8__EUBSIR_00699
ERR1913284.415637__1.415637	165179__D1PE06__DXC61_05975
ERR1913284.415739__1.415739	649756__L1QAJ9__DCR88_07895
ERR1913284.415812__1.415812	1628085__A0A374VP93__C7386_10150
ERR1913284.415957__1.415957	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.416002__1.416002	1263000__R5EEL2__BN466_01100
ERR1913284.416141__1.416141	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913284.416254__1.416254	33043__A0A173X9G8__ERS852386_00532
ERR1913284.416257__1.416257	46503__R6WTW1__NCTC13052_03440
ERR1913284.416368__1.416368	1262924__R7HMW0__BN585_01951
ERR1913284.416503__1.416503	165179__A0A174IHQ2__PREVCOP_05478
ERR1913284.416774__1.416774	39491__D4JMW8__ERS852497_01971
ERR1913284.416880__1.416880	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913284.416920__1.416920	39491__A0A173TAZ5__DXB99_09520
ERR1913284.417019__1.417019	239935__A0A2N8J2P6__ADH72_06730
ERR1913284.417059__1.417059	239935__A0A2N8I6R6__CXU04_04335
ERR1913284.417090__1.417090	1262911__R6GN99__BN557_01784
ERR1913284.417342__1.417342	1263011__R6EIY4__BN553_01183
ERR1913284.417524__1.417524	165179__A0A3E4SG51__DXC61_10575
ERR1913284.417690__1.417690	33043__A0A173YSY7__tilS
ERR1913284.417921__1.417921	165179__A0A174W369__PREVCOP_04548
ERR1913284.417949__1.417949	239935__A0A2N8HPS5__Amuc_0950
ERR1913284.417960__1.417960	1262743__R5C564__BN727_01104
ERR1913284.418120__1.418120	39492__D4MIY5__EUBSIR_00233
ERR1913284.418110__1.418110	39491__A0A396FEW6__T1815_18721
ERR1913284.418198__1.418198	165179__A0A3E5AER8__DXB80_07075
ERR1913284.418380__1.418380	853__A0A2A7A628__CGS57_13755
ERR1913284.418625__1.418625	1262924__R7HUG0__BN585_00790
ERR1913284.418649__1.418649	2108523__A0A2P2F5G5__LAWASA_1244
ERR1913284.418775__1.418775	33043__A0A173RQ80__ERS852445_02211
ERR1913284.418742__1.418742	853__A0A174C5M1__CGS58_04460
ERR1913284.418879__1.418879	165179__A0A3E5DZA5__DXB80_12550
ERR1913284.418913__1.418913	39491__A0A173U130__ERE_16110
ERR1913284.419115__1.419115	47678__R5UXY0__CGC64_03535
ERR1913284.419238__1.419238	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913284.419252__1.419252	357276__B6W5Q7__DXD47_13945
ERR1913284.419375__1.419375	360807__C0FP30__ROSEINA2194_00482
ERR1913284.419889__1.419889	29361__B6FRT6__CLONEX_02860
ERR1913284.420062__1.420062	40518__R5DXW3__DXD86_07900
ERR1913284.420140__1.420140	46503__A7AII9__ERS852463_00984
ERR1913284.420290__1.420290	165179__A0A3E5EBV0__DXB80_01745
ERR1913284.420292__1.420292	2293125__A0A374C7P4__DW917_07690
ERR1913284.420372__1.420372	1262882__R5MXW0__BN519_00317
ERR1913284.420434__1.420434	165179__R6CJG8__DXC61_09290
ERR1913284.420382__1.420382	360807__A0A173WJE3__mcp4_4
ERR1913284.420384__1.420384	74426__nifJ
ERR1913284.420393__1.420393	487174__K0X0F6__HMPREF9448_01444
ERR1913284.420547__1.420547	357276__I9R002__HMPREF1064_01826
ERR1913284.420730__1.420730	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.420748__1.420748	1263107__GCA_000436995.1_00191
ERR1913284.420790__1.420790	1628085__A0A2U1BGN2__C7386_10147
ERR1913284.420836__1.420836	1262803__R6NVA3__BN649_00486
ERR1913284.420871__1.420871	39491__C4Z9D4__DXD95_00055
ERR1913284.420979__1.420979	47678__A5ZEP5__CGC64_03450
ERR1913284.420990__1.420990	40518__R5E8B6__RB5AMG_00876
ERR1913284.421010__1.421010	165179__W1I4H6__DXB80_13655
ERR1913284.421057__1.421057	33043__A0A173YSY7__tilS
ERR1913284.421212__1.421212	33043__D5HIK4__ERS852400_01112
ERR1913284.421358__1.421358	39491__C4ZCV5__DXB99_11855
ERR1913284.421481__1.421481	100886__E2NQ89__ERS852383_05211
ERR1913284.421437__1.421437	165179__A0A3E5EDV6__DXC61_03365
ERR1913284.421614__1.421614	214856__R6Z186__ERS852447_00718
ERR1913284.421847__1.421847	165179__A0A3E5EDV6__DXC61_03365
ERR1913284.421960__1.421960	165179__A0A3E5E2B6__DXB80_02820
ERR1913284.421996__1.421996	165179__D1PE06__DXC61_05975
ERR1913284.422127__1.422127	165179__A0A229I6N7__DXC61_06720
ERR1913284.422318__1.422318	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913284.422361__1.422361	239935__A0A3F3K985__CXT98_05805
ERR1913284.422491__1.422491	33043__A0A174EI47__inlJ
ERR1913284.422534__1.422534	33043__A0A173XM20__ERS852445_01573
ERR1913284.422623__1.422623	239935__A0A139TPD4__CXT86_06450
ERR1913284.422947__1.422947	40518__R5DV58__htrA
ERR1913284.423026__1.423026	239935__R6JCH3__CXT95_08205
ERR1913284.422964__1.422964	39491__A0A395V297__EUR_01010
ERR1913284.423158__1.423158	360807__A0A174CZ42__RIL183_11251
ERR1913284.423208__1.423208	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913284.423134__1.423134	410072__C0B733__ERS852525_00482
ERR1913284.423232__1.423232	165179__A0A174PS14__DXC61_13945
ERR1913284.423300__1.423300	39491__D4JMW8__ERS852497_01971
ERR1913284.423441__1.423441	410072__A0A174PXK1__ERS852481_01537
ERR1913284.423443__1.423443	33043__D5HFE5__ERS852445_00644
ERR1913284.423612__1.423612	165179__D1PAJ7__PREVCOP_04222
ERR1913284.423737__1.423737	33039__A0A175A099__cynR_1
ERR1913284.423833__1.423833	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913284.423771__1.423771	360807__A0A0M6X184__ERS852392_03203
ERR1913284.424095__1.424095	40518__R5DMC7__blaR1
ERR1913284.424103__1.424103	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.424086__1.424086	2293125__A0A374BRU5__DW917_14365
ERR1913284.424574__1.424574	39485__A0A175A273__plsX_2
ERR1913284.424715__1.424715	165179__D1PEW8__DXB80_13775
ERR1913284.424989__1.424989	39491__A0A396FMF1__EUR_28700
ERR1913284.425005__1.425005	33043__D5HIS6__ERS852575_02019
ERR1913284.425024__1.425024	39492__D4JSG7__EUBSIR_01006
ERR1913284.425225__1.425225	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.425303__1.425303	649756__B0NZX5__lytC_2
ERR1913284.425470__1.425470	410072__C0BEV2__ERS852525_03010
ERR1913284.425688__1.425688	46228__V8BL81__DXD17_11825
ERR1913284.426024__1.426024	39492__D4MIK7__EUBSIR_00676
ERR1913284.426058__1.426058	2293125__A0A374BMK9__DW917_16190
ERR1913284.426074__1.426074	165179__R6CJG8__DXC61_09290
ERR1913284.426081__1.426081	33043__D5HJ96__ERS852386_02112
ERR1913284.426170__1.426170	46228__V8CAX0__DXD17_07315
ERR1913284.426280__1.426280	33043__A0A173ZZ54__ERS852400_00193
ERR1913284.426224__1.426224	165179__A0A3E5EB26__CFT61_02800
ERR1913284.426442__1.426442	165179__A0A229I4J4__proA
ERR1913284.426565__1.426565	853__A0A173TAZ8__DWZ46_14590
ERR1913284.426745__1.426745	46503__R6XAG6__DXB85_14995
ERR1913284.426761__1.426761	39491__D4JMW8__ERS852497_01971
ERR1913284.426777__1.426777	328814__GCA_004558275.1_00288
ERR1913284.426817__1.426817	33043__D5HFA1__ERS852400_02183
ERR1913284.426832__1.426832	1796613__A0A1C7GYD6__A4V03_03700
ERR1913284.426865__1.426865	165179__A0A174MTF2__DXC61_13200
ERR1913284.426868__1.426868	33043__A0A174EE68__rimP
ERR1913284.426917__1.426917	165179__A0A174WGF6__PREVCOP_04095
ERR1913284.427160__1.427160	165179__R6XIF8__DXC61_07265
ERR1913284.427227__1.427227	39491__A0A395ZDC6__addB
ERR1913284.427265__1.427265	39491__A0A173TAZ5__DXB99_09520
ERR1913284.427283__1.427283	74426__groL
ERR1913284.427432__1.427432	165179__A0A3E5EAT2__DXC61_07585
ERR1913284.427454__1.427454	46503__R6X0P0__DXB61_03855
ERR1913284.427492__1.427492	165179__D1PGU8__PREVCOP_06463
ERR1913284.427900__1.427900	40518__R5DXI4__DXD86_07420
ERR1913284.427904__1.427904	214856__R6XP73__ERS852447_00886
ERR1913284.428380__1.428380	360807__A0A1Q6T7T2__artP
ERR1913284.428401__1.428401	28052__A0A174IP79__gmr_4
ERR1913284.428483__1.428483	33043__A0A173XM20__ERS852445_01573
ERR1913284.428490__1.428490	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913284.428509__1.428509	165179__D1PE06__DXC61_05975
ERR1913284.428603__1.428603	39492__D4JU49__ERS852540_00175
ERR1913284.428653__1.428653	165179__A0A229I7F5__DXB80_02650
ERR1913284.428738__1.428738	301301__A0A395V4S5__RHOM_15770
ERR1913284.428808__1.428808	165179__A0A3E5DZA5__DXB80_12550
ERR1913284.428779__1.428779	40520__R7D6G3__DXB81_16300
ERR1913284.428936__1.428936	39485__A0A1Q6PGI7__pehX_3
ERR1913284.428973__1.428973	165179__A0A3E5E920__DXB80_11625
ERR1913284.429135__1.429135	33043__A0A173YLD4__ERS852575_00535
ERR1913284.429138__1.429138	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913284.429316__1.429316	28117__R7JIJ8__BHV66_01635
ERR1913284.429407__1.429407	165179__A0A3E5EDV6__DXC61_03365
ERR1913284.429414__1.429414	28118__F9ZB36__B5F99_17235
ERR1913284.429457__1.429457	853__A0A173YYY4__DWZ04_09420
ERR1913284.429698__1.429698	1262911__R6GLA5__BN557_01456
ERR1913284.429885__1.429885	39491__D6E118__DXB69_05765
ERR1913284.430044__1.430044	239935__A0A2N8J2P6__ADH72_06730
ERR1913284.430097__1.430097	239935__R6JD78__CXU05_09250
ERR1913284.430159__1.430159	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.430275__1.430275	165179__D1PEW8__DXB80_13775
ERR1913284.430405__1.430405	165179__D1P9T6__PREVCOP_04016
ERR1913284.430481__1.430481	39492__D4JR20__trmD
ERR1913284.430547__1.430547	28052__A0A174JFU5__yhbU_1
ERR1913284.430573__1.430573	357276__D1K3K9__EL88_23995
ERR1913284.430701__1.430701	165179__A0A3E4SEG4__DXC61_11235
ERR1913284.430828__1.430828	821__C6ZAA5__ERS852556_00403
ERR1913284.430892__1.430892	165179__D1PCU4__PREVCOP_05029
ERR1913284.430974__1.430974	40518__R5DR96__RBATCC27255_01185
ERR1913284.431120__1.431120	165179__A0A174W369__PREVCOP_04548
ERR1913284.431296__1.431296	165179__A0A3E5DZA5__DXB80_12550
ERR1913284.431463__1.431463	33043__A0A174AEP1__apr
ERR1913284.431479__1.431479	28117__B0MUY3__BHV66_00515
ERR1913284.431682__1.431682	165179__A0A174PS14__DXC61_13945
ERR1913284.431986__1.431986	322505__group_105
ERR1913284.432513__1.432513	39491__A0A396FMT0__EUBREC_3020
ERR1913284.432598__1.432598	47678__A5ZJ80__BACCAC_02965
ERR1913284.432697__1.432697	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913284.432769__1.432769	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.432783__1.432783	853__A0A174UDE9__C4N25_12775
ERR1913284.432797__1.432797	165179__R6PU83__CFT61_14275
ERR1913284.432900__1.432900	165179__R6PU83__CFT61_14275
ERR1913284.432984__1.432984	818__A0A139K9H8__C5Z03_23905
ERR1913284.433048__1.433048	165179__D1PGU8__PREVCOP_06463
ERR1913284.433058__1.433058	39491__A0A173RJ81__DXB76_01570
ERR1913284.433147__1.433147	39492__D4JTF2__mutS2
ERR1913284.433410__1.433410	1262924__R7HKP8__BN585_01113
ERR1913284.433643__1.433643	2292352__A0A374UKA6__DXC23_10805
ERR1913284.433699__1.433699	165179__D1PGU8__PREVCOP_06463
ERR1913284.433845__1.433845	165179__A0A3E5EBQ2__DXC61_01930
ERR1913284.433888__1.433888	1262911__R6GSH8__BN557_00939
ERR1913284.433931__1.433931	165179__A0A3E5E8N5__DXC61_13460
ERR1913284.434059__1.434059	820__A0A139K5A6__DXB48_12175
ERR1913284.434014__1.434014	165179__A0A3E5DX33__PREVCOP_05190
ERR1913284.434091__1.434091	40518__R5DQR9__DXD83_00030
ERR1913284.434147__1.434147	1262803__R6NGM0__BN649_02029
ERR1913284.434177__1.434177	239935__A0A2N8HL14__CXT98_09285
ERR1913284.434232__1.434232	1262889__R7H5X2__BN634_01934
ERR1913284.434275__1.434275	338188__K5CK57__ERS852397_02236
ERR1913284.434364__1.434364	46503__R6Y837__PARMER_03866
ERR1913284.434372__1.434372	649756__L1Q2A2__CL2_18610
ERR1913284.434461__1.434461	820__A0A174QLF0__SAMN05444418_109151
ERR1913284.434480__1.434480	165179__D1PCT4__DXB80_09470
ERR1913284.434664__1.434664	165179__D1PCT4__DXB80_09470
ERR1913284.434768__1.434768	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.434769__1.434769	40518__R5E2U9__RBL263_01292
ERR1913284.434962__1.434962	360807__A0A1Q6SXK5__RIL183_06541
ERR1913284.435136__1.435136	165179__A0A229I1J2__DXB80_03950
ERR1913284.435186__1.435186	165179__D1PCU4__PREVCOP_05029
ERR1913284.435216__1.435216	165179__A0A229I1J2__DXB80_03950
ERR1913284.435485__1.435485	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913284.435506__1.435506	165179__A0A229I7F5__DXB80_02650
ERR1913284.435449__1.435449	33043__D5HDF1__ERS852386_02231
ERR1913284.435704__1.435704	88431__A0A3D0EYE9__rafA
ERR1913284.435870__1.435870	360807__A0A173V2S2__phoR_7
ERR1913284.435891__1.435891	357276__A0A076II57__GV66_07710
ERR1913284.436044__1.436044	165179__A0A3E5ED28__PREVCOP_06655
ERR1913284.436127__1.436127	33043__D5HFE5__ERS852445_00644
ERR1913284.436360__1.436360	165179__A0A174XZU8__DXB80_12180
ERR1913284.436619__1.436619	33039__A0A174ZHW3__ERS852424_00452
ERR1913284.436644__1.436644	360807__A0A0M6WW50__ROSEINA2194_00764
ERR1913284.436599__1.436599	165179__D1PCL6__DXB80_13435
