ERR1913236.229__1.229	357276__B6W1Y1__BSEG_03960
ERR1913236.866261__1.866261	820__A0A174CK74__DXB48_07060
ERR1913236.866296__1.866296	820__A0A174CK74__DXB48_07060
ERR1913236.866395__1.866395	33039__A0A174ZC42__ppaC
ERR1913236.866399__1.866399	820__A0A3E4RU03__M093_0563
ERR1913236.866445__1.866445	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913236.866486__1.866486	40518__R5DNV4__RBATCC27255_00359
ERR1913236.866739__1.866739	818__R9HBA6__HMPREF2534_04317
ERR1913236.866874__1.866874	821__A0A395US34__C5Z04_18975
ERR1913236.866862__1.866862	360807__A0A173V2S2__phoR_7
ERR1913236.866961__1.866961	40520__A0A174JSI5__ERS852394_00345
ERR1913236.867081__1.867081	39491__A0A395ZDC6__addB
ERR1913236.867307__1.867307	40518__R5E2U9__RBL263_01292
ERR1913236.867338__1.867338	821__A0A173WG51__BVU_2549
ERR1913236.867388__1.867388	820__R9I3Q7__HMPREF1072_01668
ERR1913236.867628__1.867628	820__A0A173WUD7__DXB48_08055
ERR1913236.867651__1.867651	39491__D4JMW8__ERS852497_01971
ERR1913236.867660__1.867660	39491__A0A3E4YFT8__DXB69_10940
ERR1913236.867820__1.867820	47678__R5UAF6__ERS852494_02966
ERR1913236.867893__1.867893	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913236.867914__1.867914	820__A0A174QLF0__SAMN05444418_109151
ERR1913236.868134__1.868134	821__A0A174WBC9__ERS852556_03145
ERR1913236.868154__1.868154	39491__C4ZD70__LD38_03510
ERR1913236.868219__1.868219	214856__R6Z288__ERS852447_00734
ERR1913236.868201__1.868201	166486__C7GCP5__ROSINTL182_07683
ERR1913236.868376__1.868376	360807__A0A173WJE3__mcp4_4
ERR1913236.868440__1.868440	1262882__R5MNC1__BN519_00818
ERR1913236.868469__1.868469	39485__A0A174ZBK4__ERS852490_01585
ERR1913236.868593__1.868593	821__A0A0P0LH09__ERS852457_03390
ERR1913236.868547__1.868547	1735__B7CCQ4__EUBIFOR_01982
ERR1913236.868661__1.868661	166486__D4KPQ7__ROSINTL182_09065
ERR1913236.868753__1.868753	410072__R6LKC9__ERS852525_01807
ERR1913236.868847__1.868847	820__A0A174F0C1__nreB
ERR1913236.868872__1.868872	1263044__GCA_000433375.1_01436
ERR1913236.869012__1.869012	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913236.869026__1.869026	33039__A0A173VNF2__truB
ERR1913236.869155__1.869155	1318__I1ZJB7__HMPREF8577_1638
ERR1913236.869164__1.869164	39491__A0A2U2EED4__ERS852580_01584
ERR1913236.869364__1.869364	674529__R6V730__DXB21_06405
ERR1913236.869512__1.869512	166486__D4L334__mcp3_1
ERR1913236.869494__1.869494	1262948__R7EH74__BN671_00077
ERR1913236.869561__1.869561	214856__A0A174ZLX0__ERS852559_00738
ERR1913236.869667__1.869667	821__A0A395UNT8__DXD64_15275
ERR1913236.869687__1.869687	820__A0A174F0C1__nreB
ERR1913236.869698__1.869698	214856__R6Z288__ERS852447_00734
ERR1913236.869886__1.869886	338188__A0A1Q6HAT8__HMPREF1057_02069
ERR1913236.869896__1.869896	246787__A0A0P0G254__axeA1_2
ERR1913236.869822__1.869822	39491__C4ZAT2__ERE_28440
ERR1913236.869910__1.869910	338188__A0A174ETX3__ERS852397_01955
ERR1913236.870010__1.870010	820__A0A139KIL9__DXC68_05945
ERR1913236.870046__1.870046	166486__C7G8R8__ROSINTL182_06294
ERR1913236.870058__1.870058	626929__F3PLK2__B5F97_09745
ERR1913236.870124__1.870124	214856__A0A173XIZ3__ERS852559_00434
ERR1913236.870150__1.870150	820__A0A3E4G826__C801_01612
ERR1913236.870186__1.870186	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913236.870402__1.870402	39491__A0A396FJJ9__DXB76_11995
ERR1913236.870442__1.870442	360807__A0A174EVF2__RIL183_27331
ERR1913236.870643__1.870643	626930__F3PW08__HMPREF9446_02938
ERR1913236.870725__1.870725	820__A0A173WUD7__DXB48_08055
ERR1913236.870877__1.870877	820__A0A3E4W980__M093_3873
ERR1913236.870933__1.870933	671267__R9IB12__C802_00696
ERR1913236.870970__1.870970	39491__A0A173TFQ1__rsmF
ERR1913236.870982__1.870982	821__A0A174NSU0__BVU_3144
ERR1913236.871039__1.871039	246787__R6LCL3__AA416_03522
ERR1913236.871099__1.871099	820__A0A174DZ97__SAMN05444418_101240
ERR1913236.871384__1.871384	28118__R6F1R3__NCTC10826_00739
ERR1913236.871390__1.871390	28117__B0MWC6__BHV66_00965
ERR1913236.871497__1.871497	820__A0A3E4GE89__DXB48_02565
ERR1913236.871638__1.871638	344022__GeneID:3837296
ERR1913236.871601__1.871601	1262948__R7E9I7__BN671_01930
ERR1913236.871608__1.871608	1263044__GCA_000433375.1_00656
ERR1913236.871685__1.871685	1263044__GCA_000433375.1_00649
ERR1913236.871735__1.871735	1262743__R5C054__BN727_01980
ERR1913236.871768__1.871768	28118__F9ZBW3__Odosp_3541
ERR1913236.871801__1.871801	189722__E0NQU7__HMPREF0658_0548
ERR1913236.871894__1.871894	823__A0A173TMY6__M096_4753
ERR1913236.871930__1.871930	214856__I3YMC8__ERS852447_02666
ERR1913236.871945__1.871945	214856__R6Y6H8__ERS852447_01719
ERR1913236.872135__1.872135	823__A6LFW2__M095_1860
ERR1913236.872311__1.872311	394340__infB
ERR1913236.872323__1.872323	28116__A0A078Q626__HMPREF1070_02735
ERR1913236.872398__1.872398	1318__A0A0F3H518__rr06-1
ERR1913236.872367__1.872367	39491__A0A396FEW6__T1815_18721
ERR1913236.872454__1.872454	74426__rpoB
ERR1913236.872498__1.872498	46503__R6Y901__HMPREF1060_01754
ERR1913236.872727__1.872727	1739341__A0A1E8U2L5__HMPREF2837_10600
ERR1913236.872927__1.872927	487174__K0X6A4__HMPREF9448_00105
ERR1913236.873004__1.873004	39491__A0A395UYA6__EUBREC_0408
ERR1913236.873048__1.873048	820__A0A174KKV6__DXC07_02635
ERR1913236.873092__1.873092	1263044__GCA_000433375.1_01149
ERR1913236.873152__1.873152	820__A7V470__HMPREF1072_02076
ERR1913236.873244__1.873244	40518__R5DX17__DXD86_01230
ERR1913236.873251__1.873251	39485__A0A174ZBK4__ERS852490_01585
ERR1913236.873281__1.873281	820__A0A3E4W7J3__DXC07_00330
ERR1913236.873357__1.873357	371601__D6CXF8__DXD80_06045
ERR1913236.873604__1.873604	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913236.873964__1.873964	166486__D4L457__ROSINTL182_07087
ERR1913236.874046__1.874046	39488__A0A285PT56__ERS852450_02640
ERR1913236.874054__1.874054	1318__I1ZNC3__HMPREF1195_01031
ERR1913236.874246__1.874246	357276__D1K3K9__EL88_23995
ERR1913236.874274__1.874274	820__A0A139KIL9__DXC68_05945
ERR1913236.874433__1.874433	310298__B3JQJ5__BACCOP_04231
ERR1913236.874457__1.874457	40518__R5DTP7__DXD83_02415
ERR1913236.874500__1.874500	853__E2ZJT1__C4N23_03535
ERR1913236.874622__1.874622	47678__A5ZEA3__ERS852558_00257
ERR1913236.874684__1.874684	821__A0A396EVC9__DXB90_03525
ERR1913236.874660__1.874660	821__A0A3E4HP25__SAMN04487923_102450
ERR1913236.874694__1.874694	820__A0A139K5A6__DXB48_12175
ERR1913236.874803__1.874803	40518__R5DYU1__DXD86_01160
ERR1913236.874912__1.874912	28117__R7JR95__ALIPUT_01367
ERR1913236.874915__1.874915	820__A0A174A6K0__M093_0079
ERR1913236.874961__1.874961	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913236.874937__1.874937	39491__A0A3E4E7C5__DXB69_03255
ERR1913236.875117__1.875117	821__A0A174V2F3__NCTC10583_01474
ERR1913236.875127__1.875127	357276__A0A076IXE0__HMPREF1064_04364
ERR1913236.875295__1.875295	552398__F4X951__HMPREF0866_00976
ERR1913236.875335__1.875335	371601__D6D2M1__CW1_3199
ERR1913236.875449__1.875449	418240__C6JGW8__ERS852523_02296
ERR1913236.875509__1.875509	435637__GeneID:5075980
ERR1913236.875595__1.875595	820__A0A3E4VXP2__yesR
ERR1913236.875646__1.875646	820__A7V9F9__B5G17_14640
ERR1913236.875771__1.875771	28117__R7JIJ8__BHV66_01635
ERR1913236.875787__1.875787	39491__A0A173SH34__EUR_24920
ERR1913236.875800__1.875800	823__D7IUM6__M091_1082
ERR1913236.875907__1.875907	626933__H1DGX0__HMPREF9449_01506
ERR1913236.876090__1.876090	572010__ppdK
ERR1913236.876060__1.876060	820__A7V470__HMPREF1072_02076
ERR1913236.876096__1.876096	384638__B7ASI3__BACPEC_02038
ERR1913236.876157__1.876157	1965650__A0A1Y3VG18__B5G16_04665
ERR1913236.876224__1.876224	394340__pheS
ERR1913236.876282__1.876282	2108523__A0A2P2F8B3__LAWASA_2269
ERR1913236.876421__1.876421	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913236.876441__1.876441	40518__R5DXW3__DXD86_07900
ERR1913236.876495__1.876495	1512__A0A174F9P4__CLOSYM_04710
ERR1913236.876663__1.876663	39491__A0A396FVC0__ERE_15900
ERR1913236.876691__1.876691	166486__D4L1P5__ERS852572_00758
ERR1913236.876693__1.876693	821__A0A174V2F3__NCTC10583_01474
ERR1913236.876852__1.876852	39491__A0A396FPV7__ERS852580_01177
ERR1913236.876916__1.876916	820__A0A3E5E0T0__ERS852554_00312
ERR1913236.876917__1.876917	39491__A0A174M1X5__DXB99_18695
ERR1913236.877025__1.877025	166486__D4L346__ROSINTL182_06263
ERR1913236.877122__1.877122	360807__A0A173SE91__murR
ERR1913236.877143__1.877143	820__A0A374Q854__HMPREF1073_03281
ERR1913236.877214__1.877214	28117__B0MY40__BHV66_05170
ERR1913236.877330__1.877330	1304__A0A1V0GL68__CGZ74_06870
ERR1913236.877497__1.877497	1262986__R5ZUP0__BN492_01284
ERR1913236.877540__1.877540	204516__U6RDD8__HMPREF1534_02559
ERR1913236.877584__1.877584	360807__A0A173V2S2__phoR_7
ERR1913236.877626__1.877626	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913236.877721__1.877721	39486__B0G2S6__DXC93_16450
ERR1913236.877825__1.877825	626929__F3PL44__SAMN05444376_0934
ERR1913236.877909__1.877909	357276__A0A076ISJ4__B5F95_19420
ERR1913236.877960__1.877960	39491__A0A396FIZ8__ERE_20410
ERR1913236.878160__1.878160	853__A0A174BZY1__xerD_1
ERR1913236.878181__1.878181	166486__D4L457__ROSINTL182_07087
ERR1913236.878238__1.878238	626929__F3PLZ5__SAMN05444376_0128
ERR1913236.878338__1.878338	1150298__A0A174HYM9__ERS852406_01664
ERR1913236.878378__1.878378	1263044__GCA_000433375.1_01439
ERR1913236.878517__1.878517	1304__J7SIV6__pspA_3
ERR1913236.878577__1.878577	33043__A0A174B7D6__ERS852400_01331
ERR1913236.878749__1.878749	74426__sugC
ERR1913236.878796__1.878796	1263109__GCA_000438135.1_00836
ERR1913236.878886__1.878886	166486__D4KJ39__ERS852572_02622
ERR1913236.878923__1.878923	821__A0A174V2F3__NCTC10583_01474
ERR1913236.879077__1.879077	881953__GeneID:10358920
ERR1913236.879028__1.879028	28117__B0MTV3__BHV66_06405
ERR1913236.879300__1.879300	820__R9I3N4__M093_0061
ERR1913236.879278__1.879278	820__R9I324__HMPREF2141_02414
ERR1913236.879293__1.879293	821__A0A3E4KIM1__M097_3660
ERR1913236.879331__1.879331	820__A0A139K8N1__ERS852554_00951
ERR1913236.879351__1.879351	674529__R6UY37__SAMN05444400_12650
ERR1913236.879650__1.879650	39491__A0A395ZM93__DXD13_03490
ERR1913236.879690__1.879690	28118__F9Z4Q7__DER54_08070
ERR1913236.879785__1.879785	40520__D4LH75__RUMOBE_01837
ERR1913236.879926__1.879926	820__A0A3E4G2R7__DXC07_00510
ERR1913236.879927__1.879927	39491__A0A395UUN5__EUBREC_0291
ERR1913236.879972__1.879972	544645__A0A3E4T3S3__DXC42_12255
ERR1913236.880045__1.880045	674529__A0A174EXC1__DXB21_01255
ERR1913236.880067__1.880067	338188__A0A173XK96__BACFIN_08439
ERR1913236.880105__1.880105	28118__F9Z7M2__B5F99_10065
ERR1913236.880137__1.880137	33039__R6PZ42__mprA_2
ERR1913236.880160__1.880160	853__A0A174C5M1__CGS58_04460
ERR1913236.880313__1.880313	39491__D6E408__EUBREC_1466
ERR1913236.880345__1.880345	301302__A0A173RFF7__yqgN
ERR1913236.880395__1.880395	820__A0A173WUD7__DXB48_08055
ERR1913236.880599__1.880599	821__A0A174WBC9__ERS852556_03145
ERR1913236.880850__1.880850	820__A0A174R952__DXB48_02570
ERR1913236.880918__1.880918	214856__A0A174G9T6__ERS852447_02535
ERR1913236.880919__1.880919	33039__D4M340__sleB_2
ERR1913236.880955__1.880955	39491__A0A174K1W6__DXB99_15020
ERR1913236.880991__1.880991	371601__E5CE41__ERS852396_04351
ERR1913236.881062__1.881062	820__A0A173YYG4__evgS_3
ERR1913236.881194__1.881194	1263044__GCA_000433375.1_01861
ERR1913236.881365__1.881365	820__A0A3E4WA06__ERS852554_03404
ERR1913236.881403__1.881403	40518__R5DUU0__DXD93_03985
ERR1913236.881411__1.881411	28117__B0MYW7__ALIPUT_02336
ERR1913236.881468__1.881468	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913236.881471__1.881471	1263044__GCA_000433375.1_01439
ERR1913236.881667__1.881667	649756__A0A174L4G4__cls_1
ERR1913236.881680__1.881680	823__A6LB63__M095_1847
ERR1913236.881778__1.881778	357276__I9QWD4__DXD47_15075
ERR1913236.881830__1.881830	301302__R5VFU2__xynA1
ERR1913236.881855__1.881855	1263044__GCA_000433375.1_02753
ERR1913236.882049__1.882049	821__A0A3E4WAR6__DXD64_10735
ERR1913236.882187__1.882187	204516__U6RAM4__HMPREF1534_03439
ERR1913236.882194__1.882194	1150298__A0A174S2H3__spoIIQ
ERR1913236.882196__1.882196	291644__I9T2X5__ERS852428_03729
ERR1913236.882159__1.882159	820__R9I2U8__DXC68_09590
ERR1913236.882242__1.882242	166486__D4L458__ROSINTL182_07088
ERR1913236.882247__1.882247	1304__Q55242__V471_04485
ERR1913236.882551__1.882551	626929__F3PHB7__HMPREF9445_01465
ERR1913236.882610__1.882610	823__A0A174L7J4__CF162_00380
ERR1913236.882677__1.882677	33039__A0A173VTT4__frdB_1
ERR1913236.882708__1.882708	214856__A0A173YE57__ERS852559_00126
ERR1913236.882855__1.882855	40518__R5E6G1__DXD83_06815
ERR1913236.882890__1.882890	626929__F3PFW9__B5F97_08170
ERR1913236.883059__1.883059	487174__K0XES7__HMPREF9448_00566
ERR1913236.883146__1.883146	291644__I8YYM8__HMPREF1532_01562
ERR1913236.883224__1.883224	338188__C9L0Q1__HMPREF1057_02400
ERR1913236.883227__1.883227	881953__GeneID:10358865
ERR1913236.883251__1.883251	1150298__A0A174BC67__ERS852498_00837
ERR1913236.883312__1.883312	338188__C9KUV1__HMPREF1057_03061
ERR1913236.883376__1.883376	820__A0A139KIL9__DXC68_05945
ERR1913236.883381__1.883381	853__A0A2A7B1Y7__C7K05_11930
ERR1913236.883359__1.883359	338188__A0A174GWW7__ERS852397_02491
ERR1913236.883573__1.883573	39491__A0A396FMT0__EUBREC_3020
ERR1913236.883638__1.883638	1263044__GCA_000433375.1_01728
ERR1913236.883709__1.883709	357276__E5UTL1__HMPREF1065_03551
ERR1913236.884030__1.884030	820__A0A374Q854__HMPREF1073_03281
ERR1913236.884036__1.884036	626929__R6L317__HMPREF9445_00686
ERR1913236.884107__1.884107	1263044__GCA_000433375.1_01146
ERR1913236.884362__1.884362	394340__metG_1
ERR1913236.884443__1.884443	28117__R7JQW0__ALIPUT_01453
ERR1913236.884445__1.884445	40518__R5E6K5__speA
ERR1913236.884500__1.884500	74426__rplS
ERR1913236.884596__1.884596	1318__I1ZPN1__NCTC12854_02060
ERR1913236.884613__1.884613	820__A0A173YYG4__evgS_3
ERR1913236.884689__1.884689	820__A7VAS1__HMPREF2141_03259
ERR1913236.884765__1.884765	39491__A0A395UWA3__DXB69_11805
ERR1913236.884793__1.884793	821__A0A174NM17__lacZ_6
ERR1913236.884807__1.884807	33025__A0A395JBU5__C8D73_10423
ERR1913236.884820__1.884820	33025__A0A395J947__C8D73_11315
ERR1913236.884851__1.884851	674529__A0A174PUY5__SAMN05444400_103201
ERR1913236.884870__1.884870	1263044__GCA_000433375.1_00680
ERR1913236.884886__1.884886	1262743__R5C054__BN727_01980
ERR1913236.884912__1.884912	214856__A0A173ZUI6__ERS852447_00955
ERR1913236.885052__1.885052	214856__A0A174FSW2__ERS852447_02420
ERR1913236.885294__1.885294	821__A0A0P0LH09__ERS852457_03390
ERR1913236.885295__1.885295	116085__D4JC38__DW747_00355
ERR1913236.885540__1.885540	33039__A0A174ZCB2__ERS852577_04014
ERR1913236.885585__1.885585	39491__A0A395UZZ5__htpG_1
ERR1913236.885711__1.885711	626929__F3PLK4__B5F97_09735
ERR1913236.885771__1.885771	40518__R5E2R8__nnr_2
ERR1913236.885775__1.885775	39491__A0A0M6WNS5__DXC13_02015
ERR1913236.885856__1.885856	820__A0A3E5BMG9__DXD40_05130
ERR1913236.885891__1.885891	1735__B7CDL7__EUBIFOR_02300
ERR1913236.885991__1.885991	820__A0A1Y3V743__M093_0235
ERR1913236.886010__1.886010	820__R9I2U8__DXC68_09590
ERR1913236.886117__1.886117	674529__A0A174S5F6__SAMN05444400_11892
ERR1913236.886378__1.886378	820__A0A139K024__B5G17_02060
ERR1913236.886500__1.886500	820__A7VAR9__ERS852421_00197
ERR1913236.886527__1.886527	853__A0A173YYY4__DWZ04_09420
ERR1913236.886536__1.886536	823__D7IT19__DHP27_03495
ERR1913236.886543__1.886543	214856__R6Z590__ERS852447_01059
ERR1913236.886722__1.886722	338188__A0A174FPA3__BACFIN_06857
ERR1913236.886810__1.886810	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913236.886829__1.886829	820__A0A139KHD8__ERS417307_00569
ERR1913236.887041__1.887041	821__A0A3E4XY72__NCTC10583_01067
ERR1913236.887048__1.887048	166486__D4KX29__ROSINTL182_09734
ERR1913236.887230__1.887230	820__A0A374QGD2__ERS852421_02382
ERR1913236.887277__1.887277	33039__A0A173VNF2__truB
ERR1913236.887325__1.887325	820__A0A139KIL9__DXC68_05945
ERR1913236.887394__1.887394	338188__R6SVZ5__ERS852397_02415
ERR1913236.887448__1.887448	820__A0A139K1Y6__DXB48_02610
ERR1913236.887452__1.887452	291644__I9SQZ5__ERS852428_01656
ERR1913236.887555__1.887555	821__A0A174WBC9__ERS852556_03145
ERR1913236.887592__1.887592	820__A0A374Q854__HMPREF1073_03281
ERR1913236.887608__1.887608	1262538__GeneID:16384854
ERR1913236.887765__1.887765	410072__C0B9X3__ERS852481_01672
ERR1913236.887872__1.887872	39491__A0A0M6WLC7__ERS852497_00640
ERR1913236.887850__1.887850	169435__A0A174SBU7__DXC40_15990
ERR1913236.887893__1.887893	820__A0A174QLF0__SAMN05444418_109151
ERR1913236.887998__1.887998	820__A0A139K5A6__DXB48_12175
ERR1913236.888053__1.888053	39491__C4ZF05__vpr
ERR1913236.888063__1.888063	881953__GeneID:10358936
ERR1913236.888340__1.888340	39491__A0A395V0E5__ERE_31370
ERR1913236.888410__1.888410	820__R9HP61__DXC91_01090
ERR1913236.888431__1.888431	394340__group_1007
ERR1913236.888543__1.888543	626929__F3PGY0__SAMN05444376_1243
ERR1913236.888609__1.888609	674529__R6V111__SAMN05444400_14521
ERR1913236.888699__1.888699	1263044__GCA_000433375.1_03283
ERR1913236.888751__1.888751	1150298__A0A174SLE6__mlc_1
ERR1913236.888779__1.888779	820__A0A174R952__DXB48_02570
ERR1913236.888829__1.888829	166486__D4KZI1__ERS852572_00422
ERR1913236.888846__1.888846	33025__A0A395JBN6__C8D73_10630
ERR1913236.888906__1.888906	357276__B6W1Y1__BSEG_03960
ERR1913236.888929__1.888929	39496__A5Z5I2__EUBVEN_00963
ERR1913236.889189__1.889189	674529__R6VF01__DXB21_13480
ERR1913236.889214__1.889214	820__A7VAR9__ERS852421_00197
ERR1913236.889225__1.889225	344022__GeneID:3837332
ERR1913236.889355__1.889355	820__A0A374Q854__HMPREF1073_03281
ERR1913236.889417__1.889417	821__C6ZAA5__ERS852556_00403
ERR1913236.889426__1.889426	823__A0A395YZ10__NCTC11152_02955
ERR1913236.889431__1.889431	39491__A0A395ZEN3__DXD95_12655
ERR1913236.889409__1.889409	818__A0A174TT69__SAMN02910322_02680
ERR1913236.889512__1.889512	360807__A0A0M6X0S9__RIL183_10591
ERR1913236.889595__1.889595	745368__A0A1T4WS23__SAMN02745178_00945
ERR1913236.889754__1.889754	338188__R6S5J0__HMPREF1057_01983
ERR1913236.889776__1.889776	418240__A0A174FAS2__btr_1
ERR1913236.889809__1.889809	1735__B7CCQ2__EUBIFOR_01980
ERR1913236.889844__1.889844	410072__A0A174M202__COPCOM_00641
ERR1913236.889975__1.889975	820__R9I2U8__DXC68_09590
ERR1913236.890002__1.890002	881953__GeneID:10358947
ERR1913236.890109__1.890109	47678__R5U878__ERS852494_03300
ERR1913236.890139__1.890139	214856__A0A173ZUI6__ERS852447_00955
ERR1913236.890213__1.890213	674529__R6V7P0__SAMN05444400_102331
ERR1913236.890256__1.890256	626929__F3PLK4__B5F97_09735
ERR1913236.890323__1.890323	820__A0A174CG08__DXB62_13215
ERR1913236.890341__1.890341	301302__R5VCU3__cbiK_2
ERR1913236.890537__1.890537	820__A0A174R952__DXB48_02570
ERR1913236.890857__1.890857	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913236.890844__1.890844	821__A0A174WBC9__ERS852556_03145
ERR1913236.890845__1.890845	322505__group_1006
ERR1913236.891122__1.891122	338188__R6RT73__HMPREF1057_02828
ERR1913236.891363__1.891363	33039__A0A174XW11__RTO_07780
ERR1913236.891401__1.891401	204516__U6RGN8__HMPREF1534_01465
ERR1913236.891628__1.891628	1262986__R5ZVD8__BN492_01099
ERR1913236.891658__1.891658	820__A7V9F9__B5G17_14640
ERR1913236.891891__1.891891	820__A0A396EUV1__B5G17_06465
ERR1913236.891896__1.891896	214856__R6Y6H8__ERS852447_01719
ERR1913236.892028__1.892028	1160721__W0U436__BHW50_10710
ERR1913236.892049__1.892049	338188__A0A174FBN4__BACFIN_09139
ERR1913236.892129__1.892129	1263044__GCA_000433375.1_01436
ERR1913236.892134__1.892134	301302__A0A173T010__M72_26571
ERR1913236.892182__1.892182	1263107__GCA_000436995.1_00056
ERR1913236.892192__1.892192	820__A0A139K5A6__DXB48_12175
ERR1913236.892340__1.892340	33025__A0A395J9R3__C8D73_10817
ERR1913236.892351__1.892351	1304__J7SI29__DL08_08910
ERR1913236.892416__1.892416	1720294__U2BDJ8__DXC51_22245
ERR1913236.892507__1.892507	214856__R6XUN2__rcsC_1
ERR1913236.892673__1.892673	394340__gyrA
ERR1913236.892690__1.892690	204516__U6REI9__HMPREF1534_02357
ERR1913236.892759__1.892759	820__A0A174I980__gldH
ERR1913236.892869__1.892869	820__A0A139K5A6__DXB48_12175
ERR1913236.892885__1.892885	47678__A5ZJ14__ERS852494_02225
ERR1913236.893116__1.893116	39491__A0A174LTW7__DXD13_08720
ERR1913236.893239__1.893239	1263109__GCA_000438135.1_01668
ERR1913236.893255__1.893255	1304__J7SIV6__pspA_3
ERR1913236.893260__1.893260	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913236.893321__1.893321	214856__R6Y0B9__ERS852559_00164
ERR1913236.893365__1.893365	387090__S0F7Y3__BACCOPRO_02028
ERR1913236.893452__1.893452	33039__D4M379__selB
ERR1913236.893481__1.893481	39491__A0A395ZHW9__DXC13_02590
ERR1913236.893569__1.893569	850__C3WF52__C4N19_01100
ERR1913236.893638__1.893638	214856__R6XP73__ERS852447_00886
ERR1913236.893710__1.893710	818__R6VB25__BSIG_5053
ERR1913236.893800__1.893800	820__A0A374Q854__HMPREF1073_03281
ERR1913236.893835__1.893835	204516__U6REI9__HMPREF1534_02357
ERR1913236.893880__1.893880	46503__R5DLM3__HMPREF1078_03417
ERR1913236.893903__1.893903	820__A0A174CK74__DXB48_07060
ERR1913236.894271__1.894271	820__A7V9F9__B5G17_14640
ERR1913236.894305__1.894305	214856__A0A175A6T5__ERS852447_02658
ERR1913236.894371__1.894371	820__A0A174F0C1__nreB
ERR1913236.894457__1.894457	166486__D4KUL4__pemA
ERR1913236.894545__1.894545	1262992__R5D3X7__BN795_00539
ERR1913236.894631__1.894631	1262992__R5D546__BN795_00726
ERR1913236.894745__1.894745	39491__A0A395ZGU6__ERS852417_01456
ERR1913236.894784__1.894784	1262986__R6A4M7__BN492_00062
ERR1913236.894844__1.894844	410072__A0A3E4GQ67__sigV_1
ERR1913236.895073__1.895073	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913236.895160__1.895160	821__A0A0P0LFP6__C5Z04_13890
ERR1913236.895252__1.895252	1965650__A0A1Y3VG18__B5G16_04665
ERR1913236.895280__1.895280	1965650__A0A1Y3VG18__B5G16_04665
ERR1913236.895285__1.895285	46503__K5ZKR1__dnaB
ERR1913236.895338__1.895338	40518__R5E328__DXD86_08885
ERR1913236.895392__1.895392	1263109__GCA_000438135.1_01430
ERR1913236.895362__1.895362	626929__F3PKM1__B5F24_11225
ERR1913236.895367__1.895367	344022__GeneID:3837332
ERR1913236.895373__1.895373	821__E5UY21__C800_02204
ERR1913236.895483__1.895483	821__U6RDC2__DXD46_15675
ERR1913236.895464__1.895464	820__R7E9Z4__DXC68_06065
ERR1913236.895531__1.895531	823__A0A173VS36__M091_4727
ERR1913236.895554__1.895554	818__R6VB25__BSIG_5053
ERR1913236.895636__1.895636	33025__A0A395JBA6__C8D73_1039
ERR1913236.895700__1.895700	344022__GeneID:3837292
ERR1913236.895789__1.895789	40518__R5E6G1__DXD83_06815
ERR1913236.895994__1.895994	371601__E5CE41__ERS852396_04351
ERR1913236.896006__1.896006	1262889__R7H960__BN634_00690
ERR1913236.896029__1.896029	820__A0A174KKV6__DXC07_02635
ERR1913236.896109__1.896109	821__A0A174V2F3__NCTC10583_01474
ERR1913236.896273__1.896273	626929__R6LKK1__B5F24_07400
ERR1913236.896300__1.896300	357276__D1JY58__BACDOR_04277
ERR1913236.896323__1.896323	214856__R6Z5D0__resA_4
ERR1913236.896457__1.896457	39491__A0A396FKI0__DXC13_11560
ERR1913236.896556__1.896556	214856__R6XUN2__rcsC_1
ERR1913236.896702__1.896702	823__A0A355XGQ3__prmC
ERR1913236.896749__1.896749	823__A0A355XEX9__ERS852560_03521
ERR1913236.896784__1.896784	33039__A0A174XM16__ERS852530_05348
ERR1913236.896814__1.896814	291644__I8Z302__HMPREF1532_01182
ERR1913236.896834__1.896834	40518__R5DLM5__RB5AMG_00422
ERR1913236.896901__1.896901	820__A0A139K024__B5G17_02060
ERR1913236.896973__1.896973	1160721__R6T344__RBI_I00565
ERR1913236.897027__1.897027	820__A0A139K337__ERS852459_02375
ERR1913236.897062__1.897062	820__A0A174EV88__HMPREF1072_01427
ERR1913236.897048__1.897048	344022__GeneID:3837332
ERR1913236.897146__1.897146	214856__I3YMC8__ERS852447_02666
ERR1913236.897262__1.897262	820__A0A174G065__DXB62_08975
ERR1913236.897233__1.897233	821__A0A3E4WAR6__DXD64_10735
ERR1913236.897291__1.897291	821__A0A174WBC9__ERS852556_03145
ERR1913236.897446__1.897446	821__A0A0P0M6M0__M097_4734
ERR1913236.897521__1.897521	823__A0A395YY84__DXC05_19515
ERR1913236.897527__1.897527	1263044__GCA_000433375.1_00652
ERR1913236.897571__1.897571	39488__A0A174BS94__DXD91_16570
ERR1913236.897578__1.897578	820__A0A174KKV6__DXC07_02635
ERR1913236.897736__1.897736	1304__F8LKP1__TZ99_00769
