ERR1913060.381__1.381	820__A7V092__hldE
ERR1913060.3149725__1.3149725	28118__R6FD01__B5F99_06665
ERR1913060.3149795__1.3149795	823__A0A395YXR9__M091_4086
ERR1913060.3149743__1.3149743	28118__F9ZA35__DER54_10915
ERR1913060.3149924__1.3149924	1262948__R7EF67__BN671_00785
ERR1913060.3150081__1.3150081	165179__D1PHC0__PREVCOP_06640
ERR1913060.3150085__1.3150085	166486__A0A173T114__ROSINTL182_05085
ERR1913060.3150151__1.3150151	487174__R5ER56__HMPREF9448_02812
ERR1913060.3150397__1.3150397	310298__B3JQJ5__BACCOP_04231
ERR1913060.3150376__1.3150376	410072__A0A3E4GT65__ERS852574_02325
ERR1913060.3150629__1.3150629	39496__A5Z3Y7__EUBVEN_00393
ERR1913060.3150648__1.3150648	310298__B3JFK5__BACCOP_00655
ERR1913060.3150768__1.3150768	310298__B3JNG7__BACCOP_03480
ERR1913060.3150934__1.3150934	39488__A0A285PS63__DXD91_02115
ERR1913060.3151071__1.3151071	310298__B3JFS5__BACCOP_00726
ERR1913060.3151211__1.3151211	2293125__A0A374C8A8__DW917_07550
ERR1913060.3151336__1.3151336	39496__A5Z6U6__EUBVEN_01429
ERR1913060.3151366__1.3151366	360807__A0A174CZ42__RIL183_11251
ERR1913060.3151367__1.3151367	46503__K5ZLB1__DD461_01070
ERR1913060.3151393__1.3151393	1262930__R6AY75__BN693_00384
ERR1913060.3151523__1.3151523	487174__K0X773__DIT83_07170
ERR1913060.3151641__1.3151641	218538__C9LPE5__GCWU000321_01424
ERR1913060.3151675__1.3151675	1262930__R6AAD1__BN693_01367
ERR1913060.3152278__1.3152278	1262992__R5D3T4__BN795_00483
ERR1913060.3152400__1.3152400	46503__A7ADV9__ERS852463_01504
ERR1913060.3152503__1.3152503	1262930__R6A1N0__BN693_00917
ERR1913060.3152520__1.3152520	1262930__R6A8N0__BN693_02179
ERR1913060.3152616__1.3152616	2293125__A0A374BSW4__DW917_13420
ERR1913060.3152690__1.3152690	310298__B3JNR4__BACCOP_03579
ERR1913060.3152757__1.3152757	357276__A0A076IYG1__B5F95_22465
ERR1913060.3152731__1.3152731	166486__D4KQG8__ERS852572_02379
ERR1913060.3153034__1.3153034	310298__B3JQJ5__BACCOP_04231
ERR1913060.3153168__1.3153168	1262924__R7HKZ9__BN585_01304
ERR1913060.3153305__1.3153305	2293125__A0A374C9I8__DW917_06795
ERR1913060.3153555__1.3153555	853__C7H7F8__yccM_1
ERR1913060.3153633__1.3153633	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913060.3153788__1.3153788	165179__D1PHC0__PREVCOP_06640
ERR1913060.3153868__1.3153868	1735__B7CEC3__EUBIFOR_02567
ERR1913060.3154059__1.3154059	821__A0A173WG51__BVU_2549
ERR1913060.3154290__1.3154290	818__A0A173T914__ERS852430_01841
ERR1913060.3154311__1.3154311	28118__F9Z4Y7__DF785_06945
ERR1913060.3154319__1.3154319	357276__I8WAB8__B5F00_08100
ERR1913060.3154391__1.3154391	853__A0A2A7B9I6__DW855_13690
ERR1913060.3154455__1.3154455	410072__A0A174J2F2__rimI
ERR1913060.3154471__1.3154471	39496__A5Z7Y6__EUBVEN_01827
ERR1913060.3154507__1.3154507	166486__D4KW49__ROSINTL182_07746
ERR1913060.3154522__1.3154522	166486__D4KXE5__ERS852572_01168
ERR1913060.3154528__1.3154528	1262930__R5ZWP2__BN693_01542
ERR1913060.3154602__1.3154602	418240__A0A173X9D3__ERS852478_00421
ERR1913060.3154644__1.3154644	33025__A0A395J947__C8D73_11315
ERR1913060.3154691__1.3154691	166486__D4KV78__aroA
ERR1913060.3154783__1.3154783	2293125__A0A374BSW4__DW917_13420
ERR1913060.3154869__1.3154869	338188__A0A174ETX3__ERS852397_01955
ERR1913060.3154994__1.3154994	165179__A0A3E5ED28__PREVCOP_06655
ERR1913060.3155115__1.3155115	166486__D4KWM9__ROSINTL182_06036
ERR1913060.3155140__1.3155140	820__A0A139K2N9__DXB62_12420
ERR1913060.3155223__1.3155223	410072__A0A3E4GPD6__DXD67_10205
ERR1913060.3155354__1.3155354	821__D4VD59__BHV80_04260
ERR1913060.3155433__1.3155433	823__A0A395YQ63__B5F32_15335
ERR1913060.3155500__1.3155500	418240__C6J7Z2__ERS852478_01924
ERR1913060.3155680__1.3155680	33039__D4M4L0__ERS852577_02891
ERR1913060.3155691__1.3155691	28052__R7NCE0__ERS852499_00449
ERR1913060.3155733__1.3155733	821__A0A3E4WAR6__DXD64_10735
ERR1913060.3155798__1.3155798	2293125__A0A374CBD1__DW917_06995
ERR1913060.3155809__1.3155809	204516__U6R7Y8__HMPREF1534_03942
ERR1913060.3155849__1.3155849	46228__V8C4T8__RUMLAC_02058
ERR1913060.3155818__1.3155818	820__A0A139K4W1__M093_0353
ERR1913060.3156144__1.3156144	820__A0A173W419__DXC68_17760
ERR1913060.3156194__1.3156194	357276__I8VQA2__HMPREF1065_04183
ERR1913060.3156209__1.3156209	821__D4VD59__BHV80_04260
ERR1913060.3156313__1.3156313	2293125__A0A374CBD1__DW917_06995
ERR1913060.3156402__1.3156402	166486__D4KM62__ERS852572_03251
ERR1913060.3156467__1.3156467	1150298__A0A174HHW8__yhbU_1
ERR1913060.3156525__1.3156525	853__A0A2A7A4A9__C4N21_14870
ERR1913060.3156501__1.3156501	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.3156620__1.3156620	33025__A0A395JAA6__C8D73_10641
ERR1913060.3156761__1.3156761	410072__A0A3E4GRE0__DXD67_07105
ERR1913060.3156969__1.3156969	2293125__A0A374BSW4__DW917_13420
ERR1913060.3157097__1.3157097	821__A0A173WG51__BVU_2549
ERR1913060.3157124__1.3157124	310298__B3JJX9__BACCOP_02203
ERR1913060.3157134__1.3157134	1262924__R7HR75__BN585_00689
ERR1913060.3157251__1.3157251	820__A0A3E4W9D9__B5G17_12400
ERR1913060.3157369__1.3157369	357276__A0A076IYG1__B5F95_22465
ERR1913060.3157492__1.3157492	1262930__R6A2Q0__BN693_00487
ERR1913060.3157934__1.3157934	39486__B0G8A7__DXD82_06625
ERR1913060.3157979__1.3157979	1680__A0A173W9E6__C8077_07070
ERR1913060.3158267__1.3158267	1262924__R7HQB3__BN585_00435
ERR1913060.3158247__1.3158247	33025__A0A395J947__C8D73_11315
ERR1913060.3158311__1.3158311	853__A0A2A7B1Y7__C7K05_11930
ERR1913060.3158826__1.3158826	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.3158915__1.3158915	1262924__R7HKZ9__BN585_01304
ERR1913060.3159065__1.3159065	1308__A0A2X3WPE2__CDA68_01375
ERR1913060.3159211__1.3159211	39491__A0A395UVM9__DXB76_04540
ERR1913060.3159390__1.3159390	2293125__A0A374BSW4__DW917_13420
ERR1913060.3159712__1.3159712	2293125__A0A374C9I8__DW917_06795
ERR1913060.3159829__1.3159829	310298__B3JEE8__BACCOP_00239
ERR1913060.3159843__1.3159843	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913060.3159858__1.3159858	165179__A0A229I4J4__proA
ERR1913060.3159866__1.3159866	39496__A5Z807__EUBVEN_01847
ERR1913060.3159912__1.3159912	357276__D1K526__GV66_17250
ERR1913060.3160206__1.3160206	33039__D4M4W3__RTO_17030
ERR1913060.3160307__1.3160307	820__A0A174FUG6__DXC91_11265
ERR1913060.3160364__1.3160364	823__A0A355XLS2__ERS852380_02644
ERR1913060.3160648__1.3160648	165179__D1PHC0__PREVCOP_06640
ERR1913060.3160762__1.3160762	410072__A0A174JCL9__tee6
ERR1913060.3160863__1.3160863	166486__R6AY46__ROSINTL182_06128
ERR1913060.3161014__1.3161014	46503__R6X0L4__DXB61_05325
ERR1913060.3161017__1.3161017	853__A0A173YYY4__DWZ04_09420
ERR1913060.3161041__1.3161041	1262930__R6AHR4__BN693_00447
ERR1913060.3161065__1.3161065	487174__K0WTW4__DDY40_12630
ERR1913060.3161151__1.3161151	821__A0A396ER29__ERS852457_02298
ERR1913060.3161224__1.3161224	39496__A5ZAI8__EUBVEN_02735
ERR1913060.3161268__1.3161268	39496__A5Z8T3__EUBVEN_02125
ERR1913060.3161371__1.3161371	821__A0A0P0LFP6__C5Z04_13890
ERR1913060.3161418__1.3161418	357276__B6VXX7__HMPREF1063_02683
ERR1913060.3161551__1.3161551	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.3161680__1.3161680	1262739__R6M9P7__BN659_01903
ERR1913060.3161824__1.3161824	1262911__R6GPM2__BN557_00937
ERR1913060.3161831__1.3161831	40520__A0A174IJ62__DXC87_06795
ERR1913060.3162005__1.3162005	410072__A0A3E4GRE0__DXD67_07105
ERR1913060.3162010__1.3162010	33039__R6P9Z4__ERS852502_00114
ERR1913060.3162099__1.3162099	649756__D4MVD8__ERS852475_00940
ERR1913060.3162216__1.3162216	166486__D4KZA5__ERS852572_03317
ERR1913060.3162244__1.3162244	116085__D4J6Y2__DW747_12995
ERR1913060.3162404__1.3162404	823__A0A355XLH0__fepA_1
ERR1913060.3162622__1.3162622	165179__D1PGU8__PREVCOP_06463
ERR1913060.3162731__1.3162731	33039__A0A174Y5G7__ERS852530_01222
ERR1913060.3162800__1.3162800	1628085__A0A2U1BGX7__C7386_101149
ERR1913060.3162876__1.3162876	165179__R6XLJ7__CFT61_06250
ERR1913060.3162884__1.3162884	28118__F9Z3G8__B5F99_01835
ERR1913060.3163081__1.3163081	823__D0TC25__B5F32_04575
ERR1913060.3163344__1.3163344	39491__A0A395V0H6__ERS852580_02570
ERR1913060.3163461__1.3163461	1262992__R5DEQ5__BN795_00722
ERR1913060.3163664__1.3163664	821__A0A174AYT0__DXC02_03530
ERR1913060.3163730__1.3163730	1262992__R5DBL4__BN795_01435
ERR1913060.3164044__1.3164044	357276__I8W1E1__B5F00_10785
ERR1913060.3164073__1.3164073	88431__A6BIP6__DXB16_05510
ERR1913060.3164136__1.3164136	1150298__R7JL35__ERS852498_02809
ERR1913060.3164232__1.3164232	552398__F4XCV8__HMPREF0866_01675
ERR1913060.3164256__1.3164256	28052__R7NB47__msbA_2
ERR1913060.3164310__1.3164310	301301__A0A395V654__RHOM_11910
ERR1913060.3164442__1.3164442	820__A0A139K8N1__ERS852554_00951
ERR1913060.3164460__1.3164460	357276__I9QWN0__ABI39_00335
ERR1913060.3164483__1.3164483	821__A0A0P0LH09__ERS852457_03390
ERR1913060.3164594__1.3164594	418240__R6PCU6__ERS852478_00410
ERR1913060.3165066__1.3165066	2293125__A0A374CMK5__DW917_00330
ERR1913060.3165397__1.3165397	310298__B3JF96__BACCOP_00544
ERR1913060.3165406__1.3165406	28118__F9Z5U5__DHW44_14270
ERR1913060.3165473__1.3165473	1262930__R6AYK2__BN693_00543
ERR1913060.3165519__1.3165519	371601__A0A174KGU6__CW3_4554
ERR1913060.3165546__1.3165546	357276__I9QBT7__BSEG_03340
ERR1913060.3165579__1.3165579	166486__D4KNM9__ERS852572_00072
ERR1913060.3165611__1.3165611	820__A7V049__DXB48_04755
ERR1913060.3165680__1.3165680	39488__C0ES56__DXD91_10565
ERR1913060.3165802__1.3165802	1099853__U5CA60__NSB1T_01535
ERR1913060.3165803__1.3165803	1262924__R7HU74__BN585_00690
ERR1913060.3165959__1.3165959	310298__B3JNH3__BACCOP_03486
ERR1913060.3166273__1.3166273	2293125__A0A374BUM7__DW917_12980
ERR1913060.3166407__1.3166407	310298__B3JEE8__BACCOP_00239
ERR1913060.3166566__1.3166566	821__A0A174MBW9__SAMN04487923_10272
ERR1913060.3166546__1.3166546	821__A0A395UNT8__DXD64_15275
ERR1913060.3166602__1.3166602	166486__D4KUM5__afr
ERR1913060.3166771__1.3166771	46503__K5ZM81__DCY29_16460
ERR1913060.3166891__1.3166891	1262992__R5CX54__BN795_00843
ERR1913060.3167111__1.3167111	853__A0A174CVG7__CGS58_09335
ERR1913060.3167217__1.3167217	2293125__A0A374BUM7__DW917_12980
ERR1913060.3167263__1.3167263	820__A0A139KJ23__celCCA
ERR1913060.3167435__1.3167435	823__A6LGI3__DXB14_09215
ERR1913060.3167498__1.3167498	853__A0A174BZY1__xerD_1
ERR1913060.3167521__1.3167521	410072__C0BER6__DXD67_15575
ERR1913060.3167649__1.3167649	821__A0A3E4WAR6__DXD64_10735
ERR1913060.3167688__1.3167688	39486__B0G7S5__DXD50_04355
ERR1913060.3167836__1.3167836	1262873__R6W6D9__BN605_02180
ERR1913060.3167938__1.3167938	1262930__R5ZXU1__BN693_01352
ERR1913060.3167981__1.3167981	487174__K0WRI1__DIT83_06780
ERR1913060.3168059__1.3168059	165179__D1PHD6__DXC61_03380
ERR1913060.3168095__1.3168095	1262992__R5DG08__BN795_00475
ERR1913060.3168160__1.3168160	626933__H1DGX0__HMPREF9449_01506
ERR1913060.3168268__1.3168268	1262746__R5SLM9__BN750_01953
ERR1913060.3168271__1.3168271	165179__D1PGU8__PREVCOP_06463
ERR1913060.3168314__1.3168314	39496__A5Z774__EUBVEN_01557
ERR1913060.3168319__1.3168319	33025__A0A395J947__C8D73_11315
ERR1913060.3168337__1.3168337	357276__B6W1Y5__IY41_11405
ERR1913060.3168369__1.3168369	165179__A0A174SA26__PREVCOP_05758
ERR1913060.3168435__1.3168435	1262911__R6HN72__BN557_00911
ERR1913060.3168447__1.3168447	2293125__A0A374BSW4__DW917_13420
ERR1913060.3168457__1.3168457	371601__I9UPT6__B5E50_12390
ERR1913060.3168487__1.3168487	410072__C0B9A1__COPCOM_01727
ERR1913060.3168541__1.3168541	301301__A0A395V6P9__RHOM_04165
ERR1913060.3168559__1.3168559	2293125__A0A374BY09__DW917_11855
ERR1913060.3168595__1.3168595	821__I9R3W6__DXC16_12455
ERR1913060.3168659__1.3168659	166486__D4L458__ROSINTL182_07088
ERR1913060.3169474__1.3169474	1262930__R6AYC4__BN693_00448
ERR1913060.3169659__1.3169659	310298__B3JEV6__BACCOP_00400
ERR1913060.3169851__1.3169851	1262948__R7EFU6__BN671_01093
ERR1913060.3170001__1.3170001	1105031__J1H3W2__HMPREF1141_2783
ERR1913060.3170045__1.3170045	357276__A0A174L570__GV66_05720
ERR1913060.3170060__1.3170060	487174__K0WRZ5__HMPREF9448_02826
ERR1913060.3170170__1.3170170	2293125__A0A374BUM7__DW917_12980
ERR1913060.3170381__1.3170381	823__A0A355XEX9__ERS852560_03521
ERR1913060.3170563__1.3170563	310298__B3JNR4__BACCOP_03579
ERR1913060.3170932__1.3170932	649756__L1QAJ9__DCR88_07895
ERR1913060.3171000__1.3171000	821__R7P1Q7__M099_2990
ERR1913060.3171065__1.3171065	166486__D4L255__mcp4_5
ERR1913060.3171082__1.3171082	46503__K5ZK07__PARMER_03787
ERR1913060.3171108__1.3171108	821__A0A395UNT8__DXD64_15275
ERR1913060.3171169__1.3171169	165179__D1PHC0__PREVCOP_06640
ERR1913060.3171178__1.3171178	821__A0A174V2F3__NCTC10583_01474
ERR1913060.3171231__1.3171231	1262739__R6MRD4__BN659_02013
ERR1913060.3171341__1.3171341	820__A0A3E4VXP2__yesR
ERR1913060.3171474__1.3171474	821__A0A395US34__C5Z04_18975
ERR1913060.3171523__1.3171523	357276__A0A076IYG1__B5F95_22465
ERR1913060.3171661__1.3171661	1735__B7CEC3__EUBIFOR_02567
ERR1913060.3171707__1.3171707	165179__A0A174SA26__PREVCOP_05758
ERR1913060.3171776__1.3171776	28116__A7LS02__DXF98_24100
ERR1913060.3171855__1.3171855	357276__I9RAC4__BSEG_00561
ERR1913060.3171899__1.3171899	165179__D1PGU8__PREVCOP_06463
ERR1913060.3172103__1.3172103	626933__H1DGX0__HMPREF9449_01506
ERR1913060.3172229__1.3172229	165179__D1PHC0__PREVCOP_06640
ERR1913060.3172305__1.3172305	818__A0A1H7TGM1__BJP75_010615
ERR1913060.3172342__1.3172342	818__E5C5U7__SAMN05216253_101163
ERR1913060.3172434__1.3172434	310298__B3JMG0__BACCOP_03099
ERR1913060.3172819__1.3172819	166486__D4L457__ROSINTL182_07087
ERR1913060.3172838__1.3172838	820__A0A139K5E7__DXC68_09550
ERR1913060.3173068__1.3173068	357276__A0A076IS73__GV66_00410
ERR1913060.3173223__1.3173223	165179__A0A174SA26__PREVCOP_05758
ERR1913060.3173285__1.3173285	39496__A5Z937__EUBVEN_02230
ERR1913060.3173303__1.3173303	818__A0A396E023__ERS852430_02808
ERR1913060.3173252__1.3173252	820__A0A174R952__DXB48_02570
ERR1913060.3173462__1.3173462	165179__D1PGU8__PREVCOP_06463
ERR1913060.3173486__1.3173486	165179__D1PHD6__DXC61_03380
ERR1913060.3173533__1.3173533	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913060.3173742__1.3173742	1262924__R7HPS8__BN585_00646
ERR1913060.3173760__1.3173760	46503__R6X0L4__DXB61_05325
ERR1913060.3173762__1.3173762	821__I9R3W6__DXC16_12455
ERR1913060.3173971__1.3173971	328814__GCA_004558275.1_00064
ERR1913060.3173992__1.3173992	328814__GCA_004558275.1_00998
ERR1913060.3174076__1.3174076	39486__B0G2S4__DXD10_16540
ERR1913060.3174107__1.3174107	487174__K0X7X4__DIT83_09125
ERR1913060.3174331__1.3174331	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.3174518__1.3174518	853__A0A173XRA8__CGS56_09290
ERR1913060.3174523__1.3174523	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.3174549__1.3174549	2293125__A0A374BSW4__DW917_13420
ERR1913060.3174629__1.3174629	310298__B3JQJ5__BACCOP_04231
ERR1913060.3174630__1.3174630	166486__D4L458__ROSINTL182_07088
ERR1913060.3174832__1.3174832	1262930__R6AHR6__BN693_00452
ERR1913060.3174839__1.3174839	823__D0TBY4__M090_0431
ERR1913060.3174861__1.3174861	1262924__R7HPY0__BN585_01950
ERR1913060.3174877__1.3174877	166486__D4L1P3__ERS852572_00760
ERR1913060.3175101__1.3175101	39488__A0A374NRX1__licR_1
ERR1913060.3175176__1.3175176	357276__I9QBT4__GV66_09000
ERR1913060.3175179__1.3175179	166486__D4KZH8__ERS852572_00419
ERR1913060.3175154__1.3175154	410072__A0A174JCL9__tee6
ERR1913060.3175233__1.3175233	2293125__A0A374BSW4__DW917_13420
ERR1913060.3175367__1.3175367	310298__B3JN86__BACCOP_03398
ERR1913060.3175716__1.3175716	410072__A0A173R660__ERS852389_00536
ERR1913060.3175778__1.3175778	1262930__R6A090__BN693_00649
ERR1913060.3175818__1.3175818	74426__sufB
ERR1913060.3176040__1.3176040	2293125__A0A374BUM7__DW917_12980
ERR1913060.3176059__1.3176059	166486__D4KPQ7__ROSINTL182_09065
ERR1913060.3176069__1.3176069	39486__A0A3E4M8R7__mobB
ERR1913060.3176133__1.3176133	310298__B3JNG7__BACCOP_03480
ERR1913060.3176176__1.3176176	310298__B3JMG0__BACCOP_03099
ERR1913060.3176267__1.3176267	384638__B7APR1__BACPEC_00667
ERR1913060.3176336__1.3176336	818__A0A3E5GXM2__BJP75_025230
ERR1913060.3176428__1.3176428	853__A0A174C5M1__CGS58_04460
ERR1913060.3176559__1.3176559	47678__R5U7T0__CGC64_00755
ERR1913060.3176582__1.3176582	357276__A0A0P0M2G3__BACDOR_03913
ERR1913060.3176682__1.3176682	39496__A5Z6U7__EUBVEN_01430
ERR1913060.3176714__1.3176714	1735__B7CEC3__EUBIFOR_02567
ERR1913060.3176806__1.3176806	1262739__R6MK77__BN659_00760
ERR1913060.3176817__1.3176817	1150298__A0A174S4G4__dacB_1
ERR1913060.3176821__1.3176821	2108523__A0A2P2F828__LAWASA_2158
ERR1913060.3176875__1.3176875	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.3176923__1.3176923	357276__A0A076INK2__BSEG_04225
ERR1913060.3176957__1.3176957	33039__A0A174ZCB2__ERS852577_04014
ERR1913060.3177370__1.3177370	1262930__R6AYK2__BN693_00543
ERR1913060.3177418__1.3177418	166486__D4KYD7__ERS852572_03817
ERR1913060.3177494__1.3177494	410072__C0BAS6__ERS852481_01274
ERR1913060.3177503__1.3177503	2293125__A0A374BSW4__DW917_13420
ERR1913060.3177511__1.3177511	1262930__R5ZZ59__BN693_01578
ERR1913060.3177633__1.3177633	28132__D9RV83__HMPREF0660_00835
ERR1913060.3177689__1.3177689	357276__A0A076IRV2__BACDOR_02822
ERR1913060.3177745__1.3177745	820__A0A396CMY7__HMPREF1072_03009
ERR1913060.3177973__1.3177973	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913060.3178061__1.3178061	310298__B3JLC6__BACCOP_02712
ERR1913060.3178403__1.3178403	818__Q8A335__HMPREF2534_01154
ERR1913060.3178457__1.3178457	33025__A0A395JEP7__C8D73_10844
ERR1913060.3178487__1.3178487	360807__C0FW52__RIL183_10551
ERR1913060.3178816__1.3178816	487174__K0X2Q8__DDY40_04590
ERR1913060.3179078__1.3179078	2293125__A0A374CCM7__DW917_05375
ERR1913060.3179335__1.3179335	360807__A0A173WJE3__mcp4_4
ERR1913060.3179356__1.3179356	820__A0A1Y3V743__M093_0235
ERR1913060.3179403__1.3179403	410072__A0A173SL16__COPCOM_02085
ERR1913060.3179440__1.3179440	39486__R6STY4__DXB36_12980
ERR1913060.3179773__1.3179773	166486__D4L337__msbA_4
ERR1913060.3179878__1.3179878	853__A0A174C5M1__CGS58_04460
ERR1913060.3179900__1.3179900	823__A0A078TL61__ERS852429_00610
ERR1913060.3180206__1.3180206	1262930__R6AS47__BN693_01577
ERR1913060.3180305__1.3180305	28116__A0A1Y4PHM7__DXA80_25130
ERR1913060.3180268__1.3180268	818__Q8A112__BT_3859
ERR1913060.3180275__1.3180275	821__A0A0P0L952__M097_4235
ERR1913060.3180371__1.3180371	166486__D4L346__ROSINTL182_06263
ERR1913060.3180458__1.3180458	821__A0A0P0L952__M097_4235
ERR1913060.3180557__1.3180557	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913060.3180662__1.3180662	437898__GCF_000250875.1_00083
ERR1913060.3180838__1.3180838	39491__A0A395UWZ1__DXC13_02175
ERR1913060.3180941__1.3180941	39488__A0A174ALY3__ERS852450_00805
ERR1913060.3181070__1.3181070	166486__D4KXK8__xynB_1
ERR1913060.3181105__1.3181105	823__A0A395YZG9__M092_4358
ERR1913060.3181262__1.3181262	28118__F9ZBV2__NCTC10826_00352
ERR1913060.3181499__1.3181499	1262924__R7HUG0__BN585_00790
ERR1913060.3181549__1.3181549	1150298__A0A174HB98__ERS852406_02617
ERR1913060.3181554__1.3181554	853__C7H7F8__yccM_1
ERR1913060.3181560__1.3181560	88431__A6BGH9__ERS852408_02691
ERR1913060.3181821__1.3181821	821__A0A174T998__DXB82_10860
ERR1913060.3181838__1.3181838	487174__K0XLV6__DIT83_00940
ERR1913060.3181896__1.3181896	310298__B3JQJ5__BACCOP_04231
ERR1913060.3182079__1.3182079	410072__A0A3E4GQ67__sigV_1
ERR1913060.3182151__1.3182151	360807__A0A1Q6T542__RIL183_02161
ERR1913060.3182242__1.3182242	853__A0A3E2U7E6__ERS852582_01640
ERR1913060.3182482__1.3182482	39491__A0A173U0X0__DXB72_05865
ERR1913060.3182505__1.3182505	166486__D4L1H8__ERS852572_02204
ERR1913060.3182550__1.3182550	39488__C0EWC5__EHLA_2843
ERR1913060.3182583__1.3182583	394340__group_3119
ERR1913060.3182584__1.3182584	28116__D4WJ30__DHW41_06080
ERR1913060.3182623__1.3182623	821__A6L0C7__ERS852556_03520
ERR1913060.3182657__1.3182657	357276__B6W1J2__BACDOR_03380
ERR1913060.3182764__1.3182764	823__A0A078S9Y4__M096_1441
ERR1913060.3182817__1.3182817	165179__A0A174UTZ7__DXC61_06705
ERR1913060.3182819__1.3182819	46506__R6B8Z4__SAMN05444283_11711
ERR1913060.3183153__1.3183153	1308__A0A0A7HF73__Y016_04810
ERR1913060.3183181__1.3183181	165179__A0A229I2W6__PREVCOP_04332
ERR1913060.3183229__1.3183229	47678__R5U206__C5Z00_07065
ERR1913060.3183313__1.3183313	46503__R6WRM8__HMPREF1060_03046
ERR1913060.3183356__1.3183356	2293125__A0A374BUM7__DW917_12980
ERR1913060.3183467__1.3183467	28118__F9ZBL7__DER54_00840
ERR1913060.3183501__1.3183501	28116__D4WLZ3__C5Z02_24105
ERR1913060.3183992__1.3183992	357276__A0A076J4B1__DXD47_03445
ERR1913060.3184053__1.3184053	2293125__A0A374C4C8__DW917_09805
ERR1913060.3184106__1.3184106	165179__A0A3E5DN34__DXC61_07865
ERR1913060.3184359__1.3184359	166486__D4L334__mcp3_1
ERR1913060.3184360__1.3184360	357276__D1JZM4__HMPREF1065_01278
ERR1913060.3184433__1.3184433	410072__A0A174QU55__luxQ
ERR1913060.3184761__1.3184761	165179__D1PHC0__PREVCOP_06640
ERR1913060.3184798__1.3184798	74426__purL
ERR1913060.3184804__1.3184804	818__A0A174RX04__BJP75_008800
ERR1913060.3184970__1.3184970	165179__R6PU83__CFT61_14275
ERR1913060.3185051__1.3185051	821__A0A395US34__C5Z04_18975
ERR1913060.3185102__1.3185102	204516__U6RR05__HMPREF1534_00736
ERR1913060.3185134__1.3185134	823__A0A174U5E4__BDI_3390
ERR1913060.3185199__1.3185199	820__R9HUV5__HMPREF2141_02582
ERR1913060.3185577__1.3185577	165179__D1PHC0__PREVCOP_06640
ERR1913060.3185606__1.3185606	384638__B7AN60__BACPEC_00112
ERR1913060.3185613__1.3185613	2293125__A0A374BSW4__DW917_13420
ERR1913060.3185692__1.3185692	820__A0A139K5E7__DXC68_09550
ERR1913060.3185799__1.3185799	360807__A0A396AIC7__ERS852392_01627
ERR1913060.3185844__1.3185844	338188__A0A174GJJ1__ERS852397_02405
ERR1913060.3185906__1.3185906	166486__A0A173VTG0__ROSINTL182_06283
ERR1913060.3186152__1.3186152	357276__A0A076INK2__BSEG_04225
ERR1913060.3186329__1.3186329	1150298__R7JTQ3__rne
ERR1913060.3186350__1.3186350	853__A0A173T6P2__DWZ46_14595
ERR1913060.3186436__1.3186436	823__C7XA51__BDI_0499
ERR1913060.3186504__1.3186504	820__A0A3E4PYB0__yejM
ERR1913060.3186645__1.3186645	357276__B6W5Q7__DXD47_13945
ERR1913060.3186820__1.3186820	360807__C0FZ41__ROSEINA2194_04031
ERR1913060.3186847__1.3186847	821__C6Z087__DXB90_00750
ERR1913060.3186911__1.3186911	39488__A0A285PP42__cobQ
ERR1913060.3186923__1.3186923	487174__K0WS78__HMPREF9448_02825
ERR1913060.3187065__1.3187065	33025__A0A395J8P0__C8D73_1144
ERR1913060.3187246__1.3187246	2293125__A0A374BSW4__DW917_13420
ERR1913060.3187485__1.3187485	2293125__A0A374C8A8__DW917_07550
ERR1913060.3187637__1.3187637	166486__R6B4E4__sinR_2
ERR1913060.3187650__1.3187650	2293125__A0A374BY09__DW917_11855
ERR1913060.3187725__1.3187725	1262930__R5ZXR2__BN693_01728
ERR1913060.3187734__1.3187734	1262924__R7HM98__BN585_01697
ERR1913060.3187784__1.3187784	2293125__A0A374BSW4__DW917_13420
ERR1913060.3187865__1.3187865	853__A0A3E2V168__FAEPRAM212_00929
ERR1913060.3187884__1.3187884	2293125__A0A374BSW4__DW917_13420
ERR1913060.3187895__1.3187895	28052__R6JVH3__ERS852499_00454
ERR1913060.3187906__1.3187906	357276__A0A0P0M2G3__BACDOR_03913
ERR1913060.3187934__1.3187934	371601__C3QR34__DXD03_22980
ERR1913060.3187956__1.3187956	2293125__A0A374BSW4__DW917_13420
ERR1913060.3187959__1.3187959	544644__GCA_001915615.1_00030
ERR1913060.3188096__1.3188096	61171__B9YDB0__HOLDEFILI_03826
ERR1913060.3188130__1.3188130	1262992__R5DBS7__BN795_00217
ERR1913060.3188184__1.3188184	2293125__A0A374BUM7__DW917_12980
ERR1913060.3188194__1.3188194	166486__D4KZA5__ERS852572_03317
ERR1913060.3188245__1.3188245	853__A0A174CVG7__CGS58_09335
