ERR1913216.557__1.557	823__E1YQ32__DXC05_04185
ERR1913216.474724__1.474724	39488__A0A174ALY3__ERS852450_00805
ERR1913216.474979__1.474979	165179__A0A3E5EAM5__DXC61_07785
ERR1913216.475115__1.475115	322505__group_1006
ERR1913216.475153__1.475153	1628085__A0A3E2XST6__C7386_11832
ERR1913216.475257__1.475257	291644__I9I0P6__HMPREF1532_01982
ERR1913216.475285__1.475285	820__A0A374Q854__HMPREF1073_03281
ERR1913216.475387__1.475387	291644__R5JUY5__HMPREF1071_00941
ERR1913216.475419__1.475419	357276__A0A076INR8__EL88_12300
ERR1913216.475500__1.475500	357276__B6W1Y1__BSEG_03960
ERR1913216.476096__1.476096	820__A0A174M9V5__M093_0237
ERR1913216.476149__1.476149	1897011__A0A1Q6RG48__BHW41_02345
ERR1913216.476415__1.476415	1262825__R5EL39__BN724_00543
ERR1913216.476452__1.476452	1262935__R5GF26__BN773_01700
ERR1913216.476583__1.476583	823__D0TC25__B5F32_04575
ERR1913216.476600__1.476600	165179__A0A3E5EB26__CFT61_02800
ERR1913216.476614__1.476614	33043__A0A173WWJ5__ERS852386_00339
ERR1913216.476737__1.476737	1501391__GCA_000786575.1_00062
ERR1913216.476775__1.476775	357276__C3R9Y0__HMPREF1064_01889
ERR1913216.477115__1.477115	1262889__R7HFE6__BN634_01394
ERR1913216.477407__1.477407	46228__V8BSF0__RUMLAC_01943
ERR1913216.477557__1.477557	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913216.477836__1.477836	28118__F9ZAK9__DF785_10030
ERR1913216.478105__1.478105	291644__U6RCK0__HMPREF1532_04079
ERR1913216.478699__1.478699	818__R6VB25__BSIG_5053
ERR1913216.478819__1.478819	357276__I9R994__BACDOR_04044
ERR1913216.478838__1.478838	823__A0A078SLK0__ERS852513_02755
ERR1913216.478918__1.478918	293939__A0A0S7DXK2__ALT_7486
ERR1913216.478994__1.478994	291644__I9TBA1__HMPREF1532_01959
ERR1913216.478969__1.478969	821__E5UY21__C800_02204
ERR1913216.479191__1.479191	671267__R9ICM6__C802_00589
ERR1913216.479698__1.479698	1263000__R5EMM7__BN466_00616
ERR1913216.479994__1.479994	47678__R5U7T0__CGC64_00755
ERR1913216.480188__1.480188	823__D7IT19__DHP27_03495
ERR1913216.480119__1.480119	1263006__R6LYR2__BN515_01475
ERR1913216.480147__1.480147	39492__A0A174ZG93__EUBSIR_00254
ERR1913216.480248__1.480248	1262935__R5GCS7__BN773_00941
ERR1913216.480452__1.480452	28118__F9ZBY3__Odosp_3561
ERR1913216.480484__1.480484	1262935__R5GM63__BN773_00882
ERR1913216.480668__1.480668	1501391__GCA_000786575.1_00056
ERR1913216.481056__1.481056	357276__I9F327__DXD47_22495
ERR1913216.481078__1.481078	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913216.481153__1.481153	371601__A0A1C7H3W9__SAMN04487924_10816
ERR1913216.481291__1.481291	204516__U6RFV1__HMPREF1534_02560
ERR1913216.481898__1.481898	818__R9GZ02__C799_04453
ERR1913216.481928__1.481928	821__A0A0P0L952__M097_4235
ERR1913216.481964__1.481964	357276__A0A0K2HJA6__DXD47_07320
ERR1913216.482139__1.482139	35833__S2KT27__HMPREF0179_05324
ERR1913216.482628__1.482628	39491__C4Z9Y3__ERS852417_01808
ERR1913216.482632__1.482632	1262935__R5GRK6__BN773_01192
ERR1913216.482678__1.482678	1262911__R6H2J2__BN557_01228
ERR1913216.482807__1.482807	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913216.482956__1.482956	357276__A0A0K2HJA6__DXD47_07320
ERR1913216.483042__1.483042	820__A0A174DZ97__SAMN05444418_101240
ERR1913216.483051__1.483051	821__E5UPR6__SAMN04487923_101768
ERR1913216.483059__1.483059	821__E5UPR6__SAMN04487923_101768
ERR1913216.483131__1.483131	1501391__GCA_000786575.1_00093
ERR1913216.483599__1.483599	1262929__R6FAA0__BN691_00664
ERR1913216.483486__1.483486	821__A0A173WG51__BVU_2549
ERR1913216.483676__1.483676	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913216.483818__1.483818	46228__V8CCB0__HMPREF1202_00792
ERR1913216.483789__1.483789	106588__A6NUL8__BACCAP_01900
ERR1913216.483961__1.483961	1262945__R6YRW5__BN600_00530
ERR1913216.484478__1.484478	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913216.484746__1.484746	357276__A0A0K2HKT7__B5F95_21090
ERR1913216.484730__1.484730	821__R9HFW2__DXD01_00365
ERR1913216.484799__1.484799	1262777__R5W6L8__BN512_00248
ERR1913216.484848__1.484848	28052__R7NDG4__ERS852499_01797
ERR1913216.485122__1.485122	823__A0A069S0G2__DXB14_03195
ERR1913216.485325__1.485325	1501391__GCA_000786575.1_00156
ERR1913216.485355__1.485355	39491__A0A395V5R3__EUBREC_1883
ERR1913216.485484__1.485484	357276__B6W5Q7__DXD47_13945
ERR1913216.485661__1.485661	47678__R5U2X1__ERS852494_00033
ERR1913216.486360__1.486360	821__A0A173XDD3__DXB82_17180
ERR1913216.486563__1.486563	28117__B0MYW7__ALIPUT_02336
ERR1913216.486872__1.486872	39492__D4JUN0__EUBSIR_02705
ERR1913216.487140__1.487140	165179__A0A3E5ED28__PREVCOP_06655
ERR1913216.487297__1.487297	487174__K0X3V7__DIT83_01400
ERR1913216.487444__1.487444	357276__I9QPN3__EL88_09245
ERR1913216.487530__1.487530	1547597__A0A318N9I7__DMB45_02875
ERR1913216.487596__1.487596	1547597__A0A0C3NK89__BA92_01830
ERR1913216.487881__1.487881	1547597__A0A0C3NIK3__BA92_06025
ERR1913216.488087__1.488087	853__A0A173T6P2__DWZ46_14595
ERR1913216.488270__1.488270	418240__C6JH11__ERS852523_02507
ERR1913216.488390__1.488390	357276__B6VYT9__HMPREF1063_05030
ERR1913216.489217__1.489217	46506__B0NMY5__AA415_00377
ERR1913216.489468__1.489468	823__A0A355XKQ8__DHP27_04010
ERR1913216.489696__1.489696	1262935__R5GDB4__BN773_01091
ERR1913216.489881__1.489881	46506__R6AEM4__DXC41_06545
ERR1913216.489920__1.489920	823__A0A355XEX9__ERS852560_03521
ERR1913216.490939__1.490939	239935__R6J9Y2__CXT85_07000
ERR1913216.491230__1.491230	357276__B6W1Y1__BSEG_03960
ERR1913216.491246__1.491246	46228__V8BL81__DXD17_11825
ERR1913216.491524__1.491524	39491__A0A395UZ82__EUR_31520
ERR1913216.491649__1.491649	371601__D6CXF8__DXD80_06045
ERR1913216.491716__1.491716	357276__A0A076IYG1__B5F95_22465
ERR1913216.491822__1.491822	1262992__R5DE88__BN795_00202
ERR1913216.491948__1.491948	204516__U6RFB2__HMPREF1534_01733
ERR1913216.492032__1.492032	821__A0A0P0M2J4__DXD46_10295
ERR1913216.492057__1.492057	487174__K0X7X4__DIT83_09125
ERR1913216.492073__1.492073	820__A0A3E4GA19__SAMN05444418_10562
ERR1913216.492296__1.492296	46506__R6B8Z4__SAMN05444283_11711
ERR1913216.492566__1.492566	165179__A0A3E5E2B6__DXB80_02820
ERR1913216.492600__1.492600	39492__D4JRM4__tap_5
ERR1913216.492661__1.492661	291644__R5JDR3__HMPREF1071_02272
ERR1913216.492670__1.492670	820__A0A374QGD2__ERS852421_02382
ERR1913216.493224__1.493224	39491__A0A174K1W6__DXB99_15020
ERR1913216.493446__1.493446	1547597__A0A0C3RH05__DMB45_11890
ERR1913216.493537__1.493537	46506__S3YGB4__DXC41_06355
ERR1913216.493600__1.493600	1262935__R5GUE2__BN773_00325
ERR1913216.493837__1.493837	1501391__GCA_000786575.1_00091
ERR1913216.493908__1.493908	1262935__R5GVL3__BN773_00865
ERR1913216.493927__1.493927	552398__T5S086__HMPREF0866_01580
ERR1913216.493981__1.493981	39492__D4JUS6__accD5
ERR1913216.494195__1.494195	357276__C3RA36__HMPREF1065_03270
ERR1913216.494647__1.494647	46506__B0NQN6__AA415_00632
ERR1913216.495117__1.495117	357276__A0A076INK2__BSEG_04225
ERR1913216.495137__1.495137	246787__A0A3D6ARC7__BACCELL_03328
ERR1913216.495998__1.495998	556259__I0PYM3__BSGG_5385
ERR1913216.496462__1.496462	28118__F9Z9C4__B5F93_16310
ERR1913216.496551__1.496551	1262889__R7HCR1__BN634_01576
ERR1913216.496896__1.496896	239935__A0A2N8HT44__CXT84_11035
ERR1913216.497082__1.497082	1628085__A0A374VR48__C7386_10754
ERR1913216.497769__1.497769	357276__A0A1Y3Z3W0__IY41_20500
ERR1913216.498114__1.498114	28117__R7JN92__BHV66_00550
ERR1913216.498217__1.498217	291644__U6RCK0__HMPREF1532_04079
ERR1913216.498645__1.498645	1262889__R7HAH9__BN634_01158
ERR1913216.498659__1.498659	357276__A0A076IRZ5__BACDOR_00630
ERR1913216.499088__1.499088	39492__D4JVG1__ERS852540_00951
ERR1913216.499252__1.499252	1628085__A0A2U1BGX7__C7386_101149
ERR1913216.499747__1.499747	1262935__R5GG37__BN773_00249
ERR1913216.500035__1.500035	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.500106__1.500106	116085__D4JBZ2__DW747_00595
ERR1913216.500149__1.500149	40518__R5DQW8__sipW_2
ERR1913216.500246__1.500246	357276__C3RDQ5__HMPREF1065_03827
ERR1913216.500411__1.500411	821__A0A396F598__CUU_3259
ERR1913216.500463__1.500463	821__C6Z451__BHV80_04265
ERR1913216.500473__1.500473	820__A0A174VD39__DXD90_12235
ERR1913216.500632__1.500632	818__D7I7V5__BJP75_001030
ERR1913216.501010__1.501010	46228__V8BRK9__DXD17_11400
ERR1913216.501080__1.501080	1735__B7CEC3__EUBIFOR_02567
ERR1913216.501152__1.501152	357276__B6VW91__BACDOR_01584
ERR1913216.501171__1.501171	820__A0A3E4GE89__DXB48_02565
ERR1913216.501202__1.501202	1262935__R5GEB1__BN773_01644
ERR1913216.501335__1.501335	1262935__R5GR54__BN773_00986
ERR1913216.501715__1.501715	1262886__R6Q989__BN563_01287
ERR1913216.501959__1.501959	47678__A5ZL09__BACCAC_03608
ERR1913216.502285__1.502285	291644__I9TBC1__ERS852428_01240
ERR1913216.502218__1.502218	165179__A0A3E5E4T9__DXB80_08030
ERR1913216.502396__1.502396	818__A0A3E5HN92__C5Z03_22280
ERR1913216.502524__1.502524	820__A0A3E5BMG9__DXD40_05130
ERR1913216.503027__1.503027	418240__A0A174VMW5__ERS852478_01082
ERR1913216.503110__1.503110	1262736__R5YCY9__BN496_00487
ERR1913216.503212__1.503212	454155__R5NGE6__HMPREF9442_02438
ERR1913216.503557__1.503557	357276__I9R994__BACDOR_04044
ERR1913216.503580__1.503580	291644__I9TLE2__HMPREF1071_00556
ERR1913216.503611__1.503611	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.503666__1.503666	820__A0A174B4N2__M093_2531
ERR1913216.503738__1.503738	853__A0A174UDE9__C4N25_12775
ERR1913216.503930__1.503930	28111__E5X124__NCTC11155_02431
ERR1913216.504112__1.504112	39492__D4JR58__EUBSIR_02090
ERR1913216.504115__1.504115	357276__B6VXX7__HMPREF1063_02683
ERR1913216.504387__1.504387	357276__B6W5Q9__HMPREF1063_03125
ERR1913216.504511__1.504511	1262935__R5GF37__BN773_01715
ERR1913216.505395__1.505395	1262942__R7R089__BN520_02195
ERR1913216.505372__1.505372	39492__D4JR58__EUBSIR_02090
ERR1913216.505640__1.505640	454155__F3QTL7__HMPREF9442_01535
ERR1913216.505908__1.505908	39488__C0EVC4__ERS852578_00574
ERR1913216.505871__1.505871	291644__I9T2C4__HMPREF1071_02429
ERR1913216.506415__1.506415	1262736__R5Z0U2__BN496_00382
ERR1913216.506674__1.506674	1262889__R7H9A4__BN634_00112
ERR1913216.506842__1.506842	357276__A0A076INK2__BSEG_04225
ERR1913216.506783__1.506783	46506__R6AEP1__HMPREF1181_01415
ERR1913216.507082__1.507082	40518__R5DZU5__RBL263_00458
ERR1913216.507083__1.507083	487174__K0XBH1__DIT83_01445
ERR1913216.507406__1.507406	357276__I9R002__HMPREF1064_01826
ERR1913216.507416__1.507416	487174__K0WRZ5__HMPREF9448_02826
ERR1913216.507723__1.507723	820__A0A3E4G2R7__DXC07_00510
ERR1913216.507881__1.507881	35833__E5Y8N1__HMPREF0179_02549
ERR1913216.508071__1.508071	39492__D4JWB3__EUBSIR_00040
ERR1913216.508188__1.508188	357276__I9QBT7__BSEG_03340
ERR1913216.508262__1.508262	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913216.508313__1.508313	357276__C3R9Y0__HMPREF1064_01889
ERR1913216.508618__1.508618	1262935__R5GH23__BN773_00804
ERR1913216.509008__1.509008	1262935__R5GG00__BN773_00204
ERR1913216.509214__1.509214	467210__E6LMH0__HMPREF1866_02273
ERR1913216.510089__1.510089	1262958__R7GWQ9__BN645_00058
ERR1913216.510288__1.510288	357276__I9F327__DXD47_22495
ERR1913216.510409__1.510409	29361__B6FRT6__CLONEX_02860
ERR1913216.510859__1.510859	1262889__R7HEB0__BN634_01682
ERR1913216.510860__1.510860	1262888__R6PAV9__BN582_00909
ERR1913216.510875__1.510875	28117__B0MXG7__BHV66_08620
ERR1913216.511108__1.511108	28118__F9ZCN1__B5F99_10605
ERR1913216.511346__1.511346	1547597__A0A0C3RHJ1__BA92_02310
ERR1913216.511791__1.511791	487175__D9Y403__HMPREF9439_02204
ERR1913216.511972__1.511972	487174__K0WVG2__DDY40_00285
ERR1913216.512134__1.512134	1262889__R7H960__BN634_00690
ERR1913216.512239__1.512239	39492__A0A174ZHV5__msbA_2
ERR1913216.512306__1.512306	357276__A0A0M1W9N4__GV66_05135
ERR1913216.512917__1.512917	1284680__A0A095WQA6__HMPREF1627_06905
ERR1913216.513021__1.513021	2293125__A0A374BSW4__DW917_13420
ERR1913216.513037__1.513037	1262935__R5GM63__BN773_00882
ERR1913216.513337__1.513337	291644__R5JNC3__HMPREF1071_03576
ERR1913216.513551__1.513551	357276__A0A076J4B1__DXD47_03445
ERR1913216.513842__1.513842	1262889__R7H9M3__BN634_00850
ERR1913216.514116__1.514116	357276__B6VT86__IY41_22515
ERR1913216.514144__1.514144	487174__K0XKB7__DDY40_03475
ERR1913216.514306__1.514306	357276__I9QPN3__EL88_09245
ERR1913216.514527__1.514527	821__I9R3W6__DXC16_12455
ERR1913216.514686__1.514686	28111__R5K5Y0__NCTC11155_03071
ERR1913216.515021__1.515021	1262958__R7GT89__BN645_00981
ERR1913216.515084__1.515084	552398__F4XCQ4__HMPREF0866_01621
ERR1913216.515149__1.515149	357276__I8WEZ6__BACDOR_02323
ERR1913216.515499__1.515499	39492__D4JTF2__mutS2
ERR1913216.515837__1.515837	2108523__A0A2P2F3W3__LAWASA_692
ERR1913216.515927__1.515927	1262911__R6H2J2__BN557_01228
ERR1913216.517086__1.517086	821__A0A396F9T7__M097_3427
ERR1913216.517120__1.517120	820__A0A174KKV6__DXC07_02635
ERR1913216.517177__1.517177	1965631__A0A1Y4AD81__B5F90_07705
ERR1913216.517242__1.517242	28116__D4WLZ3__C5Z02_24105
ERR1913216.517507__1.517507	1262935__R5GUD0__BN773_00454
ERR1913216.517803__1.517803	1547597__A0A0C3NMU7__DMB45_06995
ERR1913216.518285__1.518285	357276__A0A076IRX4__ABI39_13585
ERR1913216.518393__1.518393	28117__B0MY40__BHV66_05170
ERR1913216.518529__1.518529	1262935__R5GF26__BN773_01700
ERR1913216.518568__1.518568	1501391__GCA_000786575.1_00104
ERR1913216.518590__1.518590	1262736__R5YCP0__BN496_00404
ERR1913216.518775__1.518775	1501391__GCA_000786575.1_00149
ERR1913216.518869__1.518869	2293125__A0A374BSW4__DW917_13420
ERR1913216.518896__1.518896	28116__I8YA52__M088_0798
ERR1913216.518999__1.518999	39491__A0A395UZL1__DXB76_05950
ERR1913216.519359__1.519359	823__A0A173V751__DXD05_02690
ERR1913216.519532__1.519532	1262935__R5GEN3__BN773_01757
ERR1913216.519584__1.519584	626932__G5H4Z7__HMPREF9450_00007
ERR1913216.519598__1.519598	165179__A0A174SA26__PREVCOP_05758
ERR1913216.519832__1.519832	246787__A0A3D6AXI0__AA416_04256
ERR1913216.519905__1.519905	2293125__A0A374BSW4__DW917_13420
ERR1913216.520207__1.520207	357276__A0A076ITH2__BSEG_03273
ERR1913216.520325__1.520325	39488__A0A174BS94__DXD91_16570
ERR1913216.520474__1.520474	1262886__R6RCG0__BN563_00376
ERR1913216.520529__1.520529	1501391__GCA_000786575.1_00040
ERR1913216.520663__1.520663	357276__A0A0K2HDP3__IY41_00705
ERR1913216.520759__1.520759	166486__A0A173V5I7__ERS852572_02640
ERR1913216.520824__1.520824	487174__K0WUJ8__DIT83_08050
ERR1913216.520957__1.520957	1262825__R5E3J9__BN724_01601
ERR1913216.521398__1.521398	204516__U6RFV1__HMPREF1534_02560
ERR1913216.522010__1.522010	818__Q8A0V7__BSIG_2755
ERR1913216.522280__1.522280	357276__I9F327__DXD47_22495
ERR1913216.522465__1.522465	454155__F3QT51__HMPREF9442_01368
ERR1913216.522499__1.522499	357276__D1JY58__BACDOR_04277
ERR1913216.522790__1.522790	487174__R5EPJ7__HMPREF9448_00444
ERR1913216.522793__1.522793	820__A7V092__hldE
ERR1913216.523117__1.523117	821__A6L0C7__ERS852556_03520
ERR1913216.523343__1.523343	1262935__R5GDG4__BN773_01363
ERR1913216.523472__1.523472	1501391__GCA_000786575.1_00146
ERR1913216.523580__1.523580	204516__U6R9E7__HMPREF1534_03313
ERR1913216.523783__1.523783	46503__A7AII9__ERS852463_00984
ERR1913216.524347__1.524347	1262935__R5GLG4__BN773_00617
ERR1913216.524453__1.524453	1262889__R7HFS7__BN634_01527
ERR1913216.524722__1.524722	820__A0A3E4WCX3__C801_02709
ERR1913216.524990__1.524990	28117__R7JN92__BHV66_00550
ERR1913216.525137__1.525137	820__A0A374QGD2__ERS852421_02382
ERR1913216.525363__1.525363	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913216.525438__1.525438	291644__I9SRU1__ERS852428_04178
ERR1913216.525857__1.525857	487174__K0XLH2__HMPREF9448_01152
ERR1913216.525928__1.525928	820__I9J701__ERS852510_01809
ERR1913216.525967__1.525967	2173__A0A1D2WRA5__METSMIALI_00279
ERR1913216.526023__1.526023	1263006__R6LT73__BN515_01094
ERR1913216.526147__1.526147	291644__R5JQ82__HMPREF1532_01183
ERR1913216.526331__1.526331	1262744__R6FA70__BN744_01325
ERR1913216.526624__1.526624	544645__A0A3E4T785__DXC42_09105
ERR1913216.526551__1.526551	357276__I9FU68__HMPREF1063_00557
ERR1913216.526639__1.526639	39492__A0A174ZG93__EUBSIR_00254
ERR1913216.526688__1.526688	487174__K0XBH1__DIT83_01445
ERR1913216.526828__1.526828	1262935__R5GIS0__BN773_01547
ERR1913216.527152__1.527152	1262988__R7N4K8__BN816_01737
ERR1913216.527231__1.527231	28117__B0MXU6__ALIPUT_01958
ERR1913216.527487__1.527487	823__A6LBY1__ERS852380_00510
ERR1913216.527850__1.527850	39492__D4JTG7__EUBSIR_00572
ERR1913216.528034__1.528034	1262736__R5Y3F9__BN496_01794
ERR1913216.528046__1.528046	1304__F8HC20__CGZ74_07260
ERR1913216.528516__1.528516	821__C3RB94__DXC03_15585
ERR1913216.528827__1.528827	291644__R5JAW4__HMPREF1071_01744
ERR1913216.528874__1.528874	165179__A0A3E5E920__DXB80_11625
ERR1913216.528875__1.528875	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913216.529006__1.529006	821__D4V4X2__DXC16_18525
ERR1913216.529075__1.529075	239935__A0A2N8HB50__CXU17_02615
ERR1913216.529171__1.529171	357276__A0A076IRZ5__BACDOR_00630
ERR1913216.529287__1.529287	357276__A0A0M1W9N4__GV66_05135
ERR1913216.529766__1.529766	239935__A0A139TVJ4__CXT86_02020
ERR1913216.529838__1.529838	39492__A0A174ZHV5__msbA_2
ERR1913216.529908__1.529908	1263000__R5EKG2__BN466_02040
ERR1913216.529936__1.529936	1897011__A0A1Q6RE56__BHW41_04765
ERR1913216.530069__1.530069	1262935__R5GUQ0__BN773_00559
ERR1913216.530218__1.530218	626932__G5H4Z7__HMPREF9450_00007
ERR1913216.530434__1.530434	28118__F9Z751__DHW44_02965
ERR1913216.530502__1.530502	28117__B0MTV0__BHV66_06395
ERR1913216.530727__1.530727	28111__E5WZE2__NCTC11155_00550
ERR1913216.531110__1.531110	820__A7VAR9__ERS852421_00197
ERR1913216.531123__1.531123	357276__A0A076J8D4__HMPREF1064_00553
ERR1913216.531493__1.531493	853__D4JY61__C4N21_10560
ERR1913216.531679__1.531679	823__A0A3E4P9U5__ERS852380_02719
ERR1913216.531803__1.531803	39492__D4MN06__EUBSIR_02672
ERR1913216.532097__1.532097	46228__B5CP87__HMPREF1202_02330
ERR1913216.532136__1.532136	371601__A0A395W6D8__BXY_21530
ERR1913216.532320__1.532320	47678__A5ZF31__DXB67_11050
ERR1913216.532432__1.532432	1262935__R5GVN5__BN773_00725
ERR1913216.532702__1.532702	2293125__A0A374BSW4__DW917_13420
ERR1913216.533017__1.533017	1262992__R5DC96__BN795_01524
ERR1913216.533117__1.533117	28118__F9Z923__B5F93_10455
ERR1913216.533283__1.533283	357276__A0A0K2HDP3__IY41_00705
ERR1913216.533674__1.533674	649756__B0P476__ERS852475_00941
ERR1913216.533758__1.533758	1262935__R5GH71__BN773_01017
ERR1913216.534079__1.534079	820__A0A139KJ23__celCCA
ERR1913216.534254__1.534254	28118__F9Z750__Odosp_3044
ERR1913216.534470__1.534470	357276__I8WEY2__ABI39_04185
ERR1913216.534519__1.534519	74426__pflB_2
ERR1913216.534695__1.534695	821__A0A174WBC9__ERS852556_03145
ERR1913216.534814__1.534814	820__A0A3E4WCX3__C801_02709
ERR1913216.534947__1.534947	2293125__A0A374BSW4__DW917_13420
ERR1913216.535328__1.535328	820__A0A139K1Y6__DXB48_02610
ERR1913216.536131__1.536131	821__A0A3E4HP25__SAMN04487923_102450
ERR1913216.536177__1.536177	572010__nifJ
ERR1913216.536403__1.536403	1262889__R7HBU7__BN634_01579
ERR1913216.536769__1.536769	357276__A0A1Y3Z6X3__GV66_07715
ERR1913216.536809__1.536809	1262935__R5GH41__BN773_00979
ERR1913216.536932__1.536932	165179__A0A3E5EAM5__DXC61_07785
ERR1913216.536939__1.536939	2293125__A0A374BSW4__DW917_13420
ERR1913216.537685__1.537685	1263000__R5EKT2__BN466_02168
ERR1913216.538034__1.538034	46228__B5CT56__RUMLAC_02679
ERR1913216.538151__1.538151	204516__U6R9E6__HMPREF1534_03149
ERR1913216.538400__1.538400	371601__D6D2M1__CW1_3199
ERR1913216.538384__1.538384	454155__F3QTI7__HMPREF9442_01505
ERR1913216.538504__1.538504	1262935__R5GK32__BN773_00174
ERR1913216.538448__1.538448	487174__K0X250__DDY40_03675
ERR1913216.538857__1.538857	1262736__R5Y4U2__BN496_01762
ERR1913216.539156__1.539156	2293125__A0A374C3L4__DW917_09100
ERR1913216.539095__1.539095	46503__R6X5I4__ERS852463_01136
ERR1913216.539829__1.539829	818__A0A0P0FBH7__ERS852557_03343
ERR1913216.539838__1.539838	1735__A0A374QW43__EUBIFOR_01295
ERR1913216.539846__1.539846	823__A0A355XLS2__ERS852380_02644
ERR1913216.539935__1.539935	1550024__G9RZ99__TQ39_02720
ERR1913216.540473__1.540473	1262825__R5E9U6__BN724_00394
ERR1913216.540674__1.540674	818__A0A0P0F7K1__ERS852461_02719
ERR1913216.540805__1.540805	28117__B0MXR4__BHV66_08025
ERR1913216.540876__1.540876	291644__I8Y0K6__HMPREF1532_04085
ERR1913216.540831__1.540831	357276__A0A0K2HJA6__DXD47_07320
ERR1913216.541188__1.541188	671267__R9HYS1__C802_04097
ERR1913216.541282__1.541282	357276__I9R1V6__DXD47_04125
ERR1913216.541364__1.541364	1535__A7VXU9__CH238_14775
ERR1913216.541625__1.541625	820__A0A3E4W9D9__B5G17_12400
ERR1913216.541922__1.541922	818__A0A139KY34__ERS852461_03898
ERR1913216.542279__1.542279	823__A0A355XKQ8__DHP27_04010
ERR1913216.542670__1.542670	28117__B0MXU0__BHV66_07550
ERR1913216.542781__1.542781	35833__E5Y3G7__HMPREF0179_00728
ERR1913216.543256__1.543256	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.543266__1.543266	291644__I9SS05__HMPREF1532_02661
ERR1913216.543352__1.543352	291644__I8YWR0__HMPREF1071_01375
ERR1913216.543593__1.543593	1262935__R5GG37__BN773_00249
ERR1913216.543626__1.543626	821__A0A395UNT8__DXD64_15275
ERR1913216.543732__1.543732	1628085__A0A374VV54__C7386_11332
ERR1913216.543894__1.543894	821__A0A173WG51__BVU_2549
ERR1913216.543966__1.543966	410072__C0B543__DXD67_15070
ERR1913216.544429__1.544429	28116__A0A1Y4PWN5__M088_3731
ERR1913216.544494__1.544494	165179__A0A174SA26__PREVCOP_05758
ERR1913216.544566__1.544566	357276__C3R9Y0__HMPREF1064_01889
ERR1913216.544664__1.544664	357276__A0A076IRZ5__BACDOR_00630
ERR1913216.544822__1.544822	46228__V8BRK8__RUMLAC_01169
ERR1913216.544865__1.544865	291644__I9TBA1__HMPREF1532_01959
ERR1913216.544866__1.544866	28116__I9JM49__NCTC11153_01044
ERR1913216.545173__1.545173	1547597__A0A0C3R4W1__BA92_10375
ERR1913216.545238__1.545238	291644__I9TDL9__HMPREF1532_01624
ERR1913216.546011__1.546011	1262889__R7H927__BN634_00660
ERR1913216.546201__1.546201	35833__E5Y3G7__HMPREF0179_00728
ERR1913216.546687__1.546687	1262886__R6RD61__BN563_00580
ERR1913216.546743__1.546743	28118__R6F512__B5F99_07700
ERR1913216.546834__1.546834	820__A0A078S569__gmhB
ERR1913216.547613__1.547613	820__A0A174M9V5__M093_0237
ERR1913216.547755__1.547755	487174__K0WVG2__DDY40_00285
ERR1913216.547808__1.547808	46228__V8CE24__thiD
ERR1913216.547914__1.547914	1263000__R5EGY6__BN466_00973
ERR1913216.547958__1.547958	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913216.548175__1.548175	1262889__R7HBQ2__BN634_01539
ERR1913216.548205__1.548205	818__A0A0P0EV21__NCTC13706_01181
ERR1913216.548563__1.548563	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913216.548517__1.548517	239935__R7E524__CXT91_06180
ERR1913216.548614__1.548614	39492__D4JWG6__EUBSIR_00253
ERR1913216.548930__1.548930	291644__U6RV10__ERS852428_00490
ERR1913216.548899__1.548899	1501391__GCA_000786575.1_00108
ERR1913216.549120__1.549120	246787__A0A3D6AWM8__BACCELL_01963
ERR1913216.549361__1.549361	165179__A0A174SA26__PREVCOP_05758
ERR1913216.549382__1.549382	357276__I9R994__BACDOR_04044
ERR1913216.549484__1.549484	818__A0A0P0FSA3__ERS852557_00283
ERR1913216.549691__1.549691	821__A0A174JYD3__ERS852457_02610
ERR1913216.549874__1.549874	28118__R6F6C0__Odosp_0731
ERR1913216.550049__1.550049	1262935__R5GM63__BN773_00882
ERR1913216.550170__1.550170	820__A7V470__HMPREF1072_02076
ERR1913216.550388__1.550388	487174__K0XA11__DDY40_03585
ERR1913216.550420__1.550420	1547597__A0A0C3RHN5__BA92_02680
ERR1913216.550481__1.550481	46506__S3YS03__DXC34_03445
ERR1913216.550485__1.550485	357276__A0A0M1W657__HMPREF1064_04629
ERR1913216.550777__1.550777	33039__D4M1V6__bioA
ERR1913216.550795__1.550795	357276__B6VXX7__HMPREF1063_02683
ERR1913216.550804__1.550804	291644__I9SJA4__ERS852428_03529
ERR1913216.550909__1.550909	46503__K5ZAK9__NCTC13052_03308
ERR1913216.551054__1.551054	371601__A0A139LNL6__ERS852396_04350
ERR1913216.551166__1.551166	291644__R5JCI3__HMPREF1532_04074
ERR1913216.551371__1.551371	357276__A0A0K2HDP3__IY41_00705
ERR1913216.551478__1.551478	35833__E5Y6S3__HMPREF0179_01886
