study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	base_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB17784	SAMEA103958128	ERX1973599	ERR1913022	408170	human gut metagenome	7937895	1356144034	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913022/ERR1913022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913022/ERR1913022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913022/PD-07-11-0-0_14s005968-2-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913022/PD-07-11-0-0_14s005968-2-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/002/ERR1913022
PRJEB17784	SAMEA103958128	ERX1973600	ERR1913023	408170	human gut metagenome	13914110	1163793286	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913023/ERR1913023.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913023/PD-07-11-0-0_14s005968-3-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913023/PD-07-11-0-0_14s005968-3-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/003/ERR1913023
PRJEB17784	SAMEA103958128	ERX1973601	ERR1913024	408170	human gut metagenome	13960362	1165057009	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913024/ERR1913024.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913024/PD-07-11-0-0_14s005968-4-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913024/PD-07-11-0-0_14s005968-4-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/004/ERR1913024
PRJEB17784	SAMEA103958144	ERX1973602	ERR1913025	408170	human gut metagenome	9092513	1559999768	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913025/ERR1913025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913025/ERR1913025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913025/DC-07-11-0-0_15s013035-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913025/DC-07-11-0-0_15s013035-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/005/ERR1913025
PRJEB17784	SAMEA103958144	ERX1973603	ERR1913026	408170	human gut metagenome	8819931	1512804189	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913026/ERR1913026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913026/ERR1913026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913026/DC-07-11-0-0_15s013035-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913026/DC-07-11-0-0_15s013035-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/006/ERR1913026
PRJEB17784	SAMEA103958144	ERX1973604	ERR1913027	408170	human gut metagenome	8779029	1504055212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913027/ERR1913027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913027/ERR1913027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913027/DC-07-11-0-0_15s013035-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913027/DC-07-11-0-0_15s013035-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/007/ERR1913027
PRJEB17784	SAMEA103958144	ERX1973605	ERR1913028	408170	human gut metagenome	8790577	1508728493	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913028/ERR1913028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913028/ERR1913028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913028/DC-07-11-0-0_15s013035-4-1_lane4.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913028/DC-07-11-0-0_15s013035-4-1_lane4.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/008/ERR1913028
PRJEB17784	SAMEA103958153	ERX1973606	ERR1913029	408170	human gut metagenome	9327442	2145429080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913029/ERR1913029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913029/ERR1913029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913029/DC-03-11-0-0_15s012619-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913029/DC-03-11-0-0_15s012619-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/009/ERR1913029
PRJEB17784	SAMEA103958153	ERX1973607	ERR1913030	408170	human gut metagenome	11706364	2798947036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913030/ERR1913030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913030/ERR1913030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913030/DC-03-11-0-0_15s012619-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913030/DC-03-11-0-0_15s012619-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/000/ERR1913030
PRJEB17784	SAMEA103958153	ERX1973608	ERR1913031	408170	human gut metagenome	10002213	2377840950	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913031/ERR1913031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913031/ERR1913031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913031/DC-03-11-0-0_15s012619-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913031/DC-03-11-0-0_15s012619-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/001/ERR1913031
PRJEB17784	SAMEA103958120	ERX1973609	ERR1913032	408170	human gut metagenome	8000169	1364677371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913032/ERR1913032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913032/ERR1913032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913032/PD-05-11-0-0_14s005970-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913032/PD-05-11-0-0_14s005970-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/002/ERR1913032
PRJEB17784	SAMEA103958120	ERX1973610	ERR1913033	408170	human gut metagenome	8306124	1413544176	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913033/ERR1913033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913033/ERR1913033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913033/PD-05-11-0-0_14s005970-2-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913033/PD-05-11-0-0_14s005970-2-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/003/ERR1913033
PRJEB17784	SAMEA103958120	ERX1973611	ERR1913034	408170	human gut metagenome	14638868	1221746277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913034/ERR1913034.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913034/PD-05-11-0-0_14s005970-3-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913034/PD-05-11-0-0_14s005970-3-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/004/ERR1913034
PRJEB17784	SAMEA103958120	ERX1973612	ERR1913035	408170	human gut metagenome	14688662	1223063377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913035/ERR1913035.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913035/PD-05-11-0-0_14s005970-4-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913035/PD-05-11-0-0_14s005970-4-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/005/ERR1913035
PRJEB17784	SAMEA103958158	ERX1973613	ERR1913036	408170	human gut metagenome	13934308	2986416883	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913036/ERR1913036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913036/ERR1913036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913036/DC-11-11-0-0_16s000082-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913036/DC-11-11-0-0_16s000082-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/006/ERR1913036
PRJEB17784	SAMEA103958123	ERX1973614	ERR1913037	408170	human gut metagenome	6299954	1441547123	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913037/ERR1913037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913037/ERR1913037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913037/PD-23-11-0-0_15s012398-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913037/PD-23-11-0-0_15s012398-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/007/ERR1913037
PRJEB17784	SAMEA103958123	ERX1973615	ERR1913038	408170	human gut metagenome	8208932	1956791394	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913038/ERR1913038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913038/ERR1913038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913038/PD-23-11-0-0_15s012398-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913038/PD-23-11-0-0_15s012398-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/008/ERR1913038
PRJEB17784	SAMEA103958123	ERX1973616	ERR1913039	408170	human gut metagenome	6973669	1647424791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913039/ERR1913039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913039/ERR1913039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913039/PD-23-11-0-0_15s012398-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913039/PD-23-11-0-0_15s012398-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/009/ERR1913039
PRJEB17784	SAMEA103958141	ERX1973617	ERR1913040	408170	human gut metagenome	1819941	312953420	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913040/ERR1913040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913040/ERR1913040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913040/CO-04-11-0-0_15s013031-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913040/CO-04-11-0-0_15s013031-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/000/ERR1913040
PRJEB17784	SAMEA103958141	ERX1973618	ERR1913041	408170	human gut metagenome	1766067	303658773	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913041/ERR1913041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913041/ERR1913041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913041/CO-04-11-0-0_15s013031-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913041/CO-04-11-0-0_15s013031-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/001/ERR1913041
PRJEB17784	SAMEA103958141	ERX1973619	ERR1913042	408170	human gut metagenome	1762952	302816712	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913042/ERR1913042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913042/ERR1913042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913042/CO-04-11-0-0_15s013031-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913042/CO-04-11-0-0_15s013031-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/002/ERR1913042
PRJEB17784	SAMEA103958141	ERX1973620	ERR1913043	408170	human gut metagenome	1763124	303363322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913043/ERR1913043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913043/ERR1913043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913043/CO-04-11-0-0_15s013031-4-1_lane4.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913043/CO-04-11-0-0_15s013031-4-1_lane4.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/003/ERR1913043
PRJEB17784	SAMEA103958143	ERX1973621	ERR1913044	408170	human gut metagenome	5903554	1312371658	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913044/ERR1913044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913044/ERR1913044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913044/CO-02-11-0-0_15s012620-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913044/CO-02-11-0-0_15s012620-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/004/ERR1913044
PRJEB17784	SAMEA103958143	ERX1973622	ERR1913045	408170	human gut metagenome	7520053	1739663292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913045/ERR1913045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913045/ERR1913045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913045/CO-02-11-0-0_15s012620-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913045/CO-02-11-0-0_15s012620-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/005/ERR1913045
PRJEB17784	SAMEA103958143	ERX1973623	ERR1913046	408170	human gut metagenome	6290362	1456718842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913046/ERR1913046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913046/ERR1913046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913046/CO-02-11-0-0_15s012620-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913046/CO-02-11-0-0_15s012620-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/006/ERR1913046
PRJEB17784	SAMEA103958118	ERX1973624	ERR1913047	408170	human gut metagenome	5650804	1291305628	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913047/ERR1913047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913047/ERR1913047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913047/PD-37-11-0-0_15s012397-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913047/PD-37-11-0-0_15s012397-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/007/ERR1913047
PRJEB17784	SAMEA103958118	ERX1973625	ERR1913048	408170	human gut metagenome	7401883	1752576604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913048/ERR1913048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913048/ERR1913048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913048/PD-37-11-0-0_15s012397-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913048/PD-37-11-0-0_15s012397-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/008/ERR1913048
PRJEB17784	SAMEA103958118	ERX1973626	ERR1913049	408170	human gut metagenome	6227010	1463577930	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913049/ERR1913049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913049/ERR1913049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913049/PD-37-11-0-0_15s012397-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913049/PD-37-11-0-0_15s012397-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/009/ERR1913049
PRJEB17784	SAMEA103958132	ERX1973627	ERR1913050	408170	human gut metagenome	9494703	1693182374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913050/ERR1913050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913050/ERR1913050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913050/PD-08-11-0-0_14s005983-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913050/PD-08-11-0-0_14s005983-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/000/ERR1913050
PRJEB17784	SAMEA103958132	ERX1973628	ERR1913051	408170	human gut metagenome	9428678	1683407418	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913051/ERR1913051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913051/ERR1913051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913051/PD-08-11-0-0_14s005983-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913051/PD-08-11-0-0_14s005983-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/001/ERR1913051
PRJEB17784	SAMEA103958132	ERX1973629	ERR1913052	408170	human gut metagenome	9316723	1666448205	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913052/ERR1913052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913052/ERR1913052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913052/PD-08-11-0-0_14s005983-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913052/PD-08-11-0-0_14s005983-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/002/ERR1913052
PRJEB17784	SAMEA103958132	ERX1973630	ERR1913053	408170	human gut metagenome	9393469	1674962969	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913053/ERR1913053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913053/ERR1913053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913053/PD-08-11-0-0_14s005983-4-1_lane4.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913053/PD-08-11-0-0_14s005983-4-1_lane4.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/003/ERR1913053
PRJEB17784	SAMEA103958147	ERX1973631	ERR1913054	408170	human gut metagenome	4989564	1054512798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913054/ERR1913054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913054/ERR1913054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913054/DC-09-11-0-0_15s012613-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913054/DC-09-11-0-0_15s012613-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/004/ERR1913054
PRJEB17784	SAMEA103958147	ERX1973632	ERR1913055	408170	human gut metagenome	6792465	1486719716	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913055/ERR1913055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913055/ERR1913055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913055/DC-09-11-0-0_15s012613-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913055/DC-09-11-0-0_15s012613-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/005/ERR1913055
PRJEB17784	SAMEA103958147	ERX1973633	ERR1913056	408170	human gut metagenome	5571348	1221958807	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913056/ERR1913056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913056/ERR1913056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913056/DC-09-11-0-0_15s012613-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913056/DC-09-11-0-0_15s012613-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/006/ERR1913056
PRJEB17784	SAMEA103958129	ERX1973634	ERR1913057	408170	human gut metagenome	4336060	937634178	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913057/ERR1913057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913057/ERR1913057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913057/PD-25-11-0-0_15s012401-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913057/PD-25-11-0-0_15s012401-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/007/ERR1913057
PRJEB17784	SAMEA103958129	ERX1973635	ERR1913058	408170	human gut metagenome	5895023	1330818696	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913058/ERR1913058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913058/ERR1913058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913058/PD-25-11-0-0_15s012401-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913058/PD-25-11-0-0_15s012401-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/008/ERR1913058
PRJEB17784	SAMEA103958129	ERX1973636	ERR1913059	408170	human gut metagenome	4979626	1129663067	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913059/ERR1913059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913059/ERR1913059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913059/PD-25-11-0-0_15s012401-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913059/PD-25-11-0-0_15s012401-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/009/ERR1913059
