ERR1913139.199__1.199	901__B6WW26__DESPIG_02294
ERR1913139.1826958__1.1826958	363265__G6B055__HMPREF0673_02272
ERR1913139.1827076__1.1827076	165179__A0A3E5AHY4__CFT61_07675
ERR1913139.1827391__1.1827391	1689__W2VKP3__HMPREF0168_1559
ERR1913139.1827533__1.1827533	564886__GeneID:6973115
ERR1913139.1827726__1.1827726	328814__GCA_004558275.1_00198
ERR1913139.1827742__1.1827742	328814__GCA_004558275.1_00198
ERR1913139.1827850__1.1827850	1262886__R6QND3__BN563_00539
ERR1913139.1827969__1.1827969	165179__A0A229I9X5__CFT61_01205
ERR1913139.1828143__1.1828143	905__D2RMC9__SAMN05216495_1193
ERR1913139.1828229__1.1828229	1262687__R7M3G8__BN701_00205
ERR1913139.1828576__1.1828576	165179__A0A3E5A832__DXC61_13685
ERR1913139.1828602__1.1828602	166486__A0A173T114__ROSINTL182_05085
ERR1913139.1828694__1.1828694	1262886__R6QBQ5__BN563_01294
ERR1913139.1828827__1.1828827	1262936__R7IZZ2__BN799_01307
ERR1913139.1828876__1.1828876	165179__A0A174SR12__DXB80_04410
ERR1913139.1828920__1.1828920	853__A0A174BA00__DW905_01145
ERR1913139.1828966__1.1828966	310298__B3JQJ5__BACCOP_04231
ERR1913139.1829015__1.1829015	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913139.1829071__1.1829071	2292352__A0A374UN97__DXC23_09390
ERR1913139.1829095__1.1829095	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913139.1829149__1.1829149	1262911__R6GXS5__BN557_00160
ERR1913139.1829376__1.1829376	33043__D5HIS6__ERS852575_02019
ERR1913139.1829643__1.1829643	1262929__R6FRG9__BN691_01453
ERR1913139.1829702__1.1829702	165179__A0A3E4SEG4__DXC61_11235
ERR1913139.1829710__1.1829710	853__A0A3E2V168__FAEPRAM212_00929
ERR1913139.1829834__1.1829834	371601__D7J4W7__CW3_3382
ERR1913139.1829850__1.1829850	165179__A0A174W369__PREVCOP_04548
ERR1913139.1830140__1.1830140	165179__A0A174WRI9__DXB80_04870
ERR1913139.1830254__1.1830254	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913139.1830645__1.1830645	40520__A0A395ZVL9__DXD81_13855
ERR1913139.1830757__1.1830757	1262936__R7J1R1__BN799_00897
ERR1913139.1830796__1.1830796	626940__E8LE60__BN587_02208
ERR1913139.1830805__1.1830805	626940__E8LG81__BHW43_02530
ERR1913139.1830808__1.1830808	100886__A0A174HWV3__CATMIT_01864
ERR1913139.1831006__1.1831006	1262886__R6Q951__BN563_00504
ERR1913139.1831280__1.1831280	853__A0A174C5M1__CGS58_04460
ERR1913139.1831363__1.1831363	357276__A0A076INK2__BSEG_04225
ERR1913139.1831373__1.1831373	1262959__R5YC14__BN680_01757
ERR1913139.1831532__1.1831532	328814__GCA_004558275.1_00056
ERR1913139.1831575__1.1831575	2108523__A0A2P2F666__LAWASA_1491
ERR1913139.1831807__1.1831807	1262936__R7J0J5__BN799_01369
ERR1913139.1831818__1.1831818	165179__A0A174X1C3__DXB80_12745
ERR1913139.1831983__1.1831983	823__A0A174W1A8__panE
ERR1913139.1832393__1.1832393	165179__A0A3E5E6S6__DXB80_07575
ERR1913139.1832626__1.1832626	821__A0A174NVL6__NCTC10583_01782
ERR1913139.1832771__1.1832771	357276__I9R994__BACDOR_04044
ERR1913139.1832832__1.1832832	823__A0A078SLK0__ERS852513_02755
ERR1913139.1832986__1.1832986	563769__GeneID:6973158
ERR1913139.1833058__1.1833058	820__A0A174NUS8__DXC80_12885
ERR1913139.1833070__1.1833070	2173__A5ULL1__Msm_0884
ERR1913139.1833037__1.1833037	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913139.1833027__1.1833027	1262936__R7IY41__BN799_00608
ERR1913139.1833150__1.1833150	821__A0A174NM17__lacZ_6
ERR1913139.1833235__1.1833235	853__A0A173TAZ8__DWZ46_14590
ERR1913139.1833165__1.1833165	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913139.1833486__1.1833486	328814__GCA_004558275.1_00043
ERR1913139.1833521__1.1833521	1262882__R5MQ63__BN519_01173
ERR1913139.1833603__1.1833603	187979__A0A173WIS8__ERS852385_00261
ERR1913139.1833779__1.1833779	907__A0A2S0M9V6__SAMN04488492_11391
ERR1913139.1833790__1.1833790	626940__E8LD58__BHW43_06055
ERR1913139.1834038__1.1834038	626940__E8LFV6__DCQ00_05640
ERR1913139.1833990__1.1833990	1262929__R6F8F6__BN691_02017
ERR1913139.1834148__1.1834148	39491__A0A395ZDC6__addB
ERR1913139.1834283__1.1834283	39491__A0A395V1T9__DXD13_03310
ERR1913139.1834396__1.1834396	2173__A0A1D2WT15__BK798_04490
ERR1913139.1834453__1.1834453	418240__A0A174MZV1__ERS852523_01489
ERR1913139.1834509__1.1834509	165179__D1PCL6__DXB80_13435
ERR1913139.1834660__1.1834660	39491__R6TQ09__DXC13_03010
ERR1913139.1834781__1.1834781	823__A0A174JYU9__DER51_02115
ERR1913139.1834809__1.1834809	165179__A0A3E5E2B6__DXB80_02820
ERR1913139.1834932__1.1834932	214856__A0A174FWM7__ERS852559_00590
ERR1913139.1834945__1.1834945	1262882__R5N5C3__BN519_01664
ERR1913139.1834982__1.1834982	214856__A0A174CRY5__ERS852559_01060
ERR1913139.1835082__1.1835082	10680__GeneID:1261099
ERR1913139.1835244__1.1835244	10680__GeneID:1261099
ERR1913139.1835238__1.1835238	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913139.1835293__1.1835293	1897011__A0A1Q6RG62__BHW41_02455
ERR1913139.1835480__1.1835480	165179__A0A3E5E643__DXB80_06030
ERR1913139.1835658__1.1835658	39491__A0A395V5R3__EUBREC_1883
ERR1913139.1835666__1.1835666	1689__D2Q6N2__SAMN05192536_1570
ERR1913139.1835806__1.1835806	2293125__A0A374C0K0__DW917_10610
ERR1913139.1835774__1.1835774	820__A0A174GYA8__DXB64_07370
ERR1913139.1835834__1.1835834	1262911__R6H074__BN557_00923
ERR1913139.1835925__1.1835925	28118__F9Z8Y7__DHW44_02235
ERR1913139.1836004__1.1836004	28116__A7LS06__HMPREF2532_04668
ERR1913139.1836130__1.1836130	1263000__R5EXT3__BN466_02213
ERR1913139.1836210__1.1836210	1262963__R6C7W6__BN718_00713
ERR1913139.1836266__1.1836266	563769__GeneID:6972918
ERR1913139.1836466__1.1836466	626940__E8LCE0__BHW43_01670
ERR1913139.1836504__1.1836504	820__A0A139KEW8__DXB64_06405
ERR1913139.1836522__1.1836522	165179__A0A3E4SG51__DXC61_10575
ERR1913139.1836568__1.1836568	2292352__A0A374UKJ4__DXC23_09360
ERR1913139.1836612__1.1836612	1262936__R7J2J5__BN799_01196
ERR1913139.1836884__1.1836884	33043__D5HIL8__ERS852386_02009
ERR1913139.1836957__1.1836957	487175__F3QLF9__HMPREF9439_01778
ERR1913139.1836992__1.1836992	1262911__R6GZ01__BN557_00641
ERR1913139.1836971__1.1836971	2292352__A0A374UMB7__DXC23_09370
ERR1913139.1837053__1.1837053	853__A0A3E2U7E6__ERS852582_01640
ERR1913139.1837162__1.1837162	821__A0A395VIK7__BVU_1225
ERR1913139.1837190__1.1837190	166486__D4L301__ROSINTL182_06234
ERR1913139.1837301__1.1837301	1262988__R7N3Z1__BN816_00044
ERR1913139.1837329__1.1837329	33043__D5HHY4__luxQ_1
ERR1913139.1837350__1.1837350	905__D2RL62__Acfer_1455
ERR1913139.1837540__1.1837540	901__B6WUV2__DESPIGER_1904
ERR1913139.1837570__1.1837570	1147152__GeneID:14182018
ERR1913139.1837594__1.1837594	626940__E8LCL8__DCQ00_09880
ERR1913139.1837649__1.1837649	1262920__R5KD76__BN467_01465
ERR1913139.1837761__1.1837761	1357825__GeneID:17494410
ERR1913139.1837769__1.1837769	214856__A0A173YE57__ERS852559_00126
ERR1913139.1837782__1.1837782	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913139.1837853__1.1837853	905__D2RJY6__Acfer_1018
ERR1913139.1837854__1.1837854	626940__E8LFV0__DCQ00_04535
ERR1913139.1837931__1.1837931	165179__A0A174SR12__DXB80_04410
ERR1913139.1838074__1.1838074	33043__D5HF50__ERS852386_02415
ERR1913139.1838136__1.1838136	1318__W1VLP5__HMPREF1195_01494
ERR1913139.1838117__1.1838117	1262959__R5XXC9__BN680_00339
ERR1913139.1838410__1.1838410	853__A0A329UEG4__CHR60_00585
ERR1913139.1838457__1.1838457	1147152__GeneID:14181982
ERR1913139.1838511__1.1838511	165179__A0A174XZU8__DXB80_12180
ERR1913139.1838496__1.1838496	166486__D4KZY5__ROSINTL182_07635
ERR1913139.1838583__1.1838583	33043__A0A173WTV6__ERS852400_02153
ERR1913139.1838800__1.1838800	165179__R6C5D6__PREVCOP_04658
ERR1913139.1838769__1.1838769	165179__A0A3E4SID1__DXB80_01945
ERR1913139.1838827__1.1838827	165179__R6B8D8__DXC61_09245
ERR1913139.1838860__1.1838860	2108523__A0A2P2F507__LAWASA_1081
ERR1913139.1838891__1.1838891	905__D2RKV2__SAMN02910455_01063
ERR1913139.1839185__1.1839185	187979__A0A174C641__yadA_2
ERR1913139.1839276__1.1839276	905__D2RK10__SAMN02910455_00010
ERR1913139.1839322__1.1839322	165179__D1PAN5__PREVCOP_04260
ERR1913139.1839371__1.1839371	214856__A0A174ZEW0__ERS852447_00985
ERR1913139.1839385__1.1839385	165179__A0A3E5AER8__DXB80_07075
ERR1913139.1839389__1.1839389	1262911__R6H072__BN557_00615
ERR1913139.1839533__1.1839533	10680__GeneID:1261100
ERR1913139.1839534__1.1839534	39491__C4ZHS4__EUR_24420
ERR1913139.1839574__1.1839574	907__R7MUM6__AZ49_02805
ERR1913139.1839820__1.1839820	165179__A0A3E5EBQ2__DXC61_01930
ERR1913139.1839864__1.1839864	1262911__R6GKS1__BN557_00184
ERR1913139.1839949__1.1839949	113107__E7SBM0__HMPREF9961_1674
ERR1913139.1840118__1.1840118	1318__I1ZKF4__HMPREF9962_0403
ERR1913139.1840192__1.1840192	1263000__R5EHB0__BN466_01647
ERR1913139.1840256__1.1840256	165179__A0A3E5E2S3__DXB80_03455
ERR1913139.1840274__1.1840274	853__A0A174BA00__DW905_01145
ERR1913139.1840368__1.1840368	1262936__R7IZD7__BN799_01020
ERR1913139.1840373__1.1840373	39491__A0A174M1X5__DXB99_18695
ERR1913139.1840374__1.1840374	1262936__R7J1I2__BN799_01776
ERR1913139.1840407__1.1840407	552398__F4XHU2__HMPREF0866_03196
ERR1913139.1840602__1.1840602	853__A0A3E2U7E6__ERS852582_01640
ERR1913139.1840660__1.1840660	853__A0A173XRA8__CGS56_09290
ERR1913139.1840699__1.1840699	626940__E8LCE0__BHW43_01670
ERR1913139.1840763__1.1840763	487174__K0WT65__HMPREF9448_02407
ERR1913139.1840797__1.1840797	563769__GeneID:6973141
ERR1913139.1840859__1.1840859	820__A0A3E4XM43__DXC91_13960
ERR1913139.1840888__1.1840888	853__A0A173XRA8__CGS56_09290
ERR1913139.1840932__1.1840932	39492__D4JRV5__acrR_2
ERR1913139.1841016__1.1841016	165179__D1PGD2__DXC61_10875
ERR1913139.1841033__1.1841033	39491__A0A395V1Y4__DXB99_08035
ERR1913139.1841067__1.1841067	165179__A0A3E5DRF6__DXC61_00200
ERR1913139.1841148__1.1841148	820__R9I2U8__DXC68_09590
ERR1913139.1841186__1.1841186	165179__D1P9T6__PREVCOP_04016
ERR1913139.1841360__1.1841360	1263109__GCA_000438135.1_00053
ERR1913139.1841517__1.1841517	165179__A0A3E5E6S6__DXB80_07575
ERR1913139.1841766__1.1841766	1263000__R5EF60__BN466_01316
ERR1913139.1841783__1.1841783	410072__A0A3E4GPD6__DXD67_10205
ERR1913139.1841806__1.1841806	2292352__A0A374UL63__DXC23_08410
ERR1913139.1841918__1.1841918	33043__A8SWM2__ERS852575_01910
ERR1913139.1841956__1.1841956	39492__D4JRM9__bglB_2
ERR1913139.1842059__1.1842059	39491__D6DXZ8__DXB72_15035
ERR1913139.1842087__1.1842087	1262741__R6CKV8__BN697_00637
ERR1913139.1842193__1.1842193	155148__GeneID:921005
ERR1913139.1842325__1.1842325	1262936__R7J5M6__BN799_00272
ERR1913139.1842351__1.1842351	357276__B6VYT9__HMPREF1063_05030
ERR1913139.1842490__1.1842490	165179__D1PHD6__DXC61_03380
ERR1913139.1842555__1.1842555	907__S7J9N9__SAMN02910401_00144
ERR1913139.1842626__1.1842626	905__D2RM99__Acfer_1847
ERR1913139.1842812__1.1842812	1262803__R6NL95__BN649_00814
ERR1913139.1842958__1.1842958	39491__A0A395ZBW8__DXC13_08840
ERR1913139.1843024__1.1843024	820__A0A3E4G493__ERS417307_00253
ERR1913139.1843361__1.1843361	166486__A0A1Q6S852__ERS852572_03466
ERR1913139.1843442__1.1843442	357276__A0A076IRZ5__BACDOR_00630
ERR1913139.1843503__1.1843503	165179__D1PE06__DXC61_05975
ERR1913139.1844242__1.1844242	410072__C0BAJ3__ERS852574_01527
ERR1913139.1844249__1.1844249	1318__I1ZNC3__HMPREF1195_01031
ERR1913139.1844211__1.1844211	1262886__R6QCW6__BN563_01608
ERR1913139.1844323__1.1844323	39491__A0A396FUZ3__phoR_1
ERR1913139.1844487__1.1844487	564886__GeneID:6973115
ERR1913139.1844503__1.1844503	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913139.1844598__1.1844598	165179__A0A229I7F5__DXB80_02650
ERR1913139.1844870__1.1844870	905__D2RLZ4__Acfer_1740
ERR1913139.1845107__1.1845107	905__D2RK10__SAMN02910455_00010
ERR1913139.1845149__1.1845149	821__A0A396F9T7__M097_3427
ERR1913139.1845172__1.1845172	165179__D1PB89__DXC61_08425
ERR1913139.1845202__1.1845202	74426__nifJ
ERR1913139.1845232__1.1845232	820__A7V9F9__B5G17_14640
ERR1913139.1845248__1.1845248	39486__B0GA02__HMPREF9457_02273
ERR1913139.1845403__1.1845403	165179__D1PES9__DXB80_11585
ERR1913139.1845457__1.1845457	563769__GeneID:6973141
ERR1913139.1845471__1.1845471	33043__A0A173WWJ5__ERS852386_00339
ERR1913139.1845512__1.1845512	165179__D1PER3__DXB80_11525
ERR1913139.1845616__1.1845616	820__A0A3E4VZY4__ERS852554_01211
ERR1913139.1845703__1.1845703	328814__GCA_004558275.1_01822
ERR1913139.1845779__1.1845779	39491__A0A396FM36__DXB99_00820
ERR1913139.1845917__1.1845917	165179__D1P9T6__PREVCOP_04016
ERR1913139.1845952__1.1845952	1262936__R7IYK8__BN799_00759
ERR1913139.1846024__1.1846024	823__D0TAX5__HMPREF1075_01064
ERR1913139.1846136__1.1846136	33043__D5HEU4__ftsW_3
ERR1913139.1846247__1.1846247	853__A0A173YYY4__DWZ04_09420
ERR1913139.1846357__1.1846357	562__A0A377AAV3__CDL32_10800
ERR1913139.1846711__1.1846711	626940__R6XX39__DCQ00_06610
ERR1913139.1846729__1.1846729	853__A0A3E2V168__FAEPRAM212_00929
ERR1913139.1846784__1.1846784	357276__A0A0M1W1I8__ABI39_13620
ERR1913139.1846928__1.1846928	39491__C4Z9D4__DXD95_00055
ERR1913139.1846990__1.1846990	165179__D1P9T6__PREVCOP_04016
ERR1913139.1847200__1.1847200	1262936__R7J5J9__BN799_00247
ERR1913139.1847267__1.1847267	357276__A0A076J8M3__ABI39_13695
ERR1913139.1847393__1.1847393	10680__GeneID:1261099
ERR1913139.1847480__1.1847480	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913139.1847567__1.1847567	1262936__R7J5X5__BN799_00356
ERR1913139.1847610__1.1847610	165179__D1PES9__DXB80_11585
ERR1913139.1847616__1.1847616	1262959__A0A355KWK7__BN680_01208
ERR1913139.1847884__1.1847884	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913139.1848009__1.1848009	165179__A0A3E5E189__PREVCOP_06699
ERR1913139.1848197__1.1848197	165179__A0A3E5EAT2__DXC61_07585
ERR1913139.1848241__1.1848241	905__D2RM80__Acfer_1828
ERR1913139.1848242__1.1848242	626940__E8LC93__DCQ00_09725
ERR1913139.1848201__1.1848201	821__D4VD59__BHV80_04260
ERR1913139.1848229__1.1848229	74426__pdxS
ERR1913139.1848474__1.1848474	33043__D5HEU4__ftsW_3
ERR1913139.1848751__1.1848751	853__A0A174AML0__FPR_08640
ERR1913139.1848783__1.1848783	1262741__R6DA30__BN697_01397
ERR1913139.1848849__1.1848849	88431__A0A174UTT9__clcA
ERR1913139.1848902__1.1848902	2293125__A0A374C0K0__DW917_10610
ERR1913139.1849322__1.1849322	357276__I9QBT7__BSEG_03340
ERR1913139.1849608__1.1849608	901__B6WUN6__DHV46_11020
ERR1913139.1849578__1.1849578	1262913__R7J6B7__BN646_00856
ERR1913139.1849686__1.1849686	1262911__R6GQM3__BN557_01245
ERR1913139.1849690__1.1849690	901__B6WV59__feoB
ERR1913139.1849828__1.1849828	626940__E8LCE0__BHW43_01670
ERR1913139.1849919__1.1849919	39777__J4JFN5__HMPREF3233_00010
ERR1913139.1850048__1.1850048	820__A0A3E4QZJ7__C801_01798
ERR1913139.1850169__1.1850169	28116__A0A395VSP8__ERS852555_02642
ERR1913139.1850281__1.1850281	1262936__R7IZQ9__BN799_01228
ERR1913139.1850460__1.1850460	1262882__R5MQ68__BN519_01178
ERR1913139.1850504__1.1850504	1263006__R6LWV2__BN515_00272
ERR1913139.1850507__1.1850507	39485__A0A174ZNZ2__ERS852492_02345
ERR1913139.1850595__1.1850595	10680__GeneID:1261100
ERR1913139.1850639__1.1850639	820__A0A174DZ97__SAMN05444418_101240
ERR1913139.1850641__1.1850641	28117__B0MY41__BHV66_05165
ERR1913139.1850711__1.1850711	2108523__A0A2P2F6R3__LAWASA_1701
ERR1913139.1850979__1.1850979	821__A0A395UNT8__DXD64_15275
ERR1913139.1851170__1.1851170	165179__A0A3E5E7J5__DXC61_10360
ERR1913139.1851236__1.1851236	204516__U6RAM4__HMPREF1534_03439
ERR1913139.1851393__1.1851393	165179__D1PGD2__DXC61_10875
ERR1913139.1851439__1.1851439	1262936__R7J358__BN799_01390
ERR1913139.1851468__1.1851468	1262911__R6GTZ4__BN557_01440
ERR1913139.1851491__1.1851491	410072__A0A174D889__COPCOM_01759
ERR1913139.1851546__1.1851546	2292352__A0A374UKJ4__DXC23_09360
ERR1913139.1851554__1.1851554	820__A0A174F0C1__nreB
ERR1913139.1851708__1.1851708	166486__D4L273__ERS852572_01638
ERR1913139.1851759__1.1851759	626940__E8LFE0__BN587_00060
ERR1913139.1851821__1.1851821	28117__B0MY41__BHV66_05165
ERR1913139.1851857__1.1851857	853__A0A329UEG4__CHR60_00585
ERR1913139.1851866__1.1851866	165179__R6CJG8__DXC61_09290
ERR1913139.1851980__1.1851980	901__B6WXA0__aroE
ERR1913139.1852124__1.1852124	40519__U2K7I4__RUMCAL_02078
ERR1913139.1852185__1.1852185	2293125__A0A374BSW4__DW917_13420
ERR1913139.1852333__1.1852333	328814__GCA_004558275.1_00064
ERR1913139.1852264__1.1852264	39491__A0A396FS17__envC
ERR1913139.1852410__1.1852410	328814__GCA_004558275.1_00236
ERR1913139.1852398__1.1852398	39491__A0A173U130__ERE_16110
ERR1913139.1852400__1.1852400	905__D2RNV4__SAMN05216495_11852
ERR1913139.1852468__1.1852468	33043__A0A173YLD4__ERS852575_00535
ERR1913139.1852571__1.1852571	563769__GeneID:6973158
ERR1913139.1852622__1.1852622	562__P69229__G746_02312
ERR1913139.1852592__1.1852592	33043__D5HIU3__ERS852386_01914
ERR1913139.1852677__1.1852677	410072__A0A173S248__ERS852525_02992
ERR1913139.1852744__1.1852744	165179__A0A3E5A5E5__DXC61_13965
ERR1913139.1852893__1.1852893	39491__A0A396FP46__cobD_2
ERR1913139.1852933__1.1852933	821__A0A3E4KIM1__M097_3660
ERR1913139.1852974__1.1852974	357276__B6W5Q7__DXD47_13945
ERR1913139.1853005__1.1853005	165179__A0A229I1J2__DXB80_03950
ERR1913139.1853064__1.1853064	1263000__R5EXT3__BN466_02213
ERR1913139.1853242__1.1853242	165179__A0A3E4SG51__DXC61_10575
ERR1913139.1853602__1.1853602	1262911__R6H1P0__BN557_00940
ERR1913139.1853609__1.1853609	33043__D5HI36__ERS852400_02168
ERR1913139.1853726__1.1853726	39492__D4JWA3__ERS852540_01332
ERR1913139.1853786__1.1853786	33043__A0A173ZZF8__sbp_2
ERR1913139.1853814__1.1853814	74426__pflB_2
ERR1913139.1853872__1.1853872	165179__D1PAJ7__PREVCOP_04222
ERR1913139.1853873__1.1853873	33043__A0A174AHE2__ERS852445_01187
ERR1913139.1853948__1.1853948	165179__D1PB89__DXC61_08425
ERR1913139.1853949__1.1853949	901__B6WV45__DESPIGER_1962
ERR1913139.1854008__1.1854008	562__A0A376L0A6__CQA14_19985
ERR1913139.1853988__1.1853988	823__A0A174LWY0__lepB
ERR1913139.1854089__1.1854089	357276__C3REQ8__GV66_09740
ERR1913139.1854124__1.1854124	106588__A6NUL8__BACCAP_01900
ERR1913139.1854395__1.1854395	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913139.1854529__1.1854529	246787__I9EAB0__BACCELL_00131
ERR1913139.1854882__1.1854882	165179__D1PGU8__PREVCOP_06463
ERR1913139.1854883__1.1854883	562__A0A377AAV3__CDL32_10800
ERR1913139.1855314__1.1855314	853__A0A2A7B9I6__DW855_13690
ERR1913139.1855788__1.1855788	1262936__R7J0N1__BN799_01252
ERR1913139.1855900__1.1855900	165179__A0A3E5A5E5__DXC61_13965
ERR1913139.1855947__1.1855947	820__A0A139K0J1__HMPREF2141_03205
ERR1913139.1855955__1.1855955	905__D2RL16__Acfer_1409
ERR1913139.1856157__1.1856157	853__A0A174C5M1__CGS58_04460
ERR1913139.1856179__1.1856179	905__D2RNQ4__SAMN02910455_01348
ERR1913139.1856334__1.1856334	1262936__R7J0U9__BN799_01484
ERR1913139.1856428__1.1856428	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913139.1856585__1.1856585	1147151__GeneID:14182075
ERR1913139.1856567__1.1856567	821__A0A078R9Y9__M097_2119
ERR1913139.1856669__1.1856669	165179__A0A3E5DZ45__DXC61_02820
ERR1913139.1856781__1.1856781	821__A0A174NSU0__BVU_3144
ERR1913139.1856784__1.1856784	823__D7ILK2__ERS852380_00031
ERR1913139.1856881__1.1856881	823__D7IKW8__DXD05_10310
ERR1913139.1856911__1.1856911	1262959__R5Y4D0__BN680_00726
ERR1913139.1856979__1.1856979	410072__C0BC38__ERS852574_02017
ERR1913139.1857169__1.1857169	166486__D4L457__ROSINTL182_07087
ERR1913139.1857301__1.1857301	214856__I3YMC8__ERS852447_02666
ERR1913139.1857407__1.1857407	901__B6WUV2__DESPIGER_1904
ERR1913139.1857432__1.1857432	821__E5UY21__C800_02204
ERR1913139.1857454__1.1857454	2293125__A0A374C0H7__DW917_10480
ERR1913139.1857479__1.1857479	1262886__R6Q805__BN563_00926
ERR1913139.1857528__1.1857528	1262913__R7JG60__BN646_02159
ERR1913139.1857509__1.1857509	74426__pta
ERR1913139.1857747__1.1857747	165179__A0A3E5A554__DXB80_13805
ERR1913139.1857751__1.1857751	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913139.1857793__1.1857793	1263000__R5EI35__BN466_01649
ERR1913139.1857798__1.1857798	227940__GeneID:1260616
ERR1913139.1857989__1.1857989	165179__A0A3E5E5L1__DXB80_05980
ERR1913139.1858221__1.1858221	165179__A0A3E5A554__DXB80_13805
ERR1913139.1858319__1.1858319	357276__A0A0M1W9N4__GV66_05135
ERR1913139.1858303__1.1858303	360807__C0FNG2__RIL183_23021
ERR1913139.1858340__1.1858340	1262803__R6NL95__BN649_00814
ERR1913139.1858394__1.1858394	626940__E8LD82__BHW43_05615
ERR1913139.1858484__1.1858484	39491__A0A395ZG74__licR
ERR1913139.1858521__1.1858521	39491__A0A395ZDC6__addB
ERR1913139.1858836__1.1858836	165179__R6C3K4__PREVCOP_05795
ERR1913139.1858978__1.1858978	905__D2RIQ9__Acfer_0562
ERR1913139.1859520__1.1859520	1262936__R7J2M9__BN799_00249
ERR1913139.1859549__1.1859549	33039__D4M6I1__nadB_2
ERR1913139.1859671__1.1859671	1262936__R7IYF0__BN799_00775
ERR1913139.1859676__1.1859676	165179__D1PCT4__DXB80_09470
ERR1913139.1859759__1.1859759	1090133__GeneID:14008340
ERR1913139.1859818__1.1859818	39491__A0A396FMT0__EUBREC_3020
ERR1913139.1859969__1.1859969	1262886__R6RDB4__BN563_00049
ERR1913139.1860024__1.1860024	1262936__R7J6F9__BN799_00540
ERR1913139.1860163__1.1860163	1262882__R5MEW7__BN519_00010
ERR1913139.1860358__1.1860358	33043__D5HEU4__ftsW_3
ERR1913139.1860466__1.1860466	1262936__R7J420__BN799_00406
ERR1913139.1860479__1.1860479	338188__A0A174ETX3__ERS852397_01955
ERR1913139.1860447__1.1860447	1262959__R5XWF7__BN680_01961
ERR1913139.1860545__1.1860545	820__A0A3E4WA06__ERS852554_03404
ERR1913139.1860950__1.1860950	33043__A0A174AEP1__apr
ERR1913139.1861072__1.1861072	165179__D1P8Q2__trpF
ERR1913139.1861114__1.1861114	1150298__R7JRU1__degA_3
ERR1913139.1861116__1.1861116	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913139.1861236__1.1861236	853__A0A3E2U7E6__ERS852582_01640
ERR1913139.1861286__1.1861286	10679__GeneID:1261534
ERR1913139.1861297__1.1861297	1262882__R5MMD8__BN519_01576
ERR1913139.1861328__1.1861328	328814__GCA_004558275.1_01001
ERR1913139.1861360__1.1861360	204516__U6R8I1__HMPREF1534_03341
ERR1913139.1861488__1.1861488	820__A0A174M9V5__M093_0237
ERR1913139.1861742__1.1861742	165179__A0A174PS14__DXC61_13945
ERR1913139.1861843__1.1861843	905__D2RLZ8__Acfer_1744
ERR1913139.1861943__1.1861943	165179__D1P9T6__PREVCOP_04016
ERR1913139.1861965__1.1861965	562__A0A0E1LDD5__B9N12_14240
ERR1913139.1862038__1.1862038	1262936__R7J1I2__BN799_01776
ERR1913139.1862199__1.1862199	100886__E2NNQ5__CATMIT_00187
ERR1913139.1862340__1.1862340	823__A0A174GGT1__queG
ERR1913139.1862505__1.1862505	40519__U2KW56__RUMCAL_01316
ERR1913139.1862528__1.1862528	1897011__A0A1Q6RC54__BHW41_06555
ERR1913139.1862486__1.1862486	165179__R6CNX7__DXB80_02200
ERR1913139.1862580__1.1862580	905__D2RM13__SAMN02910455_00296
ERR1913139.1862684__1.1862684	165179__A0A174MTF2__DXC61_13200
ERR1913139.1862738__1.1862738	10680__GeneID:1261099
ERR1913139.1862828__1.1862828	626940__E8LB62__BHW43_02905
ERR1913139.1862945__1.1862945	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.1862951__1.1862951	820__A0A173YYG4__evgS_3
ERR1913139.1863017__1.1863017	328814__GCA_004558275.1_00035
ERR1913139.1863125__1.1863125	328814__GCA_004558275.1_01006
ERR1913139.1863221__1.1863221	1147152__GeneID:14182017
ERR1913139.1863451__1.1863451	706562__GCA_900112995.1_02127
ERR1913139.1863714__1.1863714	1263000__R5EGP9__BN466_01419
ERR1913139.1863813__1.1863813	166486__A0A1Q6S852__ERS852572_03466
ERR1913139.1863817__1.1863817	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913139.1863949__1.1863949	165179__A0A174SR12__DXB80_04410
ERR1913139.1864087__1.1864087	1262911__R6GR13__BN557_00618
ERR1913139.1864342__1.1864342	1262882__R5MPY4__BN519_01128
ERR1913139.1864555__1.1864555	562__P26458__cydB
ERR1913139.1864568__1.1864568	1550024__A0A0D8J179__ASJ35_09245
ERR1913139.1864589__1.1864589	10680__GeneID:1261099
ERR1913139.1864605__1.1864605	360807__A0A173UCM1__RIL183_07511
