ERR1912985.39__1.39	820__A7V092__hldE
ERR1912985.2474693__1.2474693	301301__G2SZ87__RHOM_00995
ERR1912985.2474705__1.2474705	246787__R6KCH8__csbC
ERR1912985.2474793__1.2474793	1304__A0A1W5ZCY0__CKU37_03270
ERR1912985.2474806__1.2474806	818__A0A139KMC9__C799_02694
ERR1912985.2474839__1.2474839	39488__A0A285PNU6__ERS852578_01621
ERR1912985.2474889__1.2474889	46506__B0NRJ1__DXC41_14065
ERR1912985.2475024__1.2475024	1897011__A0A1Q6RDI2__BHW41_05530
ERR1912985.2475081__1.2475081	1262739__R6N5K3__BN659_01691
ERR1912985.2475089__1.2475089	116085__D4J6R4__DW747_08190
ERR1912985.2475146__1.2475146	1304__A0A0Y1UXU5__NX99_02180
ERR1912985.2475233__1.2475233	246787__R6K756__HMPREF1062_01819
ERR1912985.2475237__1.2475237	820__A0A3E4PYB0__yejM
ERR1912985.2475289__1.2475289	1262761__R6QXL2__BN606_02127
ERR1912985.2475369__1.2475369	1262927__R7EXM5__BN677_01520
ERR1912985.2475429__1.2475429	310297__B5CXJ7__DXB87_06645
ERR1912985.2475444__1.2475444	28116__A0A078Q626__HMPREF1070_02735
ERR1912985.2475457__1.2475457	310297__R5VHY5__DXD04_12265
ERR1912985.2475526__1.2475526	246787__A0A0P0FVC6__BACCELL_03671
ERR1912985.2475635__1.2475635	39492__D4JQY4__EUBSIR_01325
ERR1912985.2475671__1.2475671	357276__I9RHT4__EL88_09235
ERR1912985.2475831__1.2475831	1160721__W0U3P8__RBI_I00386
ERR1912985.2475843__1.2475843	1660__A0A0V8RXW8__ACTODO_00221
ERR1912985.2475935__1.2475935	1263107__GCA_000436995.1_00067
ERR1912985.2475942__1.2475942	239935__R6J9Y2__CXT85_07000
ERR1912985.2475981__1.2475981	310297__B5CTT3__DXC17_00385
ERR1912985.2475992__1.2475992	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1912985.2476127__1.2476127	1897011__A0A1Q6RJW7__BHW41_00060
ERR1912985.2476135__1.2476135	246787__A0A3D6AWV8__gltP
ERR1912985.2476226__1.2476226	820__A0A174A6K0__M093_0079
ERR1912985.2476321__1.2476321	487174__K0XIX0__DDY40_06625
ERR1912985.2476331__1.2476331	46228__B5CT56__RUMLAC_02679
ERR1912985.2476427__1.2476427	1262777__R5WC00__BN512_00820
ERR1912985.2476606__1.2476606	1897011__A0A1Q6RGX0__BHW41_01465
ERR1912985.2476574__1.2476574	246787__A0A0P0GIS1__BcellWH2_02680
ERR1912985.2476623__1.2476623	310297__B5CYH8__BHV76_07815
ERR1912985.2476653__1.2476653	246787__A0A3D6B2C7__BcellWH2_03259
ERR1912985.2476781__1.2476781	28117__B0MTY2__BHV66_06485
ERR1912985.2476756__1.2476756	552398__T5S049__HMPREF0866_04596
ERR1912985.2476762__1.2476762	40520__R7DD10__glgB
ERR1912985.2476863__1.2476863	818__R6VB25__BSIG_5053
ERR1912985.2476905__1.2476905	1263000__R5EGY6__BN466_00973
ERR1912985.2476932__1.2476932	1263006__R6LPZ5__BN515_02090
ERR1912985.2476992__1.2476992	301301__A0A173Z460__sunS_1
ERR1912985.2477112__1.2477112	116085__D4J4J2__DW747_14050
ERR1912985.2477351__1.2477351	246787__A0A3D6AS39__ina
ERR1912985.2477436__1.2477436	1897011__A0A1Q6RC30__BHW41_06700
ERR1912985.2477484__1.2477484	1308__Q5M5L9__X841_02550
ERR1912985.2477493__1.2477493	68891__A0A0F2DY13__dnaK
ERR1912985.2477596__1.2477596	246787__A0A3D6AXI0__AA416_04256
ERR1912985.2477674__1.2477674	301301__A0A395VFD3__ERS852391_02492
ERR1912985.2477752__1.2477752	357276__A0A076IR37__DXD47_07890
ERR1912985.2477802__1.2477802	817__A0A0I9S4K8__AC141_04970
ERR1912985.2477941__1.2477941	246787__I8V2S2__BACCELL_02524
ERR1912985.2477946__1.2477946	357276__I9F327__DXD47_22495
ERR1912985.2478139__1.2478139	1535__A7VYJ7__CLOLEP_03675
ERR1912985.2478147__1.2478147	39488__A0A285PQE3__DXD91_00180
ERR1912985.2478202__1.2478202	820__A0A173YYG4__evgS_3
ERR1912985.2478307__1.2478307	46506__S3YVT5__BACSTE_02352
ERR1912985.2478312__1.2478312	47678__R5U7P3__DXB67_08985
ERR1912985.2478337__1.2478337	28118__R6F891__NCTC10826_02656
ERR1912985.2478360__1.2478360	246787__A0A0P0FV02__AA416_03728
ERR1912985.2478469__1.2478469	1263006__R6LLQ1__BN515_01046
ERR1912985.2478530__1.2478530	46228__V8BLW9__DXD17_14090
ERR1912985.2478544__1.2478544	246787__A0A3D6ARN8__yehU_6
ERR1912985.2478703__1.2478703	569__A0A2J9GZL2__CEQ28_008885
ERR1912985.2478709__1.2478709	310297__B5D038__BACPLE_02359
ERR1912985.2478795__1.2478795	310297__B5CWQ0__DXB87_14670
ERR1912985.2478800__1.2478800	820__A0A3E4VZT7__DXB48_16145
ERR1912985.2478821__1.2478821	1160721__W0U4N3__BHW50_05270
ERR1912985.2478865__1.2478865	39491__A0A395V1Y4__DXB99_08035
ERR1912985.2478889__1.2478889	28117__R7JLL3__ALIPUT_02219
ERR1912985.2478924__1.2478924	28117__B0MYI9__BHV66_05415
ERR1912985.2478927__1.2478927	301301__A0A395VAV8__ERS852391_02437
ERR1912985.2478962__1.2478962	28116__D7K7K3__SAMN05192581_103348
ERR1912985.2478968__1.2478968	46228__B5CMW7__DXD17_11810
ERR1912985.2479043__1.2479043	1262761__R6R3I7__BN606_01771
ERR1912985.2479069__1.2479069	40520__R7D3S9__DXD81_14140
ERR1912985.2479120__1.2479120	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.2479266__1.2479266	28117__B0MTV5__BHV66_06415
ERR1912985.2479283__1.2479283	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1912985.2479462__1.2479462	33025__A0A395JED3__C8D73_101461
ERR1912985.2479441__1.2479441	28117__B0MTI4__ALIPUT_00084
ERR1912985.2479606__1.2479606	46506__B0NT08__BACSTE_02624
ERR1912985.2479660__1.2479660	246787__R6K756__HMPREF1062_01819
ERR1912985.2479672__1.2479672	820__A0A3E4G3J9__ERS852459_02265
ERR1912985.2479708__1.2479708	39496__A5Z612__EUBVEN_01144
ERR1912985.2479836__1.2479836	572010__ydhV
ERR1912985.2479882__1.2479882	820__A0A173YYG4__evgS_3
ERR1912985.2479940__1.2479940	301301__A0A395V4X8__ERS852391_01546
ERR1912985.2480069__1.2480069	246787__A0A0P0GUU5__BACCELL_02894
ERR1912985.2480217__1.2480217	310297__B5CV67__DXD04_03690
ERR1912985.2480279__1.2480279	310297__B5CV67__DXD04_03690
ERR1912985.2480354__1.2480354	28117__R7JJM9__ALIPUT_00662
ERR1912985.2480446__1.2480446	357276__I9FTR0__HMPREF1065_02861
ERR1912985.2480657__1.2480657	818__A0A3E5HVB7__Btheta7330_02386
ERR1912985.2480814__1.2480814	1262761__R6QR72__BN606_01181
ERR1912985.2480870__1.2480870	239935__R6JAS2__CXU02_10725
ERR1912985.2480911__1.2480911	1897011__A0A1Q6RG37__BHW41_02405
ERR1912985.2480924__1.2480924	1263006__R6LQ17__BN515_02097
ERR1912985.2480984__1.2480984	820__A0A174QLF0__SAMN05444418_109151
ERR1912985.2481097__1.2481097	46506__S3YT03__AA415_01895
ERR1912985.2481222__1.2481222	310297__B5CWQ0__DXB87_14670
ERR1912985.2481241__1.2481241	310297__B5D2R6__DXB87_15610
ERR1912985.2481264__1.2481264	410072__A0A3E4GQ67__sigV_1
ERR1912985.2481286__1.2481286	338188__A0A1Q6HCN7__ptrA
ERR1912985.2481288__1.2481288	820__A0A1Y3V743__M093_0235
ERR1912985.2481407__1.2481407	1263006__R6M1L5__BN515_00413
ERR1912985.2481528__1.2481528	74426__rpoC
ERR1912985.2481741__1.2481741	1262886__R6Q800__BN563_00921
ERR1912985.2481826__1.2481826	1262783__R6CQZ1__BN558_00344
ERR1912985.2481828__1.2481828	1262777__R5VUR9__BN512_00013
ERR1912985.2481902__1.2481902	818__A0A0P0FT56__BSIG_1453
ERR1912985.2482010__1.2482010	46228__V8BYC1__RUMLAC_00426
ERR1912985.2482025__1.2482025	1262886__R6QHD5__BN563_00547
ERR1912985.2481985__1.2481985	301301__A0A395V6S0__dosP
ERR1912985.2481975__1.2481975	40520__R7DC80__RUMOBE_00153
ERR1912985.2482051__1.2482051	47678__R5U2I4__ERS852558_03712
ERR1912985.2482082__1.2482082	1308__F8LTK3__CDA68_01155
ERR1912985.2482103__1.2482103	39492__B0MNL5__phoR_1
ERR1912985.2482330__1.2482330	1262986__R5EHS0__BN492_00243
ERR1912985.2482437__1.2482437	1262927__R7F2N0__BN677_00452
ERR1912985.2482600__1.2482600	1262927__R7EXM5__BN677_01520
ERR1912985.2482677__1.2482677	246787__R6KBH9__HMPREF1062_04676
ERR1912985.2482688__1.2482688	1262761__R6QXE4__BN606_02110
ERR1912985.2482819__1.2482819	28116__A0A078Q626__HMPREF1070_02735
ERR1912985.2482920__1.2482920	246787__A0A108T429__BACCELL_00192
ERR1912985.2482887__1.2482887	1262777__R5VQJ8__BN512_00852
ERR1912985.2482948__1.2482948	1263109__GCA_000438135.1_00334
ERR1912985.2482974__1.2482974	1262927__R7EVA6__BN677_01332
ERR1912985.2482976__1.2482976	46506__S3YVT5__BACSTE_02352
ERR1912985.2483029__1.2483029	820__A0A3E4VZY4__ERS852554_01211
ERR1912985.2483214__1.2483214	246787__A0A0P0GIS1__BcellWH2_02680
ERR1912985.2483225__1.2483225	28052__A0A174M9U3__ERS852451_02548
ERR1912985.2483358__1.2483358	246787__A0A0P0FV02__AA416_03728
ERR1912985.2483390__1.2483390	1304__A0A1V0GHB2__CYK22_09510
ERR1912985.2483536__1.2483536	1262986__R5ZUP0__BN492_01284
ERR1912985.2483771__1.2483771	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1912985.2483902__1.2483902	487174__K0XES7__HMPREF9448_00566
ERR1912985.2483986__1.2483986	1160721__A0A1C6CMR2__BHW50_00085
ERR1912985.2484002__1.2484002	360807__C0FVL6__ERS852444_00333
ERR1912985.2484093__1.2484093	28117__B0MXW9__ALIPUT_01981
ERR1912985.2484108__1.2484108	239935__A0A139TMG9__CXU07_10650
ERR1912985.2484171__1.2484171	1262927__R7ETW9__BN677_00993
ERR1912985.2484262__1.2484262	820__A0A3E4QZJ7__C801_01798
ERR1912985.2484358__1.2484358	310297__B5D3X5__BHV76_01155
ERR1912985.2484360__1.2484360	1262986__R5ZUP0__BN492_01284
ERR1912985.2484601__1.2484601	1160721__W0U4W5__BHW50_05260
ERR1912985.2484696__1.2484696	28117__B0MWC6__BHV66_00965
ERR1912985.2484739__1.2484739	246787__A0A3D6B0I1__BcellWH2_03253
ERR1912985.2484892__1.2484892	823__A0A078TL61__ERS852429_00610
ERR1912985.2484965__1.2484965	47678__R5UZM4__DW706_15680
ERR1912985.2484992__1.2484992	246787__A0A0P0G684__cirA_10
ERR1912985.2484996__1.2484996	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.2485088__1.2485088	820__A0A3E5E0T0__ERS852554_00312
ERR1912985.2485298__1.2485298	884684__GCA_002892425.1_01408
ERR1912985.2485441__1.2485441	847__C3XCI5__BRW84_00330
ERR1912985.2485485__1.2485485	1160721__W0U2H8__BHW50_07775
ERR1912985.2485494__1.2485494	46506__S3YU07__AA415_02597
ERR1912985.2485516__1.2485516	239935__R7E524__CXT91_06180
ERR1912985.2485567__1.2485567	246787__A0A3D6AWM8__BACCELL_01963
ERR1912985.2485788__1.2485788	1150298__R7JNQ8__ERS852406_00857
ERR1912985.2485803__1.2485803	239935__A0A139TPG3__CXT86_08810
ERR1912985.2485969__1.2485969	301301__A0A395VAD5__RHOM_06975
ERR1912985.2485989__1.2485989	246787__I8V2S2__BACCELL_02524
ERR1912985.2486007__1.2486007	310297__B5CXJ7__DXB87_06645
ERR1912985.2486050__1.2486050	40520__A0A395XAI7__DXB81_16005
ERR1912985.2486316__1.2486316	1262536__GeneID:16385450
ERR1912985.2486433__1.2486433	1262927__R7F6Z2__BN677_00644
ERR1912985.2486616__1.2486616	28117__B0MSS1__ALIPUT_00273
ERR1912985.2486677__1.2486677	1263000__R5EMZ8__BN466_00707
ERR1912985.2486773__1.2486773	310297__B5CUD7__BHV76_11070
ERR1912985.2486824__1.2486824	46506__R6AC22__HMPREF1181_00516
ERR1912985.2486828__1.2486828	1897011__A0A1Q6RFH2__BHW41_03500
ERR1912985.2486885__1.2486885	28118__R6F390__ypdA_1
ERR1912985.2487038__1.2487038	310297__R5W4D8__DXD04_03445
ERR1912985.2487196__1.2487196	46506__B0NT08__BACSTE_02624
ERR1912985.2487410__1.2487410	569__A0A0K0HP76__GHAL_1701
ERR1912985.2487672__1.2487672	820__A0A3E4VXP2__yesR
ERR1912985.2487737__1.2487737	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1912985.2487840__1.2487840	823__A0A174U5E4__BDI_3390
ERR1912985.2487807__1.2487807	384639__GCA_003096855.1_01188
ERR1912985.2487856__1.2487856	1304__A0A1W5ZCY0__CKU37_03270
ERR1912985.2487957__1.2487957	46506__R5JSP7__AA415_01143
ERR1912985.2488006__1.2488006	46506__B0NP81__SAMN05444283_10688
ERR1912985.2488230__1.2488230	246787__R6KUE5__BcellWH2_01117
ERR1912985.2488277__1.2488277	1304__A0A1V0GJ60__Ssal_01637
ERR1912985.2488323__1.2488323	47678__R5UHH8__HMPREF1061_02584
ERR1912985.2488331__1.2488331	301301__A0A395V573__RHOM_13925
ERR1912985.2488362__1.2488362	328814__GCA_004558275.1_01004
ERR1912985.2488395__1.2488395	46503__R6X1R0__ERS852463_00596
ERR1912985.2488447__1.2488447	853__A0A174BZY1__xerD_1
ERR1912985.2488407__1.2488407	1263109__GCA_000438135.1_01227
ERR1912985.2488701__1.2488701	1150298__R7JTH7__ERS852498_00177
ERR1912985.2488737__1.2488737	357276__A0A0K2HI25__DXD47_04465
ERR1912985.2488745__1.2488745	246787__A0A3D6B0I1__BcellWH2_03253
ERR1912985.2488788__1.2488788	39485__A0A174ZNW9__luxQ_1
ERR1912985.2488948__1.2488948	28117__B0MWH8__BHV66_01330
ERR1912985.2489043__1.2489043	310297__R5V814__DXC17_10530
ERR1912985.2489301__1.2489301	820__A0A173W419__DXC68_17760
ERR1912985.2489399__1.2489399	301301__A0A395VAV8__ERS852391_02437
ERR1912985.2489401__1.2489401	818__D7I7V5__BJP75_001030
ERR1912985.2489458__1.2489458	1304__A0A1V0GHL6__AWB63_08335
ERR1912985.2489461__1.2489461	1263000__R5EXT3__BN466_02213
ERR1912985.2489462__1.2489462	47678__R5U7X5__ERS852558_01354
ERR1912985.2489516__1.2489516	39491__D4JMW8__ERS852497_01971
ERR1912985.2489567__1.2489567	301301__A0A395V5B0__ERS852391_02078
ERR1912985.2489599__1.2489599	1262886__R6QHX8__BN563_00685
ERR1912985.2489679__1.2489679	2292352__A0A374UNM1__DXC23_01675
ERR1912985.2489680__1.2489680	106588__A6NUL8__BACCAP_01900
ERR1912985.2489795__1.2489795	46503__K5ZX50__dnaG_1
ERR1912985.2489885__1.2489885	1262992__R5DAK8__BN795_01248
ERR1912985.2489917__1.2489917	357276__A0A076IP73__BACDOR_04237
ERR1912985.2490006__1.2490006	328814__GCA_004558275.1_00985
ERR1912985.2490012__1.2490012	28117__B0MY40__BHV66_05170
ERR1912985.2490057__1.2490057	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1912985.2490107__1.2490107	310298__B3JQJ5__BACCOP_04231
ERR1912985.2490110__1.2490110	239935__A0A2N8HMQ8__pgsA
ERR1912985.2490246__1.2490246	46506__R6A5T2__DXC41_10795
ERR1912985.2490261__1.2490261	1304__A0A074JI15__NCTC7366_01891
ERR1912985.2490304__1.2490304	310297__B5CXJ7__DXB87_06645
ERR1912985.2490322__1.2490322	246787__R6K756__HMPREF1062_01819
ERR1912985.2490465__1.2490465	28117__B0MU57__ALIPUT_00175
ERR1912985.2490518__1.2490518	1681__K2IQE2__uvrD
ERR1912985.2490779__1.2490779	552398__T5S086__HMPREF0866_01580
ERR1912985.2490800__1.2490800	46503__R6X5W5__HMPREF1078_03156
ERR1912985.2490953__1.2490953	1150298__A0A174I2L4__ERS852535_01377
ERR1912985.2490967__1.2490967	357276__A0A076IKP2__HMPREF1063_00218
ERR1912985.2490939__1.2490939	310297__B5CXG7__DXD04_11450
ERR1912985.2491001__1.2491001	46506__S3YS03__DXC34_03445
ERR1912985.2491024__1.2491024	246787__R6LCL3__AA416_03522
ERR1912985.2491029__1.2491029	310297__B5CTT3__DXC17_00385
ERR1912985.2491015__1.2491015	853__A0A173YYY4__DWZ04_09420
ERR1912985.2491046__1.2491046	820__A7V8C2__ERS852554_01338
ERR1912985.2491061__1.2491061	310297__R5VAF2__DXC17_13935
ERR1912985.2491121__1.2491121	820__A0A139K4W5__HMPREF2141_02394
ERR1912985.2491187__1.2491187	246787__A0A108T1Y3__fepA_8
ERR1912985.2491414__1.2491414	1150298__A0A174KDX3__ERS852498_01212
ERR1912985.2491493__1.2491493	239935__A0A2N8ITX2__CXT86_11265
ERR1912985.2491485__1.2491485	301301__G2T1Q7__RHOM_08085
ERR1912985.2491633__1.2491633	1304__A0A074J243__SSALIVM18_08706
ERR1912985.2491857__1.2491857	1262761__R6R804__BN606_01411
ERR1912985.2491863__1.2491863	39490__A0A173R762__ERS852448_00257
ERR1912985.2491904__1.2491904	310297__R5VT57__BACPLE_00602
ERR1912985.2491998__1.2491998	357276__I9F327__DXD47_22495
ERR1912985.2492031__1.2492031	1262761__R6QUM5__BN606_02048
ERR1912985.2492073__1.2492073	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.2492108__1.2492108	246787__A0A3D6AWM8__BACCELL_01963
ERR1912985.2492168__1.2492168	1628085__A0A396Q8F3__C7386_11924
ERR1912985.2492256__1.2492256	246787__A0A139L268__BcellWH2_03192
ERR1912985.2492277__1.2492277	1160721__R6T2L9__BHW50_11315
ERR1912985.2492281__1.2492281	1304__T0T9N5__CQA85_09935
ERR1912985.2492325__1.2492325	1263000__R5EPL0__BN466_00686
ERR1912985.2492340__1.2492340	328814__GCA_004558275.1_00025
ERR1912985.2492475__1.2492475	357276__B6W1J2__BACDOR_03380
ERR1912985.2492526__1.2492526	1263000__R5EF60__BN466_01316
ERR1912985.2492687__1.2492687	36343__GeneID:1261160
ERR1912985.2492970__1.2492970	357276__D1K3K9__EL88_23995
ERR1912985.2492981__1.2492981	28117__B0N007__BHV66_10275
ERR1912985.2493074__1.2493074	820__A0A139KG04__ERS852459_01249
ERR1912985.2493160__1.2493160	1263109__GCA_000438135.1_00485
ERR1912985.2493322__1.2493322	328814__GCA_004558275.1_00036
ERR1912985.2493407__1.2493407	310297__B5CTT3__DXC17_00385
ERR1912985.2493721__1.2493721	823__A0A395YVY3__ERS852513_03204
ERR1912985.2493803__1.2493803	1262746__R5S2B4__BN750_01573
ERR1912985.2493833__1.2493833	820__A0A174A6K0__M093_0079
ERR1912985.2493863__1.2493863	310297__B5CWQ0__DXB87_14670
ERR1912985.2493928__1.2493928	820__A0A139K5A6__DXB48_12175
ERR1912985.2493986__1.2493986	818__A0A3E5HWN5__BSIG_3066
ERR1912985.2494142__1.2494142	328814__GCA_004558275.1_00234
ERR1912985.2494228__1.2494228	820__A0A396EXA7__DXB37_15530
ERR1912985.2494253__1.2494253	246787__R6LGA6__tmoS_11
ERR1912985.2494496__1.2494496	1262886__R6QS75__BN563_01599
ERR1912985.2494501__1.2494501	310297__R5V8J1__DXD04_03870
ERR1912985.2494696__1.2494696	1262761__R6R8B3__BN606_01478
ERR1912985.2494751__1.2494751	1263006__R6LGJ6__BN515_00859
ERR1912985.2494854__1.2494854	310297__R5W5U2__DXC17_08125
ERR1912985.2494916__1.2494916	1897011__A0A1Q6RJY0__BHW41_00040
ERR1912985.2495033__1.2495033	820__A0A139KHX1__HMPREF2141_00289
ERR1912985.2495271__1.2495271	357276__A0A076IRX4__ABI39_13585
ERR1912985.2495344__1.2495344	46506__R6A5T2__DXC41_10795
ERR1912985.2495354__1.2495354	820__A7VAR9__ERS852421_00197
ERR1912985.2495357__1.2495357	39491__A0A395UVM9__DXB76_04540
ERR1912985.2495527__1.2495527	487174__K0XRP0__DDY40_09260
ERR1912985.2495807__1.2495807	46503__R6XCJ0__PARMER_01847
ERR1912985.2495990__1.2495990	1262783__R6DIH2__BN558_01526
ERR1912985.2496062__1.2496062	28116__A0A078Q626__HMPREF1070_02735
ERR1912985.2496278__1.2496278	818__A0A3E5GYI4__NCTC10582_00013
ERR1912985.2496513__1.2496513	1263006__R6LPZ5__BN515_02090
ERR1912985.2496566__1.2496566	1150298__A0A174K7D2__ERS852498_01147
ERR1912985.2496598__1.2496598	246787__A0A3D6AWV8__gltP
ERR1912985.2496818__1.2496818	1897011__A0A1Q6RBT0__BHW41_06785
ERR1912985.2496948__1.2496948	1150298__R7JUS7__ytlR
ERR1912985.2497157__1.2497157	166486__A0A173VSP1__ERS852572_03465
ERR1912985.2497209__1.2497209	820__A0A174Q0F0__DXB48_08080
ERR1912985.2497224__1.2497224	820__A7V8C2__ERS852554_01338
ERR1912985.2497337__1.2497337	487174__K0XRP0__DDY40_09260
ERR1912985.2497459__1.2497459	310297__B5CXJ7__DXB87_06645
ERR1912985.2497783__1.2497783	39491__A0A173TM76__DXB72_10535
ERR1912985.2497789__1.2497789	569__A0A1C6Z017__CD201_17250
ERR1912985.2498054__1.2498054	1263000__R5EBJ1__BN466_00540
ERR1912985.2498155__1.2498155	310297__B5D038__BACPLE_02359
ERR1912985.2498241__1.2498241	1262986__R6A878__BN492_00369
ERR1912985.2498292__1.2498292	246787__A0A0P0GM08__BcellWH2_01845
ERR1912985.2498368__1.2498368	1262911__R6GPC5__BN557_00852
ERR1912985.2498577__1.2498577	820__A0A3E4G3J9__ERS852459_02265
ERR1912985.2498822__1.2498822	88431__A0A174UTT9__clcA
ERR1912985.2498872__1.2498872	823__A0A355XF06__B5F32_11480
ERR1912985.2499130__1.2499130	246787__A0A0N7IFH2__BcellWH2_02957
ERR1912985.2499141__1.2499141	820__A0A3E4VXP2__yesR
ERR1912985.2499201__1.2499201	246787__A0A3D6ARC7__BACCELL_03328
ERR1912985.2499204__1.2499204	310297__B5CVZ7__DXB87_08345
ERR1912985.2499274__1.2499274	2108523__A0A2P2FC18__LAWASA_3564
ERR1912985.2499328__1.2499328	246787__A0A0P0G254__axeA1_2
ERR1912985.2499442__1.2499442	28118__R6FGF7__SAMEA44545918_01338
ERR1912985.2499512__1.2499512	820__A0A174KKV6__DXC07_02635
ERR1912985.2499570__1.2499570	328814__GCA_004558275.1_00992
ERR1912985.2499573__1.2499573	745368__A0A1T4Y6A2__SAMN02745178_02743
ERR1912985.2499576__1.2499576	310297__B5CU49__DXD04_00310
ERR1912985.2499749__1.2499749	820__A0A139KIL9__DXC68_05945
ERR1912985.2499902__1.2499902	246787__A0A3D6AWM8__BACCELL_01963
ERR1912985.2500032__1.2500032	487174__K0XES7__HMPREF9448_00566
ERR1912985.2500084__1.2500084	310297__B5D433__DXC17_02005
ERR1912985.2500193__1.2500193	310297__B5D2V9__BACPLE_03349
ERR1912985.2500368__1.2500368	357276__I9QWD4__DXD47_15075
ERR1912985.2500434__1.2500434	1263006__R6LYS1__BN515_01485
ERR1912985.2500510__1.2500510	310297__B5D0I4__gldH
ERR1912985.2500613__1.2500613	818__Q8A3I3__HMPREF2534_00068
ERR1912985.2500779__1.2500779	246787__A0A3D6AZF8__BACCELL_02529
ERR1912985.2500814__1.2500814	61171__B9Y330__HOLDEFILI_00205
ERR1912985.2501024__1.2501024	166486__D4KVZ2__cbiT
ERR1912985.2501292__1.2501292	823__E1YSG0__DHP27_00465
ERR1912985.2501387__1.2501387	1897011__A0A1Q6RIP7__BHW41_00530
ERR1912985.2501438__1.2501438	1262761__R6QJJ2__BN606_00358
ERR1912985.2501501__1.2501501	28117__R7JN92__BHV66_00550
ERR1912985.2501497__1.2501497	357276__I8W1E1__B5F00_10785
ERR1912985.2501523__1.2501523	1680__A0A0C2YPV2__AL0462_1474
ERR1912985.2501799__1.2501799	106588__A6NUL8__BACCAP_01900
ERR1912985.2501772__1.2501772	1263107__GCA_000436995.1_00242
ERR1912985.2501813__1.2501813	1897011__A0A1Q6RF44__BHW41_03065
ERR1912985.2501876__1.2501876	328813__A0A1Y3QSV7__B5G41_09435
ERR1912985.2502142__1.2502142	1262886__R6Q951__BN563_00504
ERR1912985.2502238__1.2502238	357276__A0A076IXE0__HMPREF1064_04364
ERR1912985.2502288__1.2502288	1897011__A0A1Q6REZ1__BHW41_04525
ERR1912985.2502761__1.2502761	853__A0A173T6P2__DWZ46_14595
ERR1912985.2502903__1.2502903	47678__A5ZL09__BACCAC_03608
ERR1912985.2502940__1.2502940	1160721__W0U3P8__RBI_I00386
ERR1912985.2503089__1.2503089	310297__B5CV97__DXD04_03850
ERR1912985.2503105__1.2503105	328814__GCA_004558275.1_01004
ERR1912985.2503153__1.2503153	1318__E8K5V4__HMPREF0833_10868
ERR1912985.2503305__1.2503305	853__A0A173YYY4__DWZ04_09420
ERR1912985.2503394__1.2503394	301301__A0A395VA74__RHOM_00280
ERR1912985.2503428__1.2503428	40520__A0A395ZYA8__DXC87_11720
ERR1912985.2503412__1.2503412	246787__R6K756__HMPREF1062_01819
ERR1912985.2503462__1.2503462	239935__A0A2N8I6R6__CXU04_04335
ERR1912985.2503746__1.2503746	357276__B6VXX7__HMPREF1063_02683
ERR1912985.2503813__1.2503813	246787__A0A3D6AXI0__AA416_04256
ERR1912985.2504177__1.2504177	1160721__R6T4W2__RBI_I00237
ERR1912985.2504186__1.2504186	246787__A0A3D6AWJ7__AA416_00506
ERR1912985.2504231__1.2504231	246787__A0A0P0FV02__AA416_03728
ERR1912985.2504288__1.2504288	1262533__GeneID:16385392
ERR1912985.2504320__1.2504320	1263006__R6LWF1__BN515_02111
ERR1912985.2504349__1.2504349	820__A0A3E4GA19__SAMN05444418_10562
ERR1912985.2504358__1.2504358	1262927__R7F242__BN677_00332
ERR1912985.2504364__1.2504364	239935__B2URG9__CXU00_11290
ERR1912985.2504384__1.2504384	1304__A0A1W5ZCY0__CKU37_03270
ERR1912985.2504509__1.2504509	239935__A0A139TPU7__CXT91_06575
ERR1912985.2504562__1.2504562	328813__A0A1Y3QRL5__B5G41_11625
ERR1912985.2504713__1.2504713	39491__A0A396FJJ9__DXB76_11995
ERR1912985.2504770__1.2504770	246787__R6KBH9__HMPREF1062_04676
ERR1912985.2504805__1.2504805	310297__R5VWM0__DXB87_05840
ERR1912985.2504878__1.2504878	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1912985.2505020__1.2505020	818__A0A1H7L4U6__BSIG_3287
ERR1912985.2505043__1.2505043	820__A0A139KH21__DXC80_01780
ERR1912985.2505162__1.2505162	853__A0A3E2U7E6__ERS852582_01640
ERR1912985.2505186__1.2505186	214856__A0A175A6T5__ERS852447_02658
ERR1912985.2505232__1.2505232	357276__A0A076J8D4__HMPREF1064_00553
ERR1912985.2505216__1.2505216	46506__S3YBS6__AA415_01011
ERR1912985.2505276__1.2505276	820__A0A173XIP7__B5G17_16050
ERR1912985.2505425__1.2505425	357276__A0A0M1W4C0__DXD47_07095
ERR1912985.2505498__1.2505498	820__A0A139K5E7__DXC68_09550
ERR1912985.2505565__1.2505565	1263000__R5ES99__BN466_01121
ERR1912985.2505642__1.2505642	1262992__R5D3X7__BN795_00539
ERR1912985.2505675__1.2505675	745368__A0A1T4Y963__SAMN02745178_02859
ERR1912985.2505686__1.2505686	246787__R6K756__HMPREF1062_01819
ERR1912985.2505775__1.2505775	310297__B5CTT3__DXC17_00385
