ERR1913147.60__1.60	28117__B0MTV5__BHV66_06415
ERR1913147.399595__1.399595	823__A6LGI3__DXB14_09215
ERR1913147.399596__1.399596	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.399685__1.399685	239935__A0A139TPU7__CXT91_06575
ERR1913147.399861__1.399861	820__A0A139K5A6__DXB48_12175
ERR1913147.399886__1.399886	39491__A0A395ZGU6__ERS852417_01456
ERR1913147.400214__1.400214	1262992__R5DAK8__BN795_01248
ERR1913147.400308__1.400308	2173__A0A1D2WTV4__Msm_1285
ERR1913147.400319__1.400319	239935__A0A2N8IRH4__CXT92_05605
ERR1913147.400377__1.400377	39485__C4Z6J7__ERS852492_02047
ERR1913147.400465__1.400465	387661__B7B704__B5F96_16210
ERR1913147.400413__1.400413	28118__F9Z3U6__B5F99_03365
ERR1913147.400420__1.400420	39488__A0A173ZWK0__EHLA_2903
ERR1913147.400516__1.400516	1150298__R7JRC9__ERS852535_00719
ERR1913147.400840__1.400840	239935__A0A2N8I8X8__B5G29_00185
ERR1913147.400894__1.400894	33039__R6PAH6__ERS852577_01830
ERR1913147.401189__1.401189	820__A0A1T4IY80__ERS852554_01621
ERR1913147.401395__1.401395	556259__I0PXY6__BSGG_5174
ERR1913147.401415__1.401415	172901__A0A2U1AQF8__C8D82_12586
ERR1913147.401602__1.401602	820__A0A139K5A6__DXB48_12175
ERR1913147.401780__1.401780	28116__A7LXT4__DXF98_03755
ERR1913147.401879__1.401879	410072__A0A174DFS8__ERS852574_01251
ERR1913147.402086__1.402086	216816__C5E9A6__mutT4
ERR1913147.402088__1.402088	40520__A0A174HUC5__DXB81_16470
ERR1913147.402119__1.402119	649756__A0A173UQJ7__ERS852475_02472
ERR1913147.402155__1.402155	820__A0A3E4W4Y7__B5G17_02055
ERR1913147.402161__1.402161	28116__A0A1Y4Q114__DXF98_00470
ERR1913147.402202__1.402202	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.402261__1.402261	853__A0A173T6P2__DWZ46_14595
ERR1913147.402404__1.402404	172901__A0A2U1AI06__C8D82_13813
ERR1913147.402371__1.402371	1150298__R7JUS5__soxS_1
ERR1913147.402517__1.402517	301302__A0A0M6WH46__M72_23101
ERR1913147.402525__1.402525	239935__A0A139TMY7__CXU13_02020
ERR1913147.402702__1.402702	239935__B2UL21__CXT98_03395
ERR1913147.402725__1.402725	28117__B0MXU6__ALIPUT_01958
ERR1913147.402769__1.402769	28116__R6JI94__ERS852555_01222
ERR1913147.402810__1.402810	387661__K5ZIR7__HMPREF1077_00136
ERR1913147.402966__1.402966	33039__R6PZ42__mprA_2
ERR1913147.403193__1.403193	1262992__R5D3T4__BN795_00483
ERR1913147.403597__1.403597	2292352__A0A374UNU9__DXC23_01235
ERR1913147.403618__1.403618	239935__B2UL21__CXT98_03395
ERR1913147.403673__1.403673	239935__A0A139TMY7__CXU13_02020
ERR1913147.403708__1.403708	239935__A0A2N8IIB9__CXU04_01970
ERR1913147.403772__1.403772	46503__A7AB27__DXB85_00430
ERR1913147.403783__1.403783	239935__A0A2N8IXN0__CXT95_01765
ERR1913147.403804__1.403804	214856__A0A175A1E9__ERS852559_02611
ERR1913147.403996__1.403996	39492__D4JUD9__EUBSIR_01875
ERR1913147.404010__1.404010	1263107__GCA_000436995.1_00033
ERR1913147.404032__1.404032	239935__A0A2N8IUQ8__CXU09_01665
ERR1913147.404077__1.404077	1262869__R7CQA4__BN625_01547
ERR1913147.404183__1.404183	40520__R7D954__DXB81_01905
ERR1913147.404185__1.404185	239935__A0A2N8I5A2__DEF40_08455
ERR1913147.404325__1.404325	239935__A0A2N8IF99__lpdA
ERR1913147.404358__1.404358	1262869__R7CUK0__BN625_00521
ERR1913147.404494__1.404494	28116__A7M018__M089_5540
ERR1913147.404692__1.404692	46503__R6X5W5__HMPREF1078_03156
ERR1913147.404678__1.404678	1680__A0A087DHN0__AL0462_1532
ERR1913147.404742__1.404742	165179__A0A174SA26__PREVCOP_05758
ERR1913147.404872__1.404872	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.404889__1.404889	46503__R6Y837__PARMER_03866
ERR1913147.404893__1.404893	39485__R5ZRT8__gmr_6
ERR1913147.404915__1.404915	1680__A0A173Y6N7__yhaH
ERR1913147.404931__1.404931	820__A0A174A6K0__M093_0079
ERR1913147.404937__1.404937	46503__A7AHD3__DXB85_00810
ERR1913147.405105__1.405105	1150298__R7JPI7__cotI
ERR1913147.405174__1.405174	1150298__R7JUW7__ERS852406_02089
ERR1913147.405226__1.405226	28116__A7M617__SAMN05192582_105025
ERR1913147.405215__1.405215	2292352__A0A374UQE7__DXC23_04185
ERR1913147.405406__1.405406	46503__B7B776__DXB85_00355
ERR1913147.405680__1.405680	239935__A0A2N8HM32__CXT85_08075
ERR1913147.405790__1.405790	40520__R7D9L9__DXC87_14715
ERR1913147.406039__1.406039	39491__A0A396FPV7__ERS852580_01177
ERR1913147.406082__1.406082	820__A7V092__hldE
ERR1913147.406102__1.406102	2173__R7PXA1__Msm_1180
ERR1913147.406130__1.406130	1150298__A0A174RCG4__ERS852498_01381
ERR1913147.406205__1.406205	28116__A0A395VT11__SAMN05444282_11739
ERR1913147.406303__1.406303	28118__F9Z7U8__DF785_12305
ERR1913147.406402__1.406402	823__A6L9W2__DXB14_07905
ERR1913147.406448__1.406448	239935__A0A2N8IMC3__CXT96_03840
ERR1913147.406504__1.406504	33039__D4M340__sleB_2
ERR1913147.406505__1.406505	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913147.406670__1.406670	28117__B0MUB3__ALIPUT_00727
ERR1913147.406685__1.406685	28116__A0A078Q626__HMPREF1070_02735
ERR1913147.406703__1.406703	820__A7V9F9__B5G17_14640
ERR1913147.406709__1.406709	2292352__A0A374UNM1__DXC23_01675
ERR1913147.406773__1.406773	39492__A0A174ZYY6__EUBSIR_02510
ERR1913147.406774__1.406774	39492__A0A174ZYY6__EUBSIR_02510
ERR1913147.406845__1.406845	820__A0A139JRS5__HMPREF1073_04025
ERR1913147.406880__1.406880	239935__R6J776__CXU07_02355
ERR1913147.406896__1.406896	214856__A0A174ZZS1__ERS852559_01484
ERR1913147.406982__1.406982	1262869__R7CNL6__BN625_01290
ERR1913147.407085__1.407085	1150298__A0A174L2G3__ERS852498_01371
ERR1913147.407133__1.407133	1262942__R7QZT1__BN520_02233
ERR1913147.407096__1.407096	301302__A0A173TWC1__phoR_7
ERR1913147.407158__1.407158	239935__A0A2N8HWQ2__CXU13_01775
ERR1913147.407245__1.407245	28117__B0MXR4__BHV66_08025
ERR1913147.407395__1.407395	239935__A0A139TT05__CXU09_03335
ERR1913147.407417__1.407417	39496__A5Z872__EUBVEN_01912
ERR1913147.407442__1.407442	172901__A0A2U1AZZ4__C8D82_1126
ERR1913147.407445__1.407445	39496__A5Z937__EUBVEN_02230
ERR1913147.407650__1.407650	823__A0A355XJ56__DDY96_07685
ERR1913147.407681__1.407681	410072__A0A174E1G6__phoR_6
ERR1913147.407781__1.407781	820__R9I324__HMPREF2141_02414
ERR1913147.407800__1.407800	46503__R6WQ01__PARMER_03826
ERR1913147.407848__1.407848	1150298__A0A173ZI89__ERS852498_03535
ERR1913147.407883__1.407883	239935__R7DVL7__CXT93_01180
ERR1913147.407944__1.407944	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913147.407955__1.407955	1965604__A0A1Y4EWL3__B5F54_02850
ERR1913147.408066__1.408066	239935__A0A2N8IG27__CXT85_07805
ERR1913147.408338__1.408338	147207__adhE_1
ERR1913147.408398__1.408398	39488__A0A374NVL2__EHLA_3034
ERR1913147.408456__1.408456	1262869__R7CS48__BN625_00249
ERR1913147.408630__1.408630	301302__R5UV35__M72_02721
ERR1913147.408812__1.408812	46503__R6Y6S8__xynB_2
ERR1913147.408828__1.408828	239935__A0A2N8HT44__CXT84_11035
ERR1913147.409028__1.409028	387661__K5ZQY6__B5F96_11410
ERR1913147.409089__1.409089	29361__B6FKH5__CLONEX_00621
ERR1913147.409134__1.409134	1150298__A0A174LKY6__ERS852535_00447
ERR1913147.409217__1.409217	1150298__A0A174AP40__ERS852535_01165
ERR1913147.409296__1.409296	239935__R6K0V8__CXT94_02055
ERR1913147.409362__1.409362	40520__R7DB69__lgt_1
ERR1913147.409387__1.409387	820__A0A1Q6IDS8__chtA
ERR1913147.409392__1.409392	820__A0A174F696__macB_13
ERR1913147.409415__1.409415	853__A0A3E2V168__FAEPRAM212_00929
ERR1913147.409479__1.409479	28117__B0MXQ6__ALIPUT_01917
ERR1913147.409630__1.409630	1263107__GCA_000436995.1_00209
ERR1913147.409701__1.409701	301302__R5UJB0__M72_12831
ERR1913147.409709__1.409709	556259__E5CDC1__BSGG_3444
ERR1913147.409752__1.409752	39492__D4JWY7__EUBSIR_01655
ERR1913147.409957__1.409957	239935__A0A2N8IKW7__pstA
ERR1913147.409962__1.409962	410072__A0A3E4GT98__ERS852574_02351
ERR1913147.410008__1.410008	214856__A0A174Z850__ERS852559_00095
ERR1913147.410025__1.410025	239935__R6JAS2__CXU02_10725
ERR1913147.410044__1.410044	820__A0A3E4FZM1__adaA_2
ERR1913147.410101__1.410101	28116__F7L8H9__BACOVA_00587
ERR1913147.410254__1.410254	1262992__R5CXM7__BN795_01016
ERR1913147.410227__1.410227	46503__R6WWH2__DXB85_00365
ERR1913147.410403__1.410403	40520__D4LUV4__DXB81_08455
ERR1913147.410462__1.410462	1150298__A0A174R4D7__tmpC_2
ERR1913147.410581__1.410581	116085__D4J694__DW747_12745
ERR1913147.410612__1.410612	28116__A7LYG5__M089_5828
ERR1913147.410669__1.410669	239935__B2UQB8__CXT86_01740
ERR1913147.410723__1.410723	301302__R5VCU3__cbiK_2
ERR1913147.410799__1.410799	239935__A0A2N8IHY1__CXU06_00035
ERR1913147.410839__1.410839	40520__R7DAZ6__DXD81_07120
ERR1913147.410882__1.410882	239935__A0A2N8IL82__CXU02_11740
ERR1913147.410997__1.410997	239935__A0A139TPD4__CXT86_06450
ERR1913147.411153__1.411153	820__A0A174DZ97__SAMN05444418_101240
ERR1913147.411158__1.411158	40520__R7D6X9__DXB81_05355
ERR1913147.411202__1.411202	28117__B0MVL2__BHV66_01645
ERR1913147.411210__1.411210	239935__A0A2N8IL82__CXU02_11740
ERR1913147.411266__1.411266	46503__R6X8Q3__fepA_2
ERR1913147.411281__1.411281	39485__A0A174Z768__ERS852492_00306
ERR1913147.411350__1.411350	28118__F9Z5M3__B5F93_14990
ERR1913147.411451__1.411451	1262869__R7CLU9__BN625_01053
ERR1913147.411588__1.411588	214856__R6XQX8__ERS852559_02550
ERR1913147.411660__1.411660	214856__A0A173YE57__ERS852559_00126
ERR1913147.411817__1.411817	239935__A0A3F3K9J9__DEF40_00940
ERR1913147.412213__1.412213	214856__R6Y2Y4__ERS852447_01086
ERR1913147.412177__1.412177	1680__A0A087DLC6__C8077_00815
ERR1913147.412315__1.412315	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.412384__1.412384	40518__R5DU28__DXD86_07960
ERR1913147.412412__1.412412	166486__D4KVZ0__ERS852572_03130
ERR1913147.412433__1.412433	1263107__GCA_000436995.1_00101
ERR1913147.412437__1.412437	28117__B0MXX2__ALIPUT_01984
ERR1913147.412468__1.412468	1150298__A0A174HEB6__ypdC_2
ERR1913147.412487__1.412487	239935__A0A139TPG3__CXT86_08810
ERR1913147.412488__1.412488	1150298__R7JT48__gsiA_6
ERR1913147.412502__1.412502	410072__A0A174EHQ6__ERS852481_02629
ERR1913147.412665__1.412665	239935__A0A2N8IJI1__B5G29_04615
ERR1913147.412733__1.412733	1263107__GCA_000436995.1_00183
ERR1913147.412794__1.412794	216816__B3DNW2__BL171B_07980
ERR1913147.412876__1.412876	310298__B3JQJ5__BACCOP_04231
ERR1913147.412977__1.412977	239935__A0A2N8ILG3__CXT93_10135
ERR1913147.413150__1.413150	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913147.413192__1.413192	33025__A0A395JEP7__C8D73_10844
ERR1913147.413290__1.413290	214856__R6XNE7__ERS852447_02267
ERR1913147.413351__1.413351	214856__I3YMN6__Alfi_1938
ERR1913147.413540__1.413540	239935__A0A2N8I3G2__CXT89_00720
ERR1913147.413541__1.413541	853__A0A173XRA8__CGS56_09290
ERR1913147.413621__1.413621	46503__R6Y0Q3__DCY29_15880
ERR1913147.413751__1.413751	166486__D4KW59__ERS852572_02363
ERR1913147.413787__1.413787	239935__R6K0V8__CXT94_02055
ERR1913147.413898__1.413898	820__I9J701__ERS852510_01809
ERR1913147.413902__1.413902	239935__A0A2N8IU45__DEF40_02365
ERR1913147.413941__1.413941	239935__A0A2N8HW65__CXU09_08515
ERR1913147.414078__1.414078	46503__R6X6Y7__ERS852463_01453
ERR1913147.414086__1.414086	204516__U6RAM4__HMPREF1534_03439
ERR1913147.414137__1.414137	820__A0A174F0C1__nreB
ERR1913147.414236__1.414236	1263107__GCA_000436995.1_00213
ERR1913147.414332__1.414332	310298__B3JQJ5__BACCOP_04231
ERR1913147.414393__1.414393	1150298__A0A174FXW8__ERS852535_01851
ERR1913147.414430__1.414430	39485__A0A174YMI9__cph2_5
ERR1913147.414443__1.414443	88431__A0A174EJA6__DXB16_03345
ERR1913147.414498__1.414498	556259__E5C8F1__BSGG_0698
ERR1913147.414554__1.414554	28117__B0MTH2__ALIPUT_00061
ERR1913147.414714__1.414714	239935__A0A2N8HL50__CXT98_09135
ERR1913147.414818__1.414818	239935__A0A139TQT9__Amuc_1197
ERR1913147.414881__1.414881	214856__A0A174AYS4__ERS852447_01192
ERR1913147.414885__1.414885	1680__A0A087DHN0__AL0462_1532
ERR1913147.414914__1.414914	239935__A0A2N8HT68__ADH72_00510
ERR1913147.414925__1.414925	28116__A0A3E5HUC8__DHW41_21025
ERR1913147.414993__1.414993	239935__A0A2N8I6R6__CXU04_04335
ERR1913147.415072__1.415072	239935__A0A2N8IU45__DEF40_02365
ERR1913147.415147__1.415147	1150298__R7JTX5__ERS852535_01291
ERR1913147.415169__1.415169	387661__R5DFX1__PRABACTJOHN_01199
ERR1913147.415383__1.415383	410072__A0A173WD04__penA_2
ERR1913147.415752__1.415752	39491__D6DXZ8__DXB72_15035
ERR1913147.415839__1.415839	39488__A0A174IFL3__DXD91_00270
ERR1913147.415788__1.415788	1535__A7VPV0__CLOLEP_00577
ERR1913147.415969__1.415969	28116__F7L4N5__BACOVA_00137
ERR1913147.416028__1.416028	214856__A0A175A6T5__ERS852447_02658
ERR1913147.416064__1.416064	116085__D4JBR7__DW747_01020
ERR1913147.416159__1.416159	28116__R6DIL2__DXD69_10970
ERR1913147.416355__1.416355	239935__A0A2N8IU14__ADH72_05655
ERR1913147.416389__1.416389	1263107__GCA_000436995.1_00126
ERR1913147.416461__1.416461	28116__I8YA07__C5Z02_15915
ERR1913147.416521__1.416521	239935__A0A2N8IMC9__CXU09_02095
ERR1913147.416916__1.416916	328814__GCA_004558275.1_00060
ERR1913147.416951__1.416951	387661__R5DFX1__PRABACTJOHN_01199
ERR1913147.417054__1.417054	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.417206__1.417206	310298__B3JQJ5__BACCOP_04231
ERR1913147.417437__1.417437	28116__C3QQN3__CUY_4207
ERR1913147.417500__1.417500	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913147.417455__1.417455	46503__A7AB74__DD461_00855
ERR1913147.417515__1.417515	239935__A0A2N8HAQ1__DEF40_05290
ERR1913147.417522__1.417522	1150298__A0A174PHI0__ERS852498_00826
ERR1913147.417748__1.417748	216816__C2GSX7__DD678_03555
ERR1913147.417875__1.417875	387661__K5XZJ0__B5F96_07555
ERR1913147.417947__1.417947	214856__A0A175A6T5__ERS852447_02658
ERR1913147.417985__1.417985	39491__A0A2U2EK03__ERE_28780
ERR1913147.418146__1.418146	239935__A0A2N8I3G2__CXT89_00720
ERR1913147.418263__1.418263	1308__A0A0P6UXR1__T303_02640
ERR1913147.418522__1.418522	2292352__A0A374UMQ2__DXC23_07970
ERR1913147.418752__1.418752	28116__F7L4X5__M089_2857
ERR1913147.418993__1.418993	239935__A0A2N8HT18__CXT93_06135
ERR1913147.419065__1.419065	239935__A0A139TSG7__CXU17_09600
ERR1913147.419100__1.419100	39492__D4JT68__spoIIIE
ERR1913147.419383__1.419383	28118__F9Z857__DER54_07670
ERR1913147.419479__1.419479	820__A0A3E4VXP2__yesR
ERR1913147.419611__1.419611	1628085__A0A2U1AX94__C7386_1283
ERR1913147.419904__1.419904	239935__A0A2N8HQR1__Amuc_0287
ERR1913147.419919__1.419919	820__A0A3E4XM43__DXC91_13960
ERR1913147.419949__1.419949	239935__B2UL21__CXT98_03395
ERR1913147.419862__1.419862	239935__A0A2N8IRL2__CXU06_01170
ERR1913147.420059__1.420059	28117__B0MYW7__ALIPUT_02336
ERR1913147.420103__1.420103	1628085__A0A2U1BEL9__C7386_1032
ERR1913147.420080__1.420080	1150298__A0A174EA00__ERS852406_01720
ERR1913147.420303__1.420303	239935__A0A2N8I9P4__CXT85_05050
ERR1913147.420274__1.420274	28117__B0MXR1__BHV66_08035
ERR1913147.420348__1.420348	1796613__A0A1C7GYD6__A4V03_03700
ERR1913147.420325__1.420325	1262869__R7CKH2__BN625_00829
ERR1913147.420328__1.420328	46503__R6WWH2__DXB85_00365
ERR1913147.420371__1.420371	2292352__A0A374UL63__DXC23_08410
ERR1913147.420479__1.420479	1465754__A0A1H4FGH5__SAMN05444145_11058
ERR1913147.420536__1.420536	239935__A0A2N8HT44__CXT84_11035
ERR1913147.420642__1.420642	239935__A0A2N8IVR0__CXT87_07115
ERR1913147.420692__1.420692	28116__A7LXU0__HMPREF1070_00358
ERR1913147.420739__1.420739	301302__R5VG21__M72_16591
ERR1913147.420762__1.420762	239935__A0A2N8IG27__CXT85_07805
ERR1913147.420782__1.420782	239935__A0A2N8IU45__DEF40_02365
ERR1913147.420800__1.420800	820__A0A3E4W6P0__gmhA
ERR1913147.420887__1.420887	239935__A0A2N8IRH4__CXT92_05605
ERR1913147.420935__1.420935	28116__A0A139LD88__CUY_2408
ERR1913147.420924__1.420924	820__R9I3Q7__HMPREF1072_01668
ERR1913147.421029__1.421029	1263107__GCA_000436995.1_00074
ERR1913147.421127__1.421127	28117__R7JPX7__BHV66_00900
ERR1913147.421207__1.421207	239935__A0A2N8I3G2__CXT89_00720
ERR1913147.421364__1.421364	39496__A5Z6P6__EUBVEN_01379
ERR1913147.421387__1.421387	46503__R6X0P0__DXB61_03855
ERR1913147.421478__1.421478	310298__B3JQJ5__BACCOP_04231
ERR1913147.421506__1.421506	239935__A0A2N8ITW6__CXT91_06265
ERR1913147.421539__1.421539	649756__L1PTR0__ERS852425_01325
ERR1913147.421735__1.421735	28116__F7LC60__AA414_00422
ERR1913147.421791__1.421791	239935__A0A2N8IMD6__CXU03_05585
ERR1913147.421892__1.421892	1150298__R7JRU1__degA_3
ERR1913147.421893__1.421893	46503__A7AFM3__HMPREF1078_00209
ERR1913147.421969__1.421969	1262869__R7CTU1__BN625_00702
ERR1913147.422059__1.422059	28117__B0MTY2__BHV66_06485
ERR1913147.422197__1.422197	556259__I0PXW0__BSGG_5187
ERR1913147.422315__1.422315	239935__A0A2N8HPS5__Amuc_0950
ERR1913147.422439__1.422439	214856__A0A174G9T6__ERS852447_02535
ERR1913147.422678__1.422678	2292352__A0A374USC8__DXC23_03535
ERR1913147.422714__1.422714	46503__R6WZC3__DCY29_09820
ERR1913147.423037__1.423037	818__A0A3E5H5M0__SAMN05216253_12081
ERR1913147.423051__1.423051	2292352__A0A374URH1__DXC23_03540
ERR1913147.423090__1.423090	40518__R5DU28__DXD86_07960
ERR1913147.423147__1.423147	239935__A0A2N8I694__CXU04_06245
ERR1913147.423321__1.423321	1150298__A0A174HXS4__ERS852498_00503
ERR1913147.423398__1.423398	371601__F7LA63__HMPREF1074_04288
ERR1913147.423469__1.423469	239935__A0A2N8HHB6__B5G29_11500
ERR1913147.423572__1.423572	823__A0A174EFT7__luxQ_5
ERR1913147.423581__1.423581	46503__R6Y9P8__evgS_3
ERR1913147.423820__1.423820	39488__R5G6A7__DXD91_05835
ERR1913147.424437__1.424437	410072__A0A173S248__ERS852525_02992
ERR1913147.424508__1.424508	820__A0A139KIL9__DXC68_05945
ERR1913147.424594__1.424594	46503__R6X0L4__DXB61_05325
ERR1913147.424665__1.424665	820__A0A1T4IY71__HMPREF2141_02402
ERR1913147.424750__1.424750	116085__D4J8C4__DW747_09260
ERR1913147.424800__1.424800	2292352__A0A374UJE7__DXC23_11305
ERR1913147.424825__1.424825	853__A0A2J4JL53__CRH10_10795
ERR1913147.424827__1.424827	239935__A0A139TT05__CXU09_03335
ERR1913147.424846__1.424846	556259__I0PXY6__BSGG_5174
ERR1913147.424922__1.424922	823__A0A395YZ10__NCTC11152_02955
ERR1913147.424895__1.424895	853__A0A173YYY4__DWZ04_09420
ERR1913147.424988__1.424988	214856__I3YPI7__pepD_1
ERR1913147.425140__1.425140	46503__K5ZX50__dnaG_1
ERR1913147.425143__1.425143	46503__R6X0L4__DXB61_05325
ERR1913147.425144__1.425144	1150298__A0A174N5I7__ERS852498_01953
ERR1913147.425257__1.425257	28116__I9JM49__NCTC11153_01044
ERR1913147.425311__1.425311	239935__A0A2N8IMC9__CXU09_02095
ERR1913147.425337__1.425337	818__A0A0P0FC49__C799_02008
ERR1913147.425425__1.425425	239935__A0A139TPD4__CXT86_06450
ERR1913147.425571__1.425571	239935__A0A2N8HL50__CXT98_09135
ERR1913147.425590__1.425590	28116__I8YA07__C5Z02_15915
ERR1913147.425766__1.425766	239935__A0A2N8I3G2__CXT89_00720
ERR1913147.425869__1.425869	1262869__R7CV70__BN625_00699
ERR1913147.425952__1.425952	239935__A0A2N8IEP3__CXT84_03735
ERR1913147.426038__1.426038	33039__D4M149__ERS852390_03118
ERR1913147.426264__1.426264	301302__A0A0M6WKN8__M72_27741
ERR1913147.426233__1.426233	823__A0A174WTX5__DD466_11965
ERR1913147.426381__1.426381	46503__R6WNB1__PARMER_00135
ERR1913147.426422__1.426422	301302__R5UNC5__M72_02681
ERR1913147.426440__1.426440	166486__D4KZH8__ERS852572_00419
ERR1913147.426597__1.426597	1660__A0A2I1HZX1__CYJ22_06270
ERR1913147.426724__1.426724	239935__A0A2N8IRW0__A4V05_11620
ERR1913147.426785__1.426785	820__A0A139KHD8__ERS417307_00569
ERR1913147.426839__1.426839	1680__A0A173Y6N7__yhaH
ERR1913147.427183__1.427183	214856__R6XKT4__ERS852559_01719
ERR1913147.427286__1.427286	239935__A0A2N8I6R6__CXU04_04335
ERR1913147.427389__1.427389	40520__A5ZN83__DXC87_06350
ERR1913147.427692__1.427692	172901__A0A2U1BBK2__C8D82_101240
ERR1913147.427665__1.427665	1160721__A0A373U7N8__RBI_I00892
ERR1913147.427766__1.427766	823__A0A355XIK0__CEQ22_011965
ERR1913147.427745__1.427745	239935__A0A2N8HB50__CXU17_02615
ERR1913147.427799__1.427799	239935__A0A139TPD4__CXT86_06450
ERR1913147.427922__1.427922	186479__GCA_001399705.1_07683
ERR1913147.427864__1.427864	239935__A0A2N8HT44__CXT84_11035
ERR1913147.427989__1.427989	28117__B0MUX4__ALIPUT_00911
ERR1913147.428000__1.428000	46503__R6Y9P8__evgS_3
ERR1913147.428051__1.428051	1535__A7VRF9__CLOLEP_01142
ERR1913147.428276__1.428276	214856__A0A174CRY5__ERS852559_01060
ERR1913147.428338__1.428338	28117__B0MU57__ALIPUT_00175
ERR1913147.428399__1.428399	239935__A0A2N8IU14__ADH72_05655
ERR1913147.428554__1.428554	33039__A0A174ZC42__ppaC
ERR1913147.428557__1.428557	214856__A0A174Z9Y8__ERS852559_00247
ERR1913147.428561__1.428561	28116__A0A3D2LPA1__CUY_3388
ERR1913147.428577__1.428577	1150298__A0A174QZ74__ERS852406_01102
ERR1913147.428817__1.428817	1150298__A0A174R4D7__tmpC_2
ERR1913147.428954__1.428954	387661__R5DN38__HMPREF1077_03356
ERR1913147.428919__1.428919	239935__A0A2N8ILG3__CXT93_10135
ERR1913147.429057__1.429057	46503__R6WWC9__PARMER_03215
ERR1913147.429568__1.429568	1150298__A0A174M5F7__ERS852535_00457
ERR1913147.429631__1.429631	1150298__A0A173ZI89__ERS852498_03535
ERR1913147.429800__1.429800	649756__L1PU84__ERS852571_01295
ERR1913147.429969__1.429969	40520__R7D7V1__DXC87_12020
ERR1913147.430073__1.430073	216816__C2GTV6__AS143_01355
ERR1913147.430144__1.430144	1150298__R7JUS7__ytlR
ERR1913147.430258__1.430258	239935__A0A2N8ITW6__CXT91_06265
ERR1913147.430317__1.430317	239935__A0A139TPG3__CXT86_08810
ERR1913147.430386__1.430386	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.430399__1.430399	40520__R7D6C0__RUMOBE_01488
ERR1913147.430455__1.430455	28117__R7JJM9__ALIPUT_00662
ERR1913147.430534__1.430534	28117__B0MWC6__BHV66_00965
ERR1913147.430764__1.430764	239935__A0A2N8J2P6__ADH72_06730
ERR1913147.431336__1.431336	39485__C4Z6U7__EUBELI_20545
ERR1913147.431292__1.431292	39492__D4JRV7__EUBSIR_01513
ERR1913147.431302__1.431302	239935__A0A2N8IUK0__CXU01_07370
ERR1913147.431603__1.431603	487175__D9Y409__HMPREF9439_02197
ERR1913147.431576__1.431576	1150298__A0A174BE63__ERS852406_01048
ERR1913147.431676__1.431676	239935__A0A139TQT9__Amuc_1197
ERR1913147.431649__1.431649	239935__A0A2N8ILG3__CXT93_10135
ERR1913147.431886__1.431886	556259__I0PXW0__BSGG_5187
ERR1913147.431963__1.431963	239935__A0A2N8IEP3__CXT84_03735
ERR1913147.431985__1.431985	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913147.432034__1.432034	39485__R5ZVC3__ERS852490_00250
ERR1913147.432046__1.432046	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.432293__1.432293	1150298__A0A174FT27__ERS852535_01803
ERR1913147.432380__1.432380	556259__I0PYL9__BSGG_5205
ERR1913147.432473__1.432473	371601__I9UUB0__SAMN04487924_11836
ERR1913147.432694__1.432694	46503__R6WY21__DXB85_01605
ERR1913147.432831__1.432831	239935__A0A2N8IKW7__pstA
ERR1913147.433138__1.433138	40520__A0A174I8K5__ERS852394_02169
ERR1913147.433219__1.433219	1263107__GCA_000436995.1_00090
ERR1913147.433267__1.433267	820__A0A139KH21__DXC80_01780
ERR1913147.433271__1.433271	239935__A0A2N8INK7__Amuc_0521
ERR1913147.433443__1.433443	40520__A5ZN83__DXC87_06350
ERR1913147.433478__1.433478	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.433512__1.433512	2292352__A0A374UQE7__DXC23_04185
ERR1913147.433559__1.433559	239935__A0A2N8HX65__CXU17_02540
ERR1913147.433645__1.433645	239935__A0A2N8IUW6__Amuc_1525
ERR1913147.433863__1.433863	46503__K6A7H7__DCY29_03460
ERR1913147.433947__1.433947	28052__R7NCE0__ERS852499_00449
ERR1913147.434166__1.434166	39485__A0A174ZTY8__ycfH
ERR1913147.434220__1.434220	239935__A0A2N8ITX2__CXT86_11265
ERR1913147.434239__1.434239	46503__R6X607__HMPREF1060_03545
ERR1913147.434399__1.434399	1263107__GCA_000436995.1_00140
ERR1913147.434535__1.434535	239935__A0A139TQT9__Amuc_1197
ERR1913147.434826__1.434826	1680__A0A0B5BIU5__BSTER_0145
ERR1913147.435164__1.435164	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913147.435175__1.435175	239935__A0A2N8IZ16__CXT84_05850
ERR1913147.435280__1.435280	214856__A0A175A1E9__ERS852559_02611
ERR1913147.435336__1.435336	239935__A0A2N8ITX2__CXT86_11265
ERR1913147.435615__1.435615	1262948__R7E9J4__BN671_00152
