ERR1913041.2__1.2	28116__F7LBW8__C5Z02_16055
ERR1913041.1104136__1.1104136	204516__U6R9V8__HMPREF1534_03108
ERR1913041.1104157__1.1104157	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1104262__1.1104262	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1104308__1.1104308	204516__U6R989__HMPREF1534_03109
ERR1913041.1104326__1.1104326	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1104460__1.1104460	165179__A0A3E4SID1__DXB80_01945
ERR1913041.1104526__1.1104526	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1104567__1.1104567	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1104595__1.1104595	39492__D4MMN2__EUBSIR_00964
ERR1913041.1104614__1.1104614	1262913__R7JGU5__BN646_02158
ERR1913041.1104662__1.1104662	1501392__A0A0B2JMX9__PU94_06110
ERR1913041.1104841__1.1104841	487173__H1CYR3__HMPREF9453_00501
ERR1913041.1104870__1.1104870	165179__D1PHD6__DXC61_03380
ERR1913041.1104898__1.1104898	39488__A0A174JE42__ERS852450_02774
ERR1913041.1104931__1.1104931	39485__A0A174ZA72__glgB_1
ERR1913041.1104975__1.1104975	39485__A0A174ZPJ9__tig_2
ERR1913041.1105057__1.1105057	40518__R5DZ16__DXD86_01455
ERR1913041.1105209__1.1105209	39491__A0A395ZHV7__ykvU
ERR1913041.1105220__1.1105220	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.1105305__1.1105305	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1105317__1.1105317	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1105371__1.1105371	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1105388__1.1105388	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1105389__1.1105389	165179__A0A174UTZ7__DXC61_06705
ERR1913041.1105390__1.1105390	165179__A0A174IPI3__CFT61_10940
ERR1913041.1105469__1.1105469	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1105476__1.1105476	310298__B3JNH4__BACCOP_03487
ERR1913041.1105487__1.1105487	820__A0A1Q6IDS8__chtA
ERR1913041.1105612__1.1105612	143393__X8K5C8__HMPREF9092_0293
ERR1913041.1105576__1.1105576	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1105584__1.1105584	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1105722__1.1105722	40518__R5DTG5__RBATCC27255_00890
ERR1913041.1105881__1.1105881	39483__D4JEJ6__HMPREF0367_00468
ERR1913041.1106053__1.1106053	39485__A0A174ZPJ9__tig_2
ERR1913041.1106089__1.1106089	821__D4VC51__M099_1508
ERR1913041.1106163__1.1106163	820__A0A3E4VXP2__yesR
ERR1913041.1106197__1.1106197	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1106250__1.1106250	1263107__GCA_000436995.1_00242
ERR1913041.1106570__1.1106570	2293125__A0A374CIC9__DW917_02045
ERR1913041.1106574__1.1106574	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1106584__1.1106584	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1106659__1.1106659	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1106861__1.1106861	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1106823__1.1106823	39485__C4Z1J7__ERS852490_01574
ERR1913041.1107093__1.1107093	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1107134__1.1107134	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1107157__1.1107157	33039__D4M6I1__nadB_2
ERR1913041.1107262__1.1107262	487173__H1D0X3__HMPREF9453_01261
ERR1913041.1107436__1.1107436	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1107460__1.1107460	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1107548__1.1107548	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1107531__1.1107531	39485__A0A174ZNZ2__ERS852492_02345
ERR1913041.1107574__1.1107574	487173__H1D020__HMPREF9453_00958
ERR1913041.1107618__1.1107618	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1107682__1.1107682	310298__B3JH76__BACCOP_01230
ERR1913041.1107683__1.1107683	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1107728__1.1107728	216816__A0A133LD41__NL89_06245
ERR1913041.1107762__1.1107762	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1107835__1.1107835	28118__R6F6B2__B5F99_03180
ERR1913041.1107896__1.1107896	39485__C4Z685__EUBELI_20332
ERR1913041.1108173__1.1108173	418240__A0A174MZV1__ERS852523_01489
ERR1913041.1108296__1.1108296	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1108267__1.1108267	853__C7H1R8__DW905_06675
ERR1913041.1108386__1.1108386	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1108451__1.1108451	39485__C4Z028__ERS852492_00100
ERR1913041.1108474__1.1108474	820__A7V8C2__ERS852554_01338
ERR1913041.1108534__1.1108534	1262911__R6GYL3__BN557_00607
ERR1913041.1108583__1.1108583	246796__GCA_002003685.1_02868
ERR1913041.1108595__1.1108595	1262924__R7HLJ5__BN585_01491
ERR1913041.1108760__1.1108760	165179__A0A3E5A554__DXB80_13805
ERR1913041.1108778__1.1108778	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1108864__1.1108864	1160721__W0U2W0__BHW50_02075
ERR1913041.1108886__1.1108886	1262924__R7HQD9__BN585_00129
ERR1913041.1108942__1.1108942	28117__B0N007__BHV66_10275
ERR1913041.1108947__1.1108947	820__E5VEH7__ERS852459_01300
ERR1913041.1109226__1.1109226	165179__D1PGU8__PREVCOP_06463
ERR1913041.1109393__1.1109393	820__A7V470__HMPREF1072_02076
ERR1913041.1109565__1.1109565	820__A0A174M9V5__M093_0237
ERR1913041.1109654__1.1109654	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1109798__1.1109798	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1109781__1.1109781	39485__A0A174ZLH6__EUBELI_01564
ERR1913041.1109814__1.1109814	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1109852__1.1109852	40518__R5DTW7__phoU
ERR1913041.1109902__1.1109902	1262924__R7HPZ6__BN585_00681
ERR1913041.1110045__1.1110045	1262924__R7HQK6__BN585_00186
ERR1913041.1110113__1.1110113	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1110161__1.1110161	820__A0A174QLF0__SAMN05444418_109151
ERR1913041.1110180__1.1110180	310298__B3JPR1__BACCOP_03861
ERR1913041.1110290__1.1110290	820__A0A139KG60__M094_2679
ERR1913041.1110298__1.1110298	216816__D6DC09__BLIC_a02334
ERR1913041.1110347__1.1110347	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.1110403__1.1110403	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1110422__1.1110422	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1110474__1.1110474	1262743__R5C054__BN727_01980
ERR1913041.1110490__1.1110490	204516__U6RJY4__HMPREF1534_01494
ERR1913041.1110506__1.1110506	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1110693__1.1110693	1262924__R7HU74__BN585_00690
ERR1913041.1110671__1.1110671	165179__A0A3E5E189__PREVCOP_06699
ERR1913041.1110840__1.1110840	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1110851__1.1110851	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1110896__1.1110896	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1110898__1.1110898	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.1111026__1.1111026	410072__C0B8G3__DXD67_01535
ERR1913041.1111031__1.1111031	165179__A0A3E4SB95__DXC61_13455
ERR1913041.1111134__1.1111134	39488__A0A374NVK2__DXD91_03585
ERR1913041.1111205__1.1111205	39491__C4Z872__LD38_07250
ERR1913041.1111375__1.1111375	165179__A0A174UTZ7__DXC61_06705
ERR1913041.1111417__1.1111417	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1111462__1.1111462	204516__U6R9L2__HMPREF1534_03110
ERR1913041.1111524__1.1111524	458033__GCA_001482755.1_02203
ERR1913041.1111711__1.1111711	487173__H1D1M0__HMPREF9453_01508
ERR1913041.1111786__1.1111786	820__R9I324__HMPREF2141_02414
ERR1913041.1112100__1.1112100	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1112133__1.1112133	1262924__R7HLK0__BN585_01496
ERR1913041.1112119__1.1112119	310298__B3JJX9__BACCOP_02203
ERR1913041.1112314__1.1112314	410072__A0A174DEZ0__COPCOM_01936
ERR1913041.1112349__1.1112349	165179__A0A3E5E4T9__DXB80_08030
ERR1913041.1112383__1.1112383	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913041.1112420__1.1112420	371601__I9US45__BXY_27540
ERR1913041.1112528__1.1112528	39485__C4Z0B2__EUBELI_01024
ERR1913041.1112563__1.1112563	165179__A0A3E5AFJ9__CFT61_15180
ERR1913041.1112581__1.1112581	820__A0A3E4RUC4__DHU98_02635
ERR1913041.1112712__1.1112712	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1112756__1.1112756	39491__A0A396FJJ9__DXB76_11995
ERR1913041.1112767__1.1112767	204516__U6RR96__HMPREF1534_00277
ERR1913041.1112732__1.1112732	1262911__R6GKS1__BN557_00184
ERR1913041.1112920__1.1112920	820__A0A1T4IYF4__mprA_1
ERR1913041.1112941__1.1112941	1150298__A0A174KW35__cbbX
ERR1913041.1113006__1.1113006	39485__C4Z6K2__ERS852490_00407
ERR1913041.1113212__1.1113212	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1113236__1.1113236	1263107__GCA_000436995.1_00183
ERR1913041.1113300__1.1113300	853__C7H1R8__DW905_06675
ERR1913041.1113324__1.1113324	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1113360__1.1113360	39485__C4Z069__EUBELI_00981
ERR1913041.1113593__1.1113593	165179__A0A229I6N7__DXC61_06720
ERR1913041.1113704__1.1113704	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1113770__1.1113770	28117__B0MU57__ALIPUT_00175
ERR1913041.1113945__1.1113945	310298__B3JGL4__BACCOP_01016
ERR1913041.1113966__1.1113966	487173__H1D020__HMPREF9453_00958
ERR1913041.1114098__1.1114098	310298__B3JN71__BACCOP_03383
ERR1913041.1114114__1.1114114	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1114140__1.1114140	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1114274__1.1114274	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913041.1114428__1.1114428	1150298__A0A174SLE6__mlc_1
ERR1913041.1114405__1.1114405	204516__U6RNF5__HMPREF1534_00381
ERR1913041.1114686__1.1114686	39485__A0A174ZAI7__outO
ERR1913041.1114699__1.1114699	39485__A0A174YMC1__recN
ERR1913041.1114908__1.1114908	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1115145__1.1115145	84024__A0A174IFB1__ERS852384_03564
ERR1913041.1115291__1.1115291	165179__A0A229I443__DXB80_10950
ERR1913041.1115334__1.1115334	33039__A0A174Z5I4__ERS852424_00154
ERR1913041.1115351__1.1115351	821__A0A3E4KIM1__M097_3660
ERR1913041.1115376__1.1115376	165179__D1PCL6__DXB80_13435
ERR1913041.1115456__1.1115456	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1115501__1.1115501	1262924__R7HLJ5__BN585_01491
ERR1913041.1115529__1.1115529	310298__B3JLC6__BACCOP_02712
ERR1913041.1115567__1.1115567	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.1115719__1.1115719	1262743__R5C054__BN727_01980
ERR1913041.1115731__1.1115731	39491__A0A395ZHW9__DXC13_02590
ERR1913041.1115986__1.1115986	384639__GCA_003096855.1_00973
ERR1913041.1115936__1.1115936	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1116003__1.1116003	1308__G6ERN5__A9497_05625
ERR1913041.1116029__1.1116029	310297__B5D370__DXC17_06570
ERR1913041.1116031__1.1116031	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1116175__1.1116175	820__A7VAR9__ERS852421_00197
ERR1913041.1116200__1.1116200	204516__U6RAM4__HMPREF1534_03439
ERR1913041.1116225__1.1116225	33039__D4M6E9__ERS852390_02866
ERR1913041.1116307__1.1116307	1965632__A0A1Y4A853__B5F91_11650
ERR1913041.1116340__1.1116340	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1116373__1.1116373	165179__A0A3E5ED28__PREVCOP_06655
ERR1913041.1116403__1.1116403	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1116418__1.1116418	204516__U6RFU0__HMPREF1534_02545
ERR1913041.1116391__1.1116391	1262913__R7JJ84__BN646_02214
ERR1913041.1116622__1.1116622	853__A0A173TAZ8__DWZ46_14590
ERR1913041.1116654__1.1116654	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1116712__1.1116712	204516__U6RFY9__HMPREF1534_02069
ERR1913041.1116871__1.1116871	39491__A0A395UYM9__DXC13_07980
ERR1913041.1116951__1.1116951	853__D4JY61__C4N21_10560
ERR1913041.1116971__1.1116971	821__A0A0P0LFP6__C5Z04_13890
ERR1913041.1116981__1.1116981	39485__A0A174YQX9__ERS852490_00864
ERR1913041.1117052__1.1117052	310298__B3JFK5__BACCOP_00655
ERR1913041.1117068__1.1117068	310298__B3JJ24__BACCOP_01886
ERR1913041.1117100__1.1117100	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1117128__1.1117128	853__A0A173XRA8__CGS56_09290
ERR1913041.1117162__1.1117162	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1117170__1.1117170	39485__A0A174YWE7__EUBELI_00979
ERR1913041.1117185__1.1117185	310298__B3JFK6__BACCOP_00656
ERR1913041.1117200__1.1117200	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1117211__1.1117211	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1117376__1.1117376	820__A0A174I980__gldH
ERR1913041.1117382__1.1117382	1262924__R7HRF6__BN585_01735
ERR1913041.1117645__1.1117645	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913041.1117688__1.1117688	39491__A0A396FUZ3__phoR_1
ERR1913041.1117971__1.1117971	88431__A0A3D0F1J0__ERS852526_00938
ERR1913041.1118028__1.1118028	165179__A0A3E5E8M8__DXB80_11580
ERR1913041.1118101__1.1118101	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1118145__1.1118145	820__A0A139JRS5__HMPREF1073_04025
ERR1913041.1118216__1.1118216	261299__R5XR35__CLOBAR_02111
ERR1913041.1118260__1.1118260	165179__D1PGU8__PREVCOP_06463
ERR1913041.1118371__1.1118371	39491__A0A395ZF49__DXB69_05290
ERR1913041.1118505__1.1118505	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1118525__1.1118525	39491__A0A395V1Y4__DXB99_08035
ERR1913041.1118572__1.1118572	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1118604__1.1118604	301301__A0A395VA45__RHOM_02615
ERR1913041.1118684__1.1118684	1897011__A0A1Q6RFB9__BHW41_03520
ERR1913041.1118722__1.1118722	820__R7E9Z4__DXC68_06065
ERR1913041.1118750__1.1118750	328814__GCA_004558275.1_00073
ERR1913041.1118959__1.1118959	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1118929__1.1118929	10742__GeneID:1262491
ERR1913041.1118994__1.1118994	1628085__A0A2U1BCH3__C7386_10746
ERR1913041.1119026__1.1119026	165179__A0A174IPI3__CFT61_10940
ERR1913041.1119080__1.1119080	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1119255__1.1119255	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1119348__1.1119348	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1119429__1.1119429	28117__B0MU57__ALIPUT_00175
ERR1913041.1119466__1.1119466	39491__A0A395ZGU6__ERS852417_01456
ERR1913041.1119479__1.1119479	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1119526__1.1119526	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1119577__1.1119577	28117__B0MT86__BHV66_02450
ERR1913041.1119548__1.1119548	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1119817__1.1119817	165179__A0A174SA26__PREVCOP_05758
ERR1913041.1119883__1.1119883	74426__rpoC
ERR1913041.1119912__1.1119912	821__A0A0P0M3U7__DXB90_14325
ERR1913041.1119952__1.1119952	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1120090__1.1120090	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1120187__1.1120187	821__D4V4X2__DXC16_18525
ERR1913041.1120303__1.1120303	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1120304__1.1120304	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1120435__1.1120435	165179__D1PHC0__PREVCOP_06640
ERR1913041.1120440__1.1120440	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1120441__1.1120441	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1120452__1.1120452	39491__C4ZAT2__ERE_28440
ERR1913041.1120399__1.1120399	204516__U6RDX3__HMPREF1534_02093
ERR1913041.1120465__1.1120465	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1120504__1.1120504	1262913__R7JJ84__BN646_02214
ERR1913041.1120485__1.1120485	1299998__GCA_001494635.1_00422
ERR1913041.1120488__1.1120488	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913041.1120565__1.1120565	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1120776__1.1120776	40518__R5E4E8__phoR_4
ERR1913041.1120860__1.1120860	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1121026__1.1121026	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1121077__1.1121077	165179__D1PER3__DXB80_11525
ERR1913041.1121088__1.1121088	853__A0A174CVG7__CGS58_09335
ERR1913041.1121179__1.1121179	47678__R5U6J0__ERS852558_00310
ERR1913041.1121199__1.1121199	487173__H1CYR3__HMPREF9453_00501
ERR1913041.1121311__1.1121311	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1121340__1.1121340	165179__A0A3E5DN34__DXC61_07865
ERR1913041.1121416__1.1121416	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1121397__1.1121397	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1121520__1.1121520	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1121616__1.1121616	1262911__R6GZX7__BN557_00838
ERR1913041.1121621__1.1121621	310298__B3JFK6__BACCOP_00656
ERR1913041.1121696__1.1121696	39491__A0A395UVM9__DXB76_04540
ERR1913041.1121740__1.1121740	39488__A0A174ALY3__ERS852450_00805
ERR1913041.1121812__1.1121812	820__A0A173WUD7__DXB48_08055
ERR1913041.1121814__1.1121814	820__A0A139K1Y6__DXB48_02610
ERR1913041.1121989__1.1121989	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913041.1121996__1.1121996	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.1122018__1.1122018	1965632__A0A1Y4A853__B5F91_11650
ERR1913041.1122120__1.1122120	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1122181__1.1122181	39485__C4Z434__tilS
ERR1913041.1122187__1.1122187	28116__A0A1Y4Q112__evgS_13
ERR1913041.1122220__1.1122220	310298__B3JQ37__BACCOP_04069
ERR1913041.1122254__1.1122254	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1122431__1.1122431	204516__U6R7Y8__HMPREF1534_03942
ERR1913041.1122522__1.1122522	310298__B3JH76__BACCOP_01230
ERR1913041.1122602__1.1122602	821__E5UY21__C800_02204
ERR1913041.1122679__1.1122679	39491__C4ZCH3__EUR_17560
ERR1913041.1122754__1.1122754	853__A0A2A7B9I6__DW855_13690
ERR1913041.1122782__1.1122782	310298__B3JFK6__BACCOP_00656
ERR1913041.1122971__1.1122971	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1122989__1.1122989	39491__A0A395ZIT8__EUR_13460
ERR1913041.1123044__1.1123044	371601__D6D4G5__DXD80_16235
ERR1913041.1123077__1.1123077	165179__A0A229I7F5__DXB80_02650
ERR1913041.1123179__1.1123179	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1123182__1.1123182	39485__A0A174Z2K9__ERS852490_02052
ERR1913041.1123289__1.1123289	310298__B3JFS5__BACCOP_00726
ERR1913041.1123404__1.1123404	39485__A0A174ZBJ8__speA_2
ERR1913041.1123439__1.1123439	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1123589__1.1123589	310298__B3JQD7__BACCOP_04095
ERR1913041.1123637__1.1123637	165179__A0A3E5EA43__DXC61_07775
ERR1913041.1123641__1.1123641	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1123666__1.1123666	165179__A0A229I7F5__DXB80_02650
ERR1913041.1123682__1.1123682	40518__R5DVL2__penA
ERR1913041.1123717__1.1123717	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1123721__1.1123721	165179__D1PGU8__PREVCOP_06463
ERR1913041.1123739__1.1123739	1263107__GCA_000436995.1_00137
ERR1913041.1123765__1.1123765	165179__D1PHD6__DXC61_03380
ERR1913041.1123796__1.1123796	28116__A0A1G6G396__DXD69_22115
ERR1913041.1123821__1.1123821	28117__B0MSQ3__ALIPUT_00347
ERR1913041.1123859__1.1123859	410072__C0B733__ERS852525_00482
ERR1913041.1123878__1.1123878	216816__A0A374SVM3__BLSL_0492
ERR1913041.1123879__1.1123879	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1123936__1.1123936	820__A0A3E4WCX3__C801_02709
ERR1913041.1123958__1.1123958	28117__B0MTV3__BHV66_06405
ERR1913041.1124039__1.1124039	39491__A0A396FI89__DXD95_01300
ERR1913041.1124218__1.1124218	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1124301__1.1124301	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1124428__1.1124428	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1124530__1.1124530	1262743__R5C054__BN727_01980
ERR1913041.1124677__1.1124677	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1124765__1.1124765	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.1124770__1.1124770	1262992__R5CXL4__BN795_01001
ERR1913041.1124807__1.1124807	39491__A0A2U2EED4__ERS852580_01584
ERR1913041.1124820__1.1124820	39488__A0A173UR01__ERS852450_02793
ERR1913041.1124827__1.1124827	487174__K0X3A6__HMPREF9448_02725
ERR1913041.1124865__1.1124865	1262924__R7HTA4__BN585_00391
ERR1913041.1124838__1.1124838	310298__B3JH67__BACCOP_01223
ERR1913041.1124848__1.1124848	39491__A0A173U130__ERE_16110
ERR1913041.1124972__1.1124972	1735__B7CDP2__carA
ERR1913041.1124984__1.1124984	39496__A5Z5I2__EUBVEN_00963
ERR1913041.1125057__1.1125057	39485__C4Z434__tilS
ERR1913041.1125064__1.1125064	28116__A0A0J9IIV5__M089_5519
ERR1913041.1125101__1.1125101	33038__A0A2N5PB54__CDL25_13710
ERR1913041.1125136__1.1125136	39485__C4Z5L9__ERS852490_00668
ERR1913041.1125293__1.1125293	165179__A0A174UTZ7__DXC61_06705
ERR1913041.1125378__1.1125378	1262992__R5CXK6__BN795_00999
ERR1913041.1125458__1.1125458	28117__R7JR95__ALIPUT_01367
ERR1913041.1125518__1.1125518	165179__A0A3E5DR10__DXC61_03505
ERR1913041.1125525__1.1125525	1262924__R7HPU8__BN585_00010
ERR1913041.1125530__1.1125530	1262924__R7HU74__BN585_00690
ERR1913041.1125554__1.1125554	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1125567__1.1125567	2293125__A0A374BMF4__DW917_15260
ERR1913041.1125651__1.1125651	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1125679__1.1125679	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.1125688__1.1125688	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1125698__1.1125698	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1125814__1.1125814	1262911__R6GUQ4__BN557_01581
ERR1913041.1125958__1.1125958	301301__A0A395VBJ2__ERS852391_02160
ERR1913041.1125973__1.1125973	28117__B0MVL2__BHV66_01645
ERR1913041.1126029__1.1126029	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1126258__1.1126258	853__A0A329UEG4__CHR60_00585
ERR1913041.1126376__1.1126376	1150298__R7JU23__ERS852498_02342
ERR1913041.1126392__1.1126392	39491__A0A173SH34__EUR_24920
ERR1913041.1126395__1.1126395	1262913__R7J556__BN646_00655
ERR1913041.1126443__1.1126443	28117__B0MY82__BHV66_04755
ERR1913041.1126547__1.1126547	487175__A0A3D3SJG1__HMPREF9439_01263
ERR1913041.1126563__1.1126563	310298__B3JQL6__BACCOP_04252
ERR1913041.1126670__1.1126670	39485__A0A174Z1A6__EUBELI_00220
ERR1913041.1126672__1.1126672	39491__A0A174K9A3__DXB69_07785
ERR1913041.1126701__1.1126701	556259__E5C690__BSGG_1431
ERR1913041.1126715__1.1126715	2293125__A0A374BLR6__DW917_15555
ERR1913041.1126781__1.1126781	165179__A0A3E4SB95__DXC61_13455
ERR1913041.1126983__1.1126983	2293125__A0A374BLR6__DW917_15555
ERR1913041.1127033__1.1127033	154288__A0A0X8G2R4__ERS852561_01260
ERR1913041.1127124__1.1127124	1680__A0A173Y6N7__yhaH
ERR1913041.1127159__1.1127159	310298__B3JM32__BACCOP_00571
ERR1913041.1127195__1.1127195	853__A0A173YYY4__DWZ04_09420
ERR1913041.1127252__1.1127252	28116__A7LYG5__M089_5828
ERR1913041.1127262__1.1127262	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1127302__1.1127302	165179__A0A3E5EA43__DXC61_07775
ERR1913041.1127372__1.1127372	410072__A0A174K1W4__apxIB
ERR1913041.1127417__1.1127417	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1127469__1.1127469	39485__C4Z2J8__ERS852490_02044
ERR1913041.1127471__1.1127471	165179__A0A3E5AER8__DXB80_07075
ERR1913041.1127567__1.1127567	28117__B0MSS1__ALIPUT_00273
ERR1913041.1127600__1.1127600	39491__A0A2U2EK03__ERE_28780
ERR1913041.1127668__1.1127668	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1127733__1.1127733	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1127738__1.1127738	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1127741__1.1127741	853__A0A3E2V168__FAEPRAM212_00929
ERR1913041.1127822__1.1127822	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1127855__1.1127855	374840__GeneID:2546403
ERR1913041.1127910__1.1127910	853__A8S882__C4N23_07600
ERR1913041.1128134__1.1128134	40518__R5DP21__RBATCC27255_00348
ERR1913041.1128175__1.1128175	28117__B0MT86__BHV66_02450
ERR1913041.1128180__1.1128180	371601__A0A1Y4VNI9__CW1_3373
ERR1913041.1128218__1.1128218	820__A0A174B4N2__M093_2531
ERR1913041.1128235__1.1128235	39485__A0A174Z9M2__yhbU_1
ERR1913041.1128236__1.1128236	39491__A0A395V0H6__ERS852580_02570
ERR1913041.1128265__1.1128265	39485__A0A1Q6PH92__cbbX
ERR1913041.1128276__1.1128276	165179__D1PER3__DXB80_11525
ERR1913041.1128520__1.1128520	487173__H1D2K8__HMPREF9453_01846
ERR1913041.1128542__1.1128542	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1128606__1.1128606	40518__R5DZ88__DXD93_06320
ERR1913041.1128618__1.1128618	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.1128682__1.1128682	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1128726__1.1128726	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1128729__1.1128729	69974__A0A090FEL8__MPL3365_630008
