ERR1913041.2__1.2	28116__F7LBW8__C5Z02_16055
ERR1913041.1006965__1.1006965	310298__B3JNG7__BACCOP_03480
ERR1913041.1006981__1.1006981	165179__D1PGU8__PREVCOP_06463
ERR1913041.1007072__1.1007072	371601__F7M533__ERS852396_01023
ERR1913041.1007079__1.1007079	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1007111__1.1007111	853__A0A174AML0__FPR_08640
ERR1913041.1007132__1.1007132	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1007213__1.1007213	310298__B3JKM0__BACCOP_02451
ERR1913041.1007237__1.1007237	40520__A0A174QAE1__DXB81_16880
ERR1913041.1007353__1.1007353	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1007511__1.1007511	39491__A0A173QT73__alaS_2
ERR1913041.1007565__1.1007565	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1007614__1.1007614	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1007674__1.1007674	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1007796__1.1007796	853__A0A173T8T3__DW882_06555
ERR1913041.1007803__1.1007803	1262924__R7HM17__BN585_01318
ERR1913041.1007851__1.1007851	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1007984__1.1007984	39491__D6E555__DXB99_06765
ERR1913041.1008198__1.1008198	1262913__R7JCI2__BN646_01688
ERR1913041.1008302__1.1008302	40518__R5DX93__DXD93_03055
ERR1913041.1008372__1.1008372	39485__A0A174ZBK4__ERS852490_01585
ERR1913041.1008403__1.1008403	310298__B3JK99__BACCOP_02328
ERR1913041.1008497__1.1008497	39491__A0A396FSR4__ERS852580_02287
ERR1913041.1008546__1.1008546	39491__A0A395ZKJ0__DXD13_11010
ERR1913041.1008582__1.1008582	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1008589__1.1008589	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913041.1008635__1.1008635	40518__R5DQW8__sipW_2
ERR1913041.1008672__1.1008672	28117__R7JIY2__BHV66_06465
ERR1913041.1008893__1.1008893	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1008900__1.1008900	1262913__R7J7E0__BN646_00943
ERR1913041.1008930__1.1008930	310298__B3JJ24__BACCOP_01886
ERR1913041.1009021__1.1009021	1262929__R6EYU3__BN691_00676
ERR1913041.1009125__1.1009125	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.1009147__1.1009147	853__A0A3E2V168__FAEPRAM212_00929
ERR1913041.1009165__1.1009165	357276__I8W0U0__BACDOR_02820
ERR1913041.1009191__1.1009191	1262924__R7HRE7__BN585_00055
ERR1913041.1009199__1.1009199	39488__A0A174DBY3__DXD91_08835
ERR1913041.1009353__1.1009353	649756__B0P3X1__DCR88_11540
ERR1913041.1009377__1.1009377	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1009394__1.1009394	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.1009433__1.1009433	40520__A0A3E5ENP4__DXD81_04390
ERR1913041.1009446__1.1009446	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.1009471__1.1009471	88431__A0A3D0EYV0__DXB16_09650
ERR1913041.1009487__1.1009487	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1009624__1.1009624	39485__C4Z1Y6__EUBELI_00140
ERR1913041.1009669__1.1009669	410072__C0B8H9__ERS852481_01810
ERR1913041.1009713__1.1009713	39491__C4Z9K0__DXD95_07445
ERR1913041.1009868__1.1009868	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1009903__1.1009903	371601__D6CXF8__DXD80_06045
ERR1913041.1009907__1.1009907	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1009931__1.1009931	39491__C4ZCH3__EUR_17560
ERR1913041.1009973__1.1009973	40518__R5DMZ0__DXD83_05610
ERR1913041.1010128__1.1010128	165179__A0A3E4SB95__DXC61_13455
ERR1913041.1010130__1.1010130	301301__A0A395V6Z6__ERS852391_00966
ERR1913041.1010203__1.1010203	310298__B3JH75__BACCOP_01229
ERR1913041.1010217__1.1010217	28117__R7JJM9__ALIPUT_00662
ERR1913041.1010343__1.1010343	40520__A5ZTX9__DXD81_17900
ERR1913041.1010377__1.1010377	116085__D4J5G5__DW747_05425
ERR1913041.1010528__1.1010528	1160721__W0U3Z9__RBI_I00543
ERR1913041.1010570__1.1010570	310298__B3JK49__BACCOP_02273
ERR1913041.1010584__1.1010584	39485__R5ZSH7__EUBELI_00953
ERR1913041.1010676__1.1010676	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1010730__1.1010730	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1010732__1.1010732	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1010736__1.1010736	853__A0A2A7B9I6__DW855_13690
ERR1913041.1010850__1.1010850	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1010906__1.1010906	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1011023__1.1011023	410072__A0A174J5N8__sbcC
ERR1913041.1011068__1.1011068	40518__R5E4X5__RB5AMG_01438
ERR1913041.1011078__1.1011078	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1011104__1.1011104	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1011183__1.1011183	310298__B3JH76__BACCOP_01230
ERR1913041.1011435__1.1011435	310298__B3JJ24__BACCOP_01886
ERR1913041.1011560__1.1011560	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1011630__1.1011630	28116__E5CEE4__SAMN05444282_12363
ERR1913041.1011652__1.1011652	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1011680__1.1011680	1262924__R7HKZ9__BN585_01304
ERR1913041.1011826__1.1011826	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1011926__1.1011926	1262924__R7HRJ9__BN585_00557
ERR1913041.1011958__1.1011958	165179__A0A229I6N7__DXC61_06720
ERR1913041.1012017__1.1012017	28117__R7JQW0__ALIPUT_01453
ERR1913041.1012031__1.1012031	28117__B0MXQ6__ALIPUT_01917
ERR1913041.1012075__1.1012075	1262924__R7HRW7__BN585_01894
ERR1913041.1012063__1.1012063	818__A0A0P0EV21__NCTC13706_01181
ERR1913041.1012072__1.1012072	28118__F9ZBV2__NCTC10826_00352
ERR1913041.1012146__1.1012146	310298__B3JGJ2__BACCOP_00994
ERR1913041.1012250__1.1012250	40518__R5DU92__DXD93_03170
ERR1913041.1012272__1.1012272	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1012303__1.1012303	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1012311__1.1012311	165179__D1PGU8__PREVCOP_06463
ERR1913041.1012312__1.1012312	39488__A0A174IFL3__DXD91_00270
ERR1913041.1012329__1.1012329	204516__U6RR96__HMPREF1534_00277
ERR1913041.1012481__1.1012481	204516__U6RF32__HMPREF1534_02070
ERR1913041.1012514__1.1012514	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1012529__1.1012529	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913041.1012570__1.1012570	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913041.1012577__1.1012577	47678__A5ZI88__BACCAC_02617
ERR1913041.1012755__1.1012755	357276__U6R8F9__DXD47_04035
ERR1913041.1012808__1.1012808	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1012825__1.1012825	853__A0A173YYY4__DWZ04_09420
ERR1913041.1012835__1.1012835	28117__R7JIJ8__BHV66_01635
ERR1913041.1013043__1.1013043	820__A0A174LJB2__HMPREF1072_04112
ERR1913041.1013091__1.1013091	204516__U6RFV1__HMPREF1534_02560
ERR1913041.1013142__1.1013142	39485__A0A174YMI9__cph2_5
ERR1913041.1013176__1.1013176	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1013240__1.1013240	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1013273__1.1013273	172901__A0A2U1B0G1__C8D82_11268
ERR1913041.1013280__1.1013280	301302__A0A173T1J1__M72_18951
ERR1913041.1013265__1.1013265	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1013351__1.1013351	1262992__R5DGC6__BN795_00540
ERR1913041.1013466__1.1013466	1262924__R7HU74__BN585_00690
ERR1913041.1013606__1.1013606	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1013715__1.1013715	328814__GCA_004558275.1_01621
ERR1913041.1013766__1.1013766	1262911__R6GT12__BN557_01070
ERR1913041.1013792__1.1013792	28118__R6FYK4__folK
ERR1913041.1014086__1.1014086	1262929__R6EYU3__BN691_00676
ERR1913041.1014100__1.1014100	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1014179__1.1014179	165179__A0A229I7F5__DXB80_02650
ERR1913041.1014369__1.1014369	821__A0A396FEL8__C5Z04_06030
ERR1913041.1014416__1.1014416	204516__U6R7Y8__HMPREF1534_03942
ERR1913041.1014496__1.1014496	165179__A0A3E5DV57__DXB80_11400
ERR1913041.1014594__1.1014594	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1014597__1.1014597	1262929__R6F6C8__BN691_01344
ERR1913041.1014644__1.1014644	204516__U6RAM4__HMPREF1534_03439
ERR1913041.1014724__1.1014724	821__R6F3Y1__SAMN04487923_104318
ERR1913041.1014821__1.1014821	39485__A0A174Z340__EUBELI_00479
ERR1913041.1014830__1.1014830	165179__A0A3E5AER8__DXB80_07075
ERR1913041.1014812__1.1014812	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1015061__1.1015061	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1015163__1.1015163	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1015183__1.1015183	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1015190__1.1015190	853__A0A174C5M1__CGS58_04460
ERR1913041.1015191__1.1015191	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1015265__1.1015265	853__A0A173T8T3__DW882_06555
ERR1913041.1015295__1.1015295	39488__A0A173SQY9__minC
ERR1913041.1015372__1.1015372	40518__R5DW64__RBL236_01394
ERR1913041.1015418__1.1015418	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1015438__1.1015438	29363__A0A173Y5U1__resA_1
ERR1913041.1015530__1.1015530	39485__C4Z0G6__spoIVB
ERR1913041.1015542__1.1015542	823__D0TGD9__hpt
ERR1913041.1015511__1.1015511	820__A0A396EXA7__DXB37_15530
ERR1913041.1015789__1.1015789	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1015879__1.1015879	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1015840__1.1015840	165179__A0A174SA26__PREVCOP_05758
ERR1913041.1015939__1.1015939	165179__A0A3E5ED28__PREVCOP_06655
ERR1913041.1015948__1.1015948	818__R6VB25__BSIG_5053
ERR1913041.1015966__1.1015966	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1016049__1.1016049	39490__U2Q0B0__LG34_01570
ERR1913041.1016217__1.1016217	1262924__R7HTA4__BN585_00391
ERR1913041.1016197__1.1016197	47678__R5U978__ERS852558_01076
ERR1913041.1016636__1.1016636	301302__R5UNC5__M72_02681
ERR1913041.1016652__1.1016652	40520__R7DCR4__DXB81_00490
ERR1913041.1016672__1.1016672	39485__C4Z355__ERS852490_01971
ERR1913041.1016757__1.1016757	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1016876__1.1016876	39485__C4Z0F4__ERS852490_00945
ERR1913041.1016823__1.1016823	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1016972__1.1016972	820__A0A139KHD8__ERS417307_00569
ERR1913041.1016980__1.1016980	39492__A0A174Z2N0__EUBSIR_01615
ERR1913041.1016959__1.1016959	40518__A0A373KL92__RBATCC27255_01378
ERR1913041.1017064__1.1017064	261299__W1UL02__CLOBAR_01724
ERR1913041.1017123__1.1017123	39492__A0A174Z2N0__EUBSIR_01615
ERR1913041.1017169__1.1017169	39491__A0A396FTE5__ERS852417_01346
ERR1913041.1017186__1.1017186	165179__A0A229I1J2__DXB80_03950
ERR1913041.1017253__1.1017253	1262948__R7EG87__BN671_00624
ERR1913041.1017263__1.1017263	143393__X8K6U0__ADJ67_04670
ERR1913041.1017440__1.1017440	853__A0A2J4JL53__CRH10_10795
ERR1913041.1017523__1.1017523	1262924__R7HST1__BN585_00215
ERR1913041.1017528__1.1017528	143393__X8K4A5__ADJ67_04660
ERR1913041.1017550__1.1017550	165179__A0A3E5DV57__DXB80_11400
ERR1913041.1017551__1.1017551	39485__C4Z6R3__mcp2_1
ERR1913041.1017561__1.1017561	165179__W1I4H6__DXB80_13655
ERR1913041.1017635__1.1017635	39491__A0A173VD97__DXB69_07350
ERR1913041.1017656__1.1017656	823__A0A395YZ10__NCTC11152_02955
ERR1913041.1017853__1.1017853	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1017882__1.1017882	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1017933__1.1017933	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1018127__1.1018127	39491__A0A395ZDC6__addB
ERR1913041.1018166__1.1018166	706562__GCA_900112995.1_01870
ERR1913041.1018210__1.1018210	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1018225__1.1018225	39491__A0A395V464__EUBREC_1509
ERR1913041.1018312__1.1018312	165179__A0A3E5A5E5__DXC61_13965
ERR1913041.1018350__1.1018350	143393__X8K5Q8__HMPREF9092_0282
ERR1913041.1018391__1.1018391	1735__B7CE08__EUBIFOR_02443
ERR1913041.1018392__1.1018392	820__A7VAR9__ERS852421_00197
ERR1913041.1018541__1.1018541	33038__A0A2N5NNN0__HMPREF1201_02166
ERR1913041.1018639__1.1018639	47678__A5ZEA3__ERS852558_00257
ERR1913041.1018702__1.1018702	39491__A0A0M6WWT1__dus_2
ERR1913041.1018903__1.1018903	1262924__R7HRT1__BN585_00630
ERR1913041.1018930__1.1018930	384638__B7ASI3__BACPEC_02038
ERR1913041.1018963__1.1018963	88431__A0A3D0EXT6__ERS852423_01007
ERR1913041.1019065__1.1019065	1262924__R7HQB7__BN585_02057
ERR1913041.1019035__1.1019035	28118__R6FI57__DF785_14020
ERR1913041.1019121__1.1019121	39491__A0A395ZHW9__DXC13_02590
ERR1913041.1019229__1.1019229	28116__A7LYG5__M089_5828
ERR1913041.1019309__1.1019309	1160721__R6U7V4__BHW50_02190
ERR1913041.1019331__1.1019331	39491__A0A395ZE48__DXB76_02395
ERR1913041.1019372__1.1019372	165179__D1PCL6__DXB80_13435
ERR1913041.1019374__1.1019374	853__E2ZJT1__C4N23_03535
ERR1913041.1019420__1.1019420	165179__A0A3E5A5E5__DXC61_13965
ERR1913041.1019478__1.1019478	1262924__R7HNA9__BN585_00137
ERR1913041.1019602__1.1019602	487175__D9Y403__HMPREF9439_02204
ERR1913041.1019770__1.1019770	165179__A0A229I7F5__DXB80_02650
ERR1913041.1019809__1.1019809	853__A0A2A7B9I6__DW855_13690
ERR1913041.1019831__1.1019831	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1019863__1.1019863	853__A8SGX8__C4N21_08625
ERR1913041.1019959__1.1019959	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1020148__1.1020148	853__A0A174BA00__DW905_01145
ERR1913041.1020248__1.1020248	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1020350__1.1020350	39485__A0A1Q6PGI7__pehX_3
ERR1913041.1020381__1.1020381	820__A0A3E4FWC8__DXC91_14635
ERR1913041.1020535__1.1020535	1150298__A0A174SLE6__mlc_1
ERR1913041.1020520__1.1020520	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1020521__1.1020521	853__A0A2A7B9I6__DW855_13690
ERR1913041.1020661__1.1020661	1262924__R7HRE7__BN585_00055
ERR1913041.1020779__1.1020779	1739491__J1DK07__HMPREF2987_07410
ERR1913041.1020811__1.1020811	165179__A0A3E4SB95__DXC61_13455
ERR1913041.1021015__1.1021015	1160721__R6T344__RBI_I00565
ERR1913041.1021072__1.1021072	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1021302__1.1021302	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1021289__1.1021289	853__A0A329UEG4__CHR60_00585
ERR1913041.1021293__1.1021293	40518__R5DNI6__RBATCC27255_00844
ERR1913041.1021403__1.1021403	820__A0A139K5E7__DXC68_09550
ERR1913041.1021443__1.1021443	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1021478__1.1021478	165179__A0A229I443__DXB80_10950
ERR1913041.1021523__1.1021523	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1021555__1.1021555	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1021576__1.1021576	165179__A0A3E5DY64__CFT61_10025
ERR1913041.1021612__1.1021612	1262913__R7JHF1__BN646_01974
ERR1913041.1021593__1.1021593	261299__R5Y573__SAMN02745147_2662
ERR1913041.1021652__1.1021652	310298__B3JK99__BACCOP_02328
ERR1913041.1021709__1.1021709	39485__A0A174ZPH7__ERS852490_01992
ERR1913041.1021721__1.1021721	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1021737__1.1021737	310298__B3JFK6__BACCOP_00656
ERR1913041.1021803__1.1021803	1262924__R7HMB7__BN585_01717
ERR1913041.1021834__1.1021834	820__A0A3E4G3J9__ERS852459_02265
ERR1913041.1021894__1.1021894	40518__R5E1X3__clcA
ERR1913041.1021949__1.1021949	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1021976__1.1021976	39491__A0A396FS17__envC
ERR1913041.1022081__1.1022081	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1022087__1.1022087	88431__A0A3D0EWY9__ERS852423_01238
ERR1913041.1022092__1.1022092	40518__R5DUG7__sbcC
ERR1913041.1022109__1.1022109	1262992__R5CXL9__BN795_01014
ERR1913041.1022113__1.1022113	47678__R5V1A3__BACCAC_02796
ERR1913041.1022119__1.1022119	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1022325__1.1022325	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913041.1022511__1.1022511	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1022541__1.1022541	1263107__GCA_000436995.1_00208
ERR1913041.1022600__1.1022600	39491__A0A173VYV1__DXC13_02710
ERR1913041.1022617__1.1022617	33038__A0A2N5PXI0__C5Y99_10810
ERR1913041.1022629__1.1022629	1235790__S0J8L6__C805_00148
ERR1913041.1022676__1.1022676	487173__H1D020__HMPREF9453_00958
ERR1913041.1022757__1.1022757	820__A0A3E4W6P0__gmhA
ERR1913041.1022771__1.1022771	1550024__G9RXA1__TQ39_18810
ERR1913041.1022788__1.1022788	88431__A0A3E5GJ50__DORLON_02273
ERR1913041.1022865__1.1022865	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1022971__1.1022971	418240__A0A174R2N4__ERS852523_02758
ERR1913041.1023143__1.1023143	884684__GCA_002892425.1_01408
ERR1913041.1023244__1.1023244	310298__B3JN71__BACCOP_03383
ERR1913041.1023332__1.1023332	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1023399__1.1023399	39492__D4JT56__lepB
ERR1913041.1023530__1.1023530	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913041.1023565__1.1023565	39491__R6TQ09__DXC13_03010
ERR1913041.1023626__1.1023626	1323__A0A380LLF9__NCTC11087_00995
ERR1913041.1023704__1.1023704	1262924__R7HU74__BN585_00690
ERR1913041.1023761__1.1023761	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1023764__1.1023764	39485__R5ZNS8__rsmG
ERR1913041.1023965__1.1023965	1262911__R6GPC5__BN557_00852
ERR1913041.1024003__1.1024003	28116__A7LS02__DXF98_24100
ERR1913041.1024011__1.1024011	310298__B3JK97__BACCOP_02326
ERR1913041.1024060__1.1024060	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1024179__1.1024179	39485__C4Z058__ERS852492_00130
ERR1913041.1024324__1.1024324	165179__A0A174IPI3__CFT61_10940
ERR1913041.1024399__1.1024399	28139__A0A379ND44__NCTC11190_02421
ERR1913041.1024401__1.1024401	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1024512__1.1024512	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1024655__1.1024655	40518__R5DMC7__blaR1
ERR1913041.1024683__1.1024683	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913041.1024751__1.1024751	853__A0A173YYY4__DWZ04_09420
ERR1913041.1024858__1.1024858	821__A0A0P0LJ37__DXB82_14270
ERR1913041.1024833__1.1024833	165179__A0A3E5DY64__CFT61_10025
ERR1913041.1024935__1.1024935	328814__GCA_004558275.1_00066
ERR1913041.1024911__1.1024911	820__A0A139K4W5__HMPREF2141_02394
ERR1913041.1024913__1.1024913	853__A0A3E2V168__FAEPRAM212_00929
ERR1913041.1024992__1.1024992	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1025061__1.1025061	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1025069__1.1025069	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1025105__1.1025105	39491__A0A395V0H6__ERS852580_02570
ERR1913041.1025161__1.1025161	1680__A1A132__B0703_0684
ERR1913041.1025376__1.1025376	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1025413__1.1025413	204516__U6RMH5__HMPREF1534_00591
ERR1913041.1025509__1.1025509	40518__R5E175__RB5AMG_00757
ERR1913041.1025519__1.1025519	39485__R5ZSH7__EUBELI_00953
ERR1913041.1025560__1.1025560	165179__D1PGU8__PREVCOP_06463
ERR1913041.1025707__1.1025707	40518__R5E4X5__RB5AMG_01438
ERR1913041.1025744__1.1025744	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1025798__1.1025798	28117__B0MWZ3__BHV66_03240
ERR1913041.1025940__1.1025940	204516__U6RFB2__HMPREF1534_01733
ERR1913041.1026046__1.1026046	1262924__R7HRW9__BN585_00665
ERR1913041.1026274__1.1026274	821__A0A395UNT8__DXD64_15275
ERR1913041.1026285__1.1026285	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1026473__1.1026473	410072__A0A174J5N8__sbcC
ERR1913041.1026507__1.1026507	1501392__A0A0B2JC79__PU94_10290
ERR1913041.1026665__1.1026665	216816__C2GV16__APC1504_1666
ERR1913041.1026647__1.1026647	165179__A0A3E5ED28__PREVCOP_06655
ERR1913041.1026896__1.1026896	28116__I9JM49__NCTC11153_01044
ERR1913041.1026897__1.1026897	820__A0A139KJ23__celCCA
ERR1913041.1026930__1.1026930	165179__A0A3E4SB95__DXC61_13455
ERR1913041.1026959__1.1026959	39491__C4ZGN3__DXB99_14175
ERR1913041.1027126__1.1027126	39491__C4ZGN3__DXB99_14175
ERR1913041.1027209__1.1027209	487173__H1D082__HMPREF9453_01020
ERR1913041.1027274__1.1027274	1263107__GCA_000436995.1_00177
ERR1913041.1027369__1.1027369	1263000__R5EXT3__BN466_02213
ERR1913041.1027500__1.1027500	1263107__GCA_000436995.1_00242
ERR1913041.1027504__1.1027504	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1027525__1.1027525	165179__D1PGU8__PREVCOP_06463
ERR1913041.1027623__1.1027623	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.1027701__1.1027701	33039__A0A173U4W1__ERS852502_00464
ERR1913041.1027779__1.1027779	853__A0A3E2U7E6__ERS852582_01640
ERR1913041.1027836__1.1027836	853__A0A173TAZ8__DWZ46_14590
ERR1913041.1027873__1.1027873	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1027924__1.1027924	39485__A0A174ZLN0__EUBELI_00120
ERR1913041.1027929__1.1027929	28116__I8YA52__M088_0798
ERR1913041.1027915__1.1027915	165179__D1PER3__DXB80_11525
ERR1913041.1027962__1.1027962	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1027971__1.1027971	310298__B3JFH4__BACCOP_00624
ERR1913041.1028026__1.1028026	39491__A0A395ZBW8__DXC13_08840
ERR1913041.1028125__1.1028125	410072__A0A174QU55__luxQ
ERR1913041.1028161__1.1028161	39492__D4JV48__ERS852540_00852
ERR1913041.1028223__1.1028223	853__C7H1R8__DW905_06675
ERR1913041.1028552__1.1028552	371601__D7K8P3__SAMN05216250_10395
ERR1913041.1028617__1.1028617	204516__U6R9L2__HMPREF1534_03110
ERR1913041.1028618__1.1028618	823__A0A173UDF6__CEQ22_003270
ERR1913041.1028638__1.1028638	39485__A0A174YNW2__cph2_3
ERR1913041.1028651__1.1028651	40518__R5DNI6__RBATCC27255_00844
ERR1913041.1028681__1.1028681	1262929__R6F6C8__BN691_01344
ERR1913041.1028736__1.1028736	1262924__R7HQ73__BN585_02030
ERR1913041.1028788__1.1028788	820__A0A3E4VZT7__DXB48_16145
ERR1913041.1028831__1.1028831	310298__B3JFH4__BACCOP_00624
ERR1913041.1028928__1.1028928	1262924__R7HPL8__BN585_01826
ERR1913041.1029002__1.1029002	1262929__R6F6C8__BN691_01344
ERR1913041.1029022__1.1029022	165179__A0A3E5A5E5__DXC61_13965
ERR1913041.1029091__1.1029091	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1029117__1.1029117	204516__U6RMH5__HMPREF1534_00591
ERR1913041.1029144__1.1029144	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1029170__1.1029170	40518__R5DS68__hcpC
ERR1913041.1029293__1.1029293	310298__B3JED9__BACCOP_00230
ERR1913041.1029328__1.1029328	39491__C4ZF05__vpr
ERR1913041.1029378__1.1029378	1262924__R7HLK0__BN585_01496
ERR1913041.1029382__1.1029382	28117__R7JIJ8__BHV66_01635
ERR1913041.1029443__1.1029443	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1029521__1.1029521	261299__W1UK35__SAMN02745147_1320
ERR1913041.1029522__1.1029522	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.1029660__1.1029660	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1029948__1.1029948	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1030017__1.1030017	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1030155__1.1030155	310298__B3JFS5__BACCOP_00726
ERR1913041.1030165__1.1030165	39491__A0A395ZL98__DXB99_00620
ERR1913041.1030200__1.1030200	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1030257__1.1030257	165179__D1PCL6__DXB80_13435
ERR1913041.1030426__1.1030426	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1030434__1.1030434	39485__A0A175A023__yhhT
ERR1913041.1030487__1.1030487	40518__R5DLU0__fmt
ERR1913041.1030494__1.1030494	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1030744__1.1030744	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1030745__1.1030745	40518__R5E1J2__DXD93_04070
ERR1913041.1030794__1.1030794	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1031025__1.1031025	1628085__A0A3E2XST6__C7386_11832
ERR1913041.1031156__1.1031156	28116__A7LSB9__DXF98_11950
ERR1913041.1031354__1.1031354	1262924__R7HM98__BN585_01697
ERR1913041.1031684__1.1031684	204516__U6R989__HMPREF1534_03109
ERR1913041.1031731__1.1031731	1323__A0A3E3DXW6__DXC78_10155
ERR1913041.1031764__1.1031764	165179__D1PHC0__PREVCOP_06640
ERR1913041.1031887__1.1031887	28117__B0MTV5__BHV66_06415
ERR1913041.1031888__1.1031888	165179__A0A174SA26__PREVCOP_05758
ERR1913041.1031906__1.1031906	821__I9R3W6__DXC16_12455
ERR1913041.1031934__1.1031934	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1032049__1.1032049	39491__A0A0M6WWT1__dus_2
ERR1913041.1032090__1.1032090	165179__A0A3E5EA43__DXC61_07775
ERR1913041.1032164__1.1032164	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1032248__1.1032248	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1032326__1.1032326	354276__A0A0T5XN19__VE14_19845
ERR1913041.1032329__1.1032329	820__R9I3Q7__HMPREF1072_01668
