ERR1913154.149__1.149	328814__GCA_004558275.1_00079
ERR1913154.994879__1.994879	301302__A0A0M6WZT5__M72_18331
ERR1913154.994912__1.994912	47678__R5UA23__C5Z00_15610
ERR1913154.995072__1.995072	820__A0A139K1Y6__DXB48_02610
ERR1913154.995314__1.995314	328814__GCA_004558275.1_00100
ERR1913154.995360__1.995360	40518__R5DUU8__DXD86_08440
ERR1913154.995370__1.995370	88431__A6BF91__ERS852573_01159
ERR1913154.995461__1.995461	820__A0A3E4W984__pssA
ERR1913154.995547__1.995547	40518__R5DLM5__RB5AMG_00422
ERR1913154.995725__1.995725	214856__A0A174G0N0__ERS852447_02436
ERR1913154.995738__1.995738	820__A0A396CMY7__HMPREF1072_03009
ERR1913154.995747__1.995747	40518__R5DS37__DXD93_01965
ERR1913154.995818__1.995818	820__R9I2U8__DXC68_09590
ERR1913154.995909__1.995909	40518__R5DYT8__mscS
ERR1913154.995993__1.995993	40518__R5DYU1__DXD86_01160
ERR1913154.995965__1.995965	74426__purL
ERR1913154.996034__1.996034	47678__R5UD76__BACCAC_01373
ERR1913154.996041__1.996041	821__A0A174NVL6__NCTC10583_01782
ERR1913154.996156__1.996156	28117__B0MU58__BHV66_05630
ERR1913154.996326__1.996326	216816__D6ZXB6__BBL306_0063
ERR1913154.996446__1.996446	1150298__R7JTX5__ERS852535_01291
ERR1913154.996447__1.996447	28117__B0MTS2__ALIPUT_00159
ERR1913154.996504__1.996504	40518__R5DYF6__RBL263_01812
ERR1913154.996579__1.996579	301302__R5USI9__prsA3
ERR1913154.996674__1.996674	1150298__A0A174TF64__ERS852406_00108
ERR1913154.996733__1.996733	1262911__R6GPC5__BN557_00852
ERR1913154.996747__1.996747	39496__A5ZA25__EUBVEN_02572
ERR1913154.996822__1.996822	74426__group_1871
ERR1913154.996895__1.996895	853__A8S882__C4N23_07600
ERR1913154.997360__1.997360	572010__hgdC_1
ERR1913154.997363__1.997363	39485__A0A174ZNW9__luxQ_1
ERR1913154.997375__1.997375	39491__A0A395V397__EUR_09960
ERR1913154.997500__1.997500	40518__R5DYM0__DXD86_08165
ERR1913154.997529__1.997529	820__A7V470__HMPREF1072_02076
ERR1913154.997640__1.997640	216816__C5E8I1__yciB
ERR1913154.997982__1.997982	818__A0A3E5HN92__C5Z03_22280
ERR1913154.998018__1.998018	821__C6ZAA5__ERS852556_00403
ERR1913154.998204__1.998204	40518__R5DLW4__thiN
ERR1913154.998390__1.998390	40518__R5DNI6__RBATCC27255_00844
ERR1913154.998539__1.998539	357276__A0A076IYG1__B5F95_22465
ERR1913154.998623__1.998623	47678__R5U7U0__DW706_12005
ERR1913154.998717__1.998717	301302__A0A173RZU9__M72_23561
ERR1913154.998763__1.998763	40518__R5DX93__DXD93_03055
ERR1913154.998825__1.998825	39491__A0A395ZKJ0__DXD13_11010
ERR1913154.998946__1.998946	821__A6L0C7__ERS852556_03520
ERR1913154.999028__1.999028	1150298__A0A174IG30__ERS852535_01135
ERR1913154.999045__1.999045	40518__R5E5W1__RBL263_01034
ERR1913154.999082__1.999082	29348__B1BYW8__B5E98_07290
ERR1913154.999184__1.999184	40518__R5DVL2__penA
ERR1913154.999185__1.999185	853__A0A2A7B1Y7__C7K05_11930
ERR1913154.999279__1.999279	28111__R5K3D9__NCTC11155_02788
ERR1913154.999280__1.999280	47678__R5U206__C5Z00_07065
ERR1913154.999330__1.999330	1381__group_451
ERR1913154.999551__1.999551	292800__H1CMV7__B5F52_10350
ERR1913154.999615__1.999615	239935__B2UPP2__CXU20_12035
ERR1913154.999682__1.999682	1150298__A0A174LYE0__ERS852535_00529
ERR1913154.999708__1.999708	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913154.999780__1.999780	47678__R5UXY0__CGC64_03535
ERR1913154.999905__1.999905	40518__R5E6U1__yunB
ERR1913154.999966__1.999966	39492__D4JX40__EUBSIR_00020
ERR1913154.1000012__1.1000012	88431__A0A174G8Q6__ERS852526_02711
ERR1913154.1000099__1.1000099	820__A0A3E4XDK3__ERS852554_03650
ERR1913154.1000170__1.1000170	1160721__W0U3Z9__RBI_I00543
ERR1913154.1000191__1.1000191	28116__A7LS02__DXF98_24100
ERR1913154.1000227__1.1000227	216816__C2GTV6__AS143_01355
ERR1913154.1000237__1.1000237	821__A0A174V2F3__NCTC10583_01474
ERR1913154.1000244__1.1000244	47678__R5U8P0__DW706_15950
ERR1913154.1000247__1.1000247	1262911__R6GY22__BN557_00023
ERR1913154.1000268__1.1000268	216816__B7GPH6__DXC74_08225
ERR1913154.1000452__1.1000452	853__A0A173T0Y8__CGS54_07215
ERR1913154.1000466__1.1000466	360807__A0A396AF38__RIL183_00781
ERR1913154.1000495__1.1000495	418240__C6JDI6__ERS852478_02871
ERR1913154.1000496__1.1000496	40518__A0A373KL92__RBATCC27255_01378
ERR1913154.1000504__1.1000504	301302__R5VE75__M72_12161
ERR1913154.1000508__1.1000508	46503__A7ADV9__ERS852463_01504
ERR1913154.1000558__1.1000558	301302__R5V631__ERS852420_03369
ERR1913154.1000565__1.1000565	1262886__R6Q625__BN563_00312
ERR1913154.1000749__1.1000749	40518__R5DRY6__RB5AMG_00549
ERR1913154.1000862__1.1000862	821__C6ZAA5__ERS852556_00403
ERR1913154.1000868__1.1000868	1262743__R5C054__BN727_01980
ERR1913154.1000870__1.1000870	40518__R5E304__thiT
ERR1913154.1000881__1.1000881	88431__A0A174GCE2__ERS852423_01397
ERR1913154.1000944__1.1000944	823__A0A078SYK6__DXB14_02485
ERR1913154.1000980__1.1000980	572010__nrdD
ERR1913154.1001000__1.1001000	88431__A0A174A952__ugpA_1
ERR1913154.1001230__1.1001230	46503__R6WVN9__HMPREF1078_01964
ERR1913154.1001248__1.1001248	28111__E5WYY8__HMPREF1016_01893
ERR1913154.1001390__1.1001390	1150298__A0A174NLT0__araC_6
ERR1913154.1001604__1.1001604	33025__A0A395JAA6__C8D73_10641
ERR1913154.1001625__1.1001625	1262743__R5C054__BN727_01980
ERR1913154.1001657__1.1001657	301302__R5V5D7__ERS852420_02185
ERR1913154.1001721__1.1001721	1150298__A0A174MDL5__ERS852406_00648
ERR1913154.1002034__1.1002034	1262911__R6H212__BN557_01031
ERR1913154.1002091__1.1002091	2173__A5ULL1__Msm_0884
ERR1913154.1002404__1.1002404	418240__A0A173X9L0__ERS852523_01318
ERR1913154.1002633__1.1002633	74426__rpoB
ERR1913154.1002704__1.1002704	820__A0A3E4W984__pssA
ERR1913154.1002777__1.1002777	33025__A0A395J911__C8D73_1145
ERR1913154.1002714__1.1002714	40518__R5DRY6__RB5AMG_00549
ERR1913154.1002862__1.1002862	40518__R5E6K5__speA
ERR1913154.1002951__1.1002951	46503__K5ZBF7__DD461_15285
ERR1913154.1003074__1.1003074	47678__A5ZEA3__ERS852558_00257
ERR1913154.1003179__1.1003179	301302__R5UJW6__ERS852420_01698
ERR1913154.1003214__1.1003214	301302__A0A173UAS4__M72_15061
ERR1913154.1003312__1.1003312	47678__R5UPZ8__ERS852494_01752
ERR1913154.1003379__1.1003379	40518__R5DUW7__DXD83_02105
ERR1913154.1003416__1.1003416	47678__R5U8S9__DW706_06260
ERR1913154.1003523__1.1003523	239935__A0A2N8I375__menA
ERR1913154.1003529__1.1003529	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913154.1003619__1.1003619	1262886__R6QJJ7__BN563_01219
ERR1913154.1004169__1.1004169	1262911__R6H212__BN557_01031
ERR1913154.1004250__1.1004250	820__A0A139JY23__B5G17_06330
ERR1913154.1004665__1.1004665	88431__A6BGH9__ERS852408_02691
ERR1913154.1004817__1.1004817	40518__R5DPI9__DXD83_07375
ERR1913154.1004942__1.1004942	46228__B5CQI6__RUMLAC_01732
ERR1913154.1005204__1.1005204	1262911__R6H2J2__BN557_01228
ERR1913154.1005538__1.1005538	40518__R5E8B6__RB5AMG_00876
ERR1913154.1005721__1.1005721	820__A0A3E4QZJ7__C801_01798
ERR1913154.1006059__1.1006059	821__A0A174AYT0__DXC02_03530
ERR1913154.1006064__1.1006064	40518__R5E2U9__RBL263_01292
ERR1913154.1006097__1.1006097	39486__B0G759__DXB36_00705
ERR1913154.1006098__1.1006098	328814__GCA_004558275.1_00089
ERR1913154.1006186__1.1006186	88431__A0A174EDE9__yxeP_2
ERR1913154.1006200__1.1006200	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913154.1006310__1.1006310	823__D7IV95__DXC05_09565
ERR1913154.1006423__1.1006423	239935__A0A2N8HWS3__CXU19_10285
ERR1913154.1006791__1.1006791	39491__A0A396FKI0__DXC13_11560
ERR1913154.1006937__1.1006937	301302__A0A0M6W9H8__M72_19621
ERR1913154.1006974__1.1006974	40518__R5E4V5__RBL263_01242
ERR1913154.1007320__1.1007320	28117__B0MZ14__ALIPUT_02383
ERR1913154.1007440__1.1007440	1381__group_451
ERR1913154.1007754__1.1007754	823__A0A173RD26__B5F32_03910
ERR1913154.1007857__1.1007857	40518__R5DUG7__sbcC
ERR1913154.1007926__1.1007926	40518__R5DPI9__DXD83_07375
ERR1913154.1007992__1.1007992	360807__A0A174CZ42__RIL183_11251
ERR1913154.1008132__1.1008132	216816__E5Y0K4__B8809_0128
ERR1913154.1008052__1.1008052	40518__R5DRY6__RB5AMG_00549
ERR1913154.1008278__1.1008278	61171__B9Y5T8__HOLDEFILI_01170
ERR1913154.1008371__1.1008371	823__A0A078SYK6__DXB14_02485
ERR1913154.1008490__1.1008490	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913154.1008449__1.1008449	820__A0A396EXA7__DXB37_15530
ERR1913154.1008472__1.1008472	387661__R5DFX1__PRABACTJOHN_01199
ERR1913154.1008507__1.1008507	40518__R5DXW3__DXD86_07900
ERR1913154.1008530__1.1008530	292800__A0A174IVN3__B5F52_08105
ERR1913154.1008668__1.1008668	239935__A0A2N8IAY7__CXU13_02935
ERR1913154.1008673__1.1008673	387090__S0F7Y3__BACCOPRO_02028
ERR1913154.1008857__1.1008857	820__A0A174G065__DXB62_08975
ERR1913154.1008904__1.1008904	40518__R5DVV1__RBATCC27255_00999
ERR1913154.1009068__1.1009068	39492__D4JV38__EUBSIR_01205
ERR1913154.1009259__1.1009259	1262886__R6QHT9__BN563_00630
ERR1913154.1009260__1.1009260	28117__R7JJM9__ALIPUT_00662
ERR1913154.1009462__1.1009462	820__A0A3E4RU03__M093_0563
ERR1913154.1009469__1.1009469	454155__F3QT57__HMPREF9442_01374
ERR1913154.1009519__1.1009519	40518__R5DZU5__RBL263_00458
ERR1913154.1009507__1.1009507	40518__R5DNI6__RBATCC27255_00844
ERR1913154.1009626__1.1009626	2173__P22350__Msm_0089
ERR1913154.1009818__1.1009818	40518__R5DQL2__RBATCC27255_00937
ERR1913154.1009858__1.1009858	1150298__R7JRU1__degA_3
ERR1913154.1009967__1.1009967	46506__B0NUC3__SAMN05444283_1019
ERR1913154.1010032__1.1010032	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913154.1010039__1.1010039	28052__A0A174NY34__ERS852499_02326
ERR1913154.1010123__1.1010123	47678__A5ZHL2__DXB67_12495
ERR1913154.1010290__1.1010290	853__A0A173XRA8__CGS56_09290
ERR1913154.1010426__1.1010426	46228__B5CMW7__DXD17_11810
ERR1913154.1010449__1.1010449	1150298__A0A174RCG4__ERS852498_01381
ERR1913154.1010461__1.1010461	387661__K6AIS2__B5F96_14865
ERR1913154.1010481__1.1010481	820__A0A139KA34__B5G17_05520
ERR1913154.1010570__1.1010570	40518__R5DVH6__DXD86_08955
ERR1913154.1010695__1.1010695	820__A0A1Y3V743__M093_0235
ERR1913154.1010716__1.1010716	818__Q8A112__BT_3859
ERR1913154.1010865__1.1010865	821__A0A395VMG0__DXC44_18080
ERR1913154.1010883__1.1010883	40518__R5DVQ2__DXD93_00365
ERR1913154.1010968__1.1010968	853__A0A2J4JL53__CRH10_10795
ERR1913154.1011080__1.1011080	40518__R5DV58__htrA
ERR1913154.1011098__1.1011098	821__A6L0C7__ERS852556_03520
ERR1913154.1011135__1.1011135	40518__R5DNY7__RBATCC27255_00367
ERR1913154.1011380__1.1011380	2108523__A0A2P2F8K1__LAWASA_2323
ERR1913154.1011412__1.1011412	357276__A0A076IRZ5__BACDOR_00630
ERR1913154.1011447__1.1011447	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913154.1011512__1.1011512	1150298__A0A173ZPH3__rnhA
ERR1913154.1011476__1.1011476	166486__D4KUL4__pemA
ERR1913154.1011527__1.1011527	166486__D4KQG8__ERS852572_02379
ERR1913154.1011623__1.1011623	1150298__R7JU23__ERS852498_02342
ERR1913154.1011752__1.1011752	47678__R5U8Y1__BACCAC_02615
ERR1913154.1011780__1.1011780	1150298__A0A174KW35__cbbX
ERR1913154.1011815__1.1011815	39485__C4Z6V7__walK
ERR1913154.1011929__1.1011929	823__A0A355XLS2__ERS852380_02644
ERR1913154.1011902__1.1011902	1897011__A0A1Q6RFG3__BHW41_03700
ERR1913154.1011861__1.1011861	28052__A0A174MSU9__ERS852499_02010
ERR1913154.1012075__1.1012075	310298__B3JQJ5__BACCOP_04231
ERR1913154.1012122__1.1012122	357276__B6W1J2__BACDOR_03380
ERR1913154.1012362__1.1012362	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913154.1012427__1.1012427	28117__R7JH62__BHV66_05735
ERR1913154.1012482__1.1012482	39491__A0A395V6A3__DXB69_00505
ERR1913154.1012508__1.1012508	820__A0A139K5A6__DXB48_12175
ERR1913154.1012619__1.1012619	384638__B7ARU3__BACPEC_01797
ERR1913154.1012832__1.1012832	1262924__R7HN51__BN585_01718
ERR1913154.1012877__1.1012877	360807__A0A174EGV9__ROSEINA2194_01773
ERR1913154.1012994__1.1012994	820__R9HP61__DXC91_01090
ERR1913154.1013138__1.1013138	418240__R7CEI8__ERS852523_02541
ERR1913154.1013162__1.1013162	301302__A0A173TEJ2__M72_09031
ERR1913154.1013317__1.1013317	1150298__A0A174R4D7__tmpC_2
ERR1913154.1013397__1.1013397	1262886__R6QAU3__BN563_00998
ERR1913154.1013439__1.1013439	853__A0A173XRA8__CGS56_09290
ERR1913154.1013477__1.1013477	357276__A0A076INR8__EL88_12300
ERR1913154.1013562__1.1013562	820__A0A174CG08__DXB62_13215
ERR1913154.1013744__1.1013744	338188__C9L0Q9__HMPREF1057_02408
ERR1913154.1014034__1.1014034	544645__A0A1U7L9B0__DXC42_03910
ERR1913154.1014148__1.1014148	216816__E5Y0K4__B8809_0128
ERR1913154.1014184__1.1014184	820__A0A3E4WA06__ERS852554_03404
ERR1913154.1014392__1.1014392	216816__C2GTV2__BLIF_0674
ERR1913154.1014404__1.1014404	821__A6L0C7__ERS852556_03520
ERR1913154.1014612__1.1014612	47678__A5ZBL9__C5Z00_18710
ERR1913154.1014687__1.1014687	28052__A0A174Z0G5__ERS852499_01843
ERR1913154.1014635__1.1014635	357276__I9QBT7__BSEG_03340
ERR1913154.1014641__1.1014641	39488__A0A285PRH2__EUBHAL_01264
ERR1913154.1014645__1.1014645	820__A7V470__HMPREF1072_02076
ERR1913154.1014841__1.1014841	301302__A0A173TNM6__luxQ
ERR1913154.1014853__1.1014853	820__A0A078S569__gmhB
ERR1913154.1014896__1.1014896	1150298__A0A174BR70__ERS852535_01666
ERR1913154.1014878__1.1014878	116085__D4J8F8__DW747_09060
ERR1913154.1015236__1.1015236	823__A0A069S0G2__DXB14_03195
ERR1913154.1015337__1.1015337	39492__D4MIK7__EUBSIR_00676
ERR1913154.1015338__1.1015338	817__D1JSR5__M071_2945
ERR1913154.1015441__1.1015441	28111__E5WVR8__NCTC11155_02792
ERR1913154.1015443__1.1015443	853__A8SCP3__C4N26_07960
ERR1913154.1015459__1.1015459	1150298__A0A174SLE6__mlc_1
ERR1913154.1015608__1.1015608	100886__A0A174LEG5__ERS852383_05606
ERR1913154.1015630__1.1015630	1150298__A0A174HD82__yusO_2
ERR1913154.1015573__1.1015573	823__A0A355XN36__DXB14_02385
ERR1913154.1015589__1.1015589	820__A0A3E4GA19__SAMN05444418_10562
ERR1913154.1015740__1.1015740	216816__B7GPE8__I118_0062
ERR1913154.1015830__1.1015830	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913154.1015928__1.1015928	39491__A0A396FMT0__EUBREC_3020
ERR1913154.1016100__1.1016100	239935__A0A2N8IKW7__pstA
ERR1913154.1016176__1.1016176	100886__A0A174HS89__CATMIT_02596
ERR1913154.1016191__1.1016191	46503__R6XCJ0__PARMER_01847
ERR1913154.1016212__1.1016212	39491__A0A396FNP1__DXD95_06025
ERR1913154.1016217__1.1016217	1150298__A0A174DSD1__dacB_3
ERR1913154.1016227__1.1016227	33043__D5HFX2__ERS852445_02161
ERR1913154.1016343__1.1016343	39491__C4ZAT2__ERE_28440
ERR1913154.1016405__1.1016405	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913154.1016472__1.1016472	820__A0A139JUD3__DXC91_19380
ERR1913154.1016509__1.1016509	818__A0A139JVX2__ERS852557_01101
ERR1913154.1016591__1.1016591	1262924__R7HL71__BN585_01341
ERR1913154.1016602__1.1016602	39491__A0A174K1W6__DXB99_15020
ERR1913154.1016694__1.1016694	40518__R5DYU1__DXD86_01160
ERR1913154.1016830__1.1016830	33025__A0A395JEJ0__C8D73_109124
ERR1913154.1016918__1.1016918	40518__R5DU38__DXD83_06770
ERR1913154.1016962__1.1016962	820__A0A174DZ97__SAMN05444418_101240
ERR1913154.1017233__1.1017233	820__A0A3E4G2R7__DXC07_00510
ERR1913154.1017242__1.1017242	1262743__R5C054__BN727_01980
ERR1913154.1017266__1.1017266	1160721__A0A1C6DCM8__RBI_I01997
ERR1913154.1017274__1.1017274	39491__C4Z8Y4__ERS852417_00909
ERR1913154.1017363__1.1017363	1262911__R6GKW2__BN557_01379
ERR1913154.1017391__1.1017391	40518__R5DVL2__penA
ERR1913154.1017432__1.1017432	40518__R5DT16__ysdC_2
ERR1913154.1017465__1.1017465	292800__A0A174LIV0__HMPREF0372_01538
ERR1913154.1017442__1.1017442	40518__A0A373KL92__RBATCC27255_01378
ERR1913154.1017544__1.1017544	39486__B0G7C0__DXD10_08735
ERR1913154.1017545__1.1017545	301302__A0A0M6WB38__ERS852420_00286
ERR1913154.1017626__1.1017626	28111__E5X237__NCTC11155_00628
ERR1913154.1017654__1.1017654	328814__GCA_004558275.1_00134
ERR1913154.1017744__1.1017744	820__A0A139KHD8__ERS417307_00569
ERR1913154.1018102__1.1018102	28052__A0A174LHM7__ERS852451_02351
ERR1913154.1018163__1.1018163	853__A0A173XRA8__CGS56_09290
ERR1913154.1018370__1.1018370	820__A0A3E4FWC8__DXC91_14635
ERR1913154.1018386__1.1018386	384639__GCA_003096855.1_01206
ERR1913154.1018453__1.1018453	1150298__R7JTX5__ERS852535_01291
ERR1913154.1018789__1.1018789	39496__A5Z3Y7__EUBVEN_00393
ERR1913154.1018829__1.1018829	1262886__R6Q824__BN563_00941
ERR1913154.1018885__1.1018885	239935__A0A2N8IVR0__CXT87_07115
ERR1913154.1018911__1.1018911	40518__R5DUG7__sbcC
ERR1913154.1019034__1.1019034	39491__D6E118__DXB69_05765
ERR1913154.1019149__1.1019149	823__A0A395YVY3__ERS852513_03204
ERR1913154.1019128__1.1019128	40518__R5E6X5__sbcD
ERR1913154.1019129__1.1019129	820__A0A174A6K0__M093_0079
ERR1913154.1019302__1.1019302	166486__D4KZF9__ROSINTL182_08499
ERR1913154.1019304__1.1019304	40518__R5E6K5__speA
ERR1913154.1019372__1.1019372	40518__R5DR96__RBATCC27255_01185
ERR1913154.1019339__1.1019339	820__A0A139KG60__M094_2679
ERR1913154.1019356__1.1019356	47678__R5UET0__BACCAC_02656
ERR1913154.1019456__1.1019456	817__D1JR62__M110_0404
ERR1913154.1019548__1.1019548	338188__C9KWZ9__BACFIN_06841
ERR1913154.1019644__1.1019644	216816__A0A0S2MCH0__AYW81_04880
ERR1913154.1019720__1.1019720	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913154.1019729__1.1019729	39491__A0A395V0H3__ERS852417_01192
ERR1913154.1019881__1.1019881	1150298__A0A174GDE8__ERS852535_00119
ERR1913154.1020011__1.1020011	820__A0A3E4VXP2__yesR
ERR1913154.1020219__1.1020219	33025__A0A395JBA6__C8D73_1039
ERR1913154.1020341__1.1020341	46503__A7ADV9__ERS852463_01504
ERR1913154.1020416__1.1020416	46503__R6Y6S8__xynB_2
ERR1913154.1020391__1.1020391	47678__R5U8D1__CGC64_17595
ERR1913154.1020724__1.1020724	1150298__R7JU23__ERS852498_02342
ERR1913154.1020763__1.1020763	820__A0A3E4XM43__DXC91_13960
ERR1913154.1020911__1.1020911	649756__A0A173S591__CL2_28060
ERR1913154.1021244__1.1021244	301302__A0A173UN64__manA_2
ERR1913154.1021332__1.1021332	301301__A0A395V407__ERS852391_02230
ERR1913154.1021338__1.1021338	387090__S0F8B2__BACCOPRO_02129
ERR1913154.1021437__1.1021437	40518__R5DT93__DXD86_08730
ERR1913154.1021494__1.1021494	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913154.1021552__1.1021552	239935__A0A139TPG3__CXT86_08810
ERR1913154.1021560__1.1021560	310298__B3JQJ5__BACCOP_04231
ERR1913154.1021571__1.1021571	74426__purL
ERR1913154.1021600__1.1021600	28111__E5WVR8__NCTC11155_02792
ERR1913154.1021711__1.1021711	29361__B6FUB7__CLONEX_03745
ERR1913154.1021756__1.1021756	853__A0A3E2U7E6__ERS852582_01640
ERR1913154.1021786__1.1021786	1150298__A0A174HYM9__ERS852406_01664
ERR1913154.1021879__1.1021879	39491__A0A395ZE48__DXB76_02395
ERR1913154.1021921__1.1021921	39491__A0A395ZE48__DXB76_02395
ERR1913154.1021945__1.1021945	821__C3RB94__DXC03_15585
ERR1913154.1021895__1.1021895	301302__A0A0M6WG68__ERS852420_02421
ERR1913154.1021986__1.1021986	33043__A0A174CLG4__hemA
ERR1913154.1022073__1.1022073	46503__R6WPS1__lepB
ERR1913154.1022133__1.1022133	40518__R5DZC6__mreC
ERR1913154.1022224__1.1022224	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913154.1022230__1.1022230	28118__F9Z7E2__NCTC10826_02531
ERR1913154.1022231__1.1022231	357276__A0A076IYG1__B5F95_22465
ERR1913154.1022296__1.1022296	1262924__R7HLJ5__BN585_01491
ERR1913154.1022359__1.1022359	387661__B7B704__B5F96_16210
ERR1913154.1022434__1.1022434	1150298__A0A174RJU1__gsiA_4
ERR1913154.1022419__1.1022419	1262924__R7HTA4__BN585_00391
ERR1913154.1022560__1.1022560	39491__A0A174EQV2__DXB69_10230
ERR1913154.1022578__1.1022578	823__A0A174JYU9__DER51_02115
ERR1913154.1022693__1.1022693	301302__A0A0M6W9N8__tig_2
ERR1913154.1022841__1.1022841	40518__R5DT93__DXD86_08730
ERR1913154.1022888__1.1022888	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913154.1023130__1.1023130	46228__V8BPD3__HMPREF1202_02498
ERR1913154.1023190__1.1023190	46228__V8CB03__HMPREF1202_00647
ERR1913154.1023192__1.1023192	46503__R6X8Q3__fepA_2
ERR1913154.1023461__1.1023461	823__A6LB62__B5F32_04550
ERR1913154.1023466__1.1023466	821__A0A174WBC9__ERS852556_03145
ERR1913154.1023554__1.1023554	47678__R5U9X5__BACCAC_01339
ERR1913154.1023583__1.1023583	823__A0A355XF06__B5F32_11480
ERR1913154.1023637__1.1023637	821__A0A3E4HP25__SAMN04487923_102450
ERR1913154.1023641__1.1023641	40518__R5DY98__mepA_5
ERR1913154.1023697__1.1023697	40518__R5DUU8__DXD86_08440
ERR1913154.1023672__1.1023672	823__D7IUM6__M091_1082
ERR1913154.1023733__1.1023733	1150298__A0A174N5I7__ERS852498_01953
ERR1913154.1023753__1.1023753	40518__R5DVL2__penA
ERR1913154.1023850__1.1023850	61171__B9Y5T9__HOLDEFILI_01171
ERR1913154.1023854__1.1023854	301302__A0A0M6WZT5__M72_18331
ERR1913154.1023897__1.1023897	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913154.1024163__1.1024163	823__A6L930__DDY96_14995
ERR1913154.1024177__1.1024177	46506__S3YBS6__AA415_01011
ERR1913154.1024253__1.1024253	1150298__A0A174LTU2__recX
ERR1913154.1024250__1.1024250	40518__R5E1J7__RBL236_02062
ERR1913154.1024412__1.1024412	301302__R5UJW6__ERS852420_01698
ERR1913154.1024445__1.1024445	1262886__R6QIV0__BN563_00982
ERR1913154.1024492__1.1024492	39488__A0A174CPK1__yyaC
ERR1913154.1024566__1.1024566	823__A0A355XLS2__ERS852380_02644
ERR1913154.1024572__1.1024572	28139__A0A379MUK5__xerD_3
ERR1913154.1024676__1.1024676	1150298__A0A174E950__ERS852498_02096
ERR1913154.1024767__1.1024767	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913154.1024772__1.1024772	384639__GCA_003096855.1_00971
ERR1913154.1024886__1.1024886	40518__R5DP21__RBATCC27255_00348
ERR1913154.1024909__1.1024909	46228__V8BYF1__HMPREF1202_02029
ERR1913154.1024924__1.1024924	46503__R6Y6S8__xynB_2
ERR1913154.1024968__1.1024968	46228__B5CP87__HMPREF1202_02330
ERR1913154.1025080__1.1025080	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913154.1025101__1.1025101	301302__A0A173RZU9__M72_23561
ERR1913154.1025128__1.1025128	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913154.1025151__1.1025151	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913154.1025187__1.1025187	357276__A0A076IYG1__B5F95_22465
ERR1913154.1025239__1.1025239	216816__D6D9A3__BLNIAS_01911
ERR1913154.1025370__1.1025370	40518__R5DXW3__DXD86_07900
ERR1913154.1025402__1.1025402	28117__B0MVL5__BHV66_01660
ERR1913154.1025447__1.1025447	39491__A0A395ZM93__DXD13_03490
ERR1913154.1025472__1.1025472	28111__R5K5Y0__NCTC11155_03071
ERR1913154.1025516__1.1025516	40518__R5DQJ0__DXD93_03790
ERR1913154.1025612__1.1025612	310298__B3JFI7__BACCOP_00636
ERR1913154.1025622__1.1025622	410072__C0B4V0__ERS852481_02420
ERR1913154.1025744__1.1025744	820__I9TWZ7__DXC80_10550
ERR1913154.1025800__1.1025800	28117__B0MXL6__ALIPUT_01851
ERR1913154.1025898__1.1025898	292800__G9YSV8__ERS852544_00854
ERR1913154.1025912__1.1025912	301302__A0A173TSN3__ERS852420_02365
ERR1913154.1025964__1.1025964	820__A7V049__DXB48_04755
ERR1913154.1025965__1.1025965	301302__A0A173TZN3__M72_00321
ERR1913154.1026091__1.1026091	820__A0A174A6K0__M093_0079
ERR1913154.1026103__1.1026103	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1913154.1026127__1.1026127	40518__R5DUU2__yvhJ_2
ERR1913154.1026133__1.1026133	454154__G5SVT0__HMPREF9441_03497
ERR1913154.1026182__1.1026182	1262886__R6QAU3__BN563_00998
ERR1913154.1026235__1.1026235	820__A0A3E4VXP2__yesR
ERR1913154.1026301__1.1026301	821__A0A396F598__CUU_3259
ERR1913154.1026282__1.1026282	1150298__A0A174QRU8__ERS852498_00962
ERR1913154.1026353__1.1026353	100886__A0A174K8B7__lolD_6
ERR1913154.1026403__1.1026403	1150298__A0A174MDL5__ERS852406_00648
ERR1913154.1026493__1.1026493	823__A0A355XLS2__ERS852380_02644
ERR1913154.1026437__1.1026437	39491__A0A396FMF1__EUR_28700
ERR1913154.1026456__1.1026456	328814__GCA_004558275.1_00129
ERR1913154.1026552__1.1026552	820__A0A174LJB2__HMPREF1072_04112
ERR1913154.1026622__1.1026622	33043__D5HDZ9__ERS852386_00394
ERR1913154.1026617__1.1026617	823__A0A395YRE1__DXC05_20005
