ERR1913021.342__1.342	1262935__R5GDB4__BN773_01091
ERR1913021.4346260__1.4346260	821__A0A3E4KIM1__M097_3660
ERR1913021.4346365__1.4346365	40518__R5E6X5__sbcD
ERR1913021.4346562__1.4346562	1262889__R7HAQ6__BN634_02130
ERR1913021.4346726__1.4346726	823__A0A355XJT5__ERS852429_03504
ERR1913021.4346736__1.4346736	1262935__R5GTR5__BN773_00263
ERR1913021.4346882__1.4346882	39492__D4JR58__EUBSIR_02090
ERR1913021.4347033__1.4347033	487174__K0X789__DIT83_10440
ERR1913021.4347285__1.4347285	2173__A0A1D2WRC1__Msm_0093
ERR1913021.4347366__1.4347366	291644__I9HGG9__HMPREF1071_03600
ERR1913021.4347405__1.4347405	357276__I8VQA2__HMPREF1065_04183
ERR1913021.4347988__1.4347988	1297617__A0A0S2W6X9__C7373_105213
ERR1913021.4347990__1.4347990	165179__A0A3E5E4T9__DXB80_08030
ERR1913021.4348063__1.4348063	820__A0A174R952__DXB48_02570
ERR1913021.4348665__1.4348665	204516__U6RFV1__HMPREF1534_02560
ERR1913021.4348896__1.4348896	556259__I0PXW0__BSGG_5187
ERR1913021.4349257__1.4349257	1262889__R7HD87__BN634_01680
ERR1913021.4349276__1.4349276	1262958__R7GSC8__BN645_00985
ERR1913021.4349493__1.4349493	1262889__R7HGV8__BN634_01881
ERR1913021.4349692__1.4349692	556259__I0PXW0__BSGG_5187
ERR1913021.4349761__1.4349761	47678__A5ZH12__DXB67_04890
ERR1913021.4349777__1.4349777	1262935__R5GHP4__BN773_01210
ERR1913021.4349799__1.4349799	28118__R6FC74__DHW44_13330
ERR1913021.4350209__1.4350209	28117__B0MY45__ALIPUT_02164
ERR1913021.4350637__1.4350637	40518__R5DZI2__DXD93_06940
ERR1913021.4350864__1.4350864	384638__B7ASI3__BACPEC_02038
ERR1913021.4350911__1.4350911	46228__V8BQP5__HMPREF1202_02378
ERR1913021.4350919__1.4350919	39492__D4JRL2__ERS852540_01608
ERR1913021.4350966__1.4350966	818__D7I7V5__BJP75_001030
ERR1913021.4350999__1.4350999	1262935__R5GUT3__BN773_00488
ERR1913021.4351208__1.4351208	28111__R5K222__bglX_7
ERR1913021.4351244__1.4351244	246787__A0A0P0G372__BcellWH2_03657
ERR1913021.4351504__1.4351504	33039__D4M1B1__ERS852577_03971
ERR1913021.4351788__1.4351788	821__A0A0P0LFP6__C5Z04_13890
ERR1913021.4351945__1.4351945	820__A0A139KJ23__celCCA
ERR1913021.4351966__1.4351966	357276__A0A0K2HF54__HMPREF1063_03537
ERR1913021.4351977__1.4351977	649756__D4MW45__DCR88_11455
ERR1913021.4352405__1.4352405	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.4352449__1.4352449	39491__A0A395ZG74__licR
ERR1913021.4352681__1.4352681	291644__R5JS80__HMPREF1532_00848
ERR1913021.4352768__1.4352768	1262935__R5GH23__BN773_00804
ERR1913021.4352970__1.4352970	357276__C3RDQ5__HMPREF1065_03827
ERR1913021.4353035__1.4353035	39492__D4JU67__EUBSIR_00791
ERR1913021.4353142__1.4353142	487174__K0XG34__HMPREF9448_02234
ERR1913021.4353298__1.4353298	46228__B5CPT8__RUMLAC_01482
ERR1913021.4353383__1.4353383	1150298__A0A174SLE6__mlc_1
ERR1913021.4353401__1.4353401	487174__K0WS78__HMPREF9448_02825
ERR1913021.4353504__1.4353504	823__A0A078TE44__DD466_14830
ERR1913021.4353544__1.4353544	821__A0A395VIK7__BVU_1225
ERR1913021.4353660__1.4353660	39492__D4JWY1__rnfA_1
ERR1913021.4353666__1.4353666	1297617__A0A0S2W3C9__IB211_01337
ERR1913021.4353680__1.4353680	165179__R6PNJ9__PREVCOP_04730
ERR1913021.4353913__1.4353913	39488__A0A173RXS4__ribF
ERR1913021.4353958__1.4353958	46506__R6B8Z4__SAMN05444283_11711
ERR1913021.4354000__1.4354000	204516__U6R8I1__HMPREF1534_03341
ERR1913021.4354145__1.4354145	40518__R5DPA7__RBATCC27255_01319
ERR1913021.4354210__1.4354210	1150298__A0A174SLE6__mlc_1
ERR1913021.4354290__1.4354290	1262958__R7GQW9__BN645_00913
ERR1913021.4354551__1.4354551	246787__A0A3D6ARC7__BACCELL_03328
ERR1913021.4354576__1.4354576	487174__K0WUJ5__HMPREF9448_02567
ERR1913021.4354594__1.4354594	216816__B3DNW2__BL171B_07980
ERR1913021.4354731__1.4354731	28111__E5WUE9__NCTC11155_01729
ERR1913021.4354962__1.4354962	821__A0A0P0M3U7__DXB90_14325
ERR1913021.4354998__1.4354998	47678__R5UGX6__CGC64_16275
ERR1913021.4355007__1.4355007	357276__I9FU68__HMPREF1063_00557
ERR1913021.4355477__1.4355477	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913021.4355629__1.4355629	418240__A0A174DPG4__ERS852523_03206
ERR1913021.4355716__1.4355716	821__A0A395UNT8__DXD64_15275
ERR1913021.4355780__1.4355780	357276__A0A076IR37__DXD47_07890
ERR1913021.4355788__1.4355788	1262935__R5GEF5__BN773_00089
ERR1913021.4355895__1.4355895	357276__B6W1J2__BACDOR_03380
ERR1913021.4355939__1.4355939	291644__R5JUW8__wecA_3
ERR1913021.4355997__1.4355997	1262888__R6P855__BN582_00390
ERR1913021.4356080__1.4356080	28111__E5X123__BACEGG_03115
ERR1913021.4356157__1.4356157	487175__D9Y8L9__HMPREF9439_01212
ERR1913021.4356238__1.4356238	28117__B0MSS9__BHV66_06085
ERR1913021.4356565__1.4356565	821__A0A174NM17__lacZ_6
ERR1913021.4356912__1.4356912	46506__B0NT08__BACSTE_02624
ERR1913021.4356963__1.4356963	820__A0A174CK74__DXB48_07060
ERR1913021.4356996__1.4356996	39488__A0A173U8N3__yhbU_1
ERR1913021.4357131__1.4357131	338188__A0A174ETX3__ERS852397_01955
ERR1913021.4357169__1.4357169	1262888__R6PJP2__BN582_01803
ERR1913021.4357221__1.4357221	46228__V8CE24__thiD
ERR1913021.4357228__1.4357228	1262777__R5VSH4__BN512_01485
ERR1913021.4357400__1.4357400	39488__C0EY66__prkC_1
ERR1913021.4357443__1.4357443	418240__A0A174S3Z4__ypdA_6
ERR1913021.4357527__1.4357527	1042156__F7V3A8__HipB
ERR1913021.4357821__1.4357821	357276__A0A076J726__IY41_15030
ERR1913021.4357855__1.4357855	820__A0A139K426__B5G17_09115
ERR1913021.4358038__1.4358038	338188__A0A174ETX3__ERS852397_01955
ERR1913021.4358073__1.4358073	39492__D4JUD7__EUBSIR_01877
ERR1913021.4358074__1.4358074	39492__D4JUD7__EUBSIR_01877
ERR1913021.4358478__1.4358478	46503__A7AII9__ERS852463_00984
ERR1913021.4358865__1.4358865	46228__V8BQN5__RUMLAC_01272
ERR1913021.4359033__1.4359033	40518__R5E2Z2__DXD93_09295
ERR1913021.4359171__1.4359171	1262911__R6GMD8__BN557_01647
ERR1913021.4359231__1.4359231	1262825__R5EK39__BN724_02341
ERR1913021.4359277__1.4359277	39492__B0MPL6__EUBSIR_01779
ERR1913021.4359314__1.4359314	821__D4VD59__BHV80_04260
ERR1913021.4359485__1.4359485	1160721__W0U979__BHW50_09935
ERR1913021.4359658__1.4359658	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.4359850__1.4359850	357276__I9QBT7__BSEG_03340
ERR1913021.4359934__1.4359934	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.4360068__1.4360068	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.4360118__1.4360118	33039__D4M4F8__ERS852502_02771
ERR1913021.4360209__1.4360209	204516__U6R921__HMPREF1534_03932
ERR1913021.4360270__1.4360270	165179__A0A174SA26__PREVCOP_05758
ERR1913021.4360279__1.4360279	821__A6L0C7__ERS852556_03520
ERR1913021.4360341__1.4360341	821__I9R3W6__DXC16_12455
ERR1913021.4360569__1.4360569	357276__I9QBT7__BSEG_03340
ERR1913021.4360603__1.4360603	246787__A0A0P0GPP9__BACCELL_01902
ERR1913021.4360616__1.4360616	47678__A5ZG68__ERS852494_02968
ERR1913021.4360672__1.4360672	357276__I8WEZ6__BACDOR_02323
ERR1913021.4360738__1.4360738	371601__D7J175__DXD03_05675
ERR1913021.4360823__1.4360823	39492__D4JWT3__ERS852540_00301
ERR1913021.4360973__1.4360973	544645__A0A1Y3VP90__DXC42_05845
ERR1913021.4361044__1.4361044	821__E5UY21__C800_02204
ERR1913021.4361216__1.4361216	1628085__A0A1C6G0Y6__C7386_103131
ERR1913021.4361337__1.4361337	46506__R6AEZ1__BACSTE_01801
ERR1913021.4361387__1.4361387	820__A0A078STJ8__DXC68_04690
ERR1913021.4361421__1.4361421	357276__C3RA36__HMPREF1065_03270
ERR1913021.4361577__1.4361577	357276__A0A076IS73__GV66_00410
ERR1913021.4361526__1.4361526	291644__I9TL83__HMPREF1532_00872
ERR1913021.4361677__1.4361677	291644__I8YWL3__HMPREF1532_01571
ERR1913021.4361806__1.4361806	821__A0A0P0M3U7__DXB90_14325
ERR1913021.4361904__1.4361904	301301__A0A395V7C8__RHOM_02390
ERR1913021.4361909__1.4361909	820__A0A174VD39__DXD90_12235
ERR1913021.4361940__1.4361940	1501391__GCA_000786575.1_00103
ERR1913021.4361988__1.4361988	1862668__GCA_001945525.1_00684
ERR1913021.4362014__1.4362014	1262935__R5GUD0__BN773_00454
ERR1913021.4362118__1.4362118	357276__A0A076IP73__BACDOR_04237
ERR1913021.4362119__1.4362119	291644__R5J7N0__HMPREF1532_02343
ERR1913021.4362367__1.4362367	820__A7V9F9__B5G17_14640
ERR1913021.4362428__1.4362428	39492__D4JW10__pppA
ERR1913021.4362544__1.4362544	2108523__A0A2P2F705__LAWASA_1811
ERR1913021.4362631__1.4362631	46228__B5CSE2__HMPREF1202_00716
ERR1913021.4362679__1.4362679	28116__A0A1Y4PWN5__M088_3731
ERR1913021.4362712__1.4362712	239935__A0A2N8HT44__CXT84_11035
ERR1913021.4363072__1.4363072	40518__R5E1J2__DXD93_04070
ERR1913021.4363148__1.4363148	33039__A0A174Y8E4__suhB
ERR1913021.4363261__1.4363261	28111__E5WUE9__NCTC11155_01729
ERR1913021.4363475__1.4363475	28111__E5WUH3__BACEGG_02112
ERR1913021.4363533__1.4363533	35833__E5Y5Y1__HMPREF0179_01594
ERR1913021.4363654__1.4363654	291644__I9IAR0__HMPREF1071_00441
ERR1913021.4363655__1.4363655	291644__I9IAR0__HMPREF1071_00441
ERR1913021.4363689__1.4363689	40518__R5DTH7__DXD83_02405
ERR1913021.4363841__1.4363841	821__A0A174JYD3__ERS852457_02610
ERR1913021.4363930__1.4363930	291644__I8YUW1__HMPREF1532_01990
ERR1913021.4363974__1.4363974	28118__F9Z856__macA_2
ERR1913021.4364371__1.4364371	28118__F9Z408__NCTC10826_01194
ERR1913021.4364476__1.4364476	1262825__R5EJL5__BN724_02201
ERR1913021.4364489__1.4364489	28117__B0MUR5__BHV66_03900
ERR1913021.4364662__1.4364662	2173__A5UNC4__METSMIALI_00562
ERR1913021.4364668__1.4364668	649756__D4MVD8__ERS852475_00940
ERR1913021.4364811__1.4364811	821__A0A0P0LQT3__DXC03_05050
ERR1913021.4365189__1.4365189	39486__B0G468__DXB12_12780
ERR1913021.4365201__1.4365201	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913021.4365220__1.4365220	28117__B0MSS1__ALIPUT_00273
ERR1913021.4365429__1.4365429	357276__I9RHT4__EL88_09235
ERR1913021.4365496__1.4365496	820__A0A139JY23__B5G17_06330
ERR1913021.4365500__1.4365500	47678__R5UES3__CGC64_00760
ERR1913021.4365486__1.4365486	1262935__R5GK32__BN773_00174
ERR1913021.4365650__1.4365650	821__A0A0P0M2J4__DXD46_10295
ERR1913021.4365718__1.4365718	649756__B0P3X0__DCR88_11535
ERR1913021.4366100__1.4366100	818__A0A1H7S810__BJP75_003270
ERR1913021.4366115__1.4366115	823__A0A355XJ56__DDY96_07685
ERR1913021.4366134__1.4366134	818__A0A0P0F989__BJP75_019080
ERR1913021.4366258__1.4366258	328814__GCA_004558275.1_00063
ERR1913021.4366638__1.4366638	1262980__R5BM52__BN814_00030
ERR1913021.4366679__1.4366679	28117__B0MXR4__BHV66_08025
ERR1913021.4366780__1.4366780	357276__A0A076IR37__DXD47_07890
ERR1913021.4366809__1.4366809	39491__R6TNE2__LD38_07270
ERR1913021.4366892__1.4366892	28111__E5WYC3__NCTC11155_03517
ERR1913021.4367071__1.4367071	820__A0A3E4VZT7__DXB48_16145
ERR1913021.4367492__1.4367492	487174__K0X1D9__HMPREF9448_00919
ERR1913021.4367631__1.4367631	371601__D7J5N6__HMPREF1074_04460
ERR1913021.4367910__1.4367910	28111__R5JUK8__NCTC11155_02515
ERR1913021.4368114__1.4368114	357276__D1K3K9__EL88_23995
ERR1913021.4368257__1.4368257	1262889__R7HBS9__BN634_01225
ERR1913021.4368522__1.4368522	39492__D4JUS6__accD5
ERR1913021.4368842__1.4368842	46506__B0NQN6__AA415_00632
ERR1913021.4369087__1.4369087	46503__R6XCJ0__PARMER_01847
ERR1913021.4369228__1.4369228	291644__I8YIG3__ERS852428_02427
ERR1913021.4369320__1.4369320	1262886__R6RDI4__BN563_00643
ERR1913021.4369307__1.4369307	357276__B6W5Q7__DXD47_13945
ERR1913021.4369340__1.4369340	1262886__R6RFE5__BN563_01256
ERR1913021.4369704__1.4369704	1308__G6EPF4__CW339_03440
ERR1913021.4369807__1.4369807	33039__A0A173VTT4__frdB_1
ERR1913021.4370037__1.4370037	40518__R5DXH2__DXD83_10135
ERR1913021.4370153__1.4370153	821__A0A0P0M2J4__DXD46_10295
ERR1913021.4370214__1.4370214	371601__A0A174AWE7__BXY_28850
ERR1913021.4370203__1.4370203	46228__B5CP50__DXD17_00075
ERR1913021.4370285__1.4370285	28118__R6FAT1__DHW44_00720
ERR1913021.4370453__1.4370453	821__A0A174MBW9__SAMN04487923_10272
ERR1913021.4370648__1.4370648	357276__I9R1V6__DXD47_04125
ERR1913021.4370803__1.4370803	1262886__R6QAI4__BN563_00898
ERR1913021.4370825__1.4370825	338188__A0A174ETX3__ERS852397_01955
ERR1913021.4370917__1.4370917	823__A0A395YZ10__NCTC11152_02955
ERR1913021.4370989__1.4370989	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913021.4371341__1.4371341	1263006__R6LRT3__BN515_00657
ERR1913021.4371348__1.4371348	1099853__U5CDS7__NSB1T_05515
ERR1913021.4371677__1.4371677	1472761__GCA_002159295.1_00899
ERR1913021.4371800__1.4371800	28116__A0A3A9HTT7__BACOVA_05446
ERR1913021.4371958__1.4371958	1262889__R7HD81__BN634_00648
ERR1913021.4372086__1.4372086	2292352__A0A374UKS3__DXC23_09270
ERR1913021.4372163__1.4372163	820__A0A174KKV6__DXC07_02635
ERR1913021.4372205__1.4372205	292800__A0A174N232__ADH75_10840
ERR1913021.4372393__1.4372393	821__A0A174WBC9__ERS852556_03145
ERR1913021.4372484__1.4372484	166486__D4L457__ROSINTL182_07087
ERR1913021.4372522__1.4372522	88431__A0A173XSN2__ERS852526_00723
ERR1913021.4372717__1.4372717	40520__A0A174MK43__DXC87_03315
ERR1913021.4372907__1.4372907	820__A0A173WUD7__DXB48_08055
ERR1913021.4373034__1.4373034	818__A0A0P0F004__SAMN02910322_02925
ERR1913021.4372979__1.4372979	28111__E5X237__NCTC11155_00628
ERR1913021.4373060__1.4373060	357276__A0A076IXE0__HMPREF1064_04364
ERR1913021.4373111__1.4373111	820__A0A174FUF0__HMPREF1073_03308
ERR1913021.4373174__1.4373174	291644__R5JCI3__HMPREF1532_04074
ERR1913021.4373235__1.4373235	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.4373240__1.4373240	47678__R5UT83__DW706_09750
ERR1913021.4373242__1.4373242	28118__F9ZCN2__DF785_09230
ERR1913021.4373289__1.4373289	39492__D4JWY0__EUBSIR_01648
ERR1913021.4373283__1.4373283	1262886__R6QIL5__BN563_00897
ERR1913021.4373286__1.4373286	291644__I9T2X5__ERS852428_03729
ERR1913021.4373511__1.4373511	823__A0A3E4P9U5__ERS852380_02719
ERR1913021.4373698__1.4373698	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.4373741__1.4373741	418240__A0A174S4S6__adaA_5
ERR1913021.4373838__1.4373838	28111__R5JUE8__HMPREF1016_02680
ERR1913021.4374207__1.4374207	46228__B5CLQ5__RUMLAC_00379
ERR1913021.4374219__1.4374219	1262935__R5GRK6__BN773_01192
ERR1913021.4374618__1.4374618	820__A0A3E4VZT7__DXB48_16145
ERR1913021.4374832__1.4374832	39492__D4JTG7__EUBSIR_00572
ERR1913021.4374943__1.4374943	357276__A0A0K2HDV9__DXD47_02600
ERR1913021.4375005__1.4375005	166486__D4KXB5__ROSINTL182_05909
ERR1913021.4374946__1.4374946	821__A0A173XDD3__DXB82_17180
ERR1913021.4375444__1.4375444	28116__E5C5U2__HMPREF2532_02418
ERR1913021.4375626__1.4375626	1262889__R7H889__BN634_02048
ERR1913021.4376123__1.4376123	357276__A0A0P0M2G3__BACDOR_03913
ERR1913021.4376269__1.4376269	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.4376382__1.4376382	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.4376427__1.4376427	1262889__R7HBQ2__BN634_01539
ERR1913021.4376447__1.4376447	290054__A0A1T4N7L2__SAMN02745114_01501
ERR1913021.4376698__1.4376698	261299__W1UWC3__rsbP
ERR1913021.4376717__1.4376717	1263006__R6LKF3__BN515_02083
ERR1913021.4376851__1.4376851	39492__D4JW10__pppA
ERR1913021.4377347__1.4377347	28118__F9Z9Z6__DHW44_15190
ERR1913021.4377497__1.4377497	454155__F3QTT0__HMPREF9442_01599
ERR1913021.4377681__1.4377681	357276__A0A0M1W4C0__DXD47_07095
ERR1913021.4377709__1.4377709	28111__E5X0Y0__HMPREF1016_02598
ERR1913021.4377784__1.4377784	1262825__R5EHM5__BN724_01843
ERR1913021.4377981__1.4377981	357276__A0A076J8D4__HMPREF1064_00553
ERR1913021.4378162__1.4378162	563038__E9FKL8__HMPREF0851_00827
ERR1913021.4378216__1.4378216	33039__D4M1A4__ERS852502_00742
ERR1913021.4378395__1.4378395	40518__R5DYF6__RBL263_01812
ERR1913021.4378457__1.4378457	204516__U6RDD8__HMPREF1534_02559
ERR1913021.4378625__1.4378625	1262992__R5CXM7__BN795_01016
ERR1913021.4378873__1.4378873	88431__A0A174G8Q6__ERS852526_02711
ERR1913021.4379121__1.4379121	116085__D4J693__DW747_12735
ERR1913021.4379102__1.4379102	291644__I9HP97__HMPREF1532_00061
ERR1913021.4379562__1.4379562	33043__A0A173ZEP9__araC_1
ERR1913021.4379555__1.4379555	2293125__A0A374C5Y6__DW917_09105
ERR1913021.4379711__1.4379711	39492__D4JVG7__ERS852540_00946
ERR1913021.4379714__1.4379714	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913021.4379731__1.4379731	821__E5UY21__C800_02204
ERR1913021.4379747__1.4379747	28116__R6JI94__ERS852555_01222
ERR1913021.4379832__1.4379832	291644__I8Y0K6__HMPREF1532_04085
ERR1913021.4379886__1.4379886	39491__A0A395UWA3__DXB69_11805
ERR1913021.4380165__1.4380165	291644__I8Z2C6__HMPREF1071_00595
ERR1913021.4380212__1.4380212	35833__E5Y2V2__HMPREF0179_00466
ERR1913021.4380346__1.4380346	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.4380658__1.4380658	28117__B0MTV0__BHV66_06395
ERR1913021.4380838__1.4380838	821__A6L0C7__ERS852556_03520
ERR1913021.4381013__1.4381013	1262911__R6GY22__BN557_00023
ERR1913021.4381084__1.4381084	357276__A0A076IIL0__EL88_03065
ERR1913021.4381091__1.4381091	1099853__R7DFK1__NSB1T_10035
ERR1913021.4381112__1.4381112	853__D4JY61__C4N21_10560
ERR1913021.4381210__1.4381210	823__A0A173W8N5__ERS852513_00780
ERR1913021.4381251__1.4381251	1262889__R7HBR7__BN634_00170
ERR1913021.4381399__1.4381399	291644__I9TDH8__HMPREF1071_01321
ERR1913021.4381440__1.4381440	884684__GCA_002892425.1_00913
ERR1913021.4381498__1.4381498	821__A0A397WGD6__M098_0084
ERR1913021.4381529__1.4381529	1262958__R7GZM7__BN645_01711
ERR1913021.4381457__1.4381457	821__A0A397WGD6__M098_0084
ERR1913021.4381568__1.4381568	291644__I9HRU8__ERS852428_03635
ERR1913021.4382108__1.4382108	28117__B0MXQ6__ALIPUT_01917
ERR1913021.4382134__1.4382134	28111__E5WZR2__HMPREF1016_02168
ERR1913021.4382124__1.4382124	47678__A5ZL09__BACCAC_03608
ERR1913021.4382203__1.4382203	821__A0A396F598__CUU_3259
ERR1913021.4382361__1.4382361	2293125__A0A374BSW4__DW917_13420
ERR1913021.4382373__1.4382373	28116__I8YA52__M088_0798
ERR1913021.4382565__1.4382565	821__A0A395UNT8__DXD64_15275
ERR1913021.4382585__1.4382585	2293125__A0A374BSW4__DW917_13420
ERR1913021.4382707__1.4382707	1501391__GCA_000786575.1_00036
ERR1913021.4382755__1.4382755	1262935__R5GRK6__BN773_01192
ERR1913021.4383027__1.4383027	46506__B0NU77__AA415_02810
ERR1913021.4383233__1.4383233	884684__GCA_002892425.1_01408
ERR1913021.4383525__1.4383525	28118__F9Z7B3__SAMEA44545918_00670
ERR1913021.4383713__1.4383713	40518__R5DTJ1__DXD86_03635
ERR1913021.4383780__1.4383780	357276__A0A076IYG1__B5F95_22465
ERR1913021.4383999__1.4383999	821__A0A174NVL6__NCTC10583_01782
ERR1913021.4384098__1.4384098	39496__A5Z890__EUBVEN_01930
ERR1913021.4384430__1.4384430	410072__A0A173RMJ4__ydfH_1
ERR1913021.4384663__1.4384663	357276__A0A0K2HDP3__IY41_00705
ERR1913021.4384691__1.4384691	46228__B5CPX5__RUMLAC_01520
ERR1913021.4384791__1.4384791	291644__I9TBY1__HMPREF1532_01991
ERR1913021.4384858__1.4384858	1897011__A0A1Q6RH58__BHW41_01950
ERR1913021.4384867__1.4384867	487174__R5EUJ8__DDY40_00460
ERR1913021.4385301__1.4385301	165179__A0A3E5EA43__DXC61_07775
ERR1913021.4385350__1.4385350	410072__C0BF75__ERS852389_02248
ERR1913021.4385802__1.4385802	47678__R5UAY9__DW706_07200
ERR1913021.4385943__1.4385943	357276__B6W1J2__BACDOR_03380
ERR1913021.4385957__1.4385957	39488__A0A174CKH9__EUBHAL_00342
ERR1913021.4386097__1.4386097	1501391__GCA_000786575.1_00068
ERR1913021.4386131__1.4386131	47678__A5ZJ80__BACCAC_02965
ERR1913021.4386122__1.4386122	820__A0A396EUU8__luxQ_3
ERR1913021.4386380__1.4386380	291644__I9T2X5__ERS852428_03729
ERR1913021.4386617__1.4386617	1262942__R7QZQ4__BN520_02217
ERR1913021.4386630__1.4386630	853__R6QDR1__C4N27_08170
ERR1913021.4386735__1.4386735	745368__A0A1T4XCE1__SAMN02745178_01686
ERR1913021.4386790__1.4386790	46503__B7B776__DXB85_00355
ERR1913021.4386916__1.4386916	410072__A0A3E4GUH0__COPCOM_01729
ERR1913021.4386932__1.4386932	1262889__R7HBH6__BN634_02400
ERR1913021.4387113__1.4387113	357276__C3R5A0__B5F00_02960
ERR1913021.4387141__1.4387141	357276__I8WPR6__EL88_06675
ERR1913021.4387242__1.4387242	1262889__R7HEG5__BN634_01757
ERR1913021.4387214__1.4387214	1262935__R5GUE2__BN773_00325
ERR1913021.4387320__1.4387320	1262935__R5GHP4__BN773_01210
ERR1913021.4387396__1.4387396	1262889__R7HBQ2__BN634_01539
ERR1913021.4387522__1.4387522	204516__U6RFV1__HMPREF1534_02560
ERR1913021.4387604__1.4387604	47678__R5USZ3__DXB67_12245
ERR1913021.4387637__1.4387637	454155__F3QST7__HMPREF9442_01251
ERR1913021.4387779__1.4387779	2293125__A0A374BSW4__DW917_13420
ERR1913021.4387944__1.4387944	1262935__R5GK32__BN773_00174
ERR1913021.4387960__1.4387960	1262935__R5GIL8__BN773_01483
ERR1913021.4387980__1.4387980	1263000__R5EQY7__BN466_01150
ERR1913021.4388297__1.4388297	46228__V8C9H7__RUMLAC_01008
ERR1913021.4388430__1.4388430	35833__E5Y724__HMPREF0179_01988
ERR1913021.4388451__1.4388451	39492__D4JQX3__EUBSIR_01310
ERR1913021.4388888__1.4388888	46506__A0A108TAK3__fepA_3
ERR1913021.4388902__1.4388902	821__C6Z451__BHV80_04265
ERR1913021.4389119__1.4389119	28111__E5WYC3__NCTC11155_03517
ERR1913021.4389158__1.4389158	357276__B6W1Y5__IY41_11405
ERR1913021.4389260__1.4389260	47678__R5U6J0__ERS852558_00310
ERR1913021.4389296__1.4389296	357276__A0A076INK2__BSEG_04225
ERR1913021.4389497__1.4389497	46503__A7AG59__ERS852463_00349
ERR1913021.4389775__1.4389775	214856__I3YPQ0__ERS852447_01379
ERR1913021.4389859__1.4389859	166486__D4KVX6__ROSINTL182_06735
ERR1913021.4389974__1.4389974	820__A0A139KH21__DXC80_01780
ERR1913021.4390001__1.4390001	46228__V8CH54__RUMLAC_00903
ERR1913021.4390131__1.4390131	137732__GCF_000162475.2_00222
ERR1913021.4390378__1.4390378	357276__I8VN30__HMPREF1065_03051
ERR1913021.4390633__1.4390633	821__A0A174JYD3__ERS852457_02610
ERR1913021.4390819__1.4390819	823__A0A395YRW4__DD466_15895
ERR1913021.4391114__1.4391114	820__A0A3E4W4Y7__B5G17_02055
ERR1913021.4391313__1.4391313	46228__B5CPT9__DXD17_07345
ERR1913021.4391661__1.4391661	1262889__R7HFE6__BN634_01394
ERR1913021.4391789__1.4391789	28111__R5K5Y0__NCTC11155_03071
ERR1913021.4391942__1.4391942	821__A0A174JYD3__ERS852457_02610
ERR1913021.4391965__1.4391965	328814__GCA_004558275.1_00066
ERR1913021.4392001__1.4392001	246787__A0A0P0G372__BcellWH2_03657
ERR1913021.4391991__1.4391991	357276__I8WPR6__EL88_06675
ERR1913021.4392143__1.4392143	39491__A0A174K265__DXB76_05915
ERR1913021.4392296__1.4392296	46228__V8BLL4__HMPREF1202_02582
ERR1913021.4392401__1.4392401	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.4392508__1.4392508	46228__V8CE24__thiD
ERR1913021.4392570__1.4392570	1262889__R7HAY6__BN634_02225
ERR1913021.4392844__1.4392844	291644__R5JG91__HMPREF1532_01961
ERR1913021.4392849__1.4392849	39492__A0A174Z2N0__EUBSIR_01615
ERR1913021.4392946__1.4392946	823__D7ILK2__ERS852380_00031
ERR1913021.4392960__1.4392960	357276__A6L053__ABI39_04450
ERR1913021.4393015__1.4393015	820__A0A174M9V5__M093_0237
ERR1913021.4393095__1.4393095	239935__A0A2N8HT44__CXT84_11035
ERR1913021.4393178__1.4393178	1547597__A0A0C3MC51__IE90_01770
ERR1913021.4393567__1.4393567	357276__A0A0K2HJA6__DXD47_07320
ERR1913021.4393612__1.4393612	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.4393779__1.4393779	821__A0A174NM17__lacZ_6
ERR1913021.4393916__1.4393916	28111__R5JQ07__BACEGG_03203
ERR1913021.4394226__1.4394226	1262889__R7HD84__BN634_01675
ERR1913021.4394262__1.4394262	33039__A0A173VTT4__frdB_1
ERR1913021.4394285__1.4394285	2293125__A0A374CIX5__DW917_01125
ERR1913021.4394323__1.4394323	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913021.4394388__1.4394388	1262743__R5C054__BN727_01980
ERR1913021.4394400__1.4394400	821__C6ZAA5__ERS852556_00403
ERR1913021.4394587__1.4394587	357276__I9FRW5__B5F95_21685
ERR1913021.4394670__1.4394670	46228__B5CNQ2__HMPREF1202_00124
ERR1913021.4394680__1.4394680	853__A0A2A7B9I6__DW855_13690
ERR1913021.4394748__1.4394748	487174__K0WZU9__HMPREF9448_01159
ERR1913021.4394839__1.4394839	821__A0A0P0M4G3__M099_3092
