ERR1912985.39__1.39	820__A7V092__hldE
ERR1912985.2130638__1.2130638	357276__D1K3K9__EL88_23995
ERR1912985.2130622__1.2130622	246787__A0A3D6AU53__AA416_01665
ERR1912985.2130766__1.2130766	46506__A0A108TBL0__BACSTE_01998
ERR1912985.2130813__1.2130813	310297__B5CVZ7__DXB87_08345
ERR1912985.2130840__1.2130840	1304__F8LK78__STRSA0001_0840
ERR1912985.2130841__1.2130841	46506__B0NMY5__AA415_00377
ERR1912985.2130857__1.2130857	46506__B0NMY5__AA415_00377
ERR1912985.2131036__1.2131036	820__A0A174A6K0__M093_0079
ERR1912985.2131092__1.2131092	1262986__R5ZWM2__BN492_01629
ERR1912985.2131026__1.2131026	246787__R6KQ08__AA416_01934
ERR1912985.2131029__1.2131029	47678__R5U8S9__DW706_06260
ERR1912985.2131164__1.2131164	823__D7IXG8__ERS852560_01232
ERR1912985.2131256__1.2131256	310297__R5VT57__BACPLE_00602
ERR1912985.2131280__1.2131280	1262927__R7F4G2__BN677_00840
ERR1912985.2131379__1.2131379	1897011__A0A1Q6RGA3__BHW41_02665
ERR1912985.2131467__1.2131467	357276__I9QWD4__DXD47_15075
ERR1912985.2131544__1.2131544	214856__A0A175A1E6__ERS852447_01907
ERR1912985.2131621__1.2131621	46506__B0NM94__HMPREF1181_03250
ERR1912985.2131669__1.2131669	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.2131744__1.2131744	88431__A0A174KC10__ERS852423_00293
ERR1912985.2131713__1.2131713	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.2131792__1.2131792	1263109__GCA_000438135.1_00036
ERR1912985.2131897__1.2131897	818__A0A0P0FI06__BJP75_017205
ERR1912985.2132091__1.2132091	246787__A0A3D6AQP8__AA416_04153
ERR1912985.2132230__1.2132230	310297__B5CUZ5__BACPLE_00521
ERR1912985.2132344__1.2132344	818__A0A3E5HDU6__C799_04515
ERR1912985.2132390__1.2132390	46506__A0A108TAK3__fepA_3
ERR1912985.2132486__1.2132486	1262761__R6QKZ0__BN606_00913
ERR1912985.2132523__1.2132523	853__A0A173T751__C4N24_10280
ERR1912985.2132630__1.2132630	39491__A0A395UZZ5__htpG_1
ERR1912985.2132665__1.2132665	310297__B5CWQ0__DXB87_14670
ERR1912985.2132695__1.2132695	820__A0A1Q6IDS8__chtA
ERR1912985.2132802__1.2132802	310297__B5D3X3__DXB87_14935
ERR1912985.2132806__1.2132806	46506__R6ALX0__HMPREF1181_01042
ERR1912985.2132844__1.2132844	387090__S0F4H1__BACCOPRO_00084
ERR1912985.2132905__1.2132905	246787__A0A0P0GCR8__xynD_3
ERR1912985.2132930__1.2132930	820__A0A3E4WA06__ERS852554_03404
ERR1912985.2133002__1.2133002	328814__GCA_004558275.1_00035
ERR1912985.2133049__1.2133049	39491__A0A395V0H3__ERS852417_01192
ERR1912985.2133063__1.2133063	820__A0A3E4FZM1__adaA_2
ERR1912985.2133091__1.2133091	357276__A0A076IYG1__B5F95_22465
ERR1912985.2133069__1.2133069	820__A0A174KKV6__DXC07_02635
ERR1912985.2133106__1.2133106	301301__A0A395VA63__sbcC
ERR1912985.2133177__1.2133177	310297__R5VE57__BACPLE_03332
ERR1912985.2133178__1.2133178	28117__B0MXL6__ALIPUT_01851
ERR1912985.2133204__1.2133204	1160721__W0U3I6__RBI_I00579
ERR1912985.2133382__1.2133382	301301__A0A395V7C8__RHOM_02390
ERR1912985.2133358__1.2133358	1262761__R6QUM5__BN606_02048
ERR1912985.2133441__1.2133441	310297__B5CV97__DXD04_03850
ERR1912985.2133609__1.2133609	301301__G2SZ87__RHOM_00995
ERR1912985.2133778__1.2133778	820__A0A374Q854__HMPREF1073_03281
ERR1912985.2133841__1.2133841	357276__A0A0M1W9N4__GV66_05135
ERR1912985.2133851__1.2133851	310297__R5VRF5__DXD04_01865
ERR1912985.2133995__1.2133995	39491__A0A395ZHW3__ERS852417_01359
ERR1912985.2134060__1.2134060	1262986__R5ZVR7__BN492_01484
ERR1912985.2134152__1.2134152	820__R9I2U8__DXC68_09590
ERR1912985.2134232__1.2134232	1262927__R7EWB3__BN677_01133
ERR1912985.2134260__1.2134260	1318__W1VLP5__HMPREF1195_01494
ERR1912985.2134300__1.2134300	46228__B5CT56__RUMLAC_02679
ERR1912985.2134347__1.2134347	46228__V8CGF0__HMPREF1202_00126
ERR1912985.2134394__1.2134394	310297__B5CZ49__BACPLE_02006
ERR1912985.2134408__1.2134408	46506__R6AEP1__HMPREF1181_01415
ERR1912985.2134637__1.2134637	357276__I9FGI3__EL88_12385
ERR1912985.2134704__1.2134704	338188__R6RT73__HMPREF1057_02828
ERR1912985.2134892__1.2134892	1263109__GCA_000438135.1_01128
ERR1912985.2134953__1.2134953	246787__A0A3D6AV26__BcellWH2_02579
ERR1912985.2134998__1.2134998	1262945__R6YVH0__BN600_01659
ERR1912985.2134969__1.2134969	46506__S3YT03__AA415_01895
ERR1912985.2135025__1.2135025	818__Q8A0R7__ERS852461_00039
ERR1912985.2135167__1.2135167	310297__B5CXG7__DXD04_11450
ERR1912985.2135238__1.2135238	1263006__R6MQA3__BN515_02104
ERR1912985.2135266__1.2135266	446660__GCA_003428235.1_01417
ERR1912985.2135386__1.2135386	820__A0A139K4W5__HMPREF2141_02394
ERR1912985.2135409__1.2135409	28117__B0MTI4__ALIPUT_00084
ERR1912985.2135437__1.2135437	301301__A0A395V5S1__ERS852391_01890
ERR1912985.2135642__1.2135642	820__A0A174M9V5__M093_0237
ERR1912985.2135731__1.2135731	357276__B6W1Y1__BSEG_03960
ERR1912985.2135882__1.2135882	572010__rpoB
ERR1912985.2136005__1.2136005	39491__C4ZCH3__EUR_17560
ERR1912985.2136074__1.2136074	487174__K0WYC5__HMPREF9448_01493
ERR1912985.2136109__1.2136109	1263006__R6LN22__BN515_01469
ERR1912985.2136261__1.2136261	1235835__R9LCU2__C814_02677
ERR1912985.2136321__1.2136321	820__A0A174QLF0__SAMN05444418_109151
ERR1912985.2136462__1.2136462	28117__B0MT73__ALIPUT_00412
ERR1912985.2136496__1.2136496	47678__R5UES3__CGC64_00760
ERR1912985.2136555__1.2136555	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1912985.2136770__1.2136770	820__A0A139KIL9__DXC68_05945
ERR1912985.2137373__1.2137373	246787__A0A3D6AXJ7__BACCELL_02379
ERR1912985.2137453__1.2137453	1535__G9RWN9__CH238_11575
ERR1912985.2137571__1.2137571	246787__A0A3D6AQP8__AA416_04153
ERR1912985.2137700__1.2137700	1262886__R6QAM6__BN563_01696
ERR1912985.2137756__1.2137756	1318__A0A0F3H5H2__HMPREF9626_0677
ERR1912985.2137917__1.2137917	246787__A0A3D6AQP8__AA416_04153
ERR1912985.2137932__1.2137932	820__A0A396CMY7__HMPREF1072_03009
ERR1912985.2138011__1.2138011	823__A0A174WTX5__DD466_11965
ERR1912985.2138247__1.2138247	1304__A0A1V0GIJ4__SALIVB_0248
ERR1912985.2138497__1.2138497	47678__R5U8S9__DW706_06260
ERR1912985.2138522__1.2138522	47678__R5U2H9__DXB67_10685
ERR1912985.2138672__1.2138672	74426__purL
ERR1912985.2138705__1.2138705	357276__E5UTL1__HMPREF1065_03551
ERR1912985.2138724__1.2138724	357276__I9F327__DXD47_22495
ERR1912985.2138797__1.2138797	310297__B5CXG7__DXD04_11450
ERR1912985.2138828__1.2138828	28118__F9Z4Y7__DF785_06945
ERR1912985.2139050__1.2139050	1262927__R7F1X6__BN677_00303
ERR1912985.2139074__1.2139074	1262986__R5ZYE0__BN492_00151
ERR1912985.2139124__1.2139124	410072__A0A174DJM1__DXD67_05275
ERR1912985.2139235__1.2139235	46228__B5CQB7__DXD17_07960
ERR1912985.2139286__1.2139286	301301__A0A395VAL3__mcp2_2
ERR1912985.2139395__1.2139395	310297__R5VA64__DXD04_05100
ERR1912985.2139565__1.2139565	28117__B0N007__BHV66_10275
ERR1912985.2139644__1.2139644	246787__A0A108THP8__HMPREF1062_03171
ERR1912985.2139609__1.2139609	1262886__R6QP39__BN563_00737
ERR1912985.2139844__1.2139844	1263006__R6LU28__BN515_01365
ERR1912985.2139856__1.2139856	310297__B5CZ21__DXB87_00235
ERR1912985.2139834__1.2139834	246787__A0A3D6AQP8__AA416_04153
ERR1912985.2139888__1.2139888	360807__A0A396AF38__RIL183_00781
ERR1912985.2140075__1.2140075	820__A0A3E4W6P0__gmhA
ERR1912985.2140176__1.2140176	239935__A0A2N8HB50__CXU17_02615
ERR1912985.2140218__1.2140218	1304__A0A1W5ZD60__TZ99_01678
ERR1912985.2140260__1.2140260	310297__R5VXL9__DXB87_05355
ERR1912985.2140356__1.2140356	310297__R5VFU0__DXD04_13360
ERR1912985.2140426__1.2140426	1263000__R5EPL0__BN466_00686
ERR1912985.2140497__1.2140497	166486__D4L255__mcp4_5
ERR1912985.2140669__1.2140669	33025__A0A395JEW1__C8D73_101668
ERR1912985.2140806__1.2140806	820__A0A374Q854__HMPREF1073_03281
ERR1912985.2140878__1.2140878	310297__R5VE57__BACPLE_03332
ERR1912985.2141071__1.2141071	1262761__R6QV93__BN606_01806
ERR1912985.2141107__1.2141107	820__A0A3E4QZJ7__C801_01798
ERR1912985.2141217__1.2141217	552398__F4XHU2__HMPREF0866_03196
ERR1912985.2141227__1.2141227	47678__A5ZEP5__CGC64_03450
ERR1912985.2141279__1.2141279	1160721__R6TGH1__BHW50_05060
ERR1912985.2141333__1.2141333	46506__R6A5T2__DXC41_10795
ERR1912985.2141348__1.2141348	46506__A0A108TCU0__etk
ERR1912985.2141475__1.2141475	301301__A0A395V7X3__RHOM_05050
ERR1912985.2141491__1.2141491	46506__B0NM94__HMPREF1181_03250
ERR1912985.2141704__1.2141704	820__A7VAS1__HMPREF2141_03259
ERR1912985.2141787__1.2141787	820__A0A3E5E0T0__ERS852554_00312
ERR1912985.2141893__1.2141893	817__A0A0I9S4K8__AC141_04970
ERR1912985.2141913__1.2141913	818__A0A0P0FPQ9__BT_4391
ERR1912985.2141917__1.2141917	357276__B6W5Q9__HMPREF1063_03125
ERR1912985.2141949__1.2141949	246787__R6KDR9__BcellWH2_02360
ERR1912985.2141995__1.2141995	1263006__R6LKA3__BN515_00205
ERR1912985.2142154__1.2142154	1981510__A0A2K9P212__B9O19_01112
ERR1912985.2142118__1.2142118	246787__A0A0P0GCR8__xynD_3
ERR1912985.2142223__1.2142223	74426__nrdD
ERR1912985.2142369__1.2142369	28052__A0A174IKM0__ERS852499_00833
ERR1912985.2142432__1.2142432	360807__C0FVL1__ERS852392_00394
ERR1912985.2142469__1.2142469	310297__B5CZW4__BACPLE_02283
ERR1912985.2142521__1.2142521	28117__B0MYI9__BHV66_05415
ERR1912985.2142563__1.2142563	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1912985.2142766__1.2142766	820__A0A3E4W4Y7__B5G17_02055
ERR1912985.2142816__1.2142816	310297__B5CZW4__BACPLE_02283
ERR1912985.2142859__1.2142859	1262761__R6R380__BN606_01693
ERR1912985.2142862__1.2142862	820__A0A139KHX1__HMPREF2141_00289
ERR1912985.2142996__1.2142996	1263000__R5EI35__BN466_01649
ERR1912985.2143111__1.2143111	1263006__R6LVW5__BN515_01964
ERR1912985.2143163__1.2143163	1150298__A0A174QS63__ERS852406_03087
ERR1912985.2143145__1.2143145	357276__I9R994__BACDOR_04044
ERR1912985.2143194__1.2143194	820__A0A173WUD7__DXB48_08055
ERR1912985.2143202__1.2143202	820__A7VAR9__ERS852421_00197
ERR1912985.2143386__1.2143386	310297__B5CZI0__BACPLE_02145
ERR1912985.2143424__1.2143424	820__A0A3E4GA19__SAMN05444418_10562
ERR1912985.2143615__1.2143615	301301__G2SXZ6__RHOM_11570
ERR1912985.2143683__1.2143683	820__A0A3E4PYB0__yejM
ERR1912985.2143695__1.2143695	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1912985.2143773__1.2143773	46506__S3YS03__DXC34_03445
ERR1912985.2143947__1.2143947	1262777__R5VR95__BN512_01109
ERR1912985.2144003__1.2144003	357276__D1JZM4__HMPREF1065_01278
ERR1912985.2144067__1.2144067	46506__A0A108TAK3__fepA_3
ERR1912985.2144139__1.2144139	820__A0A174CK74__DXB48_07060
ERR1912985.2144169__1.2144169	46506__S3YJA2__AA415_02195
ERR1912985.2144227__1.2144227	246787__A0A139LTD3__BACCELL_01107
ERR1912985.2144415__1.2144415	1262992__R5DA07__BN795_01576
ERR1912985.2144463__1.2144463	53345__A0A377KHP0__CUM72_14015
ERR1912985.2144612__1.2144612	818__R7KV41__Btheta7330_04616
ERR1912985.2144776__1.2144776	1262886__R6RFE5__BN563_01256
ERR1912985.2145006__1.2145006	310297__B5D038__BACPLE_02359
ERR1912985.2145013__1.2145013	46506__B0NU72__DXC41_00075
ERR1912985.2145022__1.2145022	1150298__A0A174R4D7__tmpC_2
ERR1912985.2145097__1.2145097	569__A0A085GXZ1__PU01_16210
ERR1912985.2145348__1.2145348	1160721__W0U979__BHW50_09935
ERR1912985.2145572__1.2145572	820__A0A174Q0F0__DXB48_08080
ERR1912985.2145585__1.2145585	46506__B0NT08__BACSTE_02624
ERR1912985.2145633__1.2145633	28117__B0MSS1__ALIPUT_00273
ERR1912985.2145732__1.2145732	166486__D4L2Y9__ROSINTL182_06221
ERR1912985.2145834__1.2145834	1263000__R5ECE2__BN466_00896
ERR1912985.2145894__1.2145894	33025__A0A395J9V5__C8D73_10846
ERR1912985.2146139__1.2146139	310297__R5V6Z3__BACPLE_02862
ERR1912985.2146189__1.2146189	1308__Q5M5E4__STER_0585
ERR1912985.2146402__1.2146402	820__A0A396EUU8__luxQ_3
ERR1912985.2146374__1.2146374	310297__B5CXJ7__DXB87_06645
ERR1912985.2146597__1.2146597	246787__A0A108T429__BACCELL_00192
ERR1912985.2146736__1.2146736	818__A0A139K9H8__C5Z03_23905
ERR1912985.2146858__1.2146858	1897011__A0A1Q6RGA3__BHW41_02665
ERR1912985.2147045__1.2147045	818__A0A139K9H8__C5Z03_23905
ERR1912985.2147055__1.2147055	487174__K0XL60__DDY40_11760
ERR1912985.2147453__1.2147453	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1912985.2147427__1.2147427	46506__B0NRL5__DXC34_10445
ERR1912985.2147491__1.2147491	39496__A5Z5I2__EUBVEN_00963
ERR1912985.2147566__1.2147566	28117__B0MT84__ALIPUT_00402
ERR1912985.2147572__1.2147572	301301__G2T207__cph2_5
ERR1912985.2147647__1.2147647	246787__R6LGA6__tmoS_11
ERR1912985.2147671__1.2147671	847__C3X9B4__OFBG_00818
ERR1912985.2147963__1.2147963	246787__A0A0P0GJZ5__BcellWH2_01116
ERR1912985.2148146__1.2148146	457421__C5ERC0__CBFG_04276
ERR1912985.2148317__1.2148317	544645__A0A3E4TEK2__DXC42_06710
ERR1912985.2148411__1.2148411	46506__A0A108TCU0__etk
ERR1912985.2148505__1.2148505	239935__A0A139TT05__CXU09_03335
ERR1912985.2148891__1.2148891	246787__A0A3D6AV26__BcellWH2_02579
ERR1912985.2148991__1.2148991	338188__A0A174EU88__BACFIN_08820
ERR1912985.2149005__1.2149005	820__A0A139KG04__ERS852459_01249
ERR1912985.2149134__1.2149134	246787__I8V2S2__BACCELL_02524
ERR1912985.2149149__1.2149149	310297__R5VHY5__DXD04_12265
ERR1912985.2149170__1.2149170	1263000__R5EAR3__BN466_00465
ERR1912985.2149172__1.2149172	46506__S3YVT5__BACSTE_02352
ERR1912985.2149205__1.2149205	357276__A0A0K2HJA6__DXD47_07320
ERR1912985.2149261__1.2149261	360807__A0A173VD35__suhB
ERR1912985.2149305__1.2149305	884684__GCA_002892425.1_01416
ERR1912985.2149320__1.2149320	820__A0A174FUF0__HMPREF1073_03308
ERR1912985.2149372__1.2149372	1263000__R5EEF4__BN466_00444
ERR1912985.2149435__1.2149435	1263000__R5EAR3__BN466_00465
ERR1912985.2149577__1.2149577	301301__A0A395V7G5__RHOM_16755
ERR1912985.2149654__1.2149654	310297__B5CV72__BACPLE_00601
ERR1912985.2149666__1.2149666	847__C3X8A8__BRW83_1785
ERR1912985.2149768__1.2149768	301301__G2T152__RHOM_05005
ERR1912985.2149877__1.2149877	847__C3X8D4__fhlA
ERR1912985.2149934__1.2149934	28117__B0MUY3__BHV66_00515
ERR1912985.2150138__1.2150138	46506__A0A108TAK3__fepA_3
ERR1912985.2150152__1.2150152	818__Q8A112__BT_3859
ERR1912985.2150894__1.2150894	1263000__R5EGY6__BN466_00973
ERR1912985.2150934__1.2150934	310297__B5CZW4__BACPLE_02283
ERR1912985.2150975__1.2150975	310297__B5D038__BACPLE_02359
ERR1912985.2150980__1.2150980	1262927__R7F3W3__BN677_00642
ERR1912985.2151045__1.2151045	46506__S3YT03__AA415_01895
ERR1912985.2151158__1.2151158	569__A0A1C6Z017__CD201_17250
ERR1912985.2151305__1.2151305	74426__sugC
ERR1912985.2151350__1.2151350	33025__A0A395JD47__C8D73_101260
ERR1912985.2151314__1.2151314	1897011__A0A1Q6RGA3__BHW41_02665
ERR1912985.2151417__1.2151417	1262986__R5ZUP0__BN492_01284
ERR1912985.2151491__1.2151491	310297__B5CUZ5__BACPLE_00521
ERR1912985.2151518__1.2151518	46503__R6WQ01__PARMER_03826
ERR1912985.2151564__1.2151564	301301__G2SX14__RHOM_09085
ERR1912985.2151634__1.2151634	46506__R6LDN0__HMPREF1181_03103
ERR1912985.2151676__1.2151676	487174__K0XA48__DDY40_03955
ERR1912985.2151722__1.2151722	246787__A0A108T1Y3__fepA_8
ERR1912985.2152018__1.2152018	1263000__R5EEF4__BN466_00444
ERR1912985.2152063__1.2152063	329854__R5M6T4__HMPREF2531_03715
ERR1912985.2152029__1.2152029	1160721__W0U3K4__RBI_I00339
ERR1912985.2152192__1.2152192	820__A0A3E4GA19__SAMN05444418_10562
ERR1912985.2152260__1.2152260	384639__GCA_003096855.1_00996
ERR1912985.2152278__1.2152278	818__A0A1H7L4U6__BSIG_3287
ERR1912985.2152609__1.2152609	1796613__A0A1C7GYD6__A4V03_03700
ERR1912985.2152642__1.2152642	46506__R5JSP7__AA415_01143
ERR1912985.2152615__1.2152615	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.2153004__1.2153004	246787__A0A139L268__BcellWH2_03192
ERR1912985.2153144__1.2153144	387090__S0F8B2__BACCOPRO_02129
ERR1912985.2153256__1.2153256	1263006__R6M176__BN515_00274
ERR1912985.2153223__1.2153223	310297__R5VA64__DXD04_05100
ERR1912985.2153241__1.2153241	46506__R5K3I5__BACSTE_02520
ERR1912985.2153402__1.2153402	246787__R6K7I2__BcellWH2_03256
ERR1912985.2153463__1.2153463	328814__GCA_004558275.1_00997
ERR1912985.2153540__1.2153540	818__A0A396E9L6__C799_02774
ERR1912985.2153552__1.2153552	39491__R6TNE2__LD38_07270
ERR1912985.2153927__1.2153927	820__A0A3E4HWJ4__DXD40_05945
ERR1912985.2154219__1.2154219	301301__A0A395VAJ9__RHOM_06125
ERR1912985.2154318__1.2154318	246787__R6KIG0__BcellWH2_02358
ERR1912985.2154294__1.2154294	823__A0A173TL14__M095_0764
ERR1912985.2154359__1.2154359	246787__A0A0P0FSC9__BACCELL_02534
ERR1912985.2154394__1.2154394	820__R9I2U8__DXC68_09590
ERR1912985.2154431__1.2154431	1262761__R6QKZ0__BN606_00913
ERR1912985.2154498__1.2154498	371601__C3R2J2__ERS852396_04353
ERR1912985.2154696__1.2154696	357276__I9FGI3__EL88_12385
ERR1912985.2154697__1.2154697	357276__I9FGI3__EL88_12385
ERR1912985.2154707__1.2154707	1262886__R6QAU3__BN563_00998
ERR1912985.2154708__1.2154708	821__E5UPR6__SAMN04487923_101768
ERR1912985.2154710__1.2154710	820__A0A174DZ97__SAMN05444418_101240
ERR1912985.2154783__1.2154783	371601__C3R2J2__ERS852396_04353
ERR1912985.2154848__1.2154848	310297__B5CZ49__BACPLE_02006
ERR1912985.2154988__1.2154988	821__A0A174NM17__lacZ_6
ERR1912985.2155044__1.2155044	46506__A0A120A0V1__DXC41_00280
ERR1912985.2155198__1.2155198	1776045__A0A0U5J7K7__BN3456_00132
ERR1912985.2155263__1.2155263	487174__K0X0F6__HMPREF9448_01444
ERR1912985.2155445__1.2155445	357276__A0A0K2HI25__DXD47_04465
ERR1912985.2155446__1.2155446	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1912985.2155499__1.2155499	310297__B5CZI0__BACPLE_02145
ERR1912985.2155552__1.2155552	1351__E2YX93__Q9O_00547
ERR1912985.2155682__1.2155682	310297__B5CXG7__DXD04_11450
ERR1912985.2155877__1.2155877	1262886__R6QCG3__BN563_00145
ERR1912985.2155982__1.2155982	46506__A0A120A0V1__DXC41_00280
ERR1912985.2155993__1.2155993	28117__R7JIJ8__BHV66_01635
ERR1912985.2156097__1.2156097	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.2156152__1.2156152	357276__I8WDF1__B5F00_02455
ERR1912985.2156190__1.2156190	1262886__R6Q673__BN563_00372
ERR1912985.2156200__1.2156200	1150298__A0A174DX06__ERS852498_00491
ERR1912985.2156227__1.2156227	166486__D4KZA5__ERS852572_03317
ERR1912985.2156307__1.2156307	239935__A0A2N8HT44__CXT84_11035
ERR1912985.2156277__1.2156277	239935__A0A2N8HT44__CXT84_11035
ERR1912985.2156298__1.2156298	820__A0A174CK74__DXB48_07060
ERR1912985.2156376__1.2156376	46503__R6XCJ0__PARMER_01847
ERR1912985.2156633__1.2156633	1263006__R6LPZ5__BN515_02090
ERR1912985.2156836__1.2156836	246787__A0A3D6AZF8__BACCELL_02529
ERR1912985.2156990__1.2156990	310297__R5VD67__BHV76_00270
ERR1912985.2157137__1.2157137	818__A0A2J6AAA9__NCTC10582_00162
ERR1912985.2157234__1.2157234	28117__B0MWC6__BHV66_00965
ERR1912985.2157469__1.2157469	239935__A0A2N8IMC9__CXU09_02095
ERR1912985.2157606__1.2157606	820__A7VAR9__ERS852421_00197
ERR1912985.2157651__1.2157651	40520__R7D3S9__DXD81_14140
ERR1912985.2157666__1.2157666	818__R9HBA6__HMPREF2534_04317
ERR1912985.2157736__1.2157736	818__A0A0P0FT56__BSIG_1453
ERR1912985.2157798__1.2157798	33039__A0A173VTT4__frdB_1
ERR1912985.2157989__1.2157989	1262927__R7EXD0__BN677_01416
ERR1912985.2157992__1.2157992	46506__A0A108TCU0__etk
ERR1912985.2158030__1.2158030	338188__R6D6U2__ERS852397_02840
ERR1912985.2158036__1.2158036	246787__A0A0P0GM17__BACCELL_03224
ERR1912985.2158236__1.2158236	820__A0A174CG08__DXB62_13215
ERR1912985.2158329__1.2158329	246787__A0A0P0GDM7__BcellWH2_03148
ERR1912985.2158388__1.2158388	1150298__R7JTX5__ERS852535_01291
ERR1912985.2158542__1.2158542	820__A0A174P0L5__glcK_3
ERR1912985.2158574__1.2158574	820__A0A3E4VZS7__DXC07_14435
ERR1912985.2158631__1.2158631	28117__B0MXD0__ALIPUT_01669
ERR1912985.2158691__1.2158691	310297__R5VVK0__BACPLE_02007
ERR1912985.2158830__1.2158830	818__A0A3E5HVB7__Btheta7330_02386
ERR1912985.2158871__1.2158871	246787__A0A0P0GK12__BcellWH2_04154
ERR1912985.2159031__1.2159031	246787__R6KCH8__csbC
ERR1912985.2159045__1.2159045	47678__R5UT79__ERS852558_03890
ERR1912985.2159059__1.2159059	357276__I9QBT4__GV66_09000
ERR1912985.2159094__1.2159094	1150298__R7JPB1__corA
ERR1912985.2159622__1.2159622	310297__R5W0Z1__BACPLE_02183
ERR1912985.2159627__1.2159627	64186__GeneID:1262101
ERR1912985.2159730__1.2159730	28116__A0A078Q626__HMPREF1070_02735
ERR1912985.2159772__1.2159772	46506__A0A3E4USX2__BACSTE_03107
ERR1912985.2159887__1.2159887	1262927__R7EZB4__BN677_01243
ERR1912985.2159983__1.2159983	745368__A0A1T4XS74__SAMN02745178_02179
ERR1912985.2159988__1.2159988	1262777__R5WG14__BN512_00319
ERR1912985.2160052__1.2160052	820__A0A3E4IGB2__HMPREF1073_03893
ERR1912985.2160055__1.2160055	820__A0A3E4XM43__DXC91_13960
ERR1912985.2160065__1.2160065	310297__R5VFR4__DXC17_11620
ERR1912985.2160071__1.2160071	818__Q8A3I3__HMPREF2534_00068
ERR1912985.2160091__1.2160091	1160721__W0U330__BHW50_08125
ERR1912985.2160122__1.2160122	310297__B5D3X3__DXB87_14935
ERR1912985.2160264__1.2160264	853__A8SCP3__C4N26_07960
ERR1912985.2160303__1.2160303	246787__A0A3D6AXG0__BACCELL_01743
ERR1912985.2160368__1.2160368	823__A0A395Z066__M091_0663
ERR1912985.2160369__1.2160369	820__A0A174B4N2__M093_2531
ERR1912985.2160416__1.2160416	39491__A0A395ZEI6__ERE_07950
ERR1912985.2160515__1.2160515	360807__C0FSM3__ROSEINA2194_01739
ERR1912985.2160683__1.2160683	39492__A0A174ZHV5__msbA_2
ERR1912985.2160675__1.2160675	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1912985.2160756__1.2160756	46228__V8C7Q2__RUMLAC_01460
ERR1912985.2160744__1.2160744	46503__B7B776__DXB85_00355
ERR1912985.2160824__1.2160824	310297__R5V814__DXC17_10530
ERR1912985.2161061__1.2161061	246787__R6KBH9__HMPREF1062_04676
ERR1912985.2161201__1.2161201	821__A0A395VLM8__BvMPK_3650
ERR1912985.2161212__1.2161212	310297__R5VT57__BACPLE_00602
ERR1912985.2161450__1.2161450	1897011__A0A1Q6RFH2__BHW41_03500
ERR1912985.2161525__1.2161525	47678__R5U7P3__DXB67_08985
ERR1912985.2161561__1.2161561	1262992__R5CXM7__BN795_01016
ERR1912985.2161575__1.2161575	1263109__GCA_000438135.1_01128
ERR1912985.2161633__1.2161633	1308__F8LWP9__CV714_04615
ERR1912985.2161665__1.2161665	544645__A0A1U7LB28__DXC42_12535
ERR1912985.2161734__1.2161734	1160721__R6TGH1__BHW50_05060
ERR1912985.2161789__1.2161789	329854__R7E733__DXD57_00120
ERR1912985.2161908__1.2161908	820__A0A3E4VXP2__yesR
ERR1912985.2162018__1.2162018	821__A0A078R9Y9__M097_2119
ERR1912985.2162002__1.2162002	1304__J7TGU8__Ssal_02017
ERR1912985.2161985__1.2161985	39492__D4JS88__ERS852540_00578
ERR1912985.2161997__1.2161997	371601__A0A174FDF7__CW1_1994
ERR1912985.2162218__1.2162218	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1912985.2162330__1.2162330	28117__B0MYZ8__BHV66_04535
ERR1912985.2162445__1.2162445	820__A0A174Q0F0__DXB48_08080
ERR1912985.2162459__1.2162459	1535__A7VY50__CH238_13590
ERR1912985.2162527__1.2162527	820__A0A3E4RUC4__DHU98_02635
ERR1912985.2162613__1.2162613	310297__B5CZI0__BACPLE_02145
ERR1912985.2162843__1.2162843	218538__C9LN91__GCWU000321_01011
ERR1912985.2162913__1.2162913	46506__B0NSD0__HMPREF1181_00408
ERR1912985.2162954__1.2162954	39491__A0A396FQV7__T1815_10751
ERR1912985.2163093__1.2163093	1308__A0A2X3V4X8__Y016_09410
ERR1912985.2163127__1.2163127	569__A0A097R6H2__XK97_11995
ERR1912985.2163159__1.2163159	246787__R6K756__HMPREF1062_01819
ERR1912985.2163198__1.2163198	1262746__R5S2B4__BN750_01573
ERR1912985.2163459__1.2163459	853__A0A3E2V168__FAEPRAM212_00929
ERR1912985.2163460__1.2163460	853__A0A3E2V168__FAEPRAM212_00929
ERR1912985.2163582__1.2163582	39491__A0A0M6WNS5__DXC13_02015
ERR1912985.2163713__1.2163713	820__A0A173YYG4__evgS_3
ERR1912985.2163714__1.2163714	1965604__A0A1Y4EU04__B5F54_04550
ERR1912985.2163761__1.2163761	1263006__R6LZ17__BN515_01569
ERR1912985.2163907__1.2163907	853__A0A173RZ39__C4N22_01650
