ERR1913213.33__1.33	544644__GCA_001915615.1_01854
ERR1913213.397216__1.397216	46228__B5CP96__RUMLAC_01287
ERR1913213.397236__1.397236	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913213.397457__1.397457	2293125__A0A374C5Y6__DW917_09105
ERR1913213.397661__1.397661	33039__D4M379__selB
ERR1913213.397769__1.397769	1547597__A0A318N445__IE90_03330
ERR1913213.397893__1.397893	47678__R5U9X5__BACCAC_01339
ERR1913213.397901__1.397901	28117__B0MT84__ALIPUT_00402
ERR1913213.398062__1.398062	371601__A0A3E4NKK5__B5E52_17685
ERR1913213.398488__1.398488	454155__F3QTG9__HMPREF9442_01487
ERR1913213.398809__1.398809	39491__A0A174LTW7__DXD13_08720
ERR1913213.399059__1.399059	166486__D4KQG8__ERS852572_02379
ERR1913213.399065__1.399065	35833__E5YAN8__HMPREF0179_03259
ERR1913213.399163__1.399163	47678__R5U2W6__CGC64_03455
ERR1913213.399247__1.399247	165179__A0A229I3Z6__PREVCOP_03666
ERR1913213.399251__1.399251	39492__D4JX05__EUBSIR_01678
ERR1913213.399280__1.399280	46228__V8CAY6__HMPREF1202_00567
ERR1913213.399688__1.399688	820__A0A173YYG4__evgS_3
ERR1913213.399714__1.399714	823__A6LH14__B5F32_11640
ERR1913213.399718__1.399718	39492__D4JWA3__ERS852540_01332
ERR1913213.399839__1.399839	1262911__R6GJ95__BN557_01617
ERR1913213.399960__1.399960	28111__E5WZR2__HMPREF1016_02168
ERR1913213.400048__1.400048	39491__A0A395V5R3__EUBREC_1883
ERR1913213.400052__1.400052	357276__A0A076IS26__EL88_15950
ERR1913213.400132__1.400132	214856__R6XNE7__ERS852447_02267
ERR1913213.400169__1.400169	823__A0A395YRE1__DXC05_20005
ERR1913213.400376__1.400376	357276__D1K3K9__EL88_23995
ERR1913213.400406__1.400406	357276__A0A0K2HKT7__B5F95_21090
ERR1913213.400777__1.400777	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913213.400879__1.400879	1897011__A0A1Q6RE56__BHW41_04765
ERR1913213.400959__1.400959	821__A0A174WBC9__ERS852556_03145
ERR1913213.401143__1.401143	2293125__A0A374BSW4__DW917_13420
ERR1913213.401247__1.401247	820__A0A3E4W9W8__C801_01069
ERR1913213.401394__1.401394	28117__B0MY34__BHV66_05195
ERR1913213.401739__1.401739	1262889__R7H889__BN634_02048
ERR1913213.401747__1.401747	820__I9TWZ7__DXC80_10550
ERR1913213.402158__1.402158	820__A0A3E4RU03__M093_0563
ERR1913213.402304__1.402304	291644__I9SQZ5__ERS852428_01656
ERR1913213.402357__1.402357	1262986__R6ASP8__BN492_01782
ERR1913213.402414__1.402414	1262935__R5GIL8__BN773_01483
ERR1913213.402632__1.402632	2293125__A0A374BSW4__DW917_13420
ERR1913213.402724__1.402724	853__A0A173YYY4__DWZ04_09420
ERR1913213.402769__1.402769	39492__D4JR58__EUBSIR_02090
ERR1913213.402781__1.402781	823__A0A3E4P9U5__ERS852380_02719
ERR1913213.402802__1.402802	357276__I9RCD3__IY41_15070
ERR1913213.402867__1.402867	39488__A0A173SMQ7__EUBHAL_00819
ERR1913213.402925__1.402925	1262935__R5GLD8__BN773_00587
ERR1913213.403032__1.403032	39488__A0A173RDQ1__EUBHAL_02348
ERR1913213.403219__1.403219	28111__E5X119__NCTC11155_02426
ERR1913213.404143__1.404143	46228__V8C6B2__DXD17_09805
ERR1913213.404218__1.404218	28117__B0MXD0__ALIPUT_01669
ERR1913213.404390__1.404390	357276__I8VN30__HMPREF1065_03051
ERR1913213.404715__1.404715	28118__R6FA80__DHW44_06470
ERR1913213.404864__1.404864	357276__A0A0M1W657__HMPREF1064_04629
ERR1913213.405040__1.405040	853__C7H1R8__DW905_06675
ERR1913213.405045__1.405045	853__A0A174BZY1__xerD_1
ERR1913213.405093__1.405093	214856__R6Z5D0__resA_4
ERR1913213.405268__1.405268	371601__C3R2J2__ERS852396_04353
ERR1913213.405424__1.405424	544644__GCA_001915615.1_01041
ERR1913213.405553__1.405553	61171__B9Y789__HOLDEFILI_01684
ERR1913213.405647__1.405647	40518__R5DVR2__RBL236_00303
ERR1913213.405937__1.405937	357276__A0A0M1W657__HMPREF1064_04629
ERR1913213.406236__1.406236	357276__B6VT86__IY41_22515
ERR1913213.406450__1.406450	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913213.406473__1.406473	47678__A5ZBM1__pknD_1
ERR1913213.406846__1.406846	823__D7IT19__DHP27_03495
ERR1913213.406861__1.406861	821__E5UY21__C800_02204
ERR1913213.407039__1.407039	28117__B0MSS1__ALIPUT_00273
ERR1913213.407067__1.407067	291644__R5JCI3__HMPREF1532_04074
ERR1913213.407194__1.407194	1262935__R5GQI1__BN773_00059
ERR1913213.407243__1.407243	46506__A0A108TCU0__etk
ERR1913213.407673__1.407673	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913213.407950__1.407950	1262935__R5GUZ2__BN773_00533
ERR1913213.408038__1.408038	357276__I8WC65__EL88_00520
ERR1913213.408009__1.408009	1262911__R6GPM2__BN557_00937
ERR1913213.408329__1.408329	1262935__R5GS65__BN773_01399
ERR1913213.408419__1.408419	39488__A0A173ZWK0__EHLA_2903
ERR1913213.408743__1.408743	821__A0A0P0LNX8__ERS852509_03015
ERR1913213.408980__1.408980	28116__A0A078Q626__HMPREF1070_02735
ERR1913213.409000__1.409000	357276__A0A076IKP2__HMPREF1063_00218
ERR1913213.409336__1.409336	821__I9R3W6__DXC16_12455
ERR1913213.409627__1.409627	1897011__A0A1Q6RDN9__BHW41_05070
ERR1913213.409877__1.409877	821__A0A0P0LH09__ERS852457_03390
ERR1913213.410002__1.410002	1262825__R5E3B8__BN724_00171
ERR1913213.410020__1.410020	301301__A0A395V6S0__dosP
ERR1913213.410159__1.410159	820__A0A139K4T0__ERS852510_03146
ERR1913213.410212__1.410212	1501391__GCA_000786575.1_00092
ERR1913213.411271__1.411271	39492__D4JUJ6__ssuB_2
ERR1913213.411353__1.411353	165179__A0A3E5EAM5__DXC61_07785
ERR1913213.411396__1.411396	28118__R6FGF7__SAMEA44545918_01338
ERR1913213.411421__1.411421	357276__A0A0K2HDV9__DXD47_02600
ERR1913213.411425__1.411425	384638__B7APR1__BACPEC_00667
ERR1913213.411686__1.411686	165179__A0A3E5EA43__DXC61_07775
ERR1913213.411703__1.411703	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913213.411895__1.411895	1262935__R5GR54__BN773_00986
ERR1913213.412090__1.412090	357276__A0A076ISJ4__B5F95_19420
ERR1913213.412166__1.412166	357276__D1JZM4__HMPREF1065_01278
ERR1913213.412484__1.412484	46228__V8CB83__RUMLAC_02479
ERR1913213.412718__1.412718	1262889__R7HC51__BN634_01378
ERR1913213.412685__1.412685	357276__I8WC65__EL88_00520
ERR1913213.413120__1.413120	1262889__R7HCR1__BN634_01576
ERR1913213.413624__1.413624	214856__R6YBX3__msbA_2
ERR1913213.413850__1.413850	1262935__R5GL68__BN773_00556
ERR1913213.413944__1.413944	46228__V8C6B2__DXD17_09805
ERR1913213.413965__1.413965	357276__D1JZM4__HMPREF1065_01278
ERR1913213.414035__1.414035	649756__A0A173TJC0__DO83_00275
ERR1913213.414069__1.414069	357276__B6W5Q7__DXD47_13945
ERR1913213.414277__1.414277	2293125__A0A374C3L4__DW917_09100
ERR1913213.414401__1.414401	487174__K0XH97__HMPREF9448_01909
ERR1913213.414646__1.414646	2293125__A0A374BSW4__DW917_13420
ERR1913213.414618__1.414618	357276__A0A076IRX4__ABI39_13585
ERR1913213.414735__1.414735	39492__D4JUY6__ERS852540_01913
ERR1913213.414828__1.414828	357276__C3R9Y0__HMPREF1064_01889
ERR1913213.414941__1.414941	28117__B0MWX3__BHV66_03010
ERR1913213.415186__1.415186	47678__R5U2F6__HMPREF1061_00767
ERR1913213.415213__1.415213	28116__I9JM49__NCTC11153_01044
ERR1913213.415219__1.415219	1262958__R7H2C8__BN645_00177
ERR1913213.415289__1.415289	487175__D9Y5Q5__HMPREF9439_00681
ERR1913213.415526__1.415526	823__A6L930__DDY96_14995
ERR1913213.415548__1.415548	823__A0A174LWY0__lepB
ERR1913213.415667__1.415667	291644__I9TDL9__HMPREF1532_01624
ERR1913213.416661__1.416661	1262935__R5GEN3__BN773_01757
ERR1913213.417072__1.417072	853__A0A174C5M1__CGS58_04460
ERR1913213.417320__1.417320	46228__B5CTE5__HMPREF1202_00334
ERR1913213.417325__1.417325	357276__E5UTL1__HMPREF1065_03551
ERR1913213.417541__1.417541	820__A0A174P0L5__glcK_3
ERR1913213.417593__1.417593	39492__D4JRL2__ERS852540_01608
ERR1913213.417650__1.417650	165179__D1PHD6__DXC61_03380
ERR1913213.417629__1.417629	820__A7V092__hldE
ERR1913213.417931__1.417931	1897011__A0A1Q6RH85__BHW41_01750
ERR1913213.418140__1.418140	214856__I3YPI7__pepD_1
ERR1913213.418494__1.418494	1262935__R5GF37__BN773_01715
ERR1913213.418567__1.418567	246787__A0A0P0G372__BcellWH2_03657
ERR1913213.418587__1.418587	39488__C0ESJ2__DXD91_14695
ERR1913213.418880__1.418880	1262935__R5GH23__BN773_00804
ERR1913213.418932__1.418932	40519__U2KYL3__RUMCAL_00170
ERR1913213.419071__1.419071	1262935__R5GIC8__BN773_01423
ERR1913213.419129__1.419129	821__A0A174WBC9__ERS852556_03145
ERR1913213.419266__1.419266	823__A0A395YZ10__NCTC11152_02955
ERR1913213.419380__1.419380	357276__A0A174L570__GV66_05720
ERR1913213.419795__1.419795	552398__F4XCR9__HMPREF0866_01636
ERR1913213.419750__1.419750	674529__A0A174PUY5__SAMN05444400_103201
ERR1913213.419803__1.419803	28118__R6F5T0__Odosp_2509
ERR1913213.419868__1.419868	821__E5UMZ6__BVU_1450
ERR1913213.420115__1.420115	1262889__R7HB62__BN634_00669
ERR1913213.420299__1.420299	1262935__R5GH23__BN773_00804
ERR1913213.420341__1.420341	357276__A0A076J726__IY41_15030
ERR1913213.420349__1.420349	204516__U6RDD8__HMPREF1534_02559
ERR1913213.420629__1.420629	165179__A0A174SR12__DXB80_04410
ERR1913213.420595__1.420595	357276__A6L053__ABI39_04450
ERR1913213.420599__1.420599	884684__GCA_002892425.1_00913
ERR1913213.420711__1.420711	1263006__R6LK25__BN515_01963
ERR1913213.421045__1.421045	1262889__R7HAN4__BN634_02105
ERR1913213.421364__1.421364	28117__B0MY40__BHV66_05170
ERR1913213.421512__1.421512	821__A0A3E4WAR6__DXD64_10735
ERR1913213.421611__1.421611	39496__A5Z5I2__EUBVEN_00963
ERR1913213.421847__1.421847	1262736__R5YCL2__BN496_00379
ERR1913213.421995__1.421995	1262935__R5GDX6__BN773_01326
ERR1913213.422070__1.422070	165179__A0A229I3Z6__PREVCOP_03666
ERR1913213.422211__1.422211	1628085__A0A2U1BH64__C7386_101226
ERR1913213.422581__1.422581	291644__I9TLE2__HMPREF1071_00556
ERR1913213.422834__1.422834	821__A0A3E4KIM1__M097_3660
ERR1913213.422947__1.422947	821__A0A3E4WAR6__DXD64_10735
ERR1913213.423122__1.423122	410072__C0B4V0__ERS852481_02420
ERR1913213.423259__1.423259	418240__C6J8B6__ERS852523_03677
ERR1913213.423228__1.423228	1262935__R5GTF2__BN773_00142
ERR1913213.423366__1.423366	1262889__R7H9M3__BN634_00850
ERR1913213.424435__1.424435	39492__D4JWB3__EUBSIR_00040
ERR1913213.424533__1.424533	821__A0A0P0L8F8__ERS852509_03705
ERR1913213.424499__1.424499	1262935__R5GDP4__BN773_01249
ERR1913213.424860__1.424860	1501391__GCA_000786575.1_00115
ERR1913213.425033__1.425033	35833__E5Y1J0__HMPREF0179_00049
ERR1913213.425103__1.425103	35833__E5Y724__HMPREF0179_01988
ERR1913213.425160__1.425160	46506__A0A120A3P8__SAMN05444283_1172
ERR1913213.425341__1.425341	1262935__R5GEB1__BN773_01644
ERR1913213.425571__1.425571	1262935__R5GGB1__BN773_00342
ERR1913213.425649__1.425649	46503__R6X8Q3__fepA_2
ERR1913213.425891__1.425891	165179__D1PHM6__DXC61_06700
ERR1913213.425974__1.425974	821__A0A0P0L8F8__ERS852509_03705
ERR1913213.426316__1.426316	1262935__R5GG37__BN773_00249
ERR1913213.426349__1.426349	820__A0A174M9V5__M093_0237
ERR1913213.426682__1.426682	454155__G5STK0__HMPREF9442_00258
ERR1913213.426774__1.426774	1262935__R5GSF1__BN773_01646
ERR1913213.426848__1.426848	35833__S2LBD8__HMPREF0179_05097
ERR1913213.426862__1.426862	46228__B5CKX6__RUMLAC_00090
ERR1913213.427111__1.427111	1501391__GCA_000786575.1_00038
ERR1913213.427180__1.427180	818__A0A174V5M6__BT_1963
ERR1913213.427338__1.427338	823__A0A174GGT1__queG
ERR1913213.427594__1.427594	28111__E5WYC1__BACEGG_00354
ERR1913213.427637__1.427637	823__A0A395YZG9__M092_4358
ERR1913213.427688__1.427688	1263044__GCA_000433375.1_03427
ERR1913213.427754__1.427754	1262736__R5Y3F9__BN496_01794
ERR1913213.427817__1.427817	357276__A0A076IS46__BACDOR_03265
ERR1913213.428353__1.428353	39491__A0A396FVC0__ERE_15900
ERR1913213.428614__1.428614	1105031__J1H3W2__HMPREF1141_2783
ERR1913213.428708__1.428708	46228__V8BQJ4__DXD17_00215
ERR1913213.428712__1.428712	246787__R6K756__HMPREF1062_01819
ERR1913213.429090__1.429090	39492__D4JTK2__EUBSIR_01439
ERR1913213.429606__1.429606	371601__A0A3E4NKK5__B5E52_17685
ERR1913213.429684__1.429684	1735__B7CEC3__EUBIFOR_02567
ERR1913213.429904__1.429904	1262825__R5E1G0__BN724_01308
ERR1913213.430039__1.430039	1150298__A0A174DU21__toxA_3
ERR1913213.430295__1.430295	820__A7V9F9__B5G17_14640
ERR1913213.430342__1.430342	204516__U6RDD8__HMPREF1534_02559
ERR1913213.430597__1.430597	39492__D4MIX3__ERS852540_01230
ERR1913213.431386__1.431386	1262889__R7HD81__BN634_00648
ERR1913213.431673__1.431673	46228__V8C5T7__DXD17_10485
ERR1913213.431870__1.431870	204516__U6RDD8__HMPREF1534_02559
ERR1913213.431894__1.431894	823__A0A078S9Y4__M096_1441
ERR1913213.432040__1.432040	821__A0A174WBC9__ERS852556_03145
ERR1913213.432058__1.432058	28117__B0MY40__BHV66_05170
ERR1913213.432187__1.432187	39492__D4JWT3__ERS852540_00301
ERR1913213.432322__1.432322	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913213.432378__1.432378	487174__K0X028__DIT83_00950
ERR1913213.432428__1.432428	357276__B6W1Y5__IY41_11405
ERR1913213.432517__1.432517	28117__B0MYI9__BHV66_05415
ERR1913213.432596__1.432596	46506__S3YBS6__AA415_01011
ERR1913213.433119__1.433119	1262935__R5GIC8__BN773_01423
ERR1913213.433186__1.433186	2293125__A0A374BSW4__DW917_13420
ERR1913213.433200__1.433200	40518__R5DVR2__RBL236_00303
ERR1913213.433373__1.433373	410072__C0BDJ9__ERS852525_02311
ERR1913213.433350__1.433350	820__A0A174FUF0__HMPREF1073_03308
ERR1913213.433679__1.433679	106588__A6P303__BACCAP_04887
ERR1913213.433747__1.433747	39488__A0A374MV67__DXD91_15895
ERR1913213.433951__1.433951	1263044__GCA_000433375.1_00023
ERR1913213.434371__1.434371	821__A0A0P0LFP6__C5Z04_13890
ERR1913213.434533__1.434533	291644__I9SQZ5__ERS852428_01656
ERR1913213.434805__1.434805	1263000__R5EPL0__BN466_00686
ERR1913213.435108__1.435108	1262825__R5EA04__BN724_00076
ERR1913213.435300__1.435300	487173__H1CXZ3__HMPREF9453_00231
ERR1913213.435316__1.435316	821__A0A0P0L952__M097_4235
ERR1913213.435583__1.435583	291644__I8Y0K6__HMPREF1532_04085
ERR1913213.435679__1.435679	544645__A0A1Y3VR49__DXC42_17475
ERR1913213.435796__1.435796	818__A0A396E023__ERS852430_02808
ERR1913213.435799__1.435799	1262935__R5GF37__BN773_01715
ERR1913213.436422__1.436422	823__A0A174WTX5__DD466_11965
ERR1913213.436697__1.436697	357276__A0A1Y3ZD00__B5F00_16730
ERR1913213.437497__1.437497	821__A0A3E4HP25__SAMN04487923_102450
ERR1913213.437516__1.437516	1262935__R5GGB5__BN773_00347
ERR1913213.437601__1.437601	357276__C3R9Y0__HMPREF1064_01889
ERR1913213.437803__1.437803	1262889__R7HCV1__BN634_01227
ERR1913213.437875__1.437875	458033__GCA_001482755.1_02203
ERR1913213.437978__1.437978	820__A0A139K1Y6__DXB48_02610
ERR1913213.438108__1.438108	820__A7V092__hldE
ERR1913213.438102__1.438102	28117__B0MXG7__BHV66_08620
ERR1913213.438650__1.438650	820__A0A174CG08__DXB62_13215
ERR1913213.438868__1.438868	39492__A0A174ZP27__EUBSIR_00033
ERR1913213.438998__1.438998	357276__A0A076IRZ5__BACDOR_00630
ERR1913213.439190__1.439190	1262825__R5EK39__BN724_02341
ERR1913213.439520__1.439520	40518__R5DUG7__sbcC
ERR1913213.439545__1.439545	818__R9HBA6__HMPREF2534_04317
ERR1913213.439564__1.439564	40518__R5DUU0__DXD93_03985
ERR1913213.439619__1.439619	820__A0A139K0J1__HMPREF2141_03205
ERR1913213.439676__1.439676	821__A0A395UNT8__DXD64_15275
ERR1913213.439907__1.439907	487174__K0WRZ5__HMPREF9448_02826
ERR1913213.440134__1.440134	39491__A0A396FEV5__EUR_24750
ERR1913213.440588__1.440588	823__D0TDY6__DHP27_09090
ERR1913213.440608__1.440608	357276__I9QBT7__BSEG_03340
ERR1913213.440937__1.440937	1263006__R6LWF1__BN515_02111
ERR1913213.441007__1.441007	1550024__G9RTA6__TQ39_10970
ERR1913213.441363__1.441363	39491__C4Z8S1__DXB76_06750
ERR1913213.441456__1.441456	246787__A0A0P0GIM4__BACCELL_00116
ERR1913213.441553__1.441553	165179__A0A3E5AER8__DXB80_07075
ERR1913213.441667__1.441667	371601__D6CXF7__BN891_50120
ERR1913213.441970__1.441970	454155__F3QQA0__HMPREF9442_00338
ERR1913213.442165__1.442165	820__A0A3E4W9D9__B5G17_12400
ERR1913213.442190__1.442190	818__Q8A112__BT_3859
ERR1913213.442265__1.442265	1739491__A0A1F0NC98__HMPREF2987_04520
ERR1913213.442402__1.442402	357276__B6VXX7__HMPREF1063_02683
ERR1913213.442486__1.442486	1628085__A0A2U1BGN2__C7386_10147
ERR1913213.442659__1.442659	1262935__R5GV51__BN773_00707
ERR1913213.442966__1.442966	2108523__A0A2P2F4W7__LAWASA_1054
ERR1913213.443166__1.443166	544644__GCA_001915615.1_01040
ERR1913213.443226__1.443226	1263000__R5ECE2__BN466_00896
ERR1913213.443350__1.443350	1262935__R5GHV4__BN773_00876
ERR1913213.443355__1.443355	1262935__R5GG03__BN773_00437
ERR1913213.443809__1.443809	556259__I0PXW0__BSGG_5187
ERR1913213.443699__1.443699	1262935__R5GEC6__BN773_01664
ERR1913213.444175__1.444175	454154__G5STF9__HMPREF9441_02662
ERR1913213.444268__1.444268	357276__I9RHT4__EL88_09235
ERR1913213.444324__1.444324	820__A0A174M9V5__M093_0237
ERR1913213.444427__1.444427	239935__A0A2N8IVR0__CXT87_07115
ERR1913213.444512__1.444512	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913213.445199__1.445199	821__C6ZAA5__ERS852556_00403
ERR1913213.445743__1.445743	487174__K0WZN5__HMPREF9448_01108
ERR1913213.445989__1.445989	1262935__R5GK20__BN773_00159
ERR1913213.445931__1.445931	1262911__R6GKS1__BN557_00184
ERR1913213.446062__1.446062	165179__R6PU83__CFT61_14275
ERR1913213.446150__1.446150	853__A0A3E2V168__FAEPRAM212_00929
ERR1913213.446248__1.446248	454155__F3QUE9__HMPREF9442_01820
ERR1913213.446351__1.446351	818__A0A174TXD9__C799_03229
ERR1913213.446428__1.446428	454155__F3QXB9__HMPREF9442_02854
ERR1913213.446736__1.446736	1262992__R5CXM8__BN795_01024
ERR1913213.447031__1.447031	1262935__R5GUZ2__BN773_00533
ERR1913213.447070__1.447070	2047__E3H069__NCTC10917_00870
ERR1913213.447219__1.447219	823__A0A173W1W2__M095_4076
ERR1913213.447315__1.447315	28116__A0A1Y4PHM7__DXA80_25130
ERR1913213.448571__1.448571	487175__R5EEJ8__HMPREF9439_00269
ERR1913213.448643__1.448643	40518__R5DME2__DXD86_07315
ERR1913213.448723__1.448723	357276__I9F327__DXD47_22495
ERR1913213.448805__1.448805	39492__D4JVG1__ERS852540_00951
ERR1913213.449040__1.449040	487174__R5F5Z4__DIT83_00635
ERR1913213.449183__1.449183	454154__G5STF9__HMPREF9441_02662
ERR1913213.449323__1.449323	204516__U6RFV1__HMPREF1534_02560
ERR1913213.449300__1.449300	821__A0A396F9T7__M097_3427
ERR1913213.449479__1.449479	357276__A0A076IS73__GV66_00410
ERR1913213.449562__1.449562	357276__B6W1Y1__BSEG_03960
ERR1913213.449722__1.449722	487174__K0WXI9__HMPREF9448_02340
ERR1913213.450044__1.450044	291644__I9TLE2__HMPREF1071_00556
ERR1913213.450048__1.450048	46506__A0A108TCU0__etk
ERR1913213.450147__1.450147	1262935__R5GIS0__BN773_01547
ERR1913213.450149__1.450149	291644__I8YKM2__HMPREF1532_00428
ERR1913213.450256__1.450256	1262889__R7HA49__BN634_00677
ERR1913213.450491__1.450491	165179__A0A3E5DWZ6__DXC61_10880
ERR1913213.450514__1.450514	1262935__R5GSF1__BN773_01646
ERR1913213.450674__1.450674	821__C6Z087__DXB90_00750
ERR1913213.450781__1.450781	371601__F7LYI1__BN891_45470
ERR1913213.451005__1.451005	39492__D4JRZ7__smc
ERR1913213.451765__1.451765	357276__A0A076J8M3__ABI39_13695
ERR1913213.451789__1.451789	39492__D4JRZ7__smc
ERR1913213.452446__1.452446	357276__A0A0M1W657__HMPREF1064_04629
ERR1913213.452484__1.452484	28111__E5WUH3__BACEGG_02112
ERR1913213.452502__1.452502	1262935__R5GEN3__BN773_01757
ERR1913213.452544__1.452544	1262935__R5GIS0__BN773_01547
ERR1913213.452586__1.452586	357276__A6L053__ABI39_04450
ERR1913213.453212__1.453212	357276__C3RA36__HMPREF1065_03270
ERR1913213.453385__1.453385	1628085__A0A2U1BCH3__C7386_10746
ERR1913213.453330__1.453330	823__A0A395YZ10__NCTC11152_02955
ERR1913213.453640__1.453640	357276__A0A076IS26__EL88_15950
ERR1913213.453648__1.453648	1262935__R5GL68__BN773_00556
ERR1913213.453891__1.453891	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913213.454376__1.454376	1262886__R6RDB4__BN563_00049
ERR1913213.454899__1.454899	165179__A0A229I3Z6__PREVCOP_03666
ERR1913213.454930__1.454930	1262889__R7H8U0__BN634_00239
ERR1913213.455055__1.455055	820__A0A139KJ23__celCCA
ERR1913213.455166__1.455166	853__A0A3E2V168__FAEPRAM212_00929
ERR1913213.455393__1.455393	291644__R5JS80__HMPREF1532_00848
ERR1913213.455524__1.455524	47678__R5U7X8__C5Z00_18270
ERR1913213.455543__1.455543	454155__R5NGE6__HMPREF9442_02438
ERR1913213.455620__1.455620	1262889__R7H773__BN634_02377
ERR1913213.456090__1.456090	2173__A0A1D2WX16__METSMIALI_00508
ERR1913213.456279__1.456279	1262886__R6QBD4__BN563_01170
ERR1913213.456609__1.456609	28117__B0MTW8__ALIPUT_00502
ERR1913213.456543__1.456543	487174__R5EP60__DIT83_09045
ERR1913213.456580__1.456580	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913213.456581__1.456581	28117__B0MTH2__ALIPUT_00061
ERR1913213.456911__1.456911	820__R9I2U8__DXC68_09590
ERR1913213.457593__1.457593	46228__B5CR77__truA
ERR1913213.457908__1.457908	1150298__R7JQR1__sipW
ERR1913213.458313__1.458313	88431__A0A3D0EZT9__ERS852423_01745
ERR1913213.458508__1.458508	165179__A0A3E5AER8__DXB80_07075
ERR1913213.458511__1.458511	357276__I9RAC4__BSEG_00561
ERR1913213.458554__1.458554	1262958__R7H0I4__BN645_01809
ERR1913213.458723__1.458723	1262889__R7HFS7__BN634_01527
ERR1913213.458784__1.458784	821__A0A395UNT8__DXD64_15275
ERR1913213.458863__1.458863	357276__I9FTR0__HMPREF1065_02861
ERR1913213.459164__1.459164	357276__B6VXX7__HMPREF1063_02683
ERR1913213.459505__1.459505	1262935__R5GDU9__BN773_01301
ERR1913213.459512__1.459512	1262935__R5GH71__BN773_01017
ERR1913213.459526__1.459526	291644__R5J8I9__ERS852428_03546
ERR1913213.459533__1.459533	821__A0A396EVC9__DXB90_03525
ERR1913213.459646__1.459646	357276__C3RA36__HMPREF1065_03270
ERR1913213.459664__1.459664	820__A0A374Q854__HMPREF1073_03281
ERR1913213.459887__1.459887	1262935__R5GRH6__BN773_01325
ERR1913213.460192__1.460192	291644__I9SZW4__HMPREF1071_02889
ERR1913213.460291__1.460291	544644__GCA_001915615.1_02266
ERR1913213.460297__1.460297	1262889__R7H889__BN634_02048
ERR1913213.460314__1.460314	1263044__GCA_000433375.1_03426
ERR1913213.460443__1.460443	487174__K0X2A4__DDY40_04095
ERR1913213.460610__1.460610	820__A0A139KG04__ERS852459_01249
ERR1913213.460627__1.460627	46228__B5CLE1__HMPREF1202_01861
ERR1913213.460719__1.460719	357276__E5UTL1__HMPREF1065_03551
ERR1913213.460722__1.460722	1262935__R5GU54__BN773_00232
ERR1913213.460789__1.460789	46506__B0NT08__BACSTE_02624
ERR1913213.461316__1.461316	357276__D1JZM4__HMPREF1065_01278
ERR1913213.461293__1.461293	820__A0A3E4G826__C801_01612
ERR1913213.461581__1.461581	1501391__GCA_000786575.1_00042
ERR1913213.461664__1.461664	291644__R5J9U3__HMPREF1071_01626
ERR1913213.462250__1.462250	1262935__R5GQA8__BN773_00915
ERR1913213.462336__1.462336	853__A0A173RZ39__C4N22_01650
ERR1913213.462488__1.462488	293939__A0A0S7DXK2__ALT_7486
ERR1913213.462590__1.462590	357276__A0A0M1W4C0__DXD47_07095
ERR1913213.462837__1.462837	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913213.462861__1.462861	291644__I8Y778__HMPREF1532_02537
ERR1913213.462877__1.462877	46228__V8BM45__DXD17_14355
ERR1913213.462920__1.462920	357276__A0A076IXE0__HMPREF1064_04364
ERR1913213.462971__1.462971	821__A0A174NM17__lacZ_6
ERR1913213.463145__1.463145	487174__R5FJY1__DDY40_07045
ERR1913213.463239__1.463239	28111__E5WUH3__BACEGG_02112
ERR1913213.463250__1.463250	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913213.463321__1.463321	357276__E5UTL1__HMPREF1065_03551
ERR1913213.463341__1.463341	410072__A0A3E4GRP6__DXD67_05285
ERR1913213.463513__1.463513	487174__K0X5B1__DDY40_01695
ERR1913213.463888__1.463888	47678__R5U2I4__ERS852558_03712
ERR1913213.463989__1.463989	1150298__R7JVR8__ERS852498_01126
ERR1913213.464163__1.464163	820__A0A3E4GA19__SAMN05444418_10562
ERR1913213.465062__1.465062	357276__I9QBT7__BSEG_03340
ERR1913213.465198__1.465198	823__A0A395YRW4__DD466_15895
ERR1913213.465376__1.465376	458033__GCA_001482755.1_02203
ERR1913213.465476__1.465476	823__A0A174VBJ5__M091_5021
ERR1913213.465631__1.465631	357276__C3R9Y0__HMPREF1064_01889
ERR1913213.465792__1.465792	1547597__A0A0C3REG5__BA92_07610
ERR1913213.465892__1.465892	821__A0A174RA14__M099_1655
ERR1913213.466224__1.466224	46228__V8C4V0__HMPREF1202_01552
ERR1913213.466150__1.466150	291645__I8XPK0__HMPREF1068_01554
ERR1913213.466802__1.466802	371601__D6CXF7__BN891_50120
ERR1913213.466992__1.466992	1263000__R5EGY6__BN466_00973
ERR1913213.467010__1.467010	820__A0A374Q854__HMPREF1073_03281
ERR1913213.466944__1.466944	1235835__R9LCU2__C814_02677
ERR1913213.467108__1.467108	28111__E5X205__NCTC11155_00661
