ERR1912966.46__1.46	1161942__argD
ERR1912966.3346122__1.3346122	901__B6WRI9__DESPIGER_0385
ERR1912966.3346138__1.3346138	33043__A0A173X520__ERS852575_01617
ERR1912966.3346239__1.3346239	47678__A5ZJ80__BACCAC_02965
ERR1912966.3346296__1.3346296	39485__A0A174Z3B9__ERS852492_00779
ERR1912966.3346421__1.3346421	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1912966.3346512__1.3346512	853__A0A173T0Y8__CGS54_07215
ERR1912966.3346523__1.3346523	1262961__R6DW08__BN710_00228
ERR1912966.3346873__1.3346873	901__B6WXK8__DESPIG_02835
ERR1912966.3346994__1.3346994	1235835__R9LCU2__C814_02677
ERR1912966.3347164__1.3347164	1262915__R6HN70__BN574_00783
ERR1912966.3347218__1.3347218	1263000__R5EV67__BN466_01611
ERR1912966.3347469__1.3347469	1161942__accD
ERR1912966.3347480__1.3347480	1262911__R6GPC5__BN557_00852
ERR1912966.3347525__1.3347525	1262959__R5XVI8__BN680_00158
ERR1912966.3347637__1.3347637	853__A0A173TAZ8__DWZ46_14590
ERR1912966.3347746__1.3347746	1161942__corC_3
ERR1912966.3348198__1.3348198	74426__rpoB
ERR1912966.3348159__1.3348159	1262936__R7J146__BN799_01697
ERR1912966.3348161__1.3348161	853__D4JY61__C4N21_10560
ERR1912966.3348280__1.3348280	944036__A0A196S4S6__AV274_6233
ERR1912966.3348281__1.3348281	1262936__R7J146__BN799_01697
ERR1912966.3348328__1.3348328	165179__D1P9T6__PREVCOP_04016
ERR1912966.3348468__1.3348468	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1912966.3348482__1.3348482	39485__R5ZRN3__ERS852490_00208
ERR1912966.3348522__1.3348522	165179__A0A174SR12__DXB80_04410
ERR1912966.3348699__1.3348699	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.3348760__1.3348760	1262869__R7CNH9__BN625_01092
ERR1912966.3348845__1.3348845	1685__A0A3D8UFE9__B7017_0202
ERR1912966.3348855__1.3348855	239935__A0A2N8IVR0__CXT87_07115
ERR1912966.3348947__1.3348947	239935__A0A139TPU7__CXT91_06575
ERR1912966.3349075__1.3349075	165179__A0A3E5DRF6__DXC61_00200
ERR1912966.3349147__1.3349147	1897011__A0A1Q6RD61__BHW41_05790
ERR1912966.3349494__1.3349494	165179__A0A3E5EBQ2__DXC61_01930
ERR1912966.3349518__1.3349518	216816__E5XYF2__APC1480_0509
ERR1912966.3349587__1.3349587	33043__A0A174CPX4__ERS852386_02360
ERR1912966.3349820__1.3349820	1680__A0A173W5Z2__DXC53_01290
ERR1912966.3349915__1.3349915	33043__A0A173X520__ERS852575_01617
ERR1912966.3349897__1.3349897	1262961__R6DVK7__BN710_01288
ERR1912966.3349932__1.3349932	328814__GCA_004558275.1_00296
ERR1912966.3350011__1.3350011	1262986__R6A8Q9__BN492_00460
ERR1912966.3350026__1.3350026	1262761__R6QW14__BN606_00877
ERR1912966.3350113__1.3350113	33043__A0A173W4M0__dnaD
ERR1912966.3350548__1.3350548	853__A0A329UEG4__CHR60_00585
ERR1912966.3350653__1.3350653	165179__D1P9T6__PREVCOP_04016
ERR1912966.3350672__1.3350672	328814__GCA_004558275.1_01001
ERR1912966.3350880__1.3350880	33043__D5HFD3__ybbD
ERR1912966.3350938__1.3350938	384638__B7AUT8__BACPEC_02486
ERR1912966.3350958__1.3350958	33043__A0A174AEP1__apr
ERR1912966.3351055__1.3351055	239935__A0A2N8HT68__ADH72_00510
ERR1912966.3351058__1.3351058	239935__A0A2N8IU45__DEF40_02365
ERR1912966.3351270__1.3351270	1161942__cdsA
ERR1912966.3351333__1.3351333	944036__A0A196S9L6__AV274_5258
ERR1912966.3351775__1.3351775	853__A0A174BZY1__xerD_1
ERR1912966.3351818__1.3351818	1235835__R9LCU2__C814_02677
ERR1912966.3351950__1.3351950	1263027__R6ZI16__BN699_01371
ERR1912966.3352018__1.3352018	39485__A0A174ZQT9__EUBELI_20278
ERR1912966.3352249__1.3352249	239935__A0A2N8IMC3__CXT96_03840
ERR1912966.3352264__1.3352264	1263000__R5EGY6__BN466_00973
ERR1912966.3352269__1.3352269	820__A0A3E4G493__ERS417307_00253
ERR1912966.3352348__1.3352348	39496__A5Z5I2__EUBVEN_00963
ERR1912966.3352651__1.3352651	384638__B7AP91__BACPEC_00495
ERR1912966.3352778__1.3352778	1262761__R6R5Y2__BN606_00214
ERR1912966.3352732__1.3352732	40520__R7DCR4__DXB81_00490
ERR1912966.3353197__1.3353197	1680__A0A076JNS9__BIFADO_02309
ERR1912966.3353264__1.3353264	33043__D5HFD3__ybbD
ERR1912966.3353549__1.3353549	239935__A0A2N8IRL2__CXU06_01170
ERR1912966.3353568__1.3353568	820__A0A3E4G493__ERS417307_00253
ERR1912966.3353630__1.3353630	33043__A0A174CPX4__ERS852386_02360
ERR1912966.3353645__1.3353645	1262915__R6HMZ4__BN574_00700
ERR1912966.3353693__1.3353693	239935__A0A2N8HB50__CXU17_02615
ERR1912966.3353867__1.3353867	239935__A0A2N8IMD6__CXU03_05585
ERR1912966.3353985__1.3353985	1263107__GCA_000436995.1_00178
ERR1912966.3354066__1.3354066	1735__B7C7C6__EUBIFOR_00073
ERR1912966.3354117__1.3354117	33043__D5HFA1__ERS852400_02183
ERR1912966.3354165__1.3354165	1263027__R7AVT2__BN699_00071
ERR1912966.3354379__1.3354379	853__E2ZGD9__C7J97_11715
ERR1912966.3354400__1.3354400	1263027__R7AUR2__BN699_00086
ERR1912966.3354600__1.3354600	33043__A8SPT5__yfiN_2
ERR1912966.3355272__1.3355272	39485__C4Z6U7__EUBELI_20545
ERR1912966.3355307__1.3355307	1262761__R6QYZ5__BN606_00402
ERR1912966.3355387__1.3355387	901__B6WXH1__DESPIGER_1644
ERR1912966.3355446__1.3355446	239935__A0A2N8I6R6__CXU04_04335
ERR1912966.3355674__1.3355674	1161942__accA
ERR1912966.3355711__1.3355711	1262761__R6RU22__BN606_01110
ERR1912966.3355766__1.3355766	1262869__R7CLS0__BN625_01160
ERR1912966.3355899__1.3355899	371601__I9JHG7__DXD80_12945
ERR1912966.3355919__1.3355919	33043__A0A173YSY7__tilS
ERR1912966.3356011__1.3356011	165179__D1PFV4__PREVCOP_06112
ERR1912966.3356080__1.3356080	1680__A0A173XYA2__B0703_0121
ERR1912966.3356278__1.3356278	1263027__R7A417__BN699_00819
ERR1912966.3356332__1.3356332	165179__R6C330__DXC61_04975
ERR1912966.3357151__1.3357151	33043__A0A173ZZ54__ERS852400_00193
ERR1912966.3357240__1.3357240	1262761__R6QR25__BN606_01386
ERR1912966.3357307__1.3357307	28116__A0A0J9IIV5__M089_5519
ERR1912966.3357476__1.3357476	1680__A0A3E4SB79__BAD_1517
ERR1912966.3357808__1.3357808	239935__R6JD78__CXU05_09250
ERR1912966.3358083__1.3358083	165179__D1PCT4__DXB80_09470
ERR1912966.3358108__1.3358108	1680__A0A173XYA2__B0703_0121
ERR1912966.3358182__1.3358182	1262915__R6HPW3__BN574_00571
ERR1912966.3358198__1.3358198	1161942__celH
ERR1912966.3358285__1.3358285	39492__D4JRV7__EUBSIR_01513
ERR1912966.3358542__1.3358542	1262761__R6QQ60__BN606_01316
ERR1912966.3358572__1.3358572	1262761__R6QWI4__BN606_00934
ERR1912966.3358629__1.3358629	1235835__R9LCU2__C814_02677
ERR1912966.3358791__1.3358791	216816__A0A061M1M5__HMPREF0177_01046
ERR1912966.3358817__1.3358817	901__B6WUV2__DESPIGER_1904
ERR1912966.3359300__1.3359300	239935__R7DVL7__CXT93_01180
ERR1912966.3359325__1.3359325	1262761__R6QQ60__BN606_01316
ERR1912966.3359909__1.3359909	165179__R6C330__DXC61_04975
ERR1912966.3359876__1.3359876	944036__A0A196S587__AV274_6063
ERR1912966.3359936__1.3359936	1262961__R6DSZ1__BN710_01276
ERR1912966.3360000__1.3360000	1263030__R5CZV8__BN705_01159
ERR1912966.3360050__1.3360050	239935__A0A2N8I9P4__CXT85_05050
ERR1912966.3360100__1.3360100	1897011__A0A1Q6REX0__BHW41_04225
ERR1912966.3360113__1.3360113	1263000__R5ES99__BN466_01121
ERR1912966.3360154__1.3360154	1262761__R6RU22__BN606_01110
ERR1912966.3360270__1.3360270	165179__A0A174IYW3__DXC61_01235
ERR1912966.3360354__1.3360354	1680__A0A3E4SB79__BAD_1517
ERR1912966.3360637__1.3360637	33043__D5HH72__ERS852445_02265
ERR1912966.3361088__1.3361088	1263000__R5EXT3__BN466_02213
ERR1912966.3361184__1.3361184	1161942__argJ
ERR1912966.3361344__1.3361344	853__A0A174C5M1__CGS58_04460
ERR1912966.3361440__1.3361440	1262915__R6HKP2__BN574_00771
ERR1912966.3361490__1.3361490	165179__A0A3E5EAM5__DXC61_07785
ERR1912966.3361547__1.3361547	360807__C0FVL1__ERS852392_00394
ERR1912966.3361640__1.3361640	1161942__araP_2
ERR1912966.3361949__1.3361949	458033__GCA_001482755.1_02203
ERR1912966.3362059__1.3362059	853__A0A173YYY4__DWZ04_09420
ERR1912966.3362203__1.3362203	1680__A7A7Z9__AAX71_05385
ERR1912966.3362234__1.3362234	1262986__R6AR05__BN492_01521
ERR1912966.3362247__1.3362247	572010__hgdC_1
ERR1912966.3362395__1.3362395	165179__A0A174MTF2__DXC61_13200
ERR1912966.3362474__1.3362474	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.3362619__1.3362619	165179__D1PDJ4__DXB80_08505
ERR1912966.3363052__1.3363052	33043__D5HF43__ERS852445_00477
ERR1912966.3363107__1.3363107	165179__A0A229I443__DXB80_10950
ERR1912966.3363217__1.3363217	301301__A0A395VAB0__RHOM_06525
ERR1912966.3363259__1.3363259	901__B6WR60__DESPIGER_0223
ERR1912966.3363302__1.3363302	239935__A0A2N8HBM4__CXT85_06270
ERR1912966.3363698__1.3363698	33043__D5HI09__ERS852575_02656
ERR1912966.3363776__1.3363776	239935__R7E524__CXT91_06180
ERR1912966.3363790__1.3363790	1681__A0A292G7V3__BBIF_1776
ERR1912966.3363938__1.3363938	301302__A0A173T7E8__M72_26791
ERR1912966.3364022__1.3364022	1262945__R6YMA9__BN600_01273
ERR1912966.3364141__1.3364141	1262761__R6RU22__BN606_01110
ERR1912966.3364504__1.3364504	338188__R6SX54__mscM_1
ERR1912966.3364563__1.3364563	33043__A0A173YYE7__ERS852445_00670
ERR1912966.3364786__1.3364786	239935__A0A3F3K9J9__DEF40_00940
ERR1912966.3365018__1.3365018	239935__A0A2N8HBM4__CXT85_06270
ERR1912966.3365106__1.3365106	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.3365504__1.3365504	165179__A0A229I1J2__DXB80_03950
ERR1912966.3365710__1.3365710	853__A0A2A7B9I6__DW855_13690
ERR1912966.3365743__1.3365743	165179__D1P9T6__PREVCOP_04016
ERR1912966.3365746__1.3365746	216816__A0A087BBV6__BFS26_06210
ERR1912966.3366067__1.3366067	1262761__R6QXL2__BN606_02127
ERR1912966.3366331__1.3366331	33043__A8SWL7__ERS852386_02506
ERR1912966.3366363__1.3366363	165179__A0A3E5DZA5__DXB80_12550
ERR1912966.3366391__1.3366391	1262945__R6Z392__BN600_01644
ERR1912966.3366584__1.3366584	1262761__R6RU22__BN606_01110
ERR1912966.3366930__1.3366930	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.3366931__1.3366931	33043__A0A173ZEG7__ERS852386_01252
ERR1912966.3366934__1.3366934	944036__A0A196SFK2__AV274_3371
ERR1912966.3367024__1.3367024	1680__A0A1E7XZY9__DXC60_05815
ERR1912966.3367040__1.3367040	1262761__R6QWS5__BN606_02019
ERR1912966.3367264__1.3367264	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.3367683__1.3367683	239935__A0A2N8I5H6__CXT92_05565
ERR1912966.3367745__1.3367745	33043__A0A174B5C6__acm_3
ERR1912966.3367806__1.3367806	1262915__R6HKP2__BN574_00771
ERR1912966.3368221__1.3368221	901__B6WTR4__DESPIGER_1248
ERR1912966.3368452__1.3368452	1262915__R6HBE0__BN574_01103
ERR1912966.3368652__1.3368652	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1912966.3368765__1.3368765	28117__B0MVL5__BHV66_01660
ERR1912966.3368868__1.3368868	1262761__R6RB22__BN606_01933
ERR1912966.3368987__1.3368987	853__E2ZGD9__C7J97_11715
ERR1912966.3369172__1.3369172	1735__B7C7C4__EUBIFOR_00071
ERR1912966.3369316__1.3369316	1263027__R7AVM8__BN699_01088
ERR1912966.3369386__1.3369386	1680__A0A0B5BKZ3__DXD60_01450
ERR1912966.3369392__1.3369392	1897011__A0A1Q6RI93__BHW41_01175
ERR1912966.3369448__1.3369448	33043__A8SPT5__yfiN_2
ERR1912966.3369457__1.3369457	1262986__R6ANG7__BN492_01069
ERR1912966.3369585__1.3369585	1262942__R7QY57__BN520_01723
ERR1912966.3370285__1.3370285	1161942__celD_3
ERR1912966.3370364__1.3370364	1262945__R6YNE4__BN600_01653
ERR1912966.3370774__1.3370774	1161942__acsA_3
ERR1912966.3370791__1.3370791	1897011__A0A1Q6RDB1__BHW41_05850
ERR1912966.3370980__1.3370980	853__D4K7X0__DW905_09540
ERR1912966.3371114__1.3371114	239935__A0A2N8HDT1__CXT94_05270
ERR1912966.3371154__1.3371154	1161942__addB
ERR1912966.3371236__1.3371236	1150298__R7JUS7__ytlR
ERR1912966.3371267__1.3371267	853__A8SB03__C4Q21_07960
ERR1912966.3371596__1.3371596	239935__A0A2N8IVK9__CXU08_03750
ERR1912966.3371655__1.3371655	239935__A0A2N8I5H6__CXT92_05565
ERR1912966.3371866__1.3371866	901__B6WXS9__pssA
ERR1912966.3372041__1.3372041	1161942__celA_6
ERR1912966.3372086__1.3372086	1262761__R6RP35__BN606_00461
ERR1912966.3372112__1.3372112	239935__A0A2N8IYM5__CXT84_05130
ERR1912966.3372228__1.3372228	33043__D5HDB6__sipT_2
ERR1912966.3372647__1.3372647	944036__A0A196SH01__AV274_3021
ERR1912966.3372919__1.3372919	1262761__R6QJQ2__BN606_00751
ERR1912966.3373337__1.3373337	1550024__A0A3B9WFC7__ASJ35_09200
ERR1912966.3373559__1.3373559	74426__rpoB
ERR1912966.3373657__1.3373657	28118__R6FX99__Odosp_1660
ERR1912966.3373763__1.3373763	1262761__R6R840__BN606_01433
ERR1912966.3373915__1.3373915	239935__R7DVL7__CXT93_01180
ERR1912966.3374034__1.3374034	1262869__R7CLN4__BN625_00089
ERR1912966.3374277__1.3374277	165179__A0A3E5AGH1__DXB80_05820
ERR1912966.3374326__1.3374326	239935__A0A139TQT9__Amuc_1197
ERR1912966.3374479__1.3374479	39485__C4Z6R3__mcp2_1
ERR1912966.3374572__1.3374572	33043__A0A173X9G8__ERS852386_00532
ERR1912966.3374610__1.3374610	33043__A0A173YQY3__ERS852445_01438
ERR1912966.3374662__1.3374662	1161942__apbE
ERR1912966.3374710__1.3374710	214856__R5UN64__ERS852447_02669
ERR1912966.3374939__1.3374939	2173__A0A1D2WSY5__METSMIF1_03017
ERR1912966.3375066__1.3375066	165179__A0A229I4J4__proA
ERR1912966.3375169__1.3375169	33043__A0A174BZH8__ERS852575_02145
ERR1912966.3375271__1.3375271	944036__A0A196SFD3__AV274_2485
ERR1912966.3375257__1.3375257	1262761__R6R3W1__BN606_01849
ERR1912966.3375304__1.3375304	239935__A0A2N8IRW0__A4V05_11620
ERR1912966.3375546__1.3375546	33043__A0A174D8D4__ERS852386_02537
ERR1912966.3375919__1.3375919	39485__C4Z0F4__ERS852490_00945
ERR1912966.3375979__1.3375979	33043__A0A173ZDC4__malL_1
ERR1912966.3375980__1.3375980	165179__R6C5D6__PREVCOP_04658
ERR1912966.3375999__1.3375999	1262761__R6QWS5__BN606_02019
ERR1912966.3376107__1.3376107	901__B6WTQ4__DESPIGER_1255
ERR1912966.3376195__1.3376195	1897011__A0A1Q6RDE2__BHW41_05525
ERR1912966.3376254__1.3376254	239935__A0A2N8HH03__CXU09_08875
ERR1912966.3376320__1.3376320	33043__A0A173YLD4__ERS852575_00535
ERR1912966.3376774__1.3376774	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.3377070__1.3377070	1897011__A0A1Q6RIP7__BHW41_00530
ERR1912966.3377213__1.3377213	239935__A0A139TT05__CXU09_03335
ERR1912966.3377354__1.3377354	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.3377568__1.3377568	1680__A7A2Y2__NCTC11814_00537
ERR1912966.3377749__1.3377749	853__A8SCP3__C4N26_07960
ERR1912966.3377861__1.3377861	39491__A0A396FSR4__ERS852580_02287
ERR1912966.3377862__1.3377862	239935__A0A2N8IMD6__CXU03_05585
ERR1912966.3377849__1.3377849	39485__C4Z2I5__ERS852492_02214
ERR1912966.3377889__1.3377889	1161942__acm
ERR1912966.3377935__1.3377935	33043__D5HGZ8__nnr
ERR1912966.3378654__1.3378654	33043__A0A173YSY7__tilS
ERR1912966.3378677__1.3378677	328814__GCA_004558275.1_00987
ERR1912966.3378775__1.3378775	1262915__R6HEI9__BN574_00480
ERR1912966.3378841__1.3378841	1262761__R6QWS5__BN606_02019
ERR1912966.3379072__1.3379072	1262992__R5CXM7__BN795_01016
ERR1912966.3379084__1.3379084	239935__A0A2N8HPS5__Amuc_0950
ERR1912966.3379100__1.3379100	239935__B2UQP8__CXU15_01110
ERR1912966.3379268__1.3379268	33043__A0A374K1H3__ykoD_2
ERR1912966.3379297__1.3379297	1262869__R7CR66__BN625_01456
ERR1912966.3379326__1.3379326	239935__A0A2N8IXN0__CXT95_01765
ERR1912966.3379388__1.3379388	1680__A0A0B5BME4__DXD63_05015
ERR1912966.3379464__1.3379464	1263027__R6ZE67__BN699_02172
ERR1912966.3379494__1.3379494	823__A0A078SYK6__DXB14_02485
ERR1912966.3379976__1.3379976	944036__A0A196SFU8__AV274_2407
ERR1912966.3380025__1.3380025	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912966.3380293__1.3380293	33043__A0A173YUV6__ERS852386_00507
ERR1912966.3380275__1.3380275	944036__A0A196SFK2__AV274_3371
ERR1912966.3380335__1.3380335	33043__D5HDL8__ERS852575_02529
ERR1912966.3380409__1.3380409	39485__A0A174YKY3__EUBELI_00877
ERR1912966.3380381__1.3380381	853__A0A173XRA8__CGS56_09290
ERR1912966.3380461__1.3380461	1262869__R7CL54__BN625_00830
ERR1912966.3380724__1.3380724	944036__A0A196SBN1__AV274_4601
ERR1912966.3380959__1.3380959	1897011__A0A1Q6RE83__BHW41_04925
ERR1912966.3381049__1.3381049	33043__A0A174BBC4__ERS852575_02261
ERR1912966.3381211__1.3381211	1263027__R6ZL17__BN699_01298
ERR1912966.3381353__1.3381353	944036__A0A196SFK2__AV274_3371
ERR1912966.3381380__1.3381380	1262761__R6QU78__BN606_01972
ERR1912966.3381508__1.3381508	1680__A0A374QDL4__LMG18897_0432
ERR1912966.3381742__1.3381742	33043__D5HF50__ERS852386_02415
ERR1912966.3381958__1.3381958	301301__A0A395V957__RHOM_14115
ERR1912966.3382001__1.3382001	33043__D5HHT2__ERS852445_02796
ERR1912966.3382100__1.3382100	239935__A0A2N8HH03__CXU09_08875
ERR1912966.3382289__1.3382289	39492__D4JWD3__EUBSIR_00151
ERR1912966.3382614__1.3382614	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.3382706__1.3382706	239935__A0A2N8I7W6__CXT90_04245
ERR1912966.3382959__1.3382959	165179__A0A3E5EAM5__DXC61_07785
ERR1912966.3383391__1.3383391	28118__R6FX99__Odosp_1660
ERR1912966.3383419__1.3383419	1262761__R6QXL2__BN606_02127
ERR1912966.3383532__1.3383532	1263027__R7AV92__BN699_00670
ERR1912966.3383579__1.3383579	1161942__cph2_2
ERR1912966.3383676__1.3383676	74426__nifJ
ERR1912966.3383693__1.3383693	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.3383855__1.3383855	239935__R7E524__CXT91_06180
ERR1912966.3383837__1.3383837	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.3383842__1.3383842	165179__R6C3K4__PREVCOP_05795
ERR1912966.3383943__1.3383943	1262915__R6HN70__BN574_00783
ERR1912966.3383925__1.3383925	1680__A0A087DHN0__AL0462_1532
ERR1912966.3383978__1.3383978	33043__A0A174AEP1__apr
ERR1912966.3384126__1.3384126	853__A0A174UDE9__C4N25_12775
ERR1912966.3384317__1.3384317	853__A0A174BZY1__xerD_1
ERR1912966.3384446__1.3384446	1262761__R6RU22__BN606_01110
ERR1912966.3385098__1.3385098	216816__D6ZWI5__B5781_1661
ERR1912966.3385075__1.3385075	239935__A0A2N8HH03__CXU09_08875
ERR1912966.3385209__1.3385209	1897011__A0A1Q6RG48__BHW41_02345
ERR1912966.3385322__1.3385322	239935__A0A139TPD8__CXU12_11015
ERR1912966.3385906__1.3385906	239935__B2UL21__CXT98_03395
ERR1912966.3386599__1.3386599	165179__R6XIF8__DXC61_07265
ERR1912966.3386721__1.3386721	1262761__R6QMC1__BN606_00771
ERR1912966.3386725__1.3386725	1161942__araP_2
ERR1912966.3386831__1.3386831	239935__A0A2N8IJI1__B5G29_04615
ERR1912966.3387146__1.3387146	33043__A0A173WU55__ganB_2
ERR1912966.3387159__1.3387159	239935__A0A2N8IKW7__pstA
ERR1912966.3387089__1.3387089	901__B6WXD6__DHV46_02215
ERR1912966.3387202__1.3387202	239935__A0A2N8IFA0__CXT92_02050
ERR1912966.3387290__1.3387290	487175__D9Y5K8__HMPREF9439_00630
ERR1912966.3387505__1.3387505	1263000__R5EBF6__BN466_00505
ERR1912966.3387743__1.3387743	165179__A0A3E5AI09__DXC61_05815
ERR1912966.3387732__1.3387732	239935__B2URG6__CXU02_00030
ERR1912966.3388315__1.3388315	706562__GCA_900112995.1_01884
ERR1912966.3388385__1.3388385	310297__B5CXJ7__DXB87_06645
ERR1912966.3388356__1.3388356	508460__GCF_000585335.1_00075
ERR1912966.3388375__1.3388375	239935__A0A2N8IVR0__CXT87_07115
ERR1912966.3388476__1.3388476	239935__A0A2N8IVR0__CXT87_07115
ERR1912966.3388562__1.3388562	165179__A0A229I1J2__DXB80_03950
ERR1912966.3388602__1.3388602	39492__D4JTI2__ERS852540_00694
ERR1912966.3388802__1.3388802	1897011__A0A1Q6RC54__BHW41_06555
ERR1912966.3389049__1.3389049	1897011__A0A1Q6RJ96__BHW41_00350
ERR1912966.3389158__1.3389158	853__A0A173T6P2__DWZ46_14595
ERR1912966.3389412__1.3389412	165179__A0A229I7F5__DXB80_02650
ERR1912966.3389453__1.3389453	944036__A0A196SHE3__AV274_2913
ERR1912966.3389587__1.3389587	165179__A0A174UTZ7__DXC61_06705
ERR1912966.3389615__1.3389615	28117__B0MTI4__ALIPUT_00084
ERR1912966.3389715__1.3389715	1262761__R6QWS5__BN606_02019
ERR1912966.3389945__1.3389945	33043__A0A174BPN9__kfoC_2
ERR1912966.3390074__1.3390074	1681__E4VA65__APS66_06405
ERR1912966.3390448__1.3390448	310298__B3JQJ5__BACCOP_04231
ERR1912966.3390492__1.3390492	1897011__A0A1Q6RDV6__BHW41_05295
ERR1912966.3390963__1.3390963	1161942__atpH
ERR1912966.3391396__1.3391396	1262761__R6QR25__BN606_01386
ERR1912966.3391545__1.3391545	239935__A0A2N8IF99__lpdA
ERR1912966.3391711__1.3391711	239935__A0A2N8IQX1__dnaA
ERR1912966.3391813__1.3391813	487174__K0X773__DIT83_07170
ERR1912966.3391749__1.3391749	1161942__argR
ERR1912966.3392465__1.3392465	853__A8SCP3__C4N26_07960
ERR1912966.3392909__1.3392909	33043__D5HIS6__ERS852575_02019
ERR1912966.3392935__1.3392935	1263000__R5EU91__BN466_01432
ERR1912966.3392952__1.3392952	216816__C2GUV2__APC1478_0430
ERR1912966.3393074__1.3393074	239935__A0A139TPD4__CXT86_06450
ERR1912966.3393441__1.3393441	1262915__R6HPW3__BN574_00571
ERR1912966.3393547__1.3393547	39485__A0A174YTW2__EUBELI_20520
ERR1912966.3393724__1.3393724	1161942__atpH
ERR1912966.3393775__1.3393775	1263000__R5EXT3__BN466_02213
ERR1912966.3393798__1.3393798	1263000__R5EXT3__BN466_02213
ERR1912966.3394173__1.3394173	1161942__celI_5
ERR1912966.3394266__1.3394266	1262961__R6DPT9__BN710_00603
ERR1912966.3394357__1.3394357	328814__GCA_004558275.1_00079
ERR1912966.3394404__1.3394404	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.3394590__1.3394590	239935__A0A2N8I1R3__CXU05_06075
ERR1912966.3394943__1.3394943	39492__D4MIY5__EUBSIR_00233
ERR1912966.3394978__1.3394978	630129__A0A173Z3K8__BKAS_0484
ERR1912966.3395155__1.3395155	1680__R5GZJ8__BSTER_1195
ERR1912966.3395124__1.3395124	1161942__aspS_1
ERR1912966.3395361__1.3395361	1262761__R6RU22__BN606_01110
ERR1912966.3395388__1.3395388	1680__R5GZJ8__BSTER_1195
ERR1912966.3395717__1.3395717	239935__A0A2N8IRL2__CXU06_01170
ERR1912966.3395815__1.3395815	28117__B0MWC6__BHV66_00965
ERR1912966.3395965__1.3395965	239935__A0A2N8IHY1__CXU06_00035
ERR1912966.3395992__1.3395992	239935__A0A2N8HB50__CXU17_02615
ERR1912966.3396027__1.3396027	1161942__amt
ERR1912966.3396137__1.3396137	239935__A0A3F3K9J9__DEF40_00940
ERR1912966.3396204__1.3396204	39485__A0A174Z1A6__EUBELI_00220
ERR1912966.3396216__1.3396216	33043__A0A173YSY7__tilS
ERR1912966.3396473__1.3396473	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912966.3396935__1.3396935	239935__A0A2N8HH03__CXU09_08875
ERR1912966.3397115__1.3397115	1262761__R6RU22__BN606_01110
ERR1912966.3397149__1.3397149	458033__GCA_001482755.1_02203
ERR1912966.3397243__1.3397243	239935__A0A2N8IMD6__CXU03_05585
ERR1912966.3397275__1.3397275	328814__GCA_004558275.1_00296
ERR1912966.3397456__1.3397456	944036__A0A196SFU8__AV274_2407
ERR1912966.3397553__1.3397553	74426__nifJ
ERR1912966.3397697__1.3397697	1897011__A0A1Q6RC30__BHW41_06700
ERR1912966.3398152__1.3398152	239935__R6J9N8__CXT96_07990
ERR1912966.3398257__1.3398257	33043__D5HHT2__ERS852445_02796
ERR1912966.3398276__1.3398276	1262915__R6HF63__BN574_01629
ERR1912966.3398363__1.3398363	33043__D5HIC8__vspIM
ERR1912966.3398678__1.3398678	55565__G9PGX9__HMPREF0045_01503
ERR1912966.3398786__1.3398786	818__A0A1H7L4U6__BSIG_3287
ERR1912966.3398825__1.3398825	239935__A0A2N8HL50__CXT98_09135
ERR1912966.3398861__1.3398861	1262869__R7CMJ2__BN625_01158
ERR1912966.3398992__1.3398992	1262761__R6QXL2__BN606_02127
ERR1912966.3399049__1.3399049	39485__A0A1Q6PHD7__ERS852492_01801
ERR1912966.3399691__1.3399691	33043__A8SQU6__ERS852386_01237
ERR1912966.3399819__1.3399819	820__A0A139KG60__M094_2679
ERR1912966.3399765__1.3399765	147206__GCF_000156215.1_01776
ERR1912966.3399895__1.3399895	1262761__R6QS21__BN606_00301
ERR1912966.3399978__1.3399978	1680__A0A0B5BKZ3__DXD60_01450
ERR1912966.3400230__1.3400230	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.3400323__1.3400323	239935__A0A2N8I3G2__CXT89_00720
ERR1912966.3400409__1.3400409	1161942__atpA_2
ERR1912966.3400470__1.3400470	853__A0A174C5M1__CGS58_04460
ERR1912966.3400554__1.3400554	239935__R6JCH3__CXT95_08205
ERR1912966.3400574__1.3400574	1680__A0A174BEE7__BSTER_1311
ERR1912966.3400738__1.3400738	1681__A0A286T9U4__DD698_01470
ERR1912966.3401324__1.3401324	33043__A0A173WU55__ganB_2
ERR1912966.3401398__1.3401398	853__A0A3E2V168__FAEPRAM212_00929
