ERR1913210.89__1.89	28117__B0MTV0__BHV66_06395
ERR1913210.605817__1.605817	1099853__G9S7L9__NSB1T_02100
ERR1913210.606339__1.606339	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913210.606322__1.606322	823__A6LB63__M095_1847
ERR1913210.606330__1.606330	28117__B0MWZ9__ALIPUT_01735
ERR1913210.606401__1.606401	1262911__R6GPA3__BN557_00827
ERR1913210.606417__1.606417	357276__I8VLL2__HMPREF1065_03395
ERR1913210.606631__1.606631	39492__D4JT68__spoIIIE
ERR1913210.606650__1.606650	818__Q8A0R7__ERS852461_00039
ERR1913210.606719__1.606719	46228__V8CDA4__DXD17_12295
ERR1913210.606696__1.606696	1262889__R7H889__BN634_02048
ERR1913210.606751__1.606751	28026__C0BVD4__DXC83_04115
ERR1913210.606782__1.606782	454155__F3QX23__HMPREF9442_02757
ERR1913210.607075__1.607075	853__A0A174UDE9__C4N25_12775
ERR1913210.607207__1.607207	28026__A0A396BIJ5__DXD35_04925
ERR1913210.607250__1.607250	1262911__R6H174__BN557_01246
ERR1913210.607323__1.607323	1263000__R5EF60__BN466_01316
ERR1913210.607378__1.607378	1262882__R5MM96__BN519_01545
ERR1913210.607452__1.607452	1262921__R5M9E5__BN473_02191
ERR1913210.607602__1.607602	39486__B0G932__DXD84_11630
ERR1913210.607606__1.607606	1262911__R6GP42__BN557_00222
ERR1913210.607661__1.607661	39491__A0A395ZHH5__ERS852497_02076
ERR1913210.607718__1.607718	28116__A7LS06__HMPREF2532_04668
ERR1913210.608023__1.608023	820__A0A139KG04__ERS852459_01249
ERR1913210.608073__1.608073	821__A0A174NVL6__NCTC10583_01782
ERR1913210.608077__1.608077	39492__A0A174ZG93__EUBSIR_00254
ERR1913210.608335__1.608335	820__A0A396EXA7__DXB37_15530
ERR1913210.608415__1.608415	1262744__R6G6M0__BN744_01270
ERR1913210.608581__1.608581	818__Q8A0V7__BSIG_2755
ERR1913210.608879__1.608879	1262992__R5CXM7__BN795_01016
ERR1913210.609296__1.609296	39492__D4JUD7__EUBSIR_01877
ERR1913210.609329__1.609329	562__P63202__gadW
ERR1913210.609369__1.609369	218538__C9LPF0__GCWU000321_01429
ERR1913210.609543__1.609543	1262882__R5MS31__BN519_01529
ERR1913210.609562__1.609562	1150298__A0A174MDR2__ERS852498_01766
ERR1913210.609714__1.609714	1150298__A0A174E950__ERS852498_02096
ERR1913210.609727__1.609727	214856__A0A173XTZ8__ERS852447_00498
ERR1913210.609815__1.609815	39492__B0MN61__epsF_2
ERR1913210.609956__1.609956	1262882__R5MLT4__BN519_01496
ERR1913210.609974__1.609974	1262882__R5ML49__BN519_01361
ERR1913210.610033__1.610033	1262924__R7HQD9__BN585_00129
ERR1913210.610352__1.610352	1262744__R6FIA3__BN744_00247
ERR1913210.610373__1.610373	214856__A0A174ZZS1__ERS852559_01484
ERR1913210.610580__1.610580	1262700__R5XLR7__BN695_01670
ERR1913210.610798__1.610798	1150298__R7JTW4__yvhJ
ERR1913210.610812__1.610812	853__C7H1R8__DW905_06675
ERR1913210.610887__1.610887	239935__A0A2N8IUQ8__CXU09_01665
ERR1913210.611080__1.611080	562__P76656__CD803_05075
ERR1913210.611278__1.611278	204516__U6R9E7__HMPREF1534_03313
ERR1913210.611331__1.611331	1262882__R5MH81__BN519_00748
ERR1913210.611661__1.611661	1262744__R6GAC5__BN744_00182
ERR1913210.611621__1.611621	39491__A0A2U2EKL1__ERS852580_00911
ERR1913210.612055__1.612055	39492__D4JTG7__EUBSIR_00572
ERR1913210.612198__1.612198	820__A0A174CK74__DXB48_07060
ERR1913210.612244__1.612244	10678__GeneID:2777449
ERR1913210.612258__1.612258	817__E4VY01__AE940_09870
ERR1913210.612316__1.612316	820__A0A174TRB5__DXD40_11305
ERR1913210.612511__1.612511	1150298__A0A174QNY9__ERS852498_01028
ERR1913210.612603__1.612603	454155__F3QQQ6__HMPREF9442_00498
ERR1913210.613066__1.613066	28026__A0A174B7U7__DXD35_06850
ERR1913210.613266__1.613266	39492__D4JR58__EUBSIR_02090
ERR1913210.613637__1.613637	166486__D4L458__ROSINTL182_07088
ERR1913210.613615__1.613615	33039__R6PAH6__ERS852577_01830
ERR1913210.613946__1.613946	1686__B6XSK9__B5782_0062
ERR1913210.613969__1.613969	820__A0A174FUF0__HMPREF1073_03308
ERR1913210.614044__1.614044	1262882__R5MEN9__BN519_00201
ERR1913210.614194__1.614194	471189__GCA_003340385.1_00220
ERR1913210.614310__1.614310	562__A0A377AAV3__CDL32_10800
ERR1913210.614336__1.614336	357276__B6W1Y1__BSEG_03960
ERR1913210.614436__1.614436	471189__GCA_003340385.1_00365
ERR1913210.614744__1.614744	166486__D4KQG8__ERS852572_02379
ERR1913210.614817__1.614817	33039__A0A173U4W1__ERS852502_00464
ERR1913210.615044__1.615044	33039__D4LZZ3__psf-1
ERR1913210.615185__1.615185	33043__A0A174H1B6__ERS852575_02702
ERR1913210.615208__1.615208	817__E1WUT9__M130_1844
ERR1913210.615226__1.615226	562__P52045__CW278_17595
ERR1913210.615256__1.615256	1150298__A0A174EM68__ERS852406_01867
ERR1913210.615254__1.615254	1262882__R5MN65__BN519_00771
ERR1913210.615438__1.615438	357276__B6W5Q7__DXD47_13945
ERR1913210.615459__1.615459	1263000__R5EF36__BN466_01303
ERR1913210.615549__1.615549	1262882__R5N1L4__BN519_00757
ERR1913210.615786__1.615786	166486__D4KRN2__ERS852572_01816
ERR1913210.615792__1.615792	562__P46855__PU39_09885
ERR1913210.616113__1.616113	239935__A0A139TQT9__Amuc_1197
ERR1913210.616119__1.616119	338188__C9L0Q1__HMPREF1057_02400
ERR1913210.616352__1.616352	328814__GCA_004558275.1_00073
ERR1913210.616544__1.616544	562__P0ABR8__antA
ERR1913210.616572__1.616572	454154__G5SPP3__HMPREF9441_01326
ERR1913210.616580__1.616580	1262848__R6U3I8__BN818_00546
ERR1913210.616616__1.616616	246787__A0A139L268__BcellWH2_03192
ERR1913210.616667__1.616667	39492__A0A174ZL16__EUBSIR_01269
ERR1913210.616669__1.616669	1263000__R5EXT3__BN466_02213
ERR1913210.617061__1.617061	28117__B0MWP2__ALIPUT_01468
ERR1913210.617221__1.617221	301302__R5ULQ3__ERS852420_02626
ERR1913210.617293__1.617293	239935__A0A2N8HT44__CXT84_11035
ERR1913210.617330__1.617330	1263083__GCA_000433655.1_01654
ERR1913210.617379__1.617379	1262882__R5MT42__BN519_01729
ERR1913210.617481__1.617481	1150298__A0A174M5S6__ERS852498_01656
ERR1913210.617584__1.617584	166486__D4L337__msbA_4
ERR1913210.617597__1.617597	562__P63202__gadW
ERR1913210.617664__1.617664	310298__B3JFQ2__BACCOP_00703
ERR1913210.617679__1.617679	10678__GeneID:2777457
ERR1913210.618006__1.618006	39492__D4JTK2__EUBSIR_01439
ERR1913210.618155__1.618155	246787__R6KUE5__BcellWH2_01117
ERR1913210.618369__1.618369	820__A0A139KIL9__DXC68_05945
ERR1913210.618741__1.618741	46228__V8CB03__HMPREF1202_00647
ERR1913210.618794__1.618794	39492__D4JR58__EUBSIR_02090
ERR1913210.618890__1.618890	1262744__R6FIX7__BN744_00720
ERR1913210.618918__1.618918	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913210.618990__1.618990	823__A0A355XF06__B5F32_11480
ERR1913210.619207__1.619207	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913210.619239__1.619239	28118__R6FGS3__DHW44_03135
ERR1913210.619384__1.619384	88431__A0A3D0EZT9__ERS852423_01745
ERR1913210.619517__1.619517	418240__A0A174SJB0__toxA_3
ERR1913210.619584__1.619584	1262744__R6FMP9__BN744_01906
ERR1913210.619774__1.619774	28026__A0A087B7I7__DXA79_02175
ERR1913210.619864__1.619864	246787__A0A0P0GNB7__xyl4
ERR1913210.619965__1.619965	39492__D4JVC7__yfgF
ERR1913210.620234__1.620234	1263000__R5EGY6__BN466_00973
ERR1913210.620295__1.620295	562__P63202__gadW
ERR1913210.620312__1.620312	10678__GeneID:2777457
ERR1913210.620338__1.620338	39492__D4MMN2__EUBSIR_00964
ERR1913210.620485__1.620485	1262882__R5MT08__BN519_01706
ERR1913210.620815__1.620815	310298__B3JII2__BACCOP_01694
ERR1913210.620879__1.620879	1262882__R5MFR3__BN519_00473
ERR1913210.620880__1.620880	820__A0A174DZ97__SAMN05444418_101240
ERR1913210.621016__1.621016	301302__A0A173TEJ2__M72_09031
ERR1913210.620990__1.620990	1262882__R5MFR3__BN519_00473
ERR1913210.621033__1.621033	46228__V8C7M2__RUMLAC_01453
ERR1913210.621296__1.621296	454154__G5SUF2__HMPREF9441_03012
ERR1913210.621393__1.621393	1262882__R5MFA5__BN519_00331
ERR1913210.621411__1.621411	1262882__R5N526__BN519_01603
ERR1913210.621427__1.621427	39492__D4JU56__hemZ
ERR1913210.621522__1.621522	562__P77616__CSC08_0123
ERR1913210.621828__1.621828	39491__D4JM76__DXC13_02150
ERR1913210.622169__1.622169	357276__A0A076IXE0__HMPREF1064_04364
ERR1913210.622702__1.622702	39491__R6UMS6__DXD13_07035
ERR1913210.622742__1.622742	1262882__R5MIW5__BN519_00945
ERR1913210.622706__1.622706	239935__A0A2N8HUU6__CXT90_06150
ERR1913210.622760__1.622760	28026__A0A396BEF1__DXD43_08450
ERR1913210.623025__1.623025	1262921__R5M2J9__BN473_00593
ERR1913210.623169__1.623169	1262882__R5N0M6__BN519_00794
ERR1913210.623199__1.623199	46228__V8BL71__DXD17_11775
ERR1913210.623249__1.623249	1262958__R7GXZ8__BN645_00110
ERR1913210.623254__1.623254	46503__R6X5E7__PARMER_00245
ERR1913210.623417__1.623417	823__E1YT73__NCTC11152_02675
ERR1913210.623431__1.623431	1099853__U5CHQ9__NSB1T_13285
ERR1913210.623712__1.623712	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913210.623688__1.623688	33039__D4M398__ERS852530_00575
ERR1913210.623885__1.623885	706562__GCA_900112995.1_00061
ERR1913210.623947__1.623947	820__A0A3E4W984__pssA
ERR1913210.624126__1.624126	1262882__R5MJ49__BN519_01124
ERR1913210.624213__1.624213	820__A0A139JRS5__HMPREF1073_04025
ERR1913210.624223__1.624223	39492__D4JU81__xseA
ERR1913210.624249__1.624249	1262882__R5MHZ2__BN519_00742
ERR1913210.624278__1.624278	1262921__R5LTU7__BN473_01717
ERR1913210.624356__1.624356	301302__R5VE75__M72_12161
ERR1913210.624606__1.624606	214856__A0A174G9T6__ERS852447_02535
ERR1913210.624649__1.624649	823__A6LEF3__ERS852560_01356
ERR1913210.624656__1.624656	166486__D4KWZ7__cph2_5
ERR1913210.624841__1.624841	414970__GeneID:5204371
ERR1913210.625030__1.625030	39492__D4JVT0__EUBSIR_00059
ERR1913210.625153__1.625153	28026__C0BR32__DXC48_06585
ERR1913210.625218__1.625218	1263044__GCA_000433375.1_00353
ERR1913210.625182__1.625182	1262882__R5MKV8__BN519_01281
ERR1913210.625513__1.625513	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913210.625478__1.625478	1262882__R5MHZ2__BN519_00742
ERR1913210.625589__1.625589	1262882__R5N1R4__BN519_00788
ERR1913210.625630__1.625630	820__A0A3E4W4Y7__B5G17_02055
ERR1913210.625671__1.625671	1262882__R5MJM8__BN519_01064
ERR1913210.625790__1.625790	357276__B6VXX7__HMPREF1063_02683
ERR1913210.625827__1.625827	357276__A6L053__ABI39_04450
ERR1913210.625871__1.625871	310298__B3JQJ5__BACCOP_04231
ERR1913210.625999__1.625999	28026__A0A174CDN1__DXC83_09100
ERR1913210.626004__1.626004	166486__D4KV78__aroA
ERR1913210.626028__1.626028	239935__R6J9N8__CXT96_07990
ERR1913210.626132__1.626132	46228__V8C4S2__HMPREF1202_01829
ERR1913210.626137__1.626137	128975__GeneID:6030682
ERR1913210.626146__1.626146	1150298__R7JND0__ERS852498_02814
ERR1913210.626277__1.626277	1262882__R5MM25__BN519_00600
ERR1913210.626345__1.626345	28117__B0MYA9__BHV66_07790
ERR1913210.626347__1.626347	301302__A0A0M6WCT0__M72_03221
ERR1913210.626596__1.626596	39485__A0A1Q6PGI7__pehX_3
ERR1913210.626679__1.626679	1262882__R5MIW5__BN519_00945
ERR1913210.626759__1.626759	562__P76135__CTY41_23560
ERR1913210.626778__1.626778	1262911__R6GPE3__BN557_00316
ERR1913210.626901__1.626901	301302__A0A173T8V6__ERS852420_01966
ERR1913210.626976__1.626976	166486__D4KW59__ERS852572_02363
ERR1913210.627001__1.627001	562__A0A377AAV3__CDL32_10800
ERR1913210.627005__1.627005	246787__A0A108T429__BACCELL_00192
ERR1913210.627023__1.627023	357276__A0A0K2HJA6__DXD47_07320
ERR1913210.627041__1.627041	1262911__R6GW73__BN557_00128
ERR1913210.627334__1.627334	1262882__R5N4D8__BN519_01497
ERR1913210.627353__1.627353	28026__B6XU26__DXC75_05385
ERR1913210.627419__1.627419	1262882__R5N2A9__BN519_00921
ERR1913210.627533__1.627533	1262899__R7JA93__BN657_00208
ERR1913210.627753__1.627753	823__C7XBX3__HMPREF1059_03212
ERR1913210.627851__1.627851	1262882__R5MIY9__BN519_01097
ERR1913210.628036__1.628036	214856__R6Y6H8__ERS852447_01719
ERR1913210.628141__1.628141	166486__D4KUE4__ROSINTL182_08606
ERR1913210.628255__1.628255	1262882__R5MEN2__BN519_00200
ERR1913210.628208__1.628208	1262882__R5N004__BN519_00490
ERR1913210.628344__1.628344	410072__C0BF75__ERS852389_02248
ERR1913210.628476__1.628476	218538__C9LMG6__GCWU000321_00719
ERR1913210.628564__1.628564	1262921__R5M5G9__BN473_01282
ERR1913210.628928__1.628928	674529__A0A174VGZ4__SAMN05444400_14914
ERR1913210.628963__1.628963	1262882__R5MKI3__BN519_00334
ERR1913210.629067__1.629067	1262700__R5XLR7__BN695_01670
ERR1913210.629108__1.629108	28026__A0A395ZJF9__DXC45_08695
ERR1913210.629124__1.629124	39492__D4JVX0__udk
ERR1913210.629231__1.629231	820__A0A173W419__DXC68_17760
ERR1913210.629435__1.629435	10678__GeneID:2777471
ERR1913210.629482__1.629482	39492__B0MNU1__ERS852540_02349
ERR1913210.629721__1.629721	357276__C3RA36__HMPREF1065_03270
ERR1913210.629776__1.629776	128975__GeneID:6030673
ERR1913210.629782__1.629782	1263107__GCA_000436995.1_00040
ERR1913210.629871__1.629871	39491__A0A0M6WLC7__ERS852497_00640
ERR1913210.629885__1.629885	39492__D4JQU2__EUBSIR_01294
ERR1913210.630308__1.630308	1262882__R5N532__BN519_01420
ERR1913210.630341__1.630341	1262882__R5MGX3__BN519_00046
ERR1913210.630424__1.630424	39492__D4JWR6__dnaN
ERR1913210.630525__1.630525	28118__F9Z3U6__B5F99_03365
ERR1913210.630537__1.630537	46228__V8CE24__thiD
ERR1913210.630585__1.630585	357276__I9R994__BACDOR_04044
ERR1913210.630755__1.630755	301302__A0A173T8V6__ERS852420_01966
ERR1913210.630858__1.630858	39491__A0A396FSN2__EUBREC_0707
ERR1913210.630863__1.630863	40518__R5DMZ0__DXD83_05610
ERR1913210.631010__1.631010	39492__D4JQL8__ywpJ
ERR1913210.631120__1.631120	239935__A0A2N8J1K0__CXT97_05765
ERR1913210.631121__1.631121	1262882__R5MIC9__BN519_00834
ERR1913210.631312__1.631312	39491__A0A395V0E5__ERE_31370
ERR1913210.631443__1.631443	214856__R6XS46__ERS852559_00812
ERR1913210.631524__1.631524	239935__A0A2N8HT44__CXT84_11035
ERR1913210.631592__1.631592	1262882__R5N2U9__BN519_01221
ERR1913210.631673__1.631673	28117__B0MTW8__ALIPUT_00502
ERR1913210.631839__1.631839	1262882__R5MYP8__BN519_00439
ERR1913210.631804__1.631804	820__A0A174B4N2__M093_2531
ERR1913210.631792__1.631792	1262882__R5N587__BN519_01643
ERR1913210.631979__1.631979	10678__GeneID:2777483
ERR1913210.632143__1.632143	39492__B0MM84__lgt
ERR1913210.632306__1.632306	28117__B0MTV0__BHV66_06395
ERR1913210.632388__1.632388	39492__D4JQM9__EUBSIR_00669
ERR1913210.632419__1.632419	301302__R5V7G4__ywtF
ERR1913210.632425__1.632425	1262921__R5LVG2__BN473_00414
ERR1913210.632557__1.632557	674529__A0A174K9D7__SAMN05444400_1164
ERR1913210.632753__1.632753	1262882__R5N2E1__BN519_01117
ERR1913210.632805__1.632805	1124654__GeneID:14005781
ERR1913210.632842__1.632842	46228__V8C4P0__DXD17_04270
ERR1913210.632999__1.632999	820__A0A174EV88__HMPREF1072_01427
ERR1913210.632958__1.632958	74426__purC
ERR1913210.633077__1.633077	39485__C4Z538__EUBELI_00734
ERR1913210.633278__1.633278	39492__D4JQM9__EUBSIR_00669
ERR1913210.633347__1.633347	46228__B5CSZ7__HMPREF1202_01559
ERR1913210.633748__1.633748	40518__R5DZ88__DXD93_06320
ERR1913210.633907__1.633907	301302__R5V7K8__M72_11711
ERR1913210.634400__1.634400	1262882__R5MNC1__BN519_00818
ERR1913210.634441__1.634441	1262882__R5MS31__BN519_01529
ERR1913210.634531__1.634531	562__P46855__PU39_09885
ERR1913210.634534__1.634534	1263000__R5EDV4__BN466_01097
ERR1913210.634716__1.634716	820__A0A3E5BMG9__DXD40_05130
ERR1913210.634719__1.634719	823__A0A355XLH0__fepA_1
ERR1913210.634785__1.634785	1262882__R5N4P6__BN519_01346
ERR1913210.635027__1.635027	1262882__R5MEK3__BN519_00296
ERR1913210.635307__1.635307	33039__A0A174XW11__RTO_07780
ERR1913210.635515__1.635515	246787__A0A0P0GJZ5__BcellWH2_01116
ERR1913210.635573__1.635573	1150298__A0A174TDE7__ERS852535_00299
ERR1913210.635602__1.635602	10678__GeneID:2777396
ERR1913210.635679__1.635679	28117__R7JLL3__ALIPUT_02219
ERR1913210.635726__1.635726	1262911__R6GHG8__BN557_01301
ERR1913210.635803__1.635803	418240__C6J879__ERS852523_04053
ERR1913210.635848__1.635848	1262921__R5M5S6__BN473_01072
ERR1913210.636033__1.636033	1262882__R5MND9__BN519_00831
ERR1913210.636261__1.636261	820__A0A174LJB2__HMPREF1072_04112
ERR1913210.636487__1.636487	39492__D4JU56__hemZ
ERR1913210.636662__1.636662	360807__A0A0M6WXP1__ROSEINA2194_03223
ERR1913210.636737__1.636737	1262911__R6GK39__BN557_01755
ERR1913210.636820__1.636820	39491__A0A395UWZ1__DXC13_02175
ERR1913210.637559__1.637559	39492__D4JTH4__ERS852540_00702
ERR1913210.637577__1.637577	1262882__R5MGI7__BN519_00643
ERR1913210.637618__1.637618	46228__V8C7P7__HMPREF1202_01523
ERR1913210.637710__1.637710	28052__R6JVH3__ERS852499_00454
ERR1913210.637870__1.637870	28118__R6FGF7__SAMEA44545918_01338
ERR1913210.637898__1.637898	562__P77789__fimF_3
ERR1913210.638027__1.638027	1628085__A0A396QC65__C7386_101113
ERR1913210.638151__1.638151	28026__A0A3E5HSU4__DXD71_06220
ERR1913210.638342__1.638342	820__A0A3E4HWJ4__DXD40_05945
ERR1913210.638551__1.638551	39491__C4Z872__LD38_07250
ERR1913210.638626__1.638626	1262882__R5N3T7__BN519_01188
ERR1913210.638683__1.638683	1262921__R5LMK9__BN473_01331
ERR1913210.638995__1.638995	1262911__R6GI18__BN557_01377
ERR1913210.639093__1.639093	39491__A0A395ZEN3__DXD95_12655
ERR1913210.639094__1.639094	39491__A0A395ZEN3__DXD95_12655
ERR1913210.639231__1.639231	823__A0A355XJ56__DDY96_07685
ERR1913210.639246__1.639246	46228__V8CAV6__addA
ERR1913210.639453__1.639453	239935__A0A2N8HAQ1__DEF40_05290
ERR1913210.639648__1.639648	820__A0A139K0J1__HMPREF2141_03205
ERR1913210.639728__1.639728	28026__A0A174CDN1__DXC83_09100
ERR1913210.639811__1.639811	39492__D4JSA4__ERS852540_00596
ERR1913210.639986__1.639986	1897011__A0A1Q6RG37__BHW41_02405
ERR1913210.640066__1.640066	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913210.640144__1.640144	1262882__R5N5W2__BN519_00074
ERR1913210.640337__1.640337	214856__A0A174CRY5__ERS852559_01060
ERR1913210.640404__1.640404	1263000__R5EGY6__BN466_00973
ERR1913210.640420__1.640420	1897011__A0A1Q6REW8__BHW41_04435
ERR1913210.640547__1.640547	1042156__F7V3A8__HipB
ERR1913210.640791__1.640791	823__A0A173W8N5__ERS852513_00780
ERR1913210.640840__1.640840	147206__GCF_000156215.1_01387
ERR1913210.641006__1.641006	357276__B6VVS0__HMPREF1064_03951
ERR1913210.641234__1.641234	239935__B2UPZ6__CXU03_03800
ERR1913210.641438__1.641438	28117__B0N028__BHV66_05935
ERR1913210.641715__1.641715	1262882__R5MGI7__BN519_00643
ERR1913210.641725__1.641725	562__P0A9K7__AUQ29_19530
ERR1913210.641985__1.641985	301302__R5UNC5__M72_02681
ERR1913210.642114__1.642114	1263006__R6LU28__BN515_01365
ERR1913210.642119__1.642119	1150298__R7JTQ3__rne
ERR1913210.642192__1.642192	820__A0A396CMY7__HMPREF1072_03009
ERR1913210.642222__1.642222	1262882__R5MKL9__BN519_00353
ERR1913210.642295__1.642295	310298__B3JNH3__BACCOP_03486
ERR1913210.642416__1.642416	820__A0A3E4G826__C801_01612
ERR1913210.642612__1.642612	1262744__R6FG56__BN744_02342
ERR1913210.642715__1.642715	28117__B0MYW7__ALIPUT_02336
ERR1913210.642866__1.642866	239935__B2UPZ6__CXU03_03800
ERR1913210.642875__1.642875	1099853__U5CL59__NSB1T_06140
ERR1913210.643009__1.643009	239935__A0A2N8IKW7__pstA
ERR1913210.643046__1.643046	28117__B0MTV3__BHV66_06405
ERR1913210.643223__1.643223	879566__A0A2K4ZQN0__AMURIS_05561
ERR1913210.643470__1.643470	1262882__R5MM10__BN519_01679
ERR1913210.644026__1.644026	1147144__GeneID:14182140
ERR1913210.644042__1.644042	1262882__R5MGS8__BN519_00565
ERR1913210.644044__1.644044	357276__A0A076IS26__EL88_15950
ERR1913210.644107__1.644107	239935__A0A2N8IYM5__CXT84_05130
ERR1913210.644146__1.644146	1263000__R5EXF8__BN466_01942
ERR1913210.644227__1.644227	1262882__R5N5C3__BN519_01664
ERR1913210.644228__1.644228	28026__A0A174ANJ0__BPS1E_1565
ERR1913210.644331__1.644331	40518__R5DX93__DXD93_03055
ERR1913210.644666__1.644666	28117__R7JR95__ALIPUT_01367
ERR1913210.645057__1.645057	1099853__G9S456__NSB1T_03840
ERR1913210.645058__1.645058	39492__D4JUD7__EUBSIR_01877
ERR1913210.645381__1.645381	39491__C4ZF05__vpr
ERR1913210.645416__1.645416	1263000__R5EZ76__BN466_00319
ERR1913210.645727__1.645727	1262911__R6GT76__BN557_01150
ERR1913210.645865__1.645865	1150298__R7JTG8__smf
ERR1913210.645919__1.645919	10678__GeneID:2777402
ERR1913210.646094__1.646094	1262882__R5MFA5__BN519_00331
ERR1913210.646187__1.646187	239935__A0A2N8ITX2__CXT86_11265
ERR1913210.646234__1.646234	1262824__R6RLS2__BN719_02323
ERR1913210.646371__1.646371	853__A0A173YYY4__DWZ04_09420
ERR1913210.646516__1.646516	1897011__A0A1Q6RE83__BHW41_04925
ERR1913210.646517__1.646517	1262882__R5N5S3__BN519_00085
ERR1913210.646747__1.646747	1099853__U5CIZ3__NSB1T_04880
ERR1913210.646750__1.646750	246787__A0A3D6AQP8__AA416_04153
ERR1913210.646776__1.646776	1262882__R5MYP2__BN519_00435
ERR1913210.646810__1.646810	1262746__R5SS80__BN750_02125
ERR1913210.646898__1.646898	39488__R6GBC5__DXD91_06450
ERR1913210.646907__1.646907	712368__A0A222P796__BCB68_01260
ERR1913210.646957__1.646957	1262882__R5N2U9__BN519_01221
ERR1913210.647049__1.647049	1262921__R5LTJ9__BN473_02529
ERR1913210.647077__1.647077	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913210.647131__1.647131	1262882__R5MYP8__BN519_00439
ERR1913210.647119__1.647119	28026__A0A267WL58__DXD87_05710
ERR1913210.647221__1.647221	1262882__R5N3H1__BN519_01121
ERR1913210.647393__1.647393	28117__B0MTY2__BHV66_06485
ERR1913210.647402__1.647402	28026__A0A396BDZ7__DXC83_06050
ERR1913210.647418__1.647418	853__A0A2A7AXC8__C4N21_14120
ERR1913210.647486__1.647486	39492__D4JR31__EUBSIR_00106
ERR1913210.647642__1.647642	1262911__R6H1A6__BN557_01286
ERR1913210.647842__1.647842	1262882__R5MPY4__BN519_01128
ERR1913210.647899__1.647899	46228__V8C6J2__DXD17_03715
ERR1913210.647931__1.647931	1262882__R5MGX3__BN519_00046
ERR1913210.647934__1.647934	823__A0A173TL14__M095_0764
ERR1913210.648022__1.648022	820__A0A173XIP7__B5G17_16050
ERR1913210.648264__1.648264	10678__GeneID:2777477
ERR1913210.648379__1.648379	239935__A0A139TVJ4__CXT86_02020
ERR1913210.648689__1.648689	39492__D4JVX0__udk
ERR1913210.648716__1.648716	1262882__R5MHA1__BN519_00763
ERR1913210.648738__1.648738	1262882__R5MGX3__BN519_00046
ERR1913210.648772__1.648772	823__A6LHJ7__ERS852380_00253
ERR1913210.648778__1.648778	820__A0A3E5E0T0__ERS852554_00312
ERR1913210.648894__1.648894	1262882__R5MYP8__BN519_00439
ERR1913210.648912__1.648912	853__A0A174CVG7__CGS58_09335
ERR1913210.648919__1.648919	562__P32704__COD56_15900
ERR1913210.649019__1.649019	1262882__R5MIY9__BN519_01097
ERR1913210.649344__1.649344	1262911__R6HGT5__BN557_01453
ERR1913210.649511__1.649511	1262958__R7H5A2__BN645_00044
ERR1913210.649671__1.649671	46228__V8CCW7__DXD17_07330
ERR1913210.649728__1.649728	10678__GeneID:2777484
ERR1913210.649807__1.649807	1262921__R5MIC1__BN473_01006
ERR1913210.649855__1.649855	820__A0A3E5E0T0__ERS852554_00312
ERR1913210.649963__1.649963	823__A0A355XLS2__ERS852380_02644
ERR1913210.649980__1.649980	1150298__A0A174MSM0__toxA_2
ERR1913210.650709__1.650709	35833__E5Y5K1__HMPREF0179_01464
ERR1913210.650786__1.650786	1150298__A0A174DPC6__ERS852535_01374
ERR1913210.650875__1.650875	1262744__R6FSD9__BN744_00303
ERR1913210.650876__1.650876	39492__D4JT75__EUBSIR_01776
ERR1913210.651202__1.651202	28139__A0A379MUK5__xerD_3
ERR1913210.651268__1.651268	1472761__GCA_002159295.1_00743
ERR1913210.651270__1.651270	39492__D4MIY5__EUBSIR_00233
ERR1913210.651326__1.651326	674529__A0A174VGZ4__SAMN05444400_14914
ERR1913210.651390__1.651390	1262882__R5MYX5__BN519_00333
ERR1913210.651527__1.651527	239935__A0A2N8I3G2__CXT89_00720
ERR1913210.651576__1.651576	1263000__R5EFY3__BN466_01416
ERR1913210.651619__1.651619	1147144__GeneID:14182120
ERR1913210.651620__1.651620	28026__C0BQX5__DXC71_03265
ERR1913210.651705__1.651705	357276__D1K526__GV66_17250
ERR1913210.651913__1.651913	172901__A0A2U1ALG7__C8D82_1311
ERR1913210.651882__1.651882	310298__B3JQJ5__BACCOP_04231
ERR1913210.652024__1.652024	1262882__R5MYX5__BN519_00333
ERR1913210.652288__1.652288	28026__C0BRQ3__DXC83_08895
ERR1913210.652424__1.652424	28026__A0A3E5HLJ8__BPSE_0576
ERR1913210.652407__1.652407	1262744__R6FEB0__BN744_02692
ERR1913210.652378__1.652378	28052__R7N7E0__cynR_4
ERR1913210.652491__1.652491	1262921__R5M951__BN473_02141
ERR1913210.652541__1.652541	28026__A0A396BGX2__DXC71_05210
ERR1913210.652610__1.652610	28026__A0A174CDN1__DXC83_09100
ERR1913210.652718__1.652718	1263000__R5EGP9__BN466_01419
ERR1913210.652846__1.652846	817__A0A0E2SZV3__M087_0730
ERR1913210.653068__1.653068	562__P77294__fimG
ERR1913210.653145__1.653145	310298__B3JK97__BACCOP_02326
ERR1913210.653346__1.653346	310298__B3JEF2__BACCOP_00243
