ERR1913049.341__1.341	1262886__R6QAT8__BN563_00993
ERR1913049.3407407__1.3407407	166486__D4L273__ERS852572_01638
ERR1913049.3407495__1.3407495	853__A0A174C5M1__CGS58_04460
ERR1913049.3407597__1.3407597	853__A0A174BA00__DW905_01145
ERR1913049.3407717__1.3407717	1262911__R6GY78__BN557_00532
ERR1913049.3407827__1.3407827	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913049.3407840__1.3407840	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.3407981__1.3407981	1796613__A0A1C7GZG2__ADH74_03485
ERR1913049.3408033__1.3408033	28117__B0MT38__BHV66_05995
ERR1913049.3408040__1.3408040	166486__D4L0E1__ypdA_4
ERR1913049.3408125__1.3408125	39491__A0A395ZDC6__addB
ERR1913049.3408398__1.3408398	1262927__R7EX56__BN677_00089
ERR1913049.3408525__1.3408525	901__B6WTX7__DESPIGER_1193
ERR1913049.3409090__1.3409090	328814__GCA_004558275.1_00035
ERR1913049.3409202__1.3409202	901__B6WUV2__DESPIGER_1904
ERR1913049.3409639__1.3409639	147206__GCF_000156215.1_01774
ERR1913049.3409831__1.3409831	1263000__R5EUM2__BN466_01747
ERR1913049.3409850__1.3409850	853__A0A2A6Z8X1__FPR_03410
ERR1913049.3409901__1.3409901	39491__A0A395UZL1__DXB76_05950
ERR1913049.3409907__1.3409907	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913049.3409957__1.3409957	1262927__R7EX56__BN677_00089
ERR1913049.3410282__1.3410282	166486__D4KYD7__ERS852572_03817
ERR1913049.3410908__1.3410908	853__A0A173RZ39__C4N22_01650
ERR1913049.3411125__1.3411125	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913049.3411181__1.3411181	853__A0A173XRA8__CGS56_09290
ERR1913049.3411205__1.3411205	214856__R6XS46__ERS852559_00812
ERR1913049.3411263__1.3411263	1628085__A0A396QC65__C7386_101113
ERR1913049.3411528__1.3411528	33025__A0A395J9R3__C8D73_10817
ERR1913049.3411602__1.3411602	901__B6WTQ4__DESPIGER_1255
ERR1913049.3411684__1.3411684	853__A0A174C5M1__CGS58_04460
ERR1913049.3411745__1.3411745	1262886__R6QPN8__BN563_00914
ERR1913049.3412063__1.3412063	328814__GCA_004558275.1_00292
ERR1913049.3412208__1.3412208	39486__G1WX25__DXD84_13390
ERR1913049.3412220__1.3412220	821__U6RDC2__DXD46_15675
ERR1913049.3412238__1.3412238	901__B6WYD7__DESPIG_03118
ERR1913049.3412357__1.3412357	901__B6WXN9__DESPIGER_1568
ERR1913049.3412545__1.3412545	166486__D4KUK5__thiM
ERR1913049.3412621__1.3412621	360807__A0A174F8N1__ERS852444_00648
ERR1913049.3412846__1.3412846	1263000__R5EGY6__BN466_00973
ERR1913049.3412907__1.3412907	1262886__R6QAK4__BN563_00913
ERR1913049.3413167__1.3413167	853__A0A173YYY4__DWZ04_09420
ERR1913049.3413357__1.3413357	901__B6WRK6__DESPIGER_0403
ERR1913049.3413492__1.3413492	46228__B5CTE4__DXD17_12795
ERR1913049.3413888__1.3413888	28117__B0MTV0__BHV66_06395
ERR1913049.3414014__1.3414014	28117__B0MTS2__ALIPUT_00159
ERR1913049.3415056__1.3415056	1520815__A0A1I3QS19__SAMN02910435_01880
ERR1913049.3415593__1.3415593	674529__R6V7P0__SAMN05444400_102331
ERR1913049.3415913__1.3415913	649756__A0A173RL48__ERS852571_00544
ERR1913049.3415968__1.3415968	214856__A0A173W3Y5__ERS852559_02032
ERR1913049.3415983__1.3415983	357276__I9QBT7__BSEG_03340
ERR1913049.3416136__1.3416136	1855299__A0A1I5UNY4__SAMN05216343_11960
ERR1913049.3416466__1.3416466	1262824__R6S1J4__BN719_01997
ERR1913049.3416512__1.3416512	28117__B0MY34__BHV66_05195
ERR1913049.3416835__1.3416835	1262886__R6QP39__BN563_00737
ERR1913049.3416904__1.3416904	360807__A0A0M6WHB7__ERS852444_00092
ERR1913049.3417340__1.3417340	1263000__R5EU91__BN466_01432
ERR1913049.3417691__1.3417691	1262927__R7EX56__BN677_00089
ERR1913049.3417799__1.3417799	1263000__R5F0Q6__BN466_00318
ERR1913049.3417892__1.3417892	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913049.3418046__1.3418046	1263000__R5EFY3__BN466_01416
ERR1913049.3418234__1.3418234	552398__F4XCR9__HMPREF0866_01636
ERR1913049.3418294__1.3418294	1262927__R7EX56__BN677_00089
ERR1913049.3418424__1.3418424	1263000__R5EPJ2__BN466_00954
ERR1913049.3418728__1.3418728	40520__A0A3E5EEJ2__RUMOBE_02848
ERR1913049.3418794__1.3418794	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913049.3418979__1.3418979	2108523__A0A2P2F489__LAWASA_800
ERR1913049.3419086__1.3419086	1262927__R7EX56__BN677_00089
ERR1913049.3419090__1.3419090	821__U6RDC2__DXD46_15675
ERR1913049.3419343__1.3419343	901__B6WR15__DESPIGER_0142
ERR1913049.3419487__1.3419487	39485__A0A174ZA72__glgB_1
ERR1913049.3419698__1.3419698	28117__B0MTW8__ALIPUT_00502
ERR1913049.3420060__1.3420060	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913049.3420232__1.3420232	166486__D4KNM9__ERS852572_00072
ERR1913049.3420251__1.3420251	214856__R6YBX3__msbA_2
ERR1913049.3420534__1.3420534	1501391__GCA_000786575.1_00072
ERR1913049.3420937__1.3420937	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913049.3420944__1.3420944	214856__A0A173YXX1__ERS852559_01651
ERR1913049.3421158__1.3421158	901__B6WQD5__DESPIG_00255
ERR1913049.3421280__1.3421280	1262927__R7EX56__BN677_00089
ERR1913049.3421310__1.3421310	454155__F3QX42__HMPREF9442_02776
ERR1913049.3421412__1.3421412	166486__D4KW03__ERS852572_03114
ERR1913049.3421655__1.3421655	572010__hgdC_1
ERR1913049.3421772__1.3421772	28117__B0MY40__BHV66_05170
ERR1913049.3421875__1.3421875	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913049.3421934__1.3421934	1501391__GCA_000786575.1_00025
ERR1913049.3422162__1.3422162	292800__G9YQ32__ERS852518_04089
ERR1913049.3422218__1.3422218	301301__A0A395VDE4__ERS852391_00518
ERR1913049.3422246__1.3422246	328814__GCA_004558275.1_01003
ERR1913049.3422414__1.3422414	901__B6WR17__DHV46_00835
ERR1913049.3422560__1.3422560	1262927__R7EX56__BN677_00089
ERR1913049.3422829__1.3422829	147206__GCF_000156215.1_01777
ERR1913049.3422991__1.3422991	1262927__R7EX56__BN677_00089
ERR1913049.3423001__1.3423001	1501391__GCA_000786575.1_00123
ERR1913049.3423102__1.3423102	446660__GCA_003428235.1_02026
ERR1913049.3423150__1.3423150	901__B6WX92__DESPIG_02718
ERR1913049.3423524__1.3423524	214856__R6Y1K2__ERS852447_02306
ERR1913049.3423875__1.3423875	1150298__A0A174RJU1__gsiA_4
ERR1913049.3423989__1.3423989	821__R9HFW2__DXD01_00365
ERR1913049.3424042__1.3424042	376805__F0R8B1__Bacsa_3573
ERR1913049.3424121__1.3424121	1965604__A0A1Y4F093__B5F54_11590
ERR1913049.3424125__1.3424125	823__A0A069SAX6__ERS852380_00710
ERR1913049.3424212__1.3424212	1262927__R7EX56__BN677_00089
ERR1913049.3424445__1.3424445	901__B6WXX4__DESPIGER_1515
ERR1913049.3424642__1.3424642	572010__hgdC_1
ERR1913049.3424751__1.3424751	1263044__GCA_000433375.1_01438
ERR1913049.3424793__1.3424793	166486__D4L1P5__ERS852572_00758
ERR1913049.3424950__1.3424950	1262927__R7EX56__BN677_00089
ERR1913049.3425132__1.3425132	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.3425490__1.3425490	28117__B0MSS9__BHV66_06085
ERR1913049.3425464__1.3425464	214856__R6Z590__ERS852447_01059
ERR1913049.3425516__1.3425516	214856__A0A174EJT5__mnmA
ERR1913049.3426607__1.3426607	39491__C4ZHS4__EUR_24420
ERR1913049.3426685__1.3426685	214856__A0A174EQR4__rsmA
ERR1913049.3427037__1.3427037	106588__A6P303__BACCAP_04887
ERR1913049.3427174__1.3427174	853__A0A2A7B9I6__DW855_13690
ERR1913049.3427190__1.3427190	1501391__GCA_000786575.1_00108
ERR1913049.3427357__1.3427357	166486__D4L301__ROSINTL182_06234
ERR1913049.3427363__1.3427363	39492__D4JRZ7__smc
ERR1913049.3427641__1.3427641	1897011__A0A1Q6RE67__BHW41_04635
ERR1913049.3427803__1.3427803	39491__D6E408__EUBREC_1466
ERR1913049.3427828__1.3427828	28117__B0MVL5__BHV66_01660
ERR1913049.3427943__1.3427943	853__A8SGX8__C4N21_08625
ERR1913049.3428216__1.3428216	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913049.3428407__1.3428407	28117__B0MYW5__ALIPUT_02334
ERR1913049.3428597__1.3428597	901__B6WR27__lnt
ERR1913049.3428603__1.3428603	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913049.3428657__1.3428657	214856__R6Y7P0__ERS852447_00307
ERR1913049.3428982__1.3428982	39488__A0A374NGR8__soj_6
ERR1913049.3429122__1.3429122	1262927__R7EX56__BN677_00089
ERR1913049.3429288__1.3429288	820__A0A396EUU8__luxQ_3
ERR1913049.3429377__1.3429377	39491__A0A396FNY7__LD38_16155
ERR1913049.3429467__1.3429467	901__B6WXG9__DESPIG_02795
ERR1913049.3429503__1.3429503	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913049.3429708__1.3429708	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913049.3429776__1.3429776	1897011__A0A1Q6RE77__BHW41_04655
ERR1913049.3429786__1.3429786	384638__B7APN3__BACPEC_00639
ERR1913049.3429893__1.3429893	853__A0A174BA00__DW905_01145
ERR1913049.3430282__1.3430282	166486__D4KYB5__mcp3_2
ERR1913049.3430301__1.3430301	147206__GCF_000156215.1_01776
ERR1913049.3430666__1.3430666	1262911__R6GI18__BN557_01377
ERR1913049.3430902__1.3430902	33039__D4M2F6__RTO_06900
ERR1913049.3431063__1.3431063	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.3431123__1.3431123	28117__B0MU76__ALIPUT_00202
ERR1913049.3431315__1.3431315	1550024__A0A0D8J084__TQ39_06930
ERR1913049.3431372__1.3431372	74426__sufB
ERR1913049.3431334__1.3431334	901__B6WUL1__DESPIG_01755
ERR1913049.3431605__1.3431605	28052__R7NB47__msbA_2
ERR1913049.3431886__1.3431886	1550024__A0A0D8J084__TQ39_06930
ERR1913049.3432412__1.3432412	1262911__R6GTZ0__BN557_01437
ERR1913049.3432542__1.3432542	28117__B0MWZ9__ALIPUT_01735
ERR1913049.3432570__1.3432570	1501391__GCA_000786575.1_00069
ERR1913049.3432706__1.3432706	29361__B6FKH5__CLONEX_00621
ERR1913049.3432764__1.3432764	106588__A6P303__BACCAP_04887
ERR1913049.3433131__1.3433131	1263000__R5EWT9__BN466_02076
ERR1913049.3433139__1.3433139	1262927__R7EX56__BN677_00089
ERR1913049.3433143__1.3433143	1550024__G9RTN6__TQ39_08170
ERR1913049.3433344__1.3433344	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913049.3433467__1.3433467	1263000__R5EUG9__BN466_01476
ERR1913049.3433614__1.3433614	166486__D4L1P5__ERS852572_00758
ERR1913049.3433674__1.3433674	853__C7H7F8__yccM_1
ERR1913049.3433744__1.3433744	1150298__A0A174P5A3__ERS852406_00830
ERR1913049.3434296__1.3434296	821__A0A174V2F3__NCTC10583_01474
ERR1913049.3434422__1.3434422	572010__nifJ
ERR1913049.3434495__1.3434495	1263000__R5EKR4__BN466_01609
ERR1913049.3434593__1.3434593	1263000__R5EGY6__BN466_00973
ERR1913049.3434756__1.3434756	246787__R6KIG0__BcellWH2_02358
ERR1913049.3434757__1.3434757	384638__B7AVU0__BACPEC_02840
ERR1913049.3434758__1.3434758	166486__D4L457__ROSINTL182_07087
ERR1913049.3434765__1.3434765	901__A0A1K1LF78__DESPIGER_1556
ERR1913049.3434940__1.3434940	214856__R6Y0B9__ERS852559_00164
ERR1913049.3435000__1.3435000	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913049.3435863__1.3435863	28117__B0MY40__BHV66_05170
ERR1913049.3436376__1.3436376	172901__A0A2U1AVU0__C8D82_11776
ERR1913049.3436346__1.3436346	1262927__R7EX56__BN677_00089
ERR1913049.3436409__1.3436409	821__A0A395UNT8__DXD64_15275
ERR1913049.3436558__1.3436558	28117__B0MXG7__BHV66_08620
ERR1913049.3436708__1.3436708	552398__F4XCQ4__HMPREF0866_01621
ERR1913049.3436748__1.3436748	1262911__R6GU62__BN557_01488
ERR1913049.3436913__1.3436913	28117__B0MY40__BHV66_05170
ERR1913049.3437183__1.3437183	47678__A0A174H7W9__ERS852494_00524
ERR1913049.3437642__1.3437642	552398__F4XHJ7__HMPREF0866_03101
ERR1913049.3438078__1.3438078	216816__D6DC91__DXC72_07710
ERR1913049.3438089__1.3438089	166486__D4KWN0__ERS852572_00733
ERR1913049.3438191__1.3438191	1262743__R5C9G8__BN727_01341
ERR1913049.3438845__1.3438845	1297617__A0A2U1BIA1__IB211_03110c
ERR1913049.3438877__1.3438877	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.3438968__1.3438968	28117__B0MTV5__BHV66_06415
ERR1913049.3439088__1.3439088	28117__B0MTY2__BHV66_06485
ERR1913049.3439218__1.3439218	1150298__A0A174GH24__ERS852406_02992
ERR1913049.3439360__1.3439360	39491__A0A395UYM9__DXC13_07980
ERR1913049.3439486__1.3439486	901__A0A1K1LI09__BHW59_05710
ERR1913049.3439706__1.3439706	1262927__R7EX56__BN677_00089
ERR1913049.3439949__1.3439949	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.3439987__1.3439987	820__A0A174DZ97__SAMN05444418_101240
ERR1913049.3440165__1.3440165	88431__A0A3D0EYA4__atpH
ERR1913049.3440236__1.3440236	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913049.3440502__1.3440502	853__A0A173YYY4__DWZ04_09420
ERR1913049.3440649__1.3440649	28117__B0N028__BHV66_05935
ERR1913049.3440918__1.3440918	1897011__A0A1Q6RGG6__BHW41_02770
ERR1913049.3440991__1.3440991	1628085__A0A2U1BCR5__C7386_10796
ERR1913049.3441252__1.3441252	1262927__R7EX56__BN677_00089
ERR1913049.3441297__1.3441297	47678__R5U3L4__C5Z00_12600
ERR1913049.3441341__1.3441341	28117__B0MT84__ALIPUT_00402
ERR1913049.3441407__1.3441407	820__A0A174CG08__DXB62_13215
ERR1913049.3441450__1.3441450	204516__U6RKS4__HMPREF1534_01431
ERR1913049.3441580__1.3441580	1263044__GCA_000433375.1_00655
ERR1913049.3441695__1.3441695	1897011__A0A1Q6RI45__BHW41_00970
ERR1913049.3441728__1.3441728	46228__V8CCW7__DXD17_07330
ERR1913049.3441794__1.3441794	853__A8SCP3__C4N26_07960
ERR1913049.3441922__1.3441922	821__A0A0P0M6M0__M097_4734
ERR1913049.3442075__1.3442075	1897011__A0A1Q6RI45__BHW41_00970
ERR1913049.3442240__1.3442240	328814__GCA_004558275.1_00993
ERR1913049.3442258__1.3442258	360807__C0FVL1__ERS852392_00394
ERR1913049.3442392__1.3442392	328814__GCA_004558275.1_01621
ERR1913049.3442430__1.3442430	853__A0A174C5M1__CGS58_04460
ERR1913049.3442538__1.3442538	901__B6WUH5__DESPIGER_1779
ERR1913049.3442794__1.3442794	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.3443040__1.3443040	821__A0A395VIK7__BVU_1225
ERR1913049.3443403__1.3443403	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913049.3443453__1.3443453	28117__B0MTH2__ALIPUT_00061
ERR1913049.3443513__1.3443513	853__A0A2A7A628__CGS57_13755
ERR1913049.3443769__1.3443769	147206__GCF_000156215.1_01775
ERR1913049.3444059__1.3444059	901__B6WY35__DESPIGER_1461
ERR1913049.3444190__1.3444190	901__B6WRI9__DESPIGER_0385
ERR1913049.3444341__1.3444341	357276__A0A076IYG1__B5F95_22465
ERR1913049.3444407__1.3444407	821__A0A174MBW9__SAMN04487923_10272
ERR1913049.3444549__1.3444549	216816__B3DPC3__CE169_06855
ERR1913049.3444607__1.3444607	884684__GCA_002892425.1_00913
ERR1913049.3444831__1.3444831	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913049.3444833__1.3444833	1263000__R5EC87__BN466_00713
ERR1913049.3445381__1.3445381	901__A0A1K1LG50__DESPIG_01817
ERR1913049.3445847__1.3445847	901__B6WR00__DESPIGER_0128
ERR1913049.3445867__1.3445867	28118__F9ZBL7__DER54_00840
ERR1913049.3446270__1.3446270	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.3446564__1.3446564	901__B6WVX9__DESPIG_02247
ERR1913049.3446583__1.3446583	1501391__GCA_000786575.1_00121
ERR1913049.3446631__1.3446631	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.3446776__1.3446776	1262911__R6GZX7__BN557_00838
ERR1913049.3447161__1.3447161	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913049.3447364__1.3447364	1263000__R5EKT2__BN466_02168
ERR1913049.3447318__1.3447318	1262942__R7QYC5__BN520_01797
ERR1913049.3447781__1.3447781	2108523__A0A2P2F586__LAWASA_1166
ERR1913049.3447958__1.3447958	328814__GCA_004558275.1_01822
ERR1913049.3448059__1.3448059	1262777__R5VS90__BN512_01394
ERR1913049.3448176__1.3448176	487174__K0X4Y9__DDY40_09115
ERR1913049.3448270__1.3448270	1897011__A0A1Q6RGD4__BHW41_02905
ERR1913049.3448847__1.3448847	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.3448952__1.3448952	1897011__A0A1Q6RG62__BHW41_02455
ERR1913049.3449136__1.3449136	329854__R7DRH1__DXD27_19880
ERR1913049.3449828__1.3449828	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.3449815__1.3449815	821__A0A3E4XY72__NCTC10583_01067
ERR1913049.3450615__1.3450615	39486__B0G2A7__DXB12_08805
ERR1913049.3450797__1.3450797	74426__purL
ERR1913049.3450799__1.3450799	1262927__R7EX56__BN677_00089
ERR1913049.3450810__1.3450810	821__A0A174WBC9__ERS852556_03145
ERR1913049.3450815__1.3450815	214856__A0A173W3Y5__ERS852559_02032
ERR1913049.3450920__1.3450920	572010__ppdK
ERR1913049.3450961__1.3450961	47678__R5U3L4__C5Z00_12600
ERR1913049.3451738__1.3451738	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913049.3451992__1.3451992	1263000__R5EKG2__BN466_02040
ERR1913049.3452140__1.3452140	487174__K0XDZ0__HMPREF9448_02863
ERR1913049.3452209__1.3452209	1262992__R5DDC9__BN795_00492
ERR1913049.3452365__1.3452365	28117__B0MTV5__BHV66_06415
ERR1913049.3452342__1.3452342	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913049.3453048__1.3453048	901__B6WVR2__DESPIGER_2124
ERR1913049.3453056__1.3453056	39491__A0A173VD97__DXB69_07350
ERR1913049.3453198__1.3453198	328814__GCA_004558275.1_00056
ERR1913049.3453469__1.3453469	1262927__R7EX56__BN677_00089
ERR1913049.3453522__1.3453522	901__B6WUN6__DHV46_11020
ERR1913049.3453554__1.3453554	821__A0A395UNT8__DXD64_15275
ERR1913049.3453565__1.3453565	487174__R5F2W8__HMPREF9448_01730
ERR1913049.3453841__1.3453841	74426__rpoB
ERR1913049.3453946__1.3453946	1263000__R5EQI3__BN466_00125
ERR1913049.3454046__1.3454046	166486__D4KX83__ERS852572_01103
ERR1913049.3454112__1.3454112	216816__B3DNW2__BL171B_07980
ERR1913049.3454336__1.3454336	216816__R5MZK3__DPC6320_1630
ERR1913049.3454419__1.3454419	33039__D4M0U9__mucD
ERR1913049.3454687__1.3454687	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.3454680__1.3454680	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913049.3454930__1.3454930	1262927__R7EX56__BN677_00089
ERR1913049.3455118__1.3455118	1262927__R7EX56__BN677_00089
ERR1913049.3455496__1.3455496	1262927__R7EX56__BN677_00089
ERR1913049.3455683__1.3455683	1897011__A0A1Q6RJW7__BHW41_00060
ERR1913049.3455654__1.3455654	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.3456242__1.3456242	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.3456540__1.3456540	28117__B0MTS2__ALIPUT_00159
ERR1913049.3456615__1.3456615	1262927__R7EX56__BN677_00089
ERR1913049.3457245__1.3457245	1262927__R7EX56__BN677_00089
ERR1913049.3457248__1.3457248	853__E2ZJT1__C4N23_03535
ERR1913049.3457375__1.3457375	1262744__R6FST0__BN744_00381
ERR1913049.3457555__1.3457555	74426__gap
ERR1913049.3457635__1.3457635	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913049.3457685__1.3457685	28117__B0MY40__BHV66_05170
ERR1913049.3457827__1.3457827	28117__B0N028__BHV66_05935
ERR1913049.3457867__1.3457867	1263000__R5EQI3__BN466_00125
ERR1913049.3458331__1.3458331	1263000__R5EC87__BN466_00713
ERR1913049.3458399__1.3458399	853__A0A174BZY1__xerD_1
ERR1913049.3458493__1.3458493	166486__D4L457__ROSINTL182_07087
ERR1913049.3459087__1.3459087	1263000__R5EPJ2__BN466_00954
ERR1913049.3459267__1.3459267	28117__B0MY36__BHV66_05185
ERR1913049.3459362__1.3459362	147206__GCF_000156215.1_01774
ERR1913049.3459672__1.3459672	214856__A0A175A6T5__ERS852447_02658
ERR1913049.3459722__1.3459722	1262911__R6GPC5__BN557_00852
ERR1913049.3459784__1.3459784	1897011__A0A1Q6RGG6__BHW41_02770
ERR1913049.3459956__1.3459956	853__D4K7X0__DW905_09540
ERR1913049.3459970__1.3459970	487174__K0WRP3__HMPREF9448_02660
ERR1913049.3460098__1.3460098	1235835__R9LCU2__C814_02677
ERR1913049.3460300__1.3460300	1262743__R5C054__BN727_01980
ERR1913049.3460328__1.3460328	1262927__R7EX56__BN677_00089
ERR1913049.3460494__1.3460494	1262927__R7EX56__BN677_00089
ERR1913049.3460514__1.3460514	39485__R5ZT20__ERS852490_00975
ERR1913049.3460745__1.3460745	1262739__R6MNX4__BN659_01528
ERR1913049.3461401__1.3461401	1262886__R6RDI4__BN563_00643
ERR1913049.3461473__1.3461473	216816__A0A396FRQ5__DD678_01245
ERR1913049.3461445__1.3461445	901__B6WTT7__DESPIG_01494
ERR1913049.3461617__1.3461617	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913049.3461697__1.3461697	853__D4K7X0__DW905_09540
ERR1913049.3461774__1.3461774	901__B6WXA0__aroE
ERR1913049.3461781__1.3461781	1262948__R7EGX1__BN671_01225
ERR1913049.3462125__1.3462125	901__B6WXI1__DESPIGER_1636
ERR1913049.3462202__1.3462202	166486__D4L0E1__ypdA_4
ERR1913049.3462313__1.3462313	166486__A0A173V5I7__ERS852572_02640
ERR1913049.3462433__1.3462433	820__A0A3E4W980__M093_3873
ERR1913049.3462455__1.3462455	28117__B0MVL2__BHV66_01645
ERR1913049.3462580__1.3462580	28117__B0MY40__BHV66_05170
ERR1913049.3462684__1.3462684	901__B6WXA0__aroE
ERR1913049.3462904__1.3462904	214856__R6Y0B9__ERS852559_00164
ERR1913049.3463085__1.3463085	1263000__R5EXT3__BN466_02213
ERR1913049.3463208__1.3463208	1262743__R5C054__BN727_01980
ERR1913049.3463194__1.3463194	901__B6WQD5__DESPIG_00255
ERR1913049.3463568__1.3463568	1262927__R7EX56__BN677_00089
ERR1913049.3463594__1.3463594	301301__A0A395VC12__RHOM_04160
ERR1913049.3463940__1.3463940	745368__A0A1T4X705__SAMN02745178_01472
ERR1913049.3463995__1.3463995	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.3464066__1.3464066	1897011__A0A1Q6RH35__BHW41_01705
ERR1913049.3464242__1.3464242	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.3464465__1.3464465	901__B6WXF1__DESPIGER_1660
ERR1913049.3465027__1.3465027	1263000__R5EKG2__BN466_02040
ERR1913049.3465137__1.3465137	1263000__R5ES99__BN466_01121
ERR1913049.3465479__1.3465479	384638__B7AVU0__BACPEC_02840
ERR1913049.3465569__1.3465569	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913049.3465719__1.3465719	1262927__R7EX56__BN677_00089
ERR1913049.3465734__1.3465734	901__B6WUL1__DESPIG_01755
ERR1913049.3465865__1.3465865	39496__A5Z8R4__EUBVEN_02106
ERR1913049.3466022__1.3466022	1897011__A0A1Q6RH97__BHW41_01945
ERR1913049.3466073__1.3466073	301301__G2T5S1__gsiA_1
ERR1913049.3466307__1.3466307	901__B6WTQ4__DESPIGER_1255
ERR1913049.3466314__1.3466314	46228__V8BSF5__RUMLAC_01949
ERR1913049.3466663__1.3466663	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913049.3466804__1.3466804	214856__I3YPI7__pepD_1
ERR1913049.3467133__1.3467133	1262927__R7EX56__BN677_00089
ERR1913049.3467238__1.3467238	246787__R6K7I2__BcellWH2_03256
ERR1913049.3467503__1.3467503	28117__B0MZ50__ALIPUT_02424
ERR1913049.3467508__1.3467508	28117__B0MYP3__BHV66_04995
ERR1913049.3467707__1.3467707	28117__B0MY36__BHV66_05185
ERR1913049.3468816__1.3468816	853__A0A173YYY4__DWZ04_09420
ERR1913049.3469097__1.3469097	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.3469276__1.3469276	1897011__A0A1Q6RG93__BHW41_02645
ERR1913049.3469357__1.3469357	1262911__R6H0S8__BN557_01079
ERR1913049.3469487__1.3469487	166486__D4KVN3__ERS852572_03944
ERR1913049.3469627__1.3469627	901__B6WXH1__DESPIGER_1644
ERR1913049.3470253__1.3470253	1262927__R7EX56__BN677_00089
ERR1913049.3470440__1.3470440	28117__B0MWZ9__ALIPUT_01735
ERR1913049.3470555__1.3470555	853__A0A173YYY4__DWZ04_09420
ERR1913049.3470726__1.3470726	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913049.3470790__1.3470790	371601__I9URA7__B5E52_06650
ERR1913049.3470874__1.3470874	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913049.3470984__1.3470984	46503__K5ZAK9__NCTC13052_03308
ERR1913049.3471110__1.3471110	901__B6WS90__DHV46_08165
ERR1913049.3471464__1.3471464	901__B6WVN9__DESPIG_02157
ERR1913049.3471591__1.3471591	1042156__F7V3A8__HipB
ERR1913049.3471635__1.3471635	1150298__R7JNQ8__ERS852406_00857
ERR1913049.3471822__1.3471822	1262911__R6GMA5__BN557_00481
ERR1913049.3471964__1.3471964	1263044__GCA_000433375.1_00353
ERR1913049.3471975__1.3471975	821__A6KZK3__ERS852457_04265
ERR1913049.3472137__1.3472137	1262927__R7EX56__BN677_00089
ERR1913049.3472275__1.3472275	901__B6WXF1__DESPIGER_1660
ERR1913049.3472301__1.3472301	901__B6WUH5__DESPIGER_1779
ERR1913049.3472389__1.3472389	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.3472863__1.3472863	1262927__R7EX56__BN677_00089
ERR1913049.3473427__1.3473427	357276__I9QBT7__BSEG_03340
ERR1913049.3473627__1.3473627	166486__C7GAX1__ERS852572_03188
ERR1913049.3473686__1.3473686	901__B6WUV2__DESPIGER_1904
ERR1913049.3474134__1.3474134	1262911__R6GXS5__BN557_00160
ERR1913049.3474178__1.3474178	28117__B0MYI9__BHV66_05415
ERR1913049.3474894__1.3474894	1263000__R5EMC8__BN466_00317
ERR1913049.3475268__1.3475268	1263000__R5EQL2__BN466_00892
ERR1913049.3475286__1.3475286	47678__A0A174G5P3__DXB67_14265
ERR1913049.3475405__1.3475405	853__A0A2A7B1Y7__C7K05_11930
