ERR1913049.341__1.341	1262886__R6QAT8__BN563_00993
ERR1913049.2850741__1.2850741	28117__B0MWX3__BHV66_03010
ERR1913049.2850773__1.2850773	214856__I3YPI7__pepD_1
ERR1913049.2850798__1.2850798	1263000__R5ESM1__BN466_01440
ERR1913049.2850906__1.2850906	147206__GCF_000156215.1_01776
ERR1913049.2850977__1.2850977	901__B6WRB3__DESPIGER_0300
ERR1913049.2851033__1.2851033	1263000__R5EGY6__BN466_00973
ERR1913049.2851210__1.2851210	166486__C7GFD3__ERS852572_00983
ERR1913049.2851573__1.2851573	901__B6WXH1__DESPIGER_1644
ERR1913049.2851579__1.2851579	1897011__A0A1Q6RI45__BHW41_00970
ERR1913049.2851747__1.2851747	28117__B0MTV0__BHV66_06395
ERR1913049.2851884__1.2851884	853__E2ZGD9__C7J97_11715
ERR1913049.2851945__1.2851945	166486__D4KVX6__ROSINTL182_06735
ERR1913049.2851998__1.2851998	204516__U6RDX3__HMPREF1534_02093
ERR1913049.2852393__1.2852393	821__A0A396EVC9__DXB90_03525
ERR1913049.2852415__1.2852415	901__B6WTX7__DESPIGER_1193
ERR1913049.2852828__1.2852828	33043__A0A173ZEP9__araC_1
ERR1913049.2852858__1.2852858	446660__GCA_003428235.1_01058
ERR1913049.2853066__1.2853066	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913049.2853103__1.2853103	821__A0A396F9T7__M097_3427
ERR1913049.2853338__1.2853338	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913049.2853373__1.2853373	820__R9I2U8__DXC68_09590
ERR1913049.2853538__1.2853538	214856__E4MF20__Alfi_0697
ERR1913049.2853574__1.2853574	1262911__R6H212__BN557_01031
ERR1913049.2853701__1.2853701	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.2854293__1.2854293	1550024__G9RPI3__ASJ35_09180
ERR1913049.2854667__1.2854667	821__A0A174WBC9__ERS852556_03145
ERR1913049.2854795__1.2854795	214856__I3YPQ3__Alfi_2711
ERR1913049.2854908__1.2854908	28117__R7JPX7__BHV66_00900
ERR1913049.2855143__1.2855143	394340__group_617
ERR1913049.2855288__1.2855288	1262927__R7EX56__BN677_00089
ERR1913049.2855348__1.2855348	46503__A7AG59__ERS852463_00349
ERR1913049.2855503__1.2855503	28117__B0MT73__ALIPUT_00412
ERR1913049.2855525__1.2855525	1150298__A0A174DU21__toxA_3
ERR1913049.2855545__1.2855545	1262927__R7EX56__BN677_00089
ERR1913049.2855906__1.2855906	28117__B0MY40__BHV66_05170
ERR1913049.2855919__1.2855919	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913049.2856035__1.2856035	1262927__R7EX56__BN677_00089
ERR1913049.2856083__1.2856083	1263000__R5EHB0__BN466_01647
ERR1913049.2856367__1.2856367	88431__A6BDR0__DXB16_07995
ERR1913049.2856794__1.2856794	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913049.2856882__1.2856882	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913049.2856993__1.2856993	853__E2ZGD9__C7J97_11715
ERR1913049.2857349__1.2857349	1262911__R6GPB1__BN557_00837
ERR1913049.2857653__1.2857653	360807__A0A0M6WW58__ERS852444_03162
ERR1913049.2857775__1.2857775	901__B6WYD7__DESPIG_03118
ERR1913049.2858034__1.2858034	1965632__A0A1Y4A9X1__B5F91_13450
ERR1913049.2858159__1.2858159	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.2858879__1.2858879	1262744__R6FST0__BN744_00381
ERR1913049.2859055__1.2859055	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913049.2859258__1.2859258	1262927__R7EX56__BN677_00089
ERR1913049.2859380__1.2859380	1262927__R7EX56__BN677_00089
ERR1913049.2859547__1.2859547	1628085__A0A2U1B8P6__C7386_11432
ERR1913049.2860027__1.2860027	1263000__R5EKR4__BN466_01609
ERR1913049.2860035__1.2860035	1262911__R6HG22__BN557_01336
ERR1913049.2860406__1.2860406	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.2860433__1.2860433	1262927__R7EX56__BN677_00089
ERR1913049.2860540__1.2860540	74426__group_4823
ERR1913049.2860583__1.2860583	328814__GCA_004558275.1_00018
ERR1913049.2860809__1.2860809	216816__C2GW26__chb
ERR1913049.2860810__1.2860810	1550024__A0A3B9WM87__TQ39_06420
ERR1913049.2860849__1.2860849	1262911__R6GTZ0__BN557_01437
ERR1913049.2861363__1.2861363	1263000__R5EKR3__BN466_00099
ERR1913049.2862340__1.2862340	74426__pdxS
ERR1913049.2862292__1.2862292	166486__D4KY84__ERS852572_02606
ERR1913049.2862305__1.2862305	214856__I3YPI7__pepD_1
ERR1913049.2862459__1.2862459	901__A0A1K1LFD7__DHV46_01840
ERR1913049.2863332__1.2863332	821__A6L0C7__ERS852556_03520
ERR1913049.2863335__1.2863335	74426__purL
ERR1913049.2863347__1.2863347	40520__D4LUJ6__ERS852533_01270
ERR1913049.2863370__1.2863370	487174__K0X773__DIT83_07170
ERR1913049.2863652__1.2863652	28117__B0MXR1__BHV66_08035
ERR1913049.2863757__1.2863757	446660__GCA_003428235.1_02344
ERR1913049.2864390__1.2864390	214856__A0A174FWM7__ERS852559_00590
ERR1913049.2864397__1.2864397	39491__A0A396FEW6__T1815_18721
ERR1913049.2864517__1.2864517	1897011__A0A1Q6RH29__BHW41_01570
ERR1913049.2864677__1.2864677	292800__G9YMM4__B5F52_06130
ERR1913049.2864843__1.2864843	1262911__R6GTN3__BN557_01365
ERR1913049.2864861__1.2864861	33043__A0A173ZEP9__araC_1
ERR1913049.2864926__1.2864926	214856__I3YPR5__ERS852447_01364
ERR1913049.2865309__1.2865309	47678__R5U7U0__DW706_12005
ERR1913049.2865290__1.2865290	376805__F0R8B1__Bacsa_3573
ERR1913049.2865292__1.2865292	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913049.2865534__1.2865534	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913049.2865643__1.2865643	28117__B0MY40__BHV66_05170
ERR1913049.2865736__1.2865736	471189__GCA_003340385.1_00234
ERR1913049.2865917__1.2865917	901__B6WXK8__DESPIG_02835
ERR1913049.2865950__1.2865950	626930__F3PVE3__HMPREF9446_02721
ERR1913049.2866091__1.2866091	901__B6WUN9__DESPIGER_1850
ERR1913049.2866751__1.2866751	901__B6WR31__DESPIG_00511
ERR1913049.2866916__1.2866916	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.2867277__1.2867277	28117__B0MY41__BHV66_05165
ERR1913049.2867361__1.2867361	39486__G1WPN2__DORFOR_01095
ERR1913049.2867486__1.2867486	901__A0A1K1LG50__DESPIG_01817
ERR1913049.2867558__1.2867558	901__B6WQV8__DESPIG_00437
ERR1913049.2867588__1.2867588	1262927__R7EX56__BN677_00089
ERR1913049.2867696__1.2867696	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.2867816__1.2867816	166486__D4KXZ7__ROSINTL182_05052
ERR1913049.2868117__1.2868117	28117__B0MTH2__ALIPUT_00061
ERR1913049.2868169__1.2868169	1235835__R9LCU2__C814_02677
ERR1913049.2868340__1.2868340	1849041__A0A3E2T6C0__DW086_01760
ERR1913049.2868517__1.2868517	74426__sugC
ERR1913049.2868557__1.2868557	39485__R6AET9__EUBELI_01205
ERR1913049.2868571__1.2868571	901__B6WUF4__DESPIG_01712
ERR1913049.2868819__1.2868819	1262927__R7EX56__BN677_00089
ERR1913049.2868867__1.2868867	28117__R7JPX7__BHV66_00900
ERR1913049.2868844__1.2868844	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.2869023__1.2869023	901__B6WTQ4__DESPIGER_1255
ERR1913049.2869297__1.2869297	1263000__R5EC87__BN466_00713
ERR1913049.2869339__1.2869339	1897011__A0A1Q6RF44__BHW41_03065
ERR1913049.2869513__1.2869513	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.2869567__1.2869567	2108523__A0A2P2F586__LAWASA_1166
ERR1913049.2869722__1.2869722	820__A0A3E4VZT7__DXB48_16145
ERR1913049.2869799__1.2869799	214856__A0A173YXX1__ERS852559_01651
ERR1913049.2869943__1.2869943	2108523__A0A2P2F6R3__LAWASA_1701
ERR1913049.2870043__1.2870043	1262889__R7H9H9__BN634_02436
ERR1913049.2870031__1.2870031	1262886__R6QJJ7__BN563_01219
ERR1913049.2870136__1.2870136	216816__B3DPC3__CE169_06855
ERR1913049.2870284__1.2870284	360807__C0FYV5__comEA
ERR1913049.2870429__1.2870429	2292283__A0A374W923__DXB63_09830
ERR1913049.2870441__1.2870441	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.2870578__1.2870578	1262927__R7EX56__BN677_00089
ERR1913049.2870694__1.2870694	28117__B0MVL5__BHV66_01660
ERR1913049.2870754__1.2870754	214856__A0A173YXX1__ERS852559_01651
ERR1913049.2871153__1.2871153	147206__GCF_000156215.1_01777
ERR1913049.2871406__1.2871406	1628085__A0A1C6DC32__C7386_10623
ERR1913049.2871679__1.2871679	1262927__R7EX56__BN677_00089
ERR1913049.2871774__1.2871774	216816__C2GTH2__CE159_03580
ERR1913049.2871781__1.2871781	853__A0A173RZ39__C4N22_01650
ERR1913049.2871892__1.2871892	487174__K0WZP2__DDY40_04000
ERR1913049.2871957__1.2871957	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913049.2872055__1.2872055	1263000__R5EKR4__BN466_01609
ERR1913049.2872132__1.2872132	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.2872198__1.2872198	74426__infB
ERR1913049.2872377__1.2872377	820__A0A374Q351__DXD40_05850
ERR1913049.2872387__1.2872387	901__B6WR15__DESPIGER_0142
ERR1913049.2872462__1.2872462	28117__B0MTV3__BHV66_06405
ERR1913049.2872883__1.2872883	817__Q64W68__M125_1923
ERR1913049.2872917__1.2872917	901__B6WR17__DHV46_00835
ERR1913049.2872951__1.2872951	1262927__R7EX56__BN677_00089
ERR1913049.2872956__1.2872956	1897011__A0A1Q6RE78__BHW41_04770
ERR1913049.2872966__1.2872966	901__B6WQE3__DHV46_07200
ERR1913049.2873052__1.2873052	901__B6WTQ4__DESPIGER_1255
ERR1913049.2873187__1.2873187	1262927__R7EX56__BN677_00089
ERR1913049.2873254__1.2873254	901__B6WXH1__DESPIGER_1644
ERR1913049.2873255__1.2873255	166486__R6AZI2__ydaF
ERR1913049.2873389__1.2873389	28117__B0MTV3__BHV66_06405
ERR1913049.2873483__1.2873483	901__B6WVN3__DHV46_02690
ERR1913049.2873506__1.2873506	446660__GCA_003428235.1_01598
ERR1913049.2873628__1.2873628	166486__D4L2T9__lytM
ERR1913049.2873815__1.2873815	166486__D4L1L1__ROSINTL182_05277
ERR1913049.2873864__1.2873864	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913049.2873948__1.2873948	246787__A0A3D6AV26__BcellWH2_02579
ERR1913049.2874004__1.2874004	214856__A0A174CRY5__ERS852559_01060
ERR1913049.2874130__1.2874130	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913049.2874177__1.2874177	394340__hgdC
ERR1913049.2874477__1.2874477	28118__R6FBE6__DHW44_11635
ERR1913049.2874482__1.2874482	1263000__R5EQI3__BN466_00125
ERR1913049.2874611__1.2874611	47678__R5U8D1__CGC64_17595
ERR1913049.2874828__1.2874828	1297617__A0A0S2W8Q5__C7373_1077
ERR1913049.2875214__1.2875214	1263044__GCA_000433375.1_02419
ERR1913049.2875665__1.2875665	74426__rpoC
ERR1913049.2875703__1.2875703	214856__R6Y1K2__ERS852447_02306
ERR1913049.2875724__1.2875724	901__B6WWW5__DESPIGER_2454
ERR1913049.2875977__1.2875977	1262927__R7EX56__BN677_00089
ERR1913049.2876190__1.2876190	28117__B0MYP3__BHV66_04995
ERR1913049.2876270__1.2876270	1262927__R7EX56__BN677_00089
ERR1913049.2876482__1.2876482	821__I9R3W6__DXC16_12455
ERR1913049.2876903__1.2876903	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913049.2877159__1.2877159	901__B6WXH1__DESPIGER_1644
ERR1913049.2877496__1.2877496	214856__I3YPQ3__Alfi_2711
ERR1913049.2877756__1.2877756	1897011__A0A1Q6RE56__BHW41_04765
ERR1913049.2878043__1.2878043	214856__R6XUN2__rcsC_1
ERR1913049.2878169__1.2878169	1897011__A0A1Q6REX7__BHW41_04490
ERR1913049.2878302__1.2878302	1897011__A0A1Q6RC34__BHW41_06455
ERR1913049.2878388__1.2878388	1262927__R7EX56__BN677_00089
ERR1913049.2878533__1.2878533	821__A0A395VIK7__BVU_1225
ERR1913049.2878534__1.2878534	820__I9TWZ7__DXC80_10550
ERR1913049.2878703__1.2878703	246787__R6K7I2__BcellWH2_03256
ERR1913049.2879044__1.2879044	901__B6WXK8__DESPIG_02835
ERR1913049.2879053__1.2879053	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.2879148__1.2879148	1897011__A0A1Q6RGG6__BHW41_02770
ERR1913049.2879870__1.2879870	1262911__R6GNY6__BN557_00004
ERR1913049.2879896__1.2879896	1263000__R5EQI3__BN466_00125
ERR1913049.2879906__1.2879906	446660__GCA_003428235.1_00994
ERR1913049.2880392__1.2880392	376805__F0R8B1__Bacsa_3573
ERR1913049.2880921__1.2880921	487174__K0WUM9__HMPREF9448_02608
ERR1913049.2880980__1.2880980	901__B6WXH1__DESPIGER_1644
ERR1913049.2881074__1.2881074	1263000__R5EKG2__BN466_02040
ERR1913049.2881554__1.2881554	166486__D4L1P3__ERS852572_00760
ERR1913049.2881603__1.2881603	1262927__R7EX56__BN677_00089
ERR1913049.2881677__1.2881677	901__B6WUW8__DESPIGER_1921
ERR1913049.2881834__1.2881834	901__B6WTW8__DESPIGER_1202
ERR1913049.2881898__1.2881898	28116__A0A078QGJ1__AA414_00533
ERR1913049.2881923__1.2881923	28117__B0MYI9__BHV66_05415
ERR1913049.2881946__1.2881946	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.2882227__1.2882227	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913049.2882281__1.2882281	29361__B6FKH5__CLONEX_00621
ERR1913049.2882401__1.2882401	40520__A0A396A2X4__RUMOBE_00875
ERR1913049.2882503__1.2882503	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913049.2882623__1.2882623	1263000__R5ESM1__BN466_01440
ERR1913049.2882599__1.2882599	46503__R6WTN6__PARMER_00136
ERR1913049.2882600__1.2882600	901__B6WUY7__DHV46_11425
ERR1913049.2882717__1.2882717	28117__B0MY40__BHV66_05170
ERR1913049.2882819__1.2882819	901__B6WVD2__DESPIGER_2029
ERR1913049.2883114__1.2883114	28116__I9ST00__M088_5588
ERR1913049.2883447__1.2883447	901__B6WQD9__DESPIG_00259
ERR1913049.2883533__1.2883533	1263000__R5EQI3__BN466_00125
ERR1913049.2883716__1.2883716	853__A0A173XRA8__CGS56_09290
ERR1913049.2883886__1.2883886	2108523__A0A2P2FC94__LAWASA_3667
ERR1913049.2884105__1.2884105	901__B6WR13__DHV46_00815
ERR1913049.2884165__1.2884165	1550024__G9RWE3__TQ39_04170
ERR1913049.2884174__1.2884174	1262927__R7EX56__BN677_00089
ERR1913049.2884151__1.2884151	166486__D4KX83__ERS852572_01103
ERR1913049.2884270__1.2884270	216816__D6DD25__APC1482_1109
ERR1913049.2884368__1.2884368	1897011__A0A1Q6RE52__BHW41_04690
ERR1913049.2884450__1.2884450	1262927__R7EX56__BN677_00089
ERR1913049.2884577__1.2884577	328814__GCA_004558275.1_00294
ERR1913049.2885094__1.2885094	1105031__J1H3W2__HMPREF1141_2783
ERR1913049.2885136__1.2885136	901__B6WWY3__DESPIG_02606
ERR1913049.2885371__1.2885371	214856__R6XKW1__ERS852559_01141
ERR1913049.2885633__1.2885633	292800__G9YRY4__HMPREF9460_01750
ERR1913049.2886152__1.2886152	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913049.2886111__1.2886111	1550024__A0A0W7TTG8__TQ39_11315
ERR1913049.2886166__1.2886166	487174__K0X0F6__HMPREF9448_01444
ERR1913049.2886805__1.2886805	1897011__A0A1Q6RI11__BHW41_00845
ERR1913049.2886810__1.2886810	28117__B0MY36__BHV66_05185
ERR1913049.2886878__1.2886878	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.2886888__1.2886888	216816__E8MVM4__APC1480_1562
ERR1913049.2887537__1.2887537	39485__A0A174ZA72__glgB_1
ERR1913049.2887562__1.2887562	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913049.2887987__1.2887987	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913049.2888073__1.2888073	28117__B0N028__BHV66_05935
ERR1913049.2888196__1.2888196	1262927__R7EX56__BN677_00089
ERR1913049.2888445__1.2888445	28117__B0MU76__ALIPUT_00202
ERR1913049.2888549__1.2888549	46503__K5ZAK9__NCTC13052_03308
ERR1913049.2888644__1.2888644	357276__A0A0M1W657__HMPREF1064_04629
ERR1913049.2888595__1.2888595	214856__R6Y7P0__ERS852447_00307
ERR1913049.2888731__1.2888731	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.2888939__1.2888939	214856__A0A174EJT5__mnmA
ERR1913049.2888997__1.2888997	1262886__R6Q7L1__BN563_00804
ERR1913049.2889446__1.2889446	853__A0A173YYY4__DWZ04_09420
ERR1913049.2889606__1.2889606	820__A0A173YYG4__evgS_3
ERR1913049.2889608__1.2889608	28117__B0MY40__BHV66_05170
ERR1913049.2890028__1.2890028	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913049.2890143__1.2890143	310298__B3JII2__BACCOP_01694
ERR1913049.2890187__1.2890187	853__A0A173T0Y8__CGS54_07215
ERR1913049.2890405__1.2890405	572010__pnp
ERR1913049.2890421__1.2890421	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913049.2890789__1.2890789	35833__E5YAY4__HMPREF0179_03355
ERR1913049.2890863__1.2890863	853__A0A174BZY1__xerD_1
ERR1913049.2890920__1.2890920	166486__D4L458__ROSINTL182_07088
ERR1913049.2890970__1.2890970	823__D7IV95__DXC05_09565
ERR1913049.2891047__1.2891047	28117__B0MY41__BHV66_05165
ERR1913049.2891203__1.2891203	818__A0A3E5HGB5__ERS852511_02145
ERR1913049.2891257__1.2891257	147206__GCF_000156215.1_00014
ERR1913049.2891405__1.2891405	901__B6WRB3__DESPIGER_0300
ERR1913049.2891463__1.2891463	853__A0A173RZ39__C4N22_01650
ERR1913049.2891574__1.2891574	394340__group_3358
ERR1913049.2892348__1.2892348	901__B6WY50__DESPIGER_1446
ERR1913049.2892588__1.2892588	2108523__A0A2P2FEL1__LAWASA_4526
ERR1913049.2892624__1.2892624	853__E2ZGD9__C7J97_11715
ERR1913049.2892708__1.2892708	821__E5UPR6__SAMN04487923_101768
ERR1913049.2892911__1.2892911	246787__A0A108TGJ4__AA416_00453
ERR1913049.2893215__1.2893215	821__E5UMZ6__BVU_1450
ERR1913049.2893681__1.2893681	214856__R6Z288__ERS852447_00734
ERR1913049.2894424__1.2894424	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913049.2894441__1.2894441	28117__B0MTH2__ALIPUT_00061
ERR1913049.2894473__1.2894473	1550024__G9RX76__ASJ35_12355
ERR1913049.2894729__1.2894729	901__B6WVE0__DESPIG_02056
ERR1913049.2894747__1.2894747	1501391__GCA_000786575.1_00128
ERR1913049.2894761__1.2894761	671266__GCA_004801615.1_00615
ERR1913049.2894817__1.2894817	216816__D6DAZ0__DXD28_02040
ERR1913049.2894864__1.2894864	28117__B0MUL5__ALIPUT_00722
ERR1913049.2894978__1.2894978	1263000__R5EGY6__BN466_00973
ERR1913049.2895143__1.2895143	901__B6WTQ4__DESPIGER_1255
ERR1913049.2895519__1.2895519	853__D4K7X0__DW905_09540
ERR1913049.2895574__1.2895574	166486__D4L337__msbA_4
ERR1913049.2895644__1.2895644	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.2895758__1.2895758	28117__B0MYP3__BHV66_04995
ERR1913049.2896011__1.2896011	39491__C4ZAT2__ERE_28440
ERR1913049.2896022__1.2896022	46228__V8C7P7__HMPREF1202_01523
ERR1913049.2896084__1.2896084	147206__GCF_000156215.1_01776
ERR1913049.2896435__1.2896435	1262927__R7EX56__BN677_00089
ERR1913049.2896539__1.2896539	796942__H1HVL4__HMPREF9623_01634
ERR1913049.2896927__1.2896927	28117__R7JIJ8__BHV66_01635
ERR1913049.2896947__1.2896947	1501391__GCA_000786575.1_00027
ERR1913049.2897123__1.2897123	28117__B0MVL5__BHV66_01660
ERR1913049.2897581__1.2897581	84026__C0E9C6__CLOSTMETH_00424
ERR1913049.2897828__1.2897828	1263000__R5ESM1__BN466_01440
ERR1913049.2897921__1.2897921	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.2897993__1.2897993	1262927__R7EX56__BN677_00089
ERR1913049.2898231__1.2898231	901__A0A1K1LF78__DESPIGER_1556
ERR1913049.2898777__1.2898777	821__A0A396F9T7__M097_3427
ERR1913049.2898875__1.2898875	28117__B0MVL2__BHV66_01645
ERR1913049.2899030__1.2899030	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913049.2899235__1.2899235	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.2899190__1.2899190	820__A7V049__DXB48_04755
ERR1913049.2899623__1.2899623	901__B6WRB3__DESPIGER_0300
ERR1913049.2899778__1.2899778	1263000__R5EPJ2__BN466_00954
ERR1913049.2899861__1.2899861	1262911__R6GN99__BN557_01784
ERR1913049.2899894__1.2899894	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913049.2900032__1.2900032	28117__B0MTH2__ALIPUT_00061
ERR1913049.2900038__1.2900038	1262927__R7EX56__BN677_00089
ERR1913049.2900117__1.2900117	1262927__R7EX56__BN677_00089
ERR1913049.2900342__1.2900342	1501391__GCA_000786575.1_00040
ERR1913049.2900328__1.2900328	821__A0A395UNT8__DXD64_15275
ERR1913049.2900351__1.2900351	28117__B0MVL5__BHV66_01660
ERR1913049.2900395__1.2900395	1262927__R7EX56__BN677_00089
ERR1913049.2900406__1.2900406	1263000__R5EFA7__BN466_01197
ERR1913049.2900491__1.2900491	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913049.2900501__1.2900501	28116__E5CCI1__HMPREF1070_04782
ERR1913049.2900623__1.2900623	46228__V8C989__HMPREF1202_01036
ERR1913049.2900954__1.2900954	147206__GCF_000156215.1_01774
ERR1913049.2901191__1.2901191	1263000__R5EQI3__BN466_00125
ERR1913049.2901237__1.2901237	46228__V8CAY6__HMPREF1202_00567
ERR1913049.2901243__1.2901243	328814__GCA_004558275.1_00056
ERR1913049.2901411__1.2901411	394340__yghB
ERR1913049.2901502__1.2901502	216816__A0A0S2MCH0__AYW81_04880
ERR1913049.2901872__1.2901872	147206__GCF_000156215.1_01776
ERR1913049.2902076__1.2902076	1262927__R7EX56__BN677_00089
ERR1913049.2902272__1.2902272	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.2902297__1.2902297	1897011__A0A1Q6RC92__BHW41_06320
ERR1913049.2902371__1.2902371	74426__infB
ERR1913049.2902543__1.2902543	901__B6WRB3__DESPIGER_0300
ERR1913049.2902561__1.2902561	28118__F9Z8Y8__B5F99_07140
ERR1913049.2902648__1.2902648	901__B6WXH1__DESPIGER_1644
ERR1913049.2902774__1.2902774	901__B6WWY3__DESPIG_02606
ERR1913049.2902923__1.2902923	901__B6WXD6__DHV46_02215
ERR1913049.2902962__1.2902962	674529__R6V187__DXB21_21665
ERR1913049.2903174__1.2903174	901__B6WRI9__DESPIGER_0385
ERR1913049.2903846__1.2903846	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913049.2903913__1.2903913	360807__C0FYV5__comEA
ERR1913049.2904183__1.2904183	1897011__A0A1Q6RE78__BHW41_04770
ERR1913049.2904273__1.2904273	46228__V8BPQ7__HMPREF1202_02326
ERR1913049.2904531__1.2904531	1262911__R6GY78__BN557_00532
ERR1913049.2904613__1.2904613	901__B6WXK8__DESPIG_02835
ERR1913049.2904617__1.2904617	1897011__A0A1Q6RE47__BHW41_04715
ERR1913049.2904626__1.2904626	74426__purL
ERR1913049.2904826__1.2904826	1262927__R7EX56__BN677_00089
ERR1913049.2904966__1.2904966	214856__A0A173YXX1__ERS852559_01651
ERR1913049.2905008__1.2905008	1262927__R7EX56__BN677_00089
ERR1913049.2905087__1.2905087	301301__A0A395V7U1__ycdT
ERR1913049.2905415__1.2905415	674529__A0A174I6X2__DXB21_05420
ERR1913049.2905474__1.2905474	166486__D4KYB5__mcp3_2
ERR1913049.2906507__1.2906507	901__B6WTW8__DESPIGER_1202
ERR1913049.2907216__1.2907216	39491__C4ZC33__DXC13_11585
ERR1913049.2907477__1.2907477	821__A0A0P0M2J4__DXD46_10295
ERR1913049.2907772__1.2907772	328814__GCA_004558275.1_01822
ERR1913049.2907835__1.2907835	28117__B0MTV0__BHV66_06395
ERR1913049.2907949__1.2907949	1520815__A0A1I3RKY2__SAMN02910435_02122
ERR1913049.2908202__1.2908202	821__A0A174V2F3__NCTC10583_01474
ERR1913049.2908333__1.2908333	246787__A0A0P0FSC9__BACCELL_02534
ERR1913049.2908734__1.2908734	74426__pflB_2
ERR1913049.2908813__1.2908813	901__B6WRI9__DESPIGER_0385
ERR1913049.2909135__1.2909135	1150298__A0A174T452__kfoC_3
ERR1913049.2909180__1.2909180	357276__A0A0K2HDP3__IY41_00705
ERR1913049.2909309__1.2909309	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.2909532__1.2909532	1262911__R6GVD4__BN557_01470
ERR1913049.2909643__1.2909643	79604__carB
ERR1913049.2909662__1.2909662	674529__R6VF01__DXB21_13480
ERR1913049.2909851__1.2909851	166486__D4KVY5__ERS852572_03136
ERR1913049.2909902__1.2909902	376805__F0R8B1__Bacsa_3573
ERR1913049.2910035__1.2910035	901__B6WXD6__DHV46_02215
ERR1913049.2910305__1.2910305	39492__D4JT75__EUBSIR_01776
ERR1913049.2910530__1.2910530	820__A0A3E4WCX3__C801_02709
ERR1913049.2910865__1.2910865	1262927__R7EX56__BN677_00089
ERR1913049.2910977__1.2910977	901__B6WVE0__DESPIG_02056
ERR1913049.2911069__1.2911069	166486__C7GFD3__ERS852572_00983
ERR1913049.2911085__1.2911085	214856__I3YMN6__Alfi_1938
ERR1913049.2911293__1.2911293	338188__A0A174ETX3__ERS852397_01955
ERR1913049.2911301__1.2911301	394340__alaS
ERR1913049.2911328__1.2911328	1263000__R5EHI3__BN466_01684
ERR1913049.2911380__1.2911380	1897011__A0A1Q6REY1__BHW41_04470
ERR1913049.2911591__1.2911591	1628085__A0A1C5YAJ9__C7386_10197
ERR1913049.2911936__1.2911936	33039__A0A174ZIS2__RTO_10090
ERR1913049.2911943__1.2911943	28116__C3QSX8__SAMN05444282_101331
ERR1913049.2912039__1.2912039	901__B6WXI0__DHV46_02055
ERR1913049.2912053__1.2912053	1263044__GCA_000433375.1_00903
ERR1913049.2912281__1.2912281	487174__K0WZU9__HMPREF9448_01159
ERR1913049.2912383__1.2912383	901__B6WUY7__DHV46_11425
ERR1913049.2912708__1.2912708	853__A0A173RZ39__C4N22_01650
ERR1913049.2913025__1.2913025	1262911__R6GKS1__BN557_00184
ERR1913049.2913035__1.2913035	166486__D4KZ24__ROSINTL182_05766
ERR1913049.2913115__1.2913115	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.2913269__1.2913269	394340__nifJ
ERR1913049.2913272__1.2913272	35833__E5YAY4__HMPREF0179_03355
ERR1913049.2913407__1.2913407	74426__nifJ
ERR1913049.2913495__1.2913495	820__A0A173YYG4__evgS_3
ERR1913049.2913568__1.2913568	1501391__GCA_000786575.1_00076
ERR1913049.2913652__1.2913652	901__B6WXF1__DESPIGER_1660
ERR1913049.2913717__1.2913717	1550024__G9RWR2__TQ39_04385
