ERR1913223.13__1.13	28111__E5WZR2__HMPREF1016_02168
ERR1913223.1961947__1.1961947	1262882__R5MFA5__BN519_00331
ERR1913223.1961981__1.1961981	39485__A0A174Z9M2__yhbU_1
ERR1913223.1961997__1.1961997	1535__G9RWN9__CH238_11575
ERR1913223.1962257__1.1962257	1262761__R6QW14__BN606_00877
ERR1913223.1962267__1.1962267	45851__D4RYD1__ytvI
ERR1913223.1962591__1.1962591	39490__A0A173UKU1__ERS852448_02086
ERR1913223.1962838__1.1962838	45851__D4RWI2__BHV86_07325
ERR1913223.1962927__1.1962927	1262911__R6GPB5__BN557_00842
ERR1913223.1963102__1.1963102	1680__A0A374QDL4__LMG18897_0432
ERR1913223.1963144__1.1963144	1262760__R5L825__BN758_01252
ERR1913223.1963175__1.1963175	1262959__R5XVI8__BN680_00158
ERR1913223.1963670__1.1963670	165179__A0A3E5E4P9__DXB80_07930
ERR1913223.1963759__1.1963759	45851__D4S080__BHV86_10275
ERR1913223.1963959__1.1963959	1262760__R5LD08__BN758_00086
ERR1913223.1964004__1.1964004	1262882__R5MFA5__BN519_00331
ERR1913223.1963985__1.1963985	1262761__R6QWI4__BN606_00934
ERR1913223.1964223__1.1964223	39491__D6DXZ8__DXB72_15035
ERR1913223.1964383__1.1964383	2293125__A0A374BIB7__DW917_16550
ERR1913223.1964436__1.1964436	45851__R5LL35__BUTYVIB_01928
ERR1913223.1964471__1.1964471	45851__D4RYZ4__BHV86_03155
ERR1913223.1964560__1.1964560	39486__B0G4W4__DXD82_09880
ERR1913223.1964843__1.1964843	1262761__R6QU78__BN606_01972
ERR1913223.1964860__1.1964860	1262911__R6H0U7__BN557_01104
ERR1913223.1964910__1.1964910	1262882__R5MQ68__BN519_01178
ERR1913223.1964996__1.1964996	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913223.1965105__1.1965105	45851__R5LRY3__BUTYVIB_01906
ERR1913223.1965130__1.1965130	45851__D4RYC5__BHV86_01930
ERR1913223.1965351__1.1965351	1262761__R6QR72__BN606_01181
ERR1913223.1965448__1.1965448	1262761__R6RU22__BN606_01110
ERR1913223.1965451__1.1965451	853__A0A2A7A4A9__C4N21_14870
ERR1913223.1965562__1.1965562	1262930__R6AVG7__BN693_02115
ERR1913223.1965646__1.1965646	45851__D4RYS4__BHV86_05460
ERR1913223.1965662__1.1965662	39485__C4Z685__EUBELI_20332
ERR1913223.1966059__1.1966059	39488__A0A173T8Z7__hemZ_2
ERR1913223.1966094__1.1966094	33039__A0A174ZHW3__ERS852424_00452
ERR1913223.1966422__1.1966422	1897011__A0A1Q6RIQ9__BHW41_00470
ERR1913223.1966601__1.1966601	39485__R5ZII6__EUBELI_00986
ERR1913223.1966697__1.1966697	165179__A0A229I4J4__proA
ERR1913223.1966873__1.1966873	189722__E0NQU7__HMPREF0658_0548
ERR1913223.1967036__1.1967036	1262924__R7HPU8__BN585_00010
ERR1913223.1967092__1.1967092	39491__R6UMS6__DXD13_07035
ERR1913223.1967106__1.1967106	47678__R5UA58__ERS852558_01431
ERR1913223.1967267__1.1967267	1262761__R6R8A4__BN606_01470
ERR1913223.1967403__1.1967403	165179__D1PCY7__DXB80_02765
ERR1913223.1967488__1.1967488	1262911__R6HN81__BN557_00921
ERR1913223.1967538__1.1967538	1262911__R6GKX4__BN557_01388
ERR1913223.1967564__1.1967564	165179__A0A3E5E2S3__DXB80_03455
ERR1913223.1967724__1.1967724	166486__D4KWM6__ERS852572_00729
ERR1913223.1967771__1.1967771	45851__D4RWC3__BUTYVIB_00254
ERR1913223.1967793__1.1967793	45851__D4RXK7__BUTYVIB_00558
ERR1913223.1967886__1.1967886	384638__B7APN3__BACPEC_00639
ERR1913223.1967889__1.1967889	1262961__R6E1C5__BN710_01058
ERR1913223.1968130__1.1968130	1262825__R5E978__BN724_00307
ERR1913223.1968389__1.1968389	1262882__R5MSI5__BN519_01596
ERR1913223.1968553__1.1968553	1262882__R5MZ41__BN519_00356
ERR1913223.1968619__1.1968619	853__A0A173XRA8__CGS56_09290
ERR1913223.1968666__1.1968666	1262777__R5VSE0__BN512_00126
ERR1913223.1968972__1.1968972	45851__D4S069__spoIVA
ERR1913223.1969153__1.1969153	33043__A0A174E9K7__sigF_1
ERR1913223.1969808__1.1969808	2293125__A0A374CC93__DW917_06625
ERR1913223.1969891__1.1969891	2173__A5UND4__Msm_1507
ERR1913223.1970000__1.1970000	239935__A0A139TMY7__CXU13_02020
ERR1913223.1970219__1.1970219	33043__A0A173WWJ5__ERS852386_00339
ERR1913223.1970232__1.1970232	1262886__R6QNU3__BN563_00612
ERR1913223.1970428__1.1970428	165179__A0A174WGF6__PREVCOP_04095
ERR1913223.1970527__1.1970527	45851__D4RZF5__BUTYVIB_01221
ERR1913223.1970812__1.1970812	39485__A0A174YTF8__EUBELI_20448
ERR1913223.1970819__1.1970819	45851__D4RZ84__BUTYVIB_01149
ERR1913223.1971078__1.1971078	165179__A0A3E5EB26__CFT61_02800
ERR1913223.1971081__1.1971081	100886__A0A174KYF6__CATMIT_02587
ERR1913223.1971037__1.1971037	33043__A0A173YYE7__ERS852445_00670
ERR1913223.1971123__1.1971123	33043__D5HH72__ERS852445_02265
ERR1913223.1971141__1.1971141	45851__D4RXL7__BUTYVIB_00568
ERR1913223.1971262__1.1971262	853__A0A174C5M1__CGS58_04460
ERR1913223.1971604__1.1971604	165179__A0A3E5E189__PREVCOP_06699
ERR1913223.1971637__1.1971637	39486__G1WPN2__DORFOR_01095
ERR1913223.1971815__1.1971815	1262825__R5ECH5__BN724_02253
ERR1913223.1972029__1.1972029	1262825__R5ECD5__BN724_02213
ERR1913223.1972090__1.1972090	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913223.1972206__1.1972206	33043__D5HIS6__ERS852575_02019
ERR1913223.1972301__1.1972301	39485__A0A174ZQ05__EUBELI_01606
ERR1913223.1972319__1.1972319	45851__D4S2J5__BUTYVIB_02317
ERR1913223.1972420__1.1972420	100886__E2NUI0__ERS852383_04330
ERR1913223.1972447__1.1972447	384638__B7ASZ6__BACPEC_02204
ERR1913223.1972952__1.1972952	1262761__R6QM05__BN606_00047
ERR1913223.1973074__1.1973074	39485__C4Z1Y6__EUBELI_00140
ERR1913223.1973120__1.1973120	39485__A0A174ZA08__EUBELI_01019
ERR1913223.1973249__1.1973249	45851__D4S0B1__BHV86_10120
ERR1913223.1973287__1.1973287	1262945__R6YFE7__BN600_01049
ERR1913223.1973369__1.1973369	39485__A0A174ZPH7__ERS852490_01992
ERR1913223.1973804__1.1973804	1262760__R5L825__BN758_01252
ERR1913223.1974046__1.1974046	1262992__R5CXM8__BN795_01024
ERR1913223.1974218__1.1974218	131111__K0ZIS9__HMPREF9241_00243
ERR1913223.1974342__1.1974342	39485__C4Z355__ERS852490_01971
ERR1913223.1974391__1.1974391	1262911__R6HMT5__BN557_00797
ERR1913223.1974516__1.1974516	45851__D4RWC5__BHV86_07005
ERR1913223.1974550__1.1974550	1262761__R6QN98__BN606_00094
ERR1913223.1974738__1.1974738	1262760__R5L825__BN758_01252
ERR1913223.1974748__1.1974748	853__A0A174C5M1__CGS58_04460
ERR1913223.1974852__1.1974852	1263006__R6LRF6__BN515_00540
ERR1913223.1974901__1.1974901	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913223.1975102__1.1975102	1262761__R6QTF1__BN606_01445
ERR1913223.1975134__1.1975134	2293125__A0A374BM87__DW917_16435
ERR1913223.1975414__1.1975414	28118__F9Z857__DER54_07670
ERR1913223.1975921__1.1975921	39485__A0A174Z8V5__fliU_2
ERR1913223.1976381__1.1976381	165179__R6CNX7__DXB80_02200
ERR1913223.1976393__1.1976393	1262961__R6DYT0__BN710_00050
ERR1913223.1976415__1.1976415	1262882__R5MPY4__BN519_01128
ERR1913223.1976600__1.1976600	39485__R5ZX10__ERS852492_02330
ERR1913223.1976833__1.1976833	45851__D4RZC9__BUTYVIB_01195
ERR1913223.1977209__1.1977209	1262911__R6GPB5__BN557_00842
ERR1913223.1977446__1.1977446	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913223.1977703__1.1977703	165179__A0A3E5AEF7__DXC61_05000
ERR1913223.1977662__1.1977662	1150298__A0A174HYM9__ERS852406_01664
ERR1913223.1977821__1.1977821	1262761__R6QND0__BN606_00112
ERR1913223.1977967__1.1977967	88431__A0A174RV97__ERS852573_01297
ERR1913223.1977976__1.1977976	39492__D4JRZ7__smc
ERR1913223.1978031__1.1978031	45851__D4RYQ2__BUTYVIB_00960
ERR1913223.1978241__1.1978241	45851__D4S366__BUTYVIB_02552
ERR1913223.1978375__1.1978375	1262886__R6QHD5__BN563_00547
ERR1913223.1978490__1.1978490	384639__GCA_003096855.1_00975
ERR1913223.1978720__1.1978720	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913223.1978850__1.1978850	45851__D4S141__BHV86_05760
ERR1913223.1978971__1.1978971	2173__R7PV46__BK798_00245
ERR1913223.1979063__1.1979063	165179__A0A174IPI3__CFT61_10940
ERR1913223.1979224__1.1979224	165179__A0A3E4SEG4__DXC61_11235
ERR1913223.1979312__1.1979312	45851__D4RXA4__BUTYVIB_00455
ERR1913223.1979438__1.1979438	45851__D4RYG8__BUTYVIB_00874
ERR1913223.1979626__1.1979626	39485__C4Z0F4__ERS852490_00945
ERR1913223.1979722__1.1979722	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913223.1979942__1.1979942	165179__D1P9T6__PREVCOP_04016
ERR1913223.1980052__1.1980052	853__A0A173YYY4__DWZ04_09420
ERR1913223.1980001__1.1980001	45851__D4S1P9__BUTYVIB_02021
ERR1913223.1980006__1.1980006	39491__A0A396FKG5__DXB76_07455
ERR1913223.1980093__1.1980093	88431__A0A174G8Q6__ERS852526_02711
ERR1913223.1980156__1.1980156	45851__D4RYQ1__BHV86_00310
ERR1913223.1980162__1.1980162	33043__D5HIL8__ERS852386_02009
ERR1913223.1980171__1.1980171	1628085__A0A3E2Y0W2__C7386_10871
ERR1913223.1980288__1.1980288	45851__D4S0P1__BUTYVIB_01660
ERR1913223.1980391__1.1980391	39488__A0A174JE42__ERS852450_02774
ERR1913223.1980395__1.1980395	45851__D4RWI2__BHV86_07325
ERR1913223.1980526__1.1980526	45851__R5LJL1__BHV86_09305
ERR1913223.1980689__1.1980689	39485__A0A174YMI9__cph2_5
ERR1913223.1980923__1.1980923	45851__D4RXA4__BUTYVIB_00455
ERR1913223.1980857__1.1980857	45851__D4RZC5__BUTYVIB_01191
ERR1913223.1980858__1.1980858	671267__R9ICM6__C802_00589
ERR1913223.1980866__1.1980866	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913223.1980913__1.1980913	418240__C6J8A2__ERS852478_02512
ERR1913223.1981331__1.1981331	2022527__A0A264YAY9__CHL74_01555
ERR1913223.1981521__1.1981521	1263006__R6MLL2__BN515_00946
ERR1913223.1982036__1.1982036	1262992__R5D1K9__BN795_01025
ERR1913223.1982110__1.1982110	39485__A0A174Z501__EUBELI_00678
ERR1913223.1982675__1.1982675	39491__A0A396FFW0__ERE_10580
ERR1913223.1982941__1.1982941	45851__D4S2F3__BUTYVIB_02275
ERR1913223.1983082__1.1983082	165179__R6BPK1__DXB80_04445
ERR1913223.1983210__1.1983210	1262886__R6QHZ9__BN563_00710
ERR1913223.1983493__1.1983493	33043__A0A173WWJ5__ERS852386_00339
ERR1913223.1983545__1.1983545	45851__D4S031__BHV86_10500
ERR1913223.1983972__1.1983972	28116__A0A395W0G7__NCTC11153_02716
ERR1913223.1984146__1.1984146	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913223.1984580__1.1984580	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913223.1984742__1.1984742	33043__A0A173W4M0__dnaD
ERR1913223.1985078__1.1985078	45851__D4RYG8__BUTYVIB_00874
ERR1913223.1985161__1.1985161	45851__D4RXK7__BUTYVIB_00558
ERR1913223.1985251__1.1985251	1262825__R5DZJ1__BN724_00084
ERR1913223.1985278__1.1985278	165179__D1PGJ6__DXC61_07300
ERR1913223.1985535__1.1985535	28111__R5JN40__HMPREF1016_01803
ERR1913223.1985512__1.1985512	572010__ppdK
ERR1913223.1985882__1.1985882	1262825__R5EHM5__BN724_01843
ERR1913223.1985956__1.1985956	45851__D4RXN5__BUTYVIB_00586
ERR1913223.1986083__1.1986083	45851__D4RW33__ylbJ
ERR1913223.1986358__1.1986358	1262959__R5Y0V4__BN680_01500
ERR1913223.1986452__1.1986452	1262761__R6R3L8__BN606_01039
ERR1913223.1986581__1.1986581	39485__C4Z390__EUBELI_01689
ERR1913223.1986555__1.1986555	33043__A0A174BLU4__ERS852386_02221
ERR1913223.1986758__1.1986758	901__B6WVE0__DESPIG_02056
ERR1913223.1986875__1.1986875	1262761__R6QUS0__BN606_00152
ERR1913223.1986948__1.1986948	39491__A0A3E4E7C5__DXB69_03255
ERR1913223.1987211__1.1987211	1262886__R6QP39__BN563_00737
ERR1913223.1987556__1.1987556	45851__D4RWC5__BHV86_07005
ERR1913223.1987558__1.1987558	45851__D4S1P9__BUTYVIB_02021
ERR1913223.1987728__1.1987728	100886__E2NUJ1__CATMIT_02272
ERR1913223.1987752__1.1987752	1262760__R5L6U4__BN758_00921
ERR1913223.1987882__1.1987882	165179__D1PAN5__PREVCOP_04260
ERR1913223.1988114__1.1988114	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913223.1988376__1.1988376	1262959__R5YSA1__BN680_00535
ERR1913223.1988852__1.1988852	1262961__R6DYA6__BN710_00447
ERR1913223.1988842__1.1988842	901__B6WSE5__DESPIG_01067
ERR1913223.1989217__1.1989217	45851__D4RXN5__BUTYVIB_00586
ERR1913223.1989219__1.1989219	39485__A0A174Z9M2__yhbU_1
ERR1913223.1989432__1.1989432	165179__D1PGU8__PREVCOP_06463
ERR1913223.1989531__1.1989531	853__A0A173RZ39__C4N22_01650
ERR1913223.1989547__1.1989547	1262760__R5LHL3__BN758_01935
ERR1913223.1989576__1.1989576	39485__A0A174ZA08__EUBELI_01019
ERR1913223.1991042__1.1991042	165179__A0A3E5AE59__DXC61_12885
ERR1913223.1990978__1.1990978	853__D4JY61__C4N21_10560
ERR1913223.1991126__1.1991126	1150298__A0A174I2L4__ERS852535_01377
ERR1913223.1991141__1.1991141	1262760__R5LQQ5__BN758_01244
ERR1913223.1991155__1.1991155	1262882__R5N2U9__BN519_01221
ERR1913223.1991240__1.1991240	1262761__R6R8R4__BN606_01561
ERR1913223.1991526__1.1991526	821__A0A0P0LQT3__DXC03_05050
ERR1913223.1991627__1.1991627	1262761__R6QUP0__BN606_01674
ERR1913223.1992141__1.1992141	45851__D4RZ27__BHV86_03325
ERR1913223.1992246__1.1992246	39488__A0A173RXS4__ribF
ERR1913223.1992437__1.1992437	45851__D4RYC5__BHV86_01930
ERR1913223.1992907__1.1992907	165179__A0A3E4SID1__DXB80_01945
ERR1913223.1993128__1.1993128	45851__D4RZ86__BHV86_03570
ERR1913223.1993413__1.1993413	1263000__R5EMW8__BN466_00256
ERR1913223.1993416__1.1993416	1262825__R5EIY5__BN724_01999
ERR1913223.1993682__1.1993682	45851__D4S141__BHV86_05760
ERR1913223.1993912__1.1993912	165179__D1PGJ6__DXC61_07300
ERR1913223.1994116__1.1994116	853__C7H7F5__DWZ46_01780
ERR1913223.1994528__1.1994528	165179__D1P9T6__PREVCOP_04016
ERR1913223.1994577__1.1994577	301302__A0A0M6WPH4__ERS852420_01173
ERR1913223.1994634__1.1994634	45851__D4RZ82__BHV86_03550
ERR1913223.1995033__1.1995033	45851__D4RY08__BUTYVIB_00711
ERR1913223.1995152__1.1995152	106588__A6NPX7__BACCAP_00246
ERR1913223.1995437__1.1995437	165179__A0A3E5A5E5__DXC61_13965
ERR1913223.1995505__1.1995505	823__A0A355XKQ8__DHP27_04010
ERR1913223.1996650__1.1996650	1284775__A0A095Y4Z7__HMPREF1640_07200
ERR1913223.1996709__1.1996709	33043__A0A174DSP1__essC_2
ERR1913223.1997126__1.1997126	33043__D5HIE6__ERS852445_01796
ERR1913223.1997468__1.1997468	100884__E7GFK3__DXB26_14415
ERR1913223.1997512__1.1997512	39485__A0A174ZPH7__ERS852490_01992
ERR1913223.1998056__1.1998056	165179__D1P8V8__DXC61_01940
ERR1913223.1998090__1.1998090	45851__D4S1P1__BHV86_08290
ERR1913223.1998097__1.1998097	45851__R5LVD9__BHV86_05140
ERR1913223.1998228__1.1998228	572010__nifJ
ERR1913223.1998281__1.1998281	45851__D4RY78__BUTYVIB_00783
ERR1913223.1998288__1.1998288	1897011__A0A1Q6RFG3__BHW41_03700
ERR1913223.1998263__1.1998263	33043__A8SPT5__yfiN_2
ERR1913223.1998598__1.1998598	1263107__GCA_000436995.1_00012
ERR1913223.1998644__1.1998644	39485__C4Z0F4__ERS852490_00945
ERR1913223.1998741__1.1998741	821__A0A0P0LQT3__DXC03_05050
ERR1913223.1998800__1.1998800	165179__A0A3E5DZA5__DXB80_12550
ERR1913223.1998929__1.1998929	39485__R5ZNS8__rsmG
ERR1913223.1999026__1.1999026	45851__D4RZA1__rimI
ERR1913223.1999699__1.1999699	45851__D4RWG7__BUTYVIB_00298
ERR1913223.2000033__1.2000033	2022527__A0A264Y5D1__CHL74_11220
ERR1913223.2000135__1.2000135	2173__A5UK74__pyrP
ERR1913223.2000244__1.2000244	33039__A0A173U4W1__ERS852502_00464
ERR1913223.2000187__1.2000187	45851__D4RY62__BHV86_05035
ERR1913223.2000502__1.2000502	45851__R5LHP6__BUTYVIB_00994
ERR1913223.2000573__1.2000573	39488__A0A374NJV6__EUBHAL_02710
ERR1913223.2000628__1.2000628	39485__C4Z6K2__ERS852490_00407
ERR1913223.2000696__1.2000696	39485__C4Z6F3__EUBELI_20400
ERR1913223.2000801__1.2000801	39485__A0A174YJA4__EUBELI_20421
ERR1913223.2001114__1.2001114	39485__A0A174ZG53__ERS852492_00924
ERR1913223.2001168__1.2001168	1262825__R5EA87__BN724_01038
ERR1913223.2001192__1.2001192	1262825__R5ECD5__BN724_02213
ERR1913223.2001309__1.2001309	1263006__R6LM98__BN515_00610
ERR1913223.2001322__1.2001322	1262825__R5ECD5__BN724_02213
ERR1913223.2002052__1.2002052	1262825__R5E8G6__BN724_00233
ERR1913223.2002421__1.2002421	1739406__A0A2X0U113__HMPREF2902_08155
ERR1913223.2002445__1.2002445	45851__D4S2F3__BUTYVIB_02275
ERR1913223.2002605__1.2002605	386414__D1VZK3__HMPREF9304_05080
ERR1913223.2003289__1.2003289	45851__D4RYQ9__BUTYVIB_00967
ERR1913223.2003315__1.2003315	39485__C4Z389__ERS852490_01920
ERR1913223.2003565__1.2003565	39485__A0A175A273__plsX_2
ERR1913223.2003678__1.2003678	45851__D4RYC5__BHV86_01930
ERR1913223.2003772__1.2003772	39485__A0A174Z2K9__ERS852490_02052
ERR1913223.2003877__1.2003877	1262945__R6YT88__BN600_00074
ERR1913223.2003914__1.2003914	1262882__R5MM10__BN519_01679
ERR1913223.2004256__1.2004256	310298__B3JGH4__BACCOP_00976
ERR1913223.2004310__1.2004310	39485__A0A174ZA72__glgB_1
ERR1913223.2004484__1.2004484	1262761__R6QW09__BN606_00873
ERR1913223.2004688__1.2004688	100886__E2NQ86__ERS852383_05208
ERR1913223.2004742__1.2004742	45851__D4RYC7__BUTYVIB_00832
ERR1913223.2004779__1.2004779	45851__D4RYB8__BHV86_01965
ERR1913223.2004812__1.2004812	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913223.2004959__1.2004959	88431__A0A174MAX1__ERS852423_01871
ERR1913223.2004995__1.2004995	821__I9R3W6__DXC16_12455
ERR1913223.2005025__1.2005025	39485__A0A174ZA08__EUBELI_01019
ERR1913223.2005106__1.2005106	165179__D1PAJ7__PREVCOP_04222
ERR1913223.2005278__1.2005278	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913223.2005377__1.2005377	45851__D4RYD2__BUTYVIB_00837
ERR1913223.2005625__1.2005625	45851__D4RYZ4__BHV86_03155
ERR1913223.2005707__1.2005707	45851__D4S080__BHV86_10275
ERR1913223.2005708__1.2005708	1262760__R5LN70__BN758_00719
ERR1913223.2005710__1.2005710	1262760__R5LTZ6__BN758_01715
ERR1913223.2005719__1.2005719	45851__D4RXL5__BHV86_02950
ERR1913223.2005759__1.2005759	39492__D4JXA0__ERS852540_02538
ERR1913223.2005738__1.2005738	418240__C6J8Y5__ERS852478_01177
ERR1913223.2005883__1.2005883	384638__B7APN3__BACPEC_00639
ERR1913223.2006004__1.2006004	39486__B0G7T2__DORFOR_02337
ERR1913223.2006103__1.2006103	45851__D4RWN6__BUTYVIB_00072
ERR1913223.2006261__1.2006261	165179__D1P8V8__DXC61_01940
ERR1913223.2006267__1.2006267	28116__E5C5U2__HMPREF2532_02418
ERR1913223.2006627__1.2006627	1262760__R5LYY0__BN758_00267
ERR1913223.2006811__1.2006811	165179__A0A229I1J2__DXB80_03950
ERR1913223.2007026__1.2007026	1262992__R5CXM8__BN795_01024
ERR1913223.2007091__1.2007091	39485__A0A174YR99__ERS852492_00943
ERR1913223.2007326__1.2007326	45851__D4RWR5__BHV86_06295
ERR1913223.2007350__1.2007350	45851__D4RZC9__BUTYVIB_01195
ERR1913223.2007407__1.2007407	165179__D1PDT3__PREVCOP_05375
ERR1913223.2007684__1.2007684	165179__D1PCU4__PREVCOP_05029
ERR1913223.2007948__1.2007948	39485__R5ZT06__EUBELI_20526
ERR1913223.2007898__1.2007898	45851__D4S1I1__BHV86_08605
ERR1913223.2007994__1.2007994	572010__adhR
ERR1913223.2008084__1.2008084	39491__A0A173TFQ1__rsmF
ERR1913223.2008352__1.2008352	39491__A0A395UVM9__DXB76_04540
ERR1913223.2008553__1.2008553	39491__C4ZF05__vpr
ERR1913223.2008614__1.2008614	39485__R5ZSI4__ERS852492_00875
ERR1913223.2008632__1.2008632	45851__D4RZ27__BHV86_03325
ERR1913223.2008742__1.2008742	1262961__R6DMJ8__BN710_00674
ERR1913223.2008753__1.2008753	1262825__R5EKK9__BN724_00408
ERR1913223.2008928__1.2008928	1263006__R6LUR7__BN515_01572
ERR1913223.2009158__1.2009158	1262961__R6EKE2__BN710_00905
ERR1913223.2009247__1.2009247	39485__A0A174ZJ84__EUBELI_00107
ERR1913223.2009302__1.2009302	45851__D4RZF4__BUTYVIB_01220
ERR1913223.2009365__1.2009365	39492__D4JWM0__atpF
ERR1913223.2009483__1.2009483	45851__D4RZD5__BUTYVIB_01201
ERR1913223.2009612__1.2009612	165179__D1PDG7__DXB80_11180
ERR1913223.2009663__1.2009663	165179__A0A3E5EBQ2__DXC61_01930
ERR1913223.2009696__1.2009696	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913223.2010116__1.2010116	1262825__R5E3J9__BN724_01601
ERR1913223.2010357__1.2010357	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913223.2010643__1.2010643	77917__A0A2P8EQ49__EI53_00596
ERR1913223.2010977__1.2010977	45851__D4S317__BUTYVIB_02469
ERR1913223.2011288__1.2011288	853__A0A2A7B1Y7__C7K05_11930
ERR1913223.2011757__1.2011757	39491__A0A395ZEN3__DXD95_12655
ERR1913223.2011817__1.2011817	33043__A0A173WU55__ganB_2
ERR1913223.2011847__1.2011847	2173__A5UJ58__BK798_03985
ERR1913223.2012026__1.2012026	45851__D4S1R9__BHV86_08150
ERR1913223.2012135__1.2012135	45851__D4RZ86__BHV86_03570
ERR1913223.2012343__1.2012343	45851__D4RYA4__BHV86_02030
ERR1913223.2012461__1.2012461	45851__D4S1J8__BUTYVIB_01969
ERR1913223.2012646__1.2012646	88431__A0A174GCE2__ERS852423_01397
ERR1913223.2012648__1.2012648	1262760__R5LMW6__BN758_00680
ERR1913223.2012759__1.2012759	39485__A0A174ZNZ2__ERS852492_02345
ERR1913223.2012776__1.2012776	1262911__R6GPB5__BN557_00842
ERR1913223.2012922__1.2012922	45851__D4RWC1__BHV86_06985
ERR1913223.2013077__1.2013077	45851__D4S1R7__BUTYVIB_02039
ERR1913223.2013090__1.2013090	39492__D4JT75__EUBSIR_01776
ERR1913223.2013227__1.2013227	1263027__R6ZHT1__BN699_00016
ERR1913223.2013478__1.2013478	1297617__A0A0S2W0W8__BIV19_14460
ERR1913223.2013515__1.2013515	39491__A0A395ZKJ0__DXD13_11010
ERR1913223.2013655__1.2013655	1262882__R5MZZ3__BN519_00482
ERR1913223.2013841__1.2013841	39485__A0A174YMI9__cph2_5
ERR1913223.2014034__1.2014034	1297617__A0A2U1CDK7__IB211_00835c
ERR1913223.2014126__1.2014126	384638__B7APN3__BACPEC_00639
ERR1913223.2014149__1.2014149	357276__I9RAC4__BSEG_00561
ERR1913223.2014332__1.2014332	39486__B0G582__DXC93_01235
ERR1913223.2014390__1.2014390	1262886__R6QI91__BN563_00800
ERR1913223.2014431__1.2014431	45851__D4S1B2__BHV86_08920
ERR1913223.2014641__1.2014641	45851__D4S247__BUTYVIB_02169
ERR1913223.2014848__1.2014848	39491__A0A395V1Y4__DXB99_08035
ERR1913223.2015026__1.2015026	1262825__R5EKZ9__BN724_00513
ERR1913223.2015042__1.2015042	2293125__A0A374BIB7__DW917_16550
ERR1913223.2015216__1.2015216	1262825__R5ELY8__BN724_02320
ERR1913223.2015326__1.2015326	45851__D4RW73__BHV86_06745
ERR1913223.2015522__1.2015522	1042156__F7V3A8__HipB
ERR1913223.2015665__1.2015665	45851__D4S1J6__BHV86_08535
ERR1913223.2015839__1.2015839	39485__R5ZSH7__EUBELI_00953
ERR1913223.2015870__1.2015870	1262760__R5LC36__BN758_01814
ERR1913223.2016027__1.2016027	1263027__R7A3L5__BN699_00745
ERR1913223.2016181__1.2016181	100886__E2NR09__CATMIT_01012
ERR1913223.2016288__1.2016288	45851__D4S0J9__BUTYVIB_01618
ERR1913223.2016384__1.2016384	357276__I9QBT7__BSEG_03340
ERR1913223.2016570__1.2016570	45851__R5LHP6__BUTYVIB_00994
ERR1913223.2016628__1.2016628	39485__C4Z390__EUBELI_01689
ERR1913223.2016754__1.2016754	384639__GCA_003096855.1_00971
ERR1913223.2017165__1.2017165	39485__R5ZRT8__gmr_6
ERR1913223.2017257__1.2017257	1284775__A0A095ZFV3__HMPREF1640_07245
ERR1913223.2017325__1.2017325	1262825__R5E3H9__BN724_01592
ERR1913223.2017548__1.2017548	40520__A5ZTQ5__ERS852533_02495
ERR1913223.2017713__1.2017713	1262929__R6F141__BN691_00686
ERR1913223.2017743__1.2017743	28118__R6FH70__NCTC10826_02742
ERR1913223.2017762__1.2017762	1150298__A0A174N5I7__ERS852498_01953
ERR1913223.2017970__1.2017970	39485__C4Z389__ERS852490_01920
ERR1913223.2018358__1.2018358	1739406__S2ZU66__HMPREF2902_03165
ERR1913223.2018315__1.2018315	2108523__A0A2P2F3W3__LAWASA_692
ERR1913223.2018375__1.2018375	39485__C4Z2J8__ERS852490_02044
ERR1913223.2018930__1.2018930	39485__A0A174ZG70__ERS852492_00929
ERR1913223.2019045__1.2019045	45851__D4RWC8__BHV86_07020
ERR1913223.2019145__1.2019145	165179__A0A3E5E7J5__DXC61_10360
ERR1913223.2019225__1.2019225	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913223.2019342__1.2019342	39488__A0A173SXL5__DXD91_06505
ERR1913223.2019372__1.2019372	204516__U6RGK1__HMPREF1534_01924
ERR1913223.2019676__1.2019676	45851__D4RZC5__BUTYVIB_01191
ERR1913223.2020045__1.2020045	2022527__A0A264YBG2__CHL74_00640
ERR1913223.2020061__1.2020061	1263006__R6LQ17__BN515_02097
ERR1913223.2020000__1.2020000	853__A0A174C5M1__CGS58_04460
ERR1913223.2020084__1.2020084	39496__A5Z7Y8__EUBVEN_01828
ERR1913223.2020138__1.2020138	39485__C4Z058__ERS852492_00130
